timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.266473,"[ 0.857035    2.60194381 -0.51582411  1.20512621  1.48705758 -0.37882825
 -0.52930139  0.37989411  0.07360844  0.43588621  0.        ]",[-0.37875364  0.71089315],-0.0535040253861,[-0.18724157 -0.81895494],[-0.59928566 -0.05634151],"[[-0.07980667  0.08533236  0.1709022  -0.04422845]
 [ 0.00150694 -0.00078021  0.          0.        ]]"
1,-0.238125,"[ 0.85489856  2.59762656 -0.54107028  1.32446623  1.48705646 -0.37882814
 -0.59084964  0.74650185  0.07246461  0.4354997   0.        ]",[-0.74069828 -0.85872937],-0.0533676960232,[-0.1883762  -0.85367417],[-0.59928566 -0.05634151],"[[-0.09482073  0.113565    0.1709022  -0.04422845]
 [-1.49791723  2.8146585   0.          0.        ]]"
2,-0.250244,"[ 0.84295196  2.59349342 -0.63995417  1.41564115  1.48705534 -0.37882804
 -0.70985444  0.29663705  0.06682718  0.34318489  0.        ]",[-0.36076116 -0.03215516],-0.0464465422469,[ 0.26128864 -0.56685996],[-0.59928566 -0.05634151],"[[-0.1538672   0.13519484  0.1709022  -0.04422845]
 [-4.39708103 -0.64016622  0.          0.        ]]"
3,-0.2623,"[ 0.80936369  2.59623283 -0.80745161  1.35687119  1.48705422 -0.37882794
 -0.76486317  0.28177388  0.04352142  0.13420639  0.        ]",[ 0.42575222  1.06867894],-0.0351338292149,[ 0.7443167  -0.19539875],[-0.59928566 -0.05634151],"[[-0.25525456  0.12124629  0.1709022  -0.04422845]
 [-5.73719312 -0.75431032  0.          0.        ]]"
4,-0.243781,"[ 0.76220217  2.59114755 -0.96318647  1.46121705  1.4870531  -0.37882784
 -0.69113358  0.79921801  0.01094018 -0.02346708  0.        ]",[ 0.60658917 -0.01233638],-0.0331864698347,[ 0.78450572 -0.14336157],[-0.59928566 -0.05634151],"[[-0.35197695  0.14603064  0.1709022  -0.04422845]
 [-3.94102223  3.21950448  0.          0.        ]]"
5,-0.260339,"[ 0.72963492  2.57394818 -1.04779885  1.72564303  1.48705198 -0.37882774
 -0.58943271  0.78443268 -0.00285979 -0.06060073  0.        ]",[ 1.11567069  0.94182668],-0.0333625093956,[ 0.66862494 -0.24393284],[-0.59928566 -0.05634151],"[[-0.40593894  0.20928144  0.1709022  -0.04422845]
 [-1.46342287  3.10595994  0.          0.        ]]"
6,-0.250465,"[ 0.73644176  2.5350267  -1.03116857  2.13165002  1.48705086 -0.37882764
 -0.42591663  1.26182528  0.01347397  0.05895298  0.        ]",[ 0.03239022  0.69658832],-0.0312082983886,[ 0.0673849  -0.75675702],[-0.59928566 -0.05634151],"[[-0.39523986  0.30818509  0.1709022  -0.04422845]
 [ 2.52009996  6.77219416  0.          0.        ]]"
7,-0.224503,"[ 0.76660603  2.44071333 -0.95062389  2.76682514  1.48704974 -0.37882753
 -0.42273565  1.60351562  0.0242259   0.31962278  0.        ]",[-0.23368976 -2.11389143],-0.0404781078678,[-0.45909554 -1.38681448],[-0.59928566 -0.05634151],"[[-0.34406073  0.46995731  0.1709022  -0.04422845]
 [ 2.59759114  9.39628151  0.          0.        ]]"
8,-0.242889,"[  7.88444813e-01   2.32445753e+00  -8.83115432e-01   3.29853849e+00
   1.48704862e+00  -3.78827433e-01  -4.62725607e-01   1.06374403e+00
  -2.97945171e-04   5.43788669e-01   0.00000000e+00]",[-0.60538884 -0.6563569 ],-0.0566175808549,[-0.63550717 -1.73194706],[-0.59928566 -0.05634151],"[[-0.30188311  0.61629203  0.1709022  -0.04422845]
 [ 1.62336598  5.2510037   0.          0.        ]]"
9,-0.232252,"[ 0.79233432  2.2514313  -0.87000436  3.56088838  1.4870475  -0.37882733
 -0.56231626  0.71190271 -0.02395728  0.63305242  0.        ]",[-0.92020876 -1.58077989],-0.0637500823852,[-0.51791716 -1.78351343],[-0.59928566 -0.05634151],"[[-0.29375822  0.69420179  0.1709022  -0.04422845]
 [-0.80283202  2.54897111  0.          0.        ]]"
