timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.85510137  2.5919766  -0.21614247  0.51706157 -1.20371597 -1.72880227
 -0.5204018   0.37952293  2.45280571  1.98798885  0.        ]",-1.18474,[-3.02066491 -5.3354711 ],-0.405090679959,[-2.97235584 -6.26484251],[-0.52154183 -0.05499109],"[[ 0.06898952 -0.07621945 -0.1394754  -0.19916658]
 [-0.00152814  0.0011695   0.          0.        ]]"
1,"[ 0.85822396  2.58612946 -0.28260988  0.35117143 -1.2037151  -1.72880023
 -0.69437268 -0.13693254  2.45116268  1.87126383  0.        ]",-1.16861,[-2.20605465 -5.45059994],-0.398626925179,[-2.75456452 -6.12992001],[-0.52154183 -0.05499109],"[[ 0.02928409 -0.11590871 -0.1394754  -0.19916658]
 [-3.95585945 -3.95690852  0.          0.        ]]"
2,"[ 0.85261085  2.55460921 -0.48020723 -0.13677383 -1.20371423 -1.7287982
 -0.86490834 -0.6431649   2.40824249  1.52927741  0.        ]",-1.08043,[-2.69976513 -4.24000374],-0.37694144368,[-2.23671293 -5.74559164],[-0.52154183 -0.05499109],"[[-0.08872428 -0.23397349 -0.1394754  -0.19916658]
 [-7.83211128 -7.83663799  0.          0.        ]]"
3,"[ 0.79498568  2.45744963 -0.80052264 -0.90941949 -1.20371336 -1.72879616
 -1.03209073 -1.13936819  2.21969529  1.01270247  0.        ]",-0.930713,[-1.14177686 -4.65247141],-0.333847794236,[-1.43289948 -5.04274082],[-0.52154183 -0.05499109],"[[ -0.28349218  -0.42886186  -0.1394754   -0.19916658]
 [-11.63214801 -11.63950865   0.           0.        ]]"
4,"[ 0.61977753  2.23649839 -1.21280734 -1.86542361 -1.20371249 -1.72879413
 -1.19601628 -1.62572294  1.76284137  0.48643585  0.        ]",-0.74077,[ 0.27609953 -4.51067385],-0.262368478403,[ 0.04128642 -3.87243462],[-0.52154183 -0.05499109],"[[ -0.55351665  -0.69905072  -0.1394754   -0.19916658]
 [-15.35816282 -15.36690862   0.           0.        ]]"
5,"[ 0.31836111  1.83464697 -1.58726705 -2.79120142 -1.20371162 -1.72879209
 -1.13465555 -2.10264015  1.09227019  0.28101349  0.        ]",-0.52585,[ 0.80973294 -2.41344281],-0.172371886774,[ 0.97965497 -2.86419058],[-0.52154183 -0.05499109],"[[ -0.84668403  -1.04306183  -0.1394754   -0.19916658]
 [-13.96346294 -19.02199423   0.           0.        ]]"
6,"[-0.00342108  1.23240953 -1.8186231  -3.33650685 -1.20371075 -1.72879005
 -0.98166462 -2.57017704  0.5042088   0.55116035  0.        ]",-0.241856,[ 0.88191415 -3.57524787],-0.106334835627,[ 1.25144815 -2.3632164 ],[-0.52154183 -0.05499109],"[[ -1.09106198  -1.4594534   -0.1394754   -0.19916658]
 [-10.48602167 -22.60521172   0.           0.        ]]"
7,"[-0.2584885   0.49843215 -1.92941945 -3.06913701 -1.20370988 -1.72878802
 -0.81913978 -3.02845128  0.24183042  1.12423414  0.        ]",-0.371295,[ 1.53210407 -2.30141014],-0.126530025909,[ 1.01508367 -2.46731305],[-0.52154183 -0.05499109],"[[ -1.26371862  -1.94679747  -0.1394754   -0.19916658]
 [ -6.79187276 -26.11747208   0.           0.        ]]"
8,"[-0.40517672 -0.17082686 -1.97020439 -1.66392752 -1.20370901 -1.72878598
 -0.63921472 -3.4776309   0.37884046  1.70017159  0.        ]",-0.597212,[ 0.8006465  -4.61112539],-0.190632428826,[ 0.49309814 -3.1500144 ],[-0.52154183 -0.05499109],"[[ -1.35852656  -2.50368804  -0.1394754   -0.19916658]
 [ -2.70221758 -29.56007343   0.           0.        ]]"
9,"[-0.43926181 -0.4724667  -1.97748536  0.78287411 -1.20370814 -1.72878395
 -0.49745572 -3.09718755  0.82448151  2.01967685  0.        ]",-0.874074,[-1.35383326 -4.3850039 ],-0.249215110838,[ 0.23919013 -3.91705656],[-0.52154183 -0.05499109],"[[ -1.38024958  -3.12874474  -0.1394754   -0.19916658]
 [  0.51993208 -26.64443237   0.           0.        ]]"
10,"[-0.48563759 -0.4555095  -1.98610644  1.46169331 -1.20370727 -1.72878191
 -0.67204065  0.67231422  0.97326672  2.0358121   0.        ]",-1.0133,[ 1.51277357 -2.22497953],-0.2617719037,[ 1.17799413 -3.84572744],[-0.52154183 -0.05499109],"[[-1.40966221 -3.29094976 -0.1394754  -0.19916658]
 [-3.44835421  2.24507921  0.          0.        ]]"
11,"[-0.53087444 -0.47011756 -1.99310696  1.07525473 -1.2037064  -1.72877987
 -0.49484155  1.0658683   0.88938613  2.02927412  0.        ]",-0.944294,[ 1.84428301 -3.35418167],-0.254813694604,[ 1.12831783 -3.75466537],[-0.52154183 -0.05499109],"[[-1.43821743 -3.19840175 -0.1394754  -0.19916658]
 [ 0.57934027  5.26128733  0.          0.        ]]"
