timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.85972445  2.59450761 -0.30553209  1.21681429  0.65284495  0.93665143
 -0.52322322  0.38000891  0.80976703 -0.76280432  0.        ]",-0.602597,[ 1.9228612   0.08025163],-0.163454855868,[ 1.96476352 -1.49963737],[-0.5247637  -0.07146388],"[[ 0.02095138  0.08992093  0.07519558  0.10771533]
 [-0.00354619  0.00410673  0.          0.        ]]"
1,"[ 0.85712909  2.594045   -0.23914721  1.23046775  0.65284469  0.93665094
 -0.35186529  0.421231    0.8037728  -0.68315237  0.        ]",-0.507324,[ 1.30040701 -2.21834436],-0.158018103823,[ 1.77788806 -1.64548826],[-0.5247637  -0.07146388],"[[ 0.06057049  0.09317505  0.07519558  0.10771533]
 [ 3.95228711  0.32025598  0.          0.        ]]"
2,"[ 0.83452557  2.59795916 -0.04283276  1.09014228  0.65284443  0.93665044
 -0.18382529 -0.09607791  0.77914622 -0.49089024  0.        ]",-0.418424,[ 0.43061507 -3.48313498],-0.144991376327,[ 1.49464846 -1.93500006],[-0.5247637  -0.07146388],"[[ 0.17853786  0.0597735   0.07519558  0.10771533]
 [ 7.83152544 -3.64718578  0.          0.        ]]"
3,"[ 0.76222514  2.59860614  0.23553506  0.61865936  0.65284417  0.93664995
 -0.11667997 -0.60302634  0.73127178 -0.27870659  0.        ]",-0.416924,[ 1.24870775 -2.61934015],-0.130462305682,[ 1.19205999 -2.17218065],[-0.5247637  -0.07146388],"[[ 0.35072061 -0.05217971  0.07519558  0.10771533]
 [ 9.38158853 -7.53516952  0.          0.        ]]"
4,"[ 0.60054374  2.55625027  0.57307037 -0.16778756  0.6528439   0.93664946
  0.04670968 -1.10003787  0.6447158  -0.05770663  0.        ]",-0.411478,[ 1.39430632 -1.30811456],-0.11382788855,[ 0.50522667 -2.57463813],[-0.5247637  -0.07146388],"[[  0.57619656  -0.24112825   0.07519558   0.10771533]
 [ 13.15347204 -11.3469461    0.           0.        ]]"
5,"[ 0.28132381  2.40852971  0.94802896 -1.20220704  0.65284364  0.93664896
  0.20688019 -1.58716262  0.48232302  0.18272275  0.        ]",-0.231475,[-1.24967312 -2.65343147],-0.0917652629126,[-0.22560552 -2.98809409],[-0.5247637  -0.07146388],"[[  0.87636403  -0.50555214   0.07519558   0.10771533]
 [ 16.85104122 -15.08290424   0.           0.        ]]"
6,"[-0.12074624  2.08537518  1.20374244 -2.31024337  0.65284338  0.93664847
  0.02114183 -2.06424443  0.30360924  0.28117636  0.        ]",-0.0690052,[-0.03153102 -6.19892578],-0.0707578539579,[-0.60114962 -3.21976233],[-0.5247637  -0.07146388],"[[  1.17036533  -0.84392112   0.07519558   0.10771533]
 [ 12.56323598 -18.74185208   0.           0.        ]]"
7,"[-0.5025284   1.54200001  1.31684507 -3.16652841  0.65284312  0.93664798
  0.00502786 -2.53205511  0.15512759  0.18271906  0.        ]",-0.128988,[-0.38597474 -2.46738519],-0.0493978471961,[-0.76174957 -3.43330097],[-0.5247637  -0.07146388],"[[  1.41789865  -1.2547565    0.07519558   0.10771533]
 [ 12.19124199 -22.32971641   0.           0.        ]]"
8,"[-0.86488206  0.81098947  1.3319193  -3.31739411  0.65284286  0.93664748
 -0.07156721 -2.99057321 -0.00983662 -0.06782757  0.        ]",-0.0852205,[-1.01107557 -3.79285973],-0.0325540476443,[-0.66913861 -3.46038055],[-0.5247637  -0.07146388],"[[  1.64398499  -1.73663371   0.07519558   0.10771533]
 [ 10.42303076 -25.84634114   0.           0.        ]]"
9,"[-1.12921038  0.05474264  1.28839543 -2.33675044  0.6528426   0.93664699
 -0.25200614 -3.4400427  -0.22624605 -0.46444842  0.        ]",-0.170221,[ 0.93901245 -4.24796208],-0.0611391639398,[-0.15140256 -3.04519939],[-0.5247637  -0.07146388],"[[  1.81065613  -2.28814675   0.07519558   0.10771533]
 [  6.25756547 -29.29360714   0.           0.        ]]"
10,"[-1.37486022 -0.42979896  1.20333058 -0.13721873  0.65284234  0.9366465
 -0.09638066 -3.88066469 -0.59172616 -0.86227718  0.        ]",-0.25559,[ 0.08882445 -2.33243383],-0.11517320495,[ 0.03351308 -2.44723153],[-0.5247637  -0.07146388],"[[  1.9718511   -2.90792649   0.07519558   0.10771533]
 [  9.85020473 -32.67306732   0.           0.        ]]"
11,"[-1.65448556 -0.46749785  1.04381625  1.14406097  0.65284208  0.936646
 -0.08953562  0.16274441 -0.81146061 -1.01751868  0.        ]",-0.389264,[ 0.21408085 -1.81360923],-0.143846777545,[-0.3905271  -2.20243311],[-0.5247637  -0.07146388],"[[  2.17044192  -3.21419103   0.07519558   0.10771533]
 [ 10.00822305  -1.66224121   0.           0.        ]]"
12,"[-1.90749384 -0.47089617  0.82012079  0.96078614  0.65284181  0.93664551
 -0.06139016  0.88131948 -0.75621607 -0.98187261  0.        ]",-0.369898,[-1.0491534  -3.04050732],-0.136755525068,[-0.28195402 -2.20975208],[-0.5247637  -0.07146388],"[[  2.37712639  -3.17063573   0.07519558   0.10771533]
 [ 10.65796484   3.84885438   0.           0.        ]]"
13,"[-2.08017979 -0.47010038  0.59677246  0.6558033   0.65284155  0.93664502
 -0.24204017  0.77835666 -0.70921068 -0.90957222  0.        ]",-0.37692,[ 0.09956501 -3.20274516],-0.126883617883,[-0.09710132 -2.17975855],[-0.5247637  -0.07146388],"[[ 2.54844356 -3.09823799  0.07519558  0.10771533]
 [ 6.4876313   3.0591865   0.          0.        ]]"
14,"[-2.18713911 -0.46522033  0.40496092  0.4564954   0.65284129  0.93664452
 -0.23053031  0.60523352 -0.69275945 -0.85119039  0.        ]",-0.389736,[-0.57427839 -1.57814219],-0.120350148598,[ 0.02601493 -2.15112114],[-0.5247637  -0.07146388],"[[ 2.68086207 -3.05082623  0.07519558  0.10771533]
 [ 6.7533364   1.73142523  0.          0.        ]]"
15,"[-2.25739029 -0.46124249  0.23410851  0.35126817  0.65284103  0.93664403
 -0.33481707  0.49169687 -0.69217328 -0.81339567  0.        ]",-0.400946,[ 1.13167455 -2.28949524],-0.116823488689,[ 0.22193758 -2.10901499],[-0.5247637  -0.07146388],"[[ 2.79177376 -3.02571864  0.07519558  0.10771533]
 [ 4.34586021  0.86066056  0.          0.        ]]"
16,"[-2.3145666  -0.45898812  0.03192491  0.30079744  0.65284077  0.93664354
 -0.16703645  0.4315393  -0.70036313 -0.7867587   0.        ]",-0.383404,[ 0.17867022 -2.56921768],-0.114974794162,[ 0.33114865 -2.0858047 ],[-0.5247637  -0.07146388],"[[ 2.91755238 -3.01365105  0.07519558  0.10771533]
 [ 8.21909617  0.39928511  0.          0.        ]]"
17,"[-2.35237519 -0.45788981 -0.24983098  0.27787882  0.65284051  0.93664304
 -0.14344173  0.40261623 -0.71713421 -0.76407722  0.        ]",-0.405007,[ 0.13124821 -1.74550444],-0.114171068294,[ 0.57522255 -2.03102589],[-0.5247637  -0.07146388],"[[ 3.0873993  -3.00816512  0.07519558  0.10771533]
 [ 8.76378228  0.1774616   0.          0.        ]]"
18,"[-2.34227819 -0.45739371 -0.54902253  0.26783512  0.65284025  0.93664255
 -0.12844708  0.38946545 -0.73806882 -0.74772891  0.        ]",-0.411483,[ 1.12131342 -2.62504463],-0.114332379204,[ 0.78710139 -1.9551897 ],[-0.5247637  -0.07146388],"[[ 3.26614799 -3.00575975  0.07519558  0.10771533]
 [ 9.10993463  0.07660311  0.          0.        ]]"
19,"[-2.26019086 -0.45717884 -0.90733372  0.2635422   0.65283999  0.93664206
  0.03524904  0.38369901 -0.76633637 -0.73611301  0.        ]",-0.427042,[-0.03819459 -1.28965075],-0.115582413613,[ 0.99676579 -1.86324   ],[-0.5247637  -0.07146388],"[[  3.48626205  -3.00473141   0.07519558   0.10771533]
 [ 12.88887755   0.0323785    0.           0.        ]]"
20,"[-2.07544543 -0.45708812 -1.28536452  0.26174112  0.65283973  0.93664156
  0.01764553  0.38123285 -0.80036389 -0.73304761  0.        ]",-0.432901,[ 1.07659703 -2.35684115],-0.118142617361,[ 1.26585257 -1.69542766],[-0.5247637  -0.07146388],"[[  3.73996227  -3.00429994   0.07519558   0.10771533]
 [ 12.48249898   0.01346534   0.           0.        ]]"
