timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.42891711 -0.31015238],[ 3.0664916  -0.29192594],"[ 1.08437852  1.32172501 -0.39094133  0.89410824 -0.76805211  1.165273
  0.09571123  0.29671783  2.26403865 -1.87007268  0.        ]",-0.332906579985,-3.27404,[ 3.13066025 -0.84627524],"[[-0.02829164 -0.06434294 -0.08858294  0.13525351]
 [ 0.00264399  0.00463903  0.          0.        ]]"
1,[-0.42891711 -0.31015238],[ 2.73263288 -0.41750777],"[ 1.08483926  1.31844652 -0.32678102  0.80528948 -0.76805152  1.16527169
  0.44662932 -0.22146863  2.26495205 -1.81327739  0.        ]",-0.330945445317,-3.27937,[ 2.69357996 -0.35052848],"[[ 0.01146432 -0.09788718 -0.08858294  0.13525351]
 [ 3.95977343 -3.34788387  0.          0.        ]]"
2,[-0.42891711 -0.31015238],[ 2.26051378 -0.64263988],"[ 1.0733536   1.30514116 -0.13674124  0.59422042 -0.76805094  1.16527037
  0.790539   -0.42598122  2.25958679 -1.61888068  0.        ]",-0.323844827997,-3.16992,[ 3.2466242  -0.29250353],"[[ 0.12956987 -0.1781205  -0.08858294  0.13525351]
 [ 7.83787519 -4.6710244   0.          0.        ]]"
3,[-0.42891711 -0.31015238],[ 1.75950181 -0.79880643],"[ 1.01287347  1.27650952  0.16927016  0.32500897 -0.76805036  1.16526906
  1.12764407 -0.5909142   2.21726713 -1.26570644  0.        ]",-0.309441525284,-3.03545,[ 2.12153902  0.06503726],"[[  0.32446752  -0.28224754  -0.08858294   0.13525351]
 [ 11.63925094  -5.73809643   0.           0.        ]]"
4,[-0.42891711 -0.31015238],[ 1.22567403 -0.90141833],"[ 0.84790078  1.23216229  0.55889568  0.04680051 -0.76804977  1.16526774
  1.45804487 -0.53372549  2.08032775 -0.7593379   0.        ]",-0.285004392275,-2.8227,[ 0.64559004  0.10473372],"[[  0.59463418  -0.3932977   -0.08858294   0.13525351]
 [ 15.3650374   -5.36810394   0.           0.        ]]"
5,[-0.42891711 -0.31015238],[ 0.56418914 -0.91825819],"[ 0.53563998  1.17924632  0.9432252  -0.19808722 -0.76804919  1.16526643
  1.65758385 -0.45324779  1.78482876 -0.17872093  0.        ]",-0.249022745628,-2.47452,[ 0.87938716  0.05347703],"[[  0.92451098  -0.49543625  -0.08858294   0.13525351]
 [ 17.61517181  -4.84743811   0.           0.        ]]"
6,[-0.42891711 -0.31015238],[-1.67390168 -1.15571809],"[ 0.06245892  1.12085292  1.21340946 -0.41158839 -0.7680486   1.16526511
  1.93521599 -0.40572931  1.28344485  0.35114573  0.        ]",-0.200185548293,-1.94189,[-0.9802235  -1.38127599],"[[  1.30822607  -0.58930123  -0.08858294   0.13525351]
 [ 20.7459422   -4.54000876   0.           0.        ]]"
7,[-0.42891711 -0.31015238],[-1.50237274 -0.41091406],"[-0.44666003  1.02584602  1.25908814 -0.68463703 -0.76804802  1.1652638
  1.55508523 -1.00348797  0.73185089  0.60227769  0.        ]",-0.150774491669,-1.62341,[-0.89989588  0.82957576],"[[  1.68013703  -0.71890298  -0.08858294   0.13525351]
 [ 16.45941802  -8.40733836   0.           0.        ]]"
8,[-0.42891711 -0.31015238],[-1.79965985 -0.52579713],"[-0.83312695  0.91208917  1.1416092  -0.93517075 -0.76804743  1.16526248
  1.21042163 -0.46974939  0.31502228  0.61986913  0.        ]",-0.112600528254,-1.2559,[-2.02316008 -0.79037922],"[[  1.97033059  -0.85240274  -0.08858294   0.13525351]
 [ 12.57282488  -4.95420793   0.           0.        ]]"
9,[-0.42891711 -0.31015238],[-1.05487621  0.38571346],"[-1.08569687  0.78824359  0.97873216 -1.1442011  -0.76804685  1.16526116
  0.83760785 -0.93806029  0.05876525  0.5397068   0.        ]",-0.0867846433641,-1.01542,[-2.01999122 -0.89367831],"[[ 2.17960728 -0.98188562 -0.08858294  0.13525351]
 [ 8.368786   -7.98404654  0.          0.        ]]"
10,[-0.42891711 -0.31015238],[ 0.15120974  1.36983049],"[-1.22181659  0.58286429  0.85221055 -1.38681854 -0.76804626  1.16525985
  0.47212961 -1.46037629  0.02924001  0.40816771  0.        ]",-0.0785004507469,-0.96662,[-0.19126696  0.95322327],"[[  2.3056339   -1.17547102  -0.08858294   0.13525351]
 [  4.24746265 -11.3632907    0.           0.        ]]"
11,[-0.42891711 -0.31015238],[ 0.23262298  1.03778994],"[-1.29741005  0.36775179  0.76600229 -1.53435479 -0.76804568  1.16525853
  0.39746956 -0.84217174  0.08013146  0.27233578  0.        ]",-0.0785735912889,-0.915176,[ 0.62206588  0.88123814],"[[ 2.38213571 -1.36260745 -0.08858294  0.13525351]
 [ 3.40555912 -7.36369247  0.          0.        ]]"
12,[-0.42891711 -0.31015238],[-0.84195703  0.74505639],"[-1.3806308   0.23578256  0.65360685 -1.57913041 -0.76804509  1.16525722
  0.60974043 -0.28036361  0.0384319   0.17402861  0.        ]",-0.072012548691,-0.825388,[-0.34326377  2.05651152],"[[ 2.47426283 -1.47341311 -0.08858294  0.13525351]
 [ 5.79924069 -3.72895953  0.          0.        ]]"
13,[-0.42891711 -0.31015238],[-1.13220417  0.16991132],"[-1.46141738  0.19479638  0.52042035 -1.58639821 -0.76804451  1.1652559
  0.4790349   0.3431269  -0.08025347  0.11934029  0.        ]",-0.0590729747811,-0.750627,[-0.50269713  1.52724807],"[[ 2.57545974 -1.50751973 -0.08858294  0.13525351]
 [ 4.32534053  0.30484062  0.          0.        ]]"
14,[-0.42891711 -0.31015238],[-1.33194017 -0.63794166],"[-1.50751452  0.24976771  0.42914896 -1.57593305 -0.76804392  1.16525459
  0.29495126  0.95428119 -0.22027353  0.11498421  0.        ]",-0.0451704709413,-0.833215,[-0.35905934 -0.19952593],"[[ 2.64113943 -1.46175115 -0.08858294  0.13525351]
 [ 2.24952057  4.25883191  0.          0.        ]]"
15,[-0.42891711 -0.31015238],[-1.20820868 -0.67071718],"[-1.52702159  0.34086877  0.38591024 -1.54615618 -0.76804334  1.16525327
  0.16500272  0.81918187 -0.34174686  0.1297811   0.        ]",-0.0341158796929,-0.943984,[-1.33363087 -1.36534565],"[[ 2.67142713 -1.38534412 -0.08858294  0.13525351]
 [ 0.78415555  3.38478394  0.          0.        ]]"
16,[-0.42891711 -0.31015238],[ 0.20089942 -0.0504812 ],"[-1.51154161  0.3731365   0.42046859 -1.53180691 -0.76804275  1.16525195
 -0.18722517  0.19693785 -0.33409097  0.15708369  0.        ]",-0.0358766353513,-0.9349,[ 1.89934876  0.02795893],"[[ 2.64725877 -1.35804    -0.08858294  0.13525351]
 [-3.18774477 -0.64094746  0.          0.        ]]"
17,[-0.42891711 -0.31015238],[-0.73840231  0.00852397],"[-1.49586467  0.35946171  0.4535279  -1.53813115 -0.76804217  1.16525064
  0.16929309  0.2158783  -0.28716336  0.16824985  0.        ]",-0.0405459151848,-0.872879,[ 0.69786602  0.25024071],"[[ 2.6238405  -1.36962944 -0.08858294  0.13525351]
 [ 0.83253398 -0.51840783  0.          0.        ]]"
18,[-0.42891711 -0.31015238],[-1.72904813 -0.07242166],"[-1.52488341  0.35907234  0.39079039 -1.5383034  -0.76804158  1.16524932
  0.41271451  0.37052979 -0.35255116  0.13790914  0.        ]",-0.0334520039584,-0.908109,[-1.84555732 -0.11529375],"[[ 2.66803206 -1.36995887 -0.08858294  0.13525351]
 [ 3.57747666  0.48214133  0.          0.        ]]"
19,[-0.42891711 -0.31015238],[-0.76519346 -0.07516105],"[-1.54389054  0.36494747  0.34571701 -1.53563175 -0.768041    1.16524801
  0.05551701  0.29862842 -0.40340736  0.11602194  0.        ]",-0.0280315221135,-1.01442,[-0.67744688 -1.6742013 ],"[[ 2.69916806 -1.36498322 -0.08858294  0.13525351]
 [-0.45045676  0.01696265  0.          0.        ]]"
20,[-0.42891711 -0.31015238],[ 0.44739068  0.68230367],"[-1.52192215  0.31828439  0.39749432 -1.55499032 -0.76804042  1.16524669
 -0.18136    -0.31335433 -0.31045716  0.12785546  0.        ]",-0.036936937786,-0.886356,[-0.08637853  0.68465318],"[[ 2.66335899 -1.40436932 -0.08858294  0.13525351]
 [-3.12159755 -3.94237612  0.          0.        ]]"
21,[-0.42891711 -0.31015238],[ 0.74945372  0.19498032],"[-1.4778747   0.25757538  0.4893449  -1.57397473 -0.76803983  1.16524538
 -0.2062546   0.11774802 -0.16353709  0.14098397  0.        ]",-0.0513753158057,-0.807359,[ 0.39146365 -0.60440942],"[[ 2.59811016 -1.45523293 -0.08858294  0.13525351]
 [-3.40232209 -1.15327908  0.          0.        ]]"
22,[-0.42891711 -0.31015238],[ 0.80482382  0.68364984],"[-1.43929586  0.20133365  0.55978425 -1.58542286 -0.76803925  1.16524406
 -0.06286839 -0.24867785 -0.04256201  0.13343927  0.        ]",-0.0631116009866,-0.762675,[-0.14731008  0.63693072],"[[ 2.5462866  -1.5020841  -0.08858294  0.13525351]
 [-1.78543169 -3.52393901  0.          0.        ]]"
23,[-0.42891711 -0.31015238],[ 1.15134418  0.32986218],"[-1.40642205  0.14777586  0.61407033 -1.59090882 -0.76803866  1.16524275
 -0.1114813   0.15193957  0.05784186  0.11247302  0.        ]",-0.0727860504319,-0.858419,[ 0.10097769  1.95338937],"[[ 2.5050777  -1.54655783 -0.08858294  0.13525351]
 [-2.33361417 -0.93207211  0.          0.        ]]"
