timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.75696343 -0.58815706],[ 1.90926075 -2.48852134],"[ 1.02388813  1.15284279 -0.13009869  1.2535165   0.17385716  0.31638905
  0.0450645   0.27126417  1.31993794 -0.25376065  0.        ]",-0.189292781658,-2.4427,[ 2.30265922 -2.48415854],"[[ 0.09171127  0.03473346  0.01983286  0.03569388]
 [-0.0001774   0.00246108  0.          0.        ]]"
1,[-0.75696343 -0.58815706],[ 1.67931509 -2.33406305],"[ 1.0176513   1.1535816  -0.06729916  1.15138065  0.17385711  0.31638895
  0.4792835  -0.39424755  1.31508269 -0.19558386  0.        ]",-0.188628455032,-2.42047,[ 1.61763468 -2.46011721],"[[ 0.13141371 -0.00496109  0.01983286  0.03569388]
 [ 3.95723894 -3.95870984  0.          0.        ]]"
2,[-0.75696343 -0.58815706],[ 1.06340563 -2.36596084],"[ 0.98613476  1.14412528  0.11712658  0.84817247  0.17385706  0.31638885
  0.90491178 -1.0465759   1.29055609 -0.02480478  0.        ]",-0.186216244552,-2.41852,[  2.45180614e-04  -1.20992969e+00],"[[ 0.24947887 -0.12309185  0.01983286  0.03569388]
 [ 7.83636247 -7.8414145   0.          0.        ]]"
3,[-0.75696343 -0.58815706],[ 1.14655101 -1.80018175],"[ 0.91585231  1.09080169  0.35083079  0.35928582  0.17385701  0.31638875
  0.88817563 -1.68571853  1.24094035  0.12758881  0.        ]",-0.182156246551,-2.36837,[ 0.59377346 -2.03100356],"[[  0.40467584  -0.3180893    0.01983286   0.03569388]
 [  7.68383556 -11.64564435   0.           0.        ]]"
4,[-0.75696343 -0.58815706],[ 0.18806762 -1.2019968 ],"[ 0.79875226  0.94307324  0.59698971 -0.26426377  0.17385696  0.31638865
  1.1293984  -2.31233406  1.15426429  0.20234469  0.        ]",-0.174744687225,-2.36326,[-0.47982282 -0.48682677],"[[  0.58041038  -0.5884237    0.01983286   0.03569388]
 [  9.88231407 -15.37532794   0.           0.        ]]"
5,[-0.75696343 -0.58815706],[ 0.50795525  0.11243126],"[ 0.64442549  0.66792173  0.81731536 -0.87110549  0.17385691  0.31638855
  0.89972176 -2.58489163  1.01962302  0.16882374  0.        ]",-0.162320991079,-2.28466,[ 0.68318943 -0.22962149],"[[  0.75705547  -0.91220726   0.01983286   0.03569388]
 [  7.78907621 -16.99764512   0.           0.        ]]"
6,[-0.75696343 -0.58815706],[-0.7623803   0.84475374],"[ 0.45282458  0.28714723  1.00806727 -1.28438694  0.17385685  0.31638845
  1.17944402 -2.68116472  0.82381929  0.08665278  0.        ]",-0.144084867133,-2.1359,[-0.96033523  0.2692745 ],"[[  0.93841447  -1.25791059   0.01983286   0.03569388]
 [ 10.33843466 -17.57070817   0.           0.        ]]"
7,[-0.75696343 -0.58815706],[-0.03074161  1.57221997],"[ 0.25256242 -0.12859523  1.14629733 -1.4085685   0.1738568   0.31638835
  0.73997645 -2.44339693  0.58677499 -0.03935999  0.        ]",-0.122144211864,-2.02432,[-0.34530412  1.78522214],"[[  1.10499888  -1.59512475   0.01983286   0.03569388]
 [  6.33318889 -16.15552038   0.           0.        ]]"
8,[-0.75696343 -0.58815706],[ 0.0403358   1.70491803],"[ 0.10810939 -0.47343526  1.21711581 -1.29094259  0.17385675  0.31638825
  0.57618739 -1.72436066  0.36381858 -0.20298738  0.        ]",-0.102250933681,-1.85879,[-0.53951875  2.1050494 ],"[[  1.21668505  -1.87529456   0.01983286   0.03569388]
 [  4.8404394  -11.8757529    0.           0.        ]]"
9,[-0.75696343 -0.58815706],[ 0.53242409  1.65057349],"[ 0.00836165 -0.69817763  1.25401919 -1.09438374  0.1738567   0.31638815
  0.33130673 -1.0195762   0.18989133 -0.31640649  0.        ]",-0.0876487579786,-1.73552,[ 1.03782281  1.31502736],"[[ 1.29110135 -2.07072004  0.01983286  0.03569388]
 [ 2.60863139 -7.68080321  0.          0.        ]]"
