timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.09978323 -0.12897579],[-1.18410492 -1.04994607],"[ 1.27951873  1.97016414 -0.33668441  0.54373823  1.47442955 -1.0432484
  0.04400796  0.34630184 -0.01826472  0.99728318  0.        ]",-0.118900222109,-1.3214,[-0.80765261  0.0634552 ],"[[ 0.00323029 -0.08923502  0.17098525 -0.12158343]
 [ 0.00216899  0.00360679  0.          0.        ]]"
1,[-0.09978323 -0.12897579],[-0.78381741 -0.95132035],"[ 1.27895462  1.97045515 -0.38644377  0.55143925  1.47442377 -1.04324571
 -0.21536798  0.38101692 -0.02109608  0.93942967  0.        ]",-0.112725617499,-1.2393,[ 1.28578244 -1.04631359],"[[-0.02878393 -0.08663021  0.17098525 -0.12158343]
 [-3.19295185  0.25602962  0.          0.        ]]"
2,[-0.09978323 -0.12897579],[-0.85534179 -0.67259902],"[ 1.27764541  1.96567889 -0.42297321  0.44907834  1.47441799 -1.04324302
  0.11101759 -0.16445485 -0.02896726  0.8611014   0.        ]",-0.104226753864,-1.22535,[-0.49116821 -1.28893843],"[[-0.05230333 -0.12130396  0.17098525 -0.12158343]
 [ 0.82761928 -3.71018072  0.          0.        ]]"
3,[-0.09978323 -0.12897579],[-0.28384399 -0.14864641],"[ 1.27741344  1.93916051 -0.42777182  0.11858721  1.47441221 -1.04324033
 -0.0479245  -0.69880963 -0.05180605  0.74619421  0.        ]",-0.091285407846,-1.14293,[ 0.83829225 -0.09933532],"[[-0.05539512 -0.23449083  0.17098525 -0.12158343]
 [-1.13030176 -7.59556092  0.          0.        ]]"
4,[-0.09978323 -0.12897579],[-0.52044773 -0.01129234],"[ 1.27815374  1.87653635 -0.4108618  -0.31709316  1.47440643 -1.04323764
  0.22310284 -0.73239418 -0.09455993  0.62298101  0.        ]",-0.076543911209,-1.12596,[-1.53063188  0.64182842],"[[-0.04450379 -0.38885237  0.17098525 -0.12158343]
 [ 2.20833458 -7.83976899  0.          0.        ]]"
5,[-0.09978323 -0.12897579],[-0.01556266  0.15438378],"[ 1.27838369  1.80129289 -0.40460892 -0.66295078  1.47440065 -1.04323495
 -0.10167861 -0.36133043 -0.14531933  0.51709964  0.        ]",-0.0632175813246,-0.976271,[ 1.39105244  0.60543659],"[[-0.04047811 -0.51857719  0.17098525 -0.12158343]
 [-1.79246154 -5.14171775  0.          0.        ]]"
6,[-0.09978323 -0.12897579],[-0.66858786 -0.07813233],"[ 1.27859965  1.74681766 -0.39809967 -0.85880473  1.47439488 -1.04323226
  0.2222817  -0.01782623 -0.18035117  0.46043216  0.        ]",-0.05577999163,-1.04131,[-1.44510219 -0.13297485],"[[-0.03628805 -0.59635179  0.17098525 -0.12158343]
 [ 2.19821652 -2.64405488  0.          0.        ]]"
7,[-0.09978323 -0.12897579],[ 0.01516093  0.19887918],"[ 1.27877595  1.70216275 -0.39213958 -0.99747892  1.4743891  -1.04322957
 -0.10239854 -0.0828488  -0.20827231  0.4218034   0.        ]",-0.0506155230804,-0.914966,[ 1.76995002  0.94390663],"[[-0.03245207 -0.65397642  0.17098525 -0.12158343]
 [-1.80132336 -3.11684252  0.          0.        ]]"
8,[-0.09978323 -0.12897579],[-0.80041462 -0.23332644],"[ 1.27893899  1.68232931 -0.38590522 -1.05402729  1.47438332 -1.04322688
  0.22155441  0.43946859 -0.21924709  0.40996794  0.        ]",-0.0489708275405,-0.995968,[-0.99961212  0.27755208],"[[-0.02844006 -0.67820845  0.17098525 -0.12158343]
 [ 2.18925463  0.68098945  0.          0.        ]]"
9,[-0.09978323 -0.12897579],[-0.30597547 -0.222811  ],"[ 1.27906841  1.70238235 -0.38020482 -0.99678389  1.47437754 -1.04322419
 -0.10303339  0.5889467  -0.2038258   0.43485419  0.        ]",-0.0521660701676,-1.01686,[-1.22323648  0.17000721],"[[-0.02477211 -0.65368363  0.17098525 -0.12158343]
 [-1.80913699  1.76786732  0.          0.        ]]"
