timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.758959 -0.589104],[ 3.17221117  2.1287868 ],"[ 1.02992174  1.15221503 -0.28591314  1.25446337  0.94095882  1.26524387
  0.04452834  0.27029864  0.36413778 -2.17617192  0.        ]",-0.175391518607,-3.07678,[ 2.96255543  1.48305493],"[[-0.00672725  0.034611    0.1080752   0.14516207]
 [-0.00035875 -0.00262943  0.          0.        ]]"
1,[-0.758959 -0.589104],[ 1.89500368  1.0638051 ],"[ 1.02918756  1.14951159 -0.22279926  1.35635541  0.94095832  1.26524293
  0.47918322  0.93574926  0.35709514 -1.98905735  0.        ]",-0.164852173142,-2.98079,[ 2.42239485  1.54913756],"[[ 0.03294074  0.07427134  0.1080752   0.14516207]
 [ 3.95399969  3.95547598  0.          0.        ]]"
2,[-0.758959 -0.589104],[ 0.17695987 -0.94288814],"[ 1.01391466  1.12987599 -0.03597343  1.65720736  0.94095781  1.26524199
  0.90525279  1.58802695  0.28159277 -1.44260199  0.        ]",-0.132578298698,-2.61368,[ 0.69347385 -0.99118036],"[[ 0.150912    0.19230775  0.1080752   0.14516207]
 [ 7.83025354  7.83523512  0.          0.        ]]"
3,[-0.758959 -0.589104],[-1.21073246 -2.11038303],"[ 0.95220243  1.09399989  0.24571259  1.94563495  0.94095731  1.26524106
  1.189957    0.90193652  0.06348754 -0.7553252   0.        ]",-0.0879076092716,-2.04943,[-1.08300933 -1.37745466],"[[  0.33350499   0.30806787   0.1080752    0.14516207]
 [ 10.42041193   3.75436814   0.           0.        ]]"
4,[-0.758959 -0.589104],[-0.39336708 -1.88004839],"[ 0.85709561  1.08013588  0.48793541  2.03005546  0.9409568   1.26524012
  0.73264053  0.22398633 -0.17499269 -0.28969187  0.        ]",-0.0549661158996,-1.72635,[ 0.07615206 -2.60029159],"[[ 0.5001698   0.34269626  0.1080752   0.14516207]
 [ 6.2598903  -0.27808273  0.          0.        ]]"
5,[-0.758959 -0.589104],[-0.77337396 -1.57050908],"[ 0.76141651  1.09795948  0.65864143  1.91957767  0.94095629  1.26523918
  0.75230361 -0.44080887 -0.32598033 -0.04699845  0.        ]",-0.0391511239635,-1.67288,[-0.41352694 -1.76128259],"[[ 0.62716258  0.29746076  0.1080752   0.14516207]
 [ 6.43878198 -4.23228795  0.          0.        ]]"
6,[-0.758959 -0.589104],[-0.32208356 -0.65967536],"[ 0.66256113  1.13406355  0.7957365   1.61071217  0.94095579  1.26523825
  0.55865054 -1.09231397 -0.39109183  0.06804126  0.        ]",-0.034440640381,-1.66682,[-0.89344396 -1.00046563],"[[ 0.73826153  0.17393422  0.1080752   0.14516207]
 [ 4.67698831 -8.10744587  0.          0.        ]]"
7,[-0.758959 -0.589104],[ 1.37078381  1.27787328],"[ 0.60659805  1.15252635  0.86123248  1.09770019  0.94095528  1.26523731
  0.16015404 -1.73079171 -0.30585643 -0.02609468  0.        ]",-0.0410507938576,-1.46825,[ 1.48062074  1.48645789],"[[  0.79542661  -0.02631806   0.1080752    0.14516207]
 [  1.05159189 -11.9051249    0.           0.        ]]"
8,[-0.758959 -0.589104],[-0.37715662  1.32018626],"[ 0.54386247  1.12212874  0.92649823  0.59799907  0.94095478  1.26523637
  0.59251279 -1.0257187  -0.24896576 -0.13375085  0.        ]",-0.0463521409525,-1.56879,[-0.70728723  1.65216974],"[[ 0.85592385 -0.22234316  0.1080752   0.14516207]
 [ 4.98505791 -7.71134995  0.          0.        ]]"
9,[-0.758959 -0.589104],[ 0.05784475  1.3611685 ],"[ 0.46636171  1.08321305  0.99710986  0.31872299  0.94095427  1.26523544
  0.27395444 -0.33416423 -0.27997615 -0.12441801  0.        ]",-0.043485627701,-1.59572,[-0.55788858  1.49045512],"[[ 0.92654707 -0.33529928  0.1080752   0.14516207]
 [ 2.08691556 -3.5979803   0.          0.        ]]"
