timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.77080894 -0.6006515 ],[-4.83785009 -2.39691782],"[ 1.02250827  1.14809217 -0.12855055  1.23578614 -1.17523936 -1.63942171
  0.0424567   0.26959329  3.04003333  3.08058286  0.        ]",-0.404290111048,-5.19316,[-4.38475279 -0.94258733],"[[ 0.09145223  0.02673618 -0.13547937 -0.18982169]
 [-0.00475446 -0.00285131  0.          0.        ]]"
1,[-0.77080894 -0.6006515 ],[-4.30900669 -2.03036213],"[ 1.02652304  1.14846713 -0.19166102  1.13937372 -1.17523858 -1.63942001
 -0.39461818 -0.35920666  3.05061091  2.89594424  0.        ]",-0.39874525223,-5.08052,[-3.95866097 -1.39989782],"[[ 0.05168214 -0.0107518  -0.13547937 -0.18982169]
 [-3.95909293 -3.73351828  0.          0.        ]]"
2,[-0.77080894 -0.6006515 ],[-3.64698792 -1.67293847],"[ 1.02529713  1.13884904 -0.37940613  0.84790759 -1.17523779 -1.63941832
 -0.82304555 -1.01387716  3.02864927  2.34401132  0.        ]",-0.379713606663,-4.7298,[-3.74650001 -1.88109297],"[[-0.06638958 -0.1243932  -0.13547937 -0.18982169]
 [-7.83519636 -7.61767686  0.          0.        ]]"
3,[-0.77080894 -0.6006515 ],[-2.53396678 -0.75096881],"[ 0.98050523  1.08685559 -0.68475506  0.37029977 -1.17523701 -1.63941662
 -1.24303402 -1.65557957  2.81972212  1.4786591   0.        ]",-0.34061909603,-4.25709,[-1.89643937 -0.73803799],"[[ -0.26121666  -0.31494602  -0.13547937  -0.18982169]
 [-11.63495496 -11.42490281   0.           0.        ]]"
4,[-0.77080894 -0.6006515 ],[-0.32891542  1.46542525],"[ 0.83375554  0.94995034 -1.07996703 -0.22196219 -1.17523622 -1.63941492
 -1.65485476 -2.10971862  2.2358614   0.54244375  0.        ]",-0.274504225767,-3.44183,[-0.79316423  1.00359781],"[[ -0.53129651  -0.57047854  -0.13547937  -0.18982169]
 [-15.36082611 -14.11932688   0.           0.        ]]"
5,[-0.77080894 -0.6006515 ],[ 1.57769132  2.75320554],"[ 0.53013727  0.75886742 -1.48684057 -0.69642536 -1.17523544 -1.63941323
 -1.96843271 -1.39492448  1.32088495 -0.00457892  0.        ]",-0.188547353384,-2.70806,[ 2.49936054  1.91502318],"[[ -0.86697807  -0.8103157   -0.13547937  -0.18982169]
 [-18.19787779  -9.87845923   0.           0.        ]]"
6,[-0.77080894 -0.6006515 ],[ 2.36057568  3.01287866],"[ 0.14422834  0.60732966 -1.74954974 -0.94906639 -1.17523465 -1.63941153
 -1.49158159 -0.69465383  0.47999031  0.01085915  0.        ]",-0.112417495239,-2.21222,[ 2.41689667  2.83986942],"[[ -1.18765188  -0.96619899  -0.13547937  -0.18982169]
 [-13.88368124  -5.7237532    0.           0.        ]]"
7,[-0.77080894 -0.6006515 ],[ 1.91160154  2.42039037],"[-0.17556002  0.52951368 -1.84753735 -1.05086685 -1.17523387 -1.63940983
 -1.02405966 -0.00828877 -0.04627662  0.25736359  0.        ]",-0.0681955802234,-2.03,[ 1.99825105  2.14758137],"[[-1.42288789 -1.03981585 -0.13547937 -0.18982169]
 [-9.65388018 -1.65154803  0.          0.        ]]"
8,[-0.77080894 -0.6006515 ],[ 1.58694935  1.44303501],"[-0.38868975  0.53708458 -1.86489692 -1.04167411 -1.17523308 -1.63940814
 -0.56573398  0.66444681 -0.31270286  0.43489474  0.        ]",-0.0527167883925,-2.04393,[ 1.63321417  0.98480344],"[[-1.57436172 -1.03280001 -0.13547937 -0.18982169]
 [-5.50727683  2.33979394  0.          0.        ]]"
9,[-0.77080894 -0.6006515 ],[ 0.64945966 -0.12532187],"[-0.48654519  0.62664266 -1.86067536 -0.92114148 -1.17523229 -1.63940644
 -0.11648014  1.3136903  -0.37909584  0.41633415  0.        ]",-0.0473867263308,-1.95496,[ 0.45178058 -0.24122728],"[[-1.64372608 -0.94735584 -0.13547937 -0.18982169]
 [-1.44274815  6.19176105  0.          0.        ]]"
