timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.5097596  -0.33557078],[ 2.16034961 -1.16835105],"[ 1.0728181   1.27963879 -0.32796695  0.85168077 -0.57798529  0.76880344
  0.08924912  0.29039485  2.09026075 -1.30651589  0.        ]",-0.293305422105,-3.00984,[ 2.43153417 -0.68437393],"[[ 0.00307356 -0.08890952 -0.06659488  0.08960628]
 [ 0.00390145 -0.00205492  0.          0.        ]]"
1,[-0.5097596  -0.33557078],[ 1.63648283 -1.39335692],"[ 1.07155084  1.27626181 -0.26394986  0.78027779 -0.57798495  0.76880291
  0.45142167 -0.13466616  2.09043807 -1.23894104  0.        ]",-0.291565853708,-2.98794,[ 1.05061143 -1.06964126],"[[ 0.04285195 -0.11615431 -0.06659488  0.08960628]
 [ 3.96076042 -2.71338068  0.          0.        ]]"
2,[-0.5097596  -0.33557078],[ 1.57237756 -1.54434597],"[ 1.05489477  1.2579176  -0.07486423  0.53735758 -0.57798461  0.76880237
  0.80647539 -0.74722836  2.08011289 -1.05633208  0.        ]",-0.286267462018,-2.89837,[ 1.78042693 -2.04348293],"[[ 0.16098713 -0.20962565 -0.06659488  0.08960628]
 [ 7.83984639 -6.62071661  0.          0.        ]]"
3,[-0.5097596  -0.33557078],[ 1.28923333 -1.56045234],"[ 0.98591852  1.19785348  0.22807208  0.10721828 -0.57798428  0.76880184
  1.15451412 -1.34763833  2.03150578 -0.78511585  0.        ]",-0.27633431354,-2.83603,[-0.32221527 -1.29446433],"[[  0.35593488  -0.38046628  -0.06659488   0.08960628]
 [ 11.642297   -10.45054395   0.           0.        ]]"
4,[-0.5097596  -0.33557078],[ 1.74290109 -1.15279496],"[ 0.85084533  1.05407709  0.54082829 -0.46046002 -0.57798394  0.76880131
  1.01690487 -1.9358293   1.93318493 -0.57973926  0.        ]",-0.263667048779,-2.71918,[ 2.05391805 -0.95181668],"[[  0.57369692  -0.62712122  -0.06659488   0.08960628]
 [ 10.13888031 -14.20244674   0.           0.        ]]"
5,[-0.5097596  -0.33557078],[ 0.91142869 -0.67047507],"[ 0.63811707  0.78179734  0.83771536 -1.051596   -0.5779836   0.76880077
  1.36081471 -2.4827044   1.77233859 -0.45550245  0.        ]",-0.24629202791,-2.57848,[ 0.39296051 -0.14823236],"[[  0.81417214  -0.94617137  -0.06659488   0.08960628]
 [ 13.8962277  -17.69083723   0.           0.        ]]"
6,[-0.5097596  -0.33557078],[ 0.28011245  0.09117551],"[ 0.30911994  0.39495323  1.10540843 -1.45471288 -0.57798327  0.76880024
  1.47804528 -2.51972753  1.52412921 -0.33507728  0.        ]",-0.220461195316,-2.3295,[-0.23837927 -0.40035779],"[[  1.10494663  -1.30235874  -0.06659488   0.08960628]
 [ 15.17703347 -17.92704804   0.           0.        ]]"
7,[-0.5097596  -0.33557078],[-0.00541017  0.31826299],"[-0.07257243 -0.04989216  1.25242932 -1.53525737 -0.57798293  0.76879971
  1.36430671 -2.71241941  1.22924749 -0.32743706  0.        ]",-0.190967916577,-2.11244,[ 0.74607209 -0.424399  ],"[[  1.39602063  -1.67323216  -0.06659488   0.08960628]
 [ 13.93441945 -19.15623647   0.           0.        ]]"
8,[-0.5097596  -0.33557078],[-1.30182493 -0.17961504],"[-0.49447762 -0.50498606  1.26320509 -1.22828838 -0.57798259  0.76879917
  1.60944678 -2.91629131  0.89456974 -0.43839461  0.        ]",-0.159054672566,-1.88214,[ 0.10213207 -0.63603978],"[[  1.7015799   -2.06940618  -0.06659488   0.08960628]
 [ 16.6126869  -20.45675671   0.           0.        ]]"
9,[-0.5097596  -0.33557078],[-2.11984944 -1.01138377],"[-0.93391393 -0.89571926  1.10688053 -0.49172009 -0.57798226  0.76879864
  1.61643523 -3.2474611   0.53561592 -0.68468064  0.        ]",-0.129972675671,-1.64094,[-1.48695641 -0.1329659 ],"[[  2.03460082  -2.4997367   -0.06659488   0.08960628]
 [ 16.68906599 -22.5693095    0.           0.        ]]"
