timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.1890641 -0.1753639],[ 3.53697801  0.7480002 ],"[ 1.17983879  1.63780323 -0.53984337  1.19537939  0.27678755  1.59079582
  0.10070465  0.3261692   1.04749767 -2.00707065  0.        ]",-0.26348669947,-2.34729,[ 4.38161385  0.16871966],"[[ -9.83734905e-02   9.58938962e-02   3.21225095e-02   1.84730611e-01]
 [ -7.71476722e-05  -2.83388824e-03   0.00000000e+00   0.00000000e+00]]"
1,[-0.1890641 -0.1753639],[ 2.78115654  0.57844096],"[ 1.18408227  1.63698759 -0.47638258  1.21397784  0.2767873   1.5907912
  0.41821141  0.42160798  1.04924435 -1.91615625  0.        ]",-0.257012636156,-2.337,[ 2.78360097  0.28060735],"[[-0.05868703  0.10252523  0.03212251  0.18473061]
 [ 3.95555378  0.66375013  0.          0.        ]]"
2,[-0.1890641 -0.1753639],[ 1.8002373   0.18931276],"[ 1.18402859  1.63355464 -0.28718933  1.28195445  0.27678706  1.59078657
  0.72942527  0.57859078  1.03398413 -1.64149938  0.        ]",-0.236669944136,-2.19446,[ 1.00210439  0.8812571 ],"[[ 0.05932544  0.12680109  0.03212251  0.18473061]
 [ 7.83278899  1.7601821   0.          0.        ]]"
3,[-0.1890641 -0.1753639],[ 0.21871413 -0.8560521 ],"[ 1.14263175  1.61967063  0.0209378   1.47623724  0.27678681  1.59078195
  1.03441494  1.07298326  0.93108786 -1.17144479  0.        ]",-0.198149332311,-1.86311,[ 0.08990811 -1.34281993],"[[  0.25410448   0.19665024   0.03212251   0.18473061]
 [ 11.63248989   5.2132184    0.           0.        ]]"
4,[-0.1890641 -0.1753639],[-0.27218521 -0.95508701],"[ 1.0272085   1.60192345  0.36984213  1.6505499   0.27678657  1.59077732
  1.04462449  0.49125798  0.70309665 -0.68233523  0.        ]",-0.150634383946,-1.48378,[-0.06233656 -0.75305813],"[[  0.48803092   0.26014941   0.03212251   0.18473061]
 [ 11.75970689   1.15023328   0.           0.        ]]"
5,[-0.1890641 -0.1753639],[-0.54530841 -0.9135707 ],"[ 0.84934193  1.6041554   0.67352045  1.63107485  0.27678632  1.59077269
  1.0062496   0.06107778  0.43474537 -0.33135937  0.        ]",-0.108895945664,-1.07473,[-0.17940455 -3.18861799],"[[  0.71842861   0.25300854   0.03212251   0.18473061]
 [ 11.28163837  -1.85430522   0.           0.        ]]"
6,[-0.1890641 -0.1753639],[-0.57386428 -0.56886113],"[ 0.63277418  1.62425541  0.90808294  1.42059147  0.27678607  1.59076807
  0.93148577 -0.50055191  0.1873216  -0.10639115  0.        ]",-0.0762793387363,-0.841118,[-0.71897938 -2.51791508],"[[  0.93471623   0.1765653    0.03212251   0.18473061]
 [ 10.35021943  -5.77693659   0.           0.        ]]"
7,[-0.1890641 -0.1753639],[ 0.1379707   0.00164884],"[ 0.42764066  1.64312835  1.05529925  0.98875941  0.27678583  1.59076344
  0.68687252 -1.05093347  0.04084114 -0.00345675  0.        ]",-0.0589864602021,-0.681821,[-0.11396394 -0.48506038],"[[ 1.11114428  0.02245758  0.03212251  0.18473061]
 [ 7.30274347 -9.6210137   0.          0.        ]]"
8,[-0.1890641 -0.1753639],[ 0.18278645  0.38898873],"[ 0.25104623  1.62184389  1.14058031  0.40051574  0.27678558  1.59075882
  0.6391454  -1.2986148  -0.01110846  0.01493786  0.        ]",-0.0530758094571,-0.603745,[ 1.09000492  0.8378552 ],"[[  1.25123342  -0.18731957   0.03212251   0.18473061]
 [  6.70815013 -11.35093015   0.           0.        ]]"
9,[-0.1890641 -0.1753639],[-1.62198031  0.07406673],"[ 0.02243096  1.55592812  1.204476   -0.11699831  0.27678534  1.59075419
  0.94592702 -0.7916334  -0.13794674  0.04458455  0.        ]",-0.038884952104,-0.712291,[-0.25739466 -1.03280008],"[[  1.42374335  -0.37881116   0.03212251   0.18473061]
 [ 10.53016887  -7.8099933    0.           0.        ]]"
10,[-0.1890641 -0.1753639],[-1.42478204  0.96664268],"[-0.24728036  1.44616911  1.21967923 -0.60322615  0.27678509  1.59074956
  0.84759922 -1.33632241 -0.30907435  0.05632209  0.        ]",-0.0204836815648,-0.696449,[-0.75994798  0.56996357],"[[  1.62205624  -0.57318109   0.03212251   0.18473061]
 [  9.30517936 -11.61432161   0.           0.        ]]"
11,[-0.1890641 -0.1753639],[-1.138574   1.2198143],"[-0.45549093  1.28618163  1.18808316 -1.05799181  0.27678485  1.59074494
  0.59143952 -0.98009632 -0.39625023  0.00583122  0.        ]",-0.00913965906963,-0.7419,[-1.07918664  0.8907196 ],"[[ 1.77614065 -0.78050422  0.03212251  0.18473061]
 [ 6.11385503 -9.126318    0.          0.        ]]"
