timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.00351814  0.01741965],[-0.01275449 -0.08985283],"[ 1.07943436  1.20002627  0.14374091  0.02094823 -0.82971504  1.49736151
  0.00583471  0.07430628  1.64112515 -1.08646376  0.        ]",-0.341893093076,-2.53285,[-0.71375472 -0.73851462],"[[ 0.09000974 -0.0700976  -0.09213875  0.17199157]
 [-0.0022481  -0.00496309  0.          0.        ]]"
1,[-0.00351814  0.01741965],[-0.01344078 -0.0935968 ],"[ 1.08231433  1.1968038   0.10035912 -0.02798073 -0.82967343  1.49721732
 -0.24430309 -0.30268837  1.64192072 -1.14772862  0.        ]",-0.346443172916,-2.64164,[-0.55293237  0.90640619],"[[ 0.06164729 -0.09952446 -0.09213875  0.17199157]
 [-2.82460678 -2.92798426  0.          0.        ]]"
2,[-0.00351814  0.01741965],[-0.01375837 -0.09247289],"[ 1.08467102  1.19367111 -0.01906167 -0.06440313 -0.82963182  1.49707317
 -0.43333037  0.16780326  1.63688036 -1.2727619   0.        ]",-0.355339274972,-2.6821,[-0.66417976  0.30719588],"[[-0.01624477 -0.12148461 -0.09213875  0.17199157]
 [-4.95748964  0.71981032  0.          0.        ]]"
3,[-0.00351814  0.01741965],[-0.01456201 -0.0926659 ],"[ 1.07120209  1.19718196 -0.20937536 -0.02049037 -0.82959021  1.49692906
 -0.65753207  0.32297623  1.61829193 -1.42632984  0.        ]",-0.365639229694,-2.71836,[-0.74381263 -0.77213687],"[[-0.14077705 -0.09501715 -0.09213875  0.17199157]
 [-7.48731183  1.92292476  0.          0.        ]]"
4,[-0.00351814  0.01741965],[-0.01521627 -0.09666276],"[ 1.0156539   1.19794561 -0.47455485 -0.00817072 -0.82954862  1.49678499
 -0.90505641 -0.07615036  1.5566358  -1.66032633  0.        ]",-0.379380566514,-2.90214,[-0.11126018 -0.13222637],"[[ -0.31854765  -0.0876048   -0.09213875   0.17199157]
 [-10.28045566  -1.17137788   0.           0.        ]]"
5,[-0.00351814  0.01741965],[-0.0147469  -0.09914352],"[ 0.89872358  1.19422188 -0.76499445 -0.05539933 -0.82950703  1.49664097
 -0.92597777 -0.1406721   1.4235341  -1.9366668   0.        ]",-0.392611117917,-2.9598,[-0.2892082  -0.81505227],"[[ -0.52653074  -0.11605137  -0.09213875   0.17199157]
 [-10.5170674   -1.67161003   0.           0.        ]]"
6,[-0.00351814  0.01741965],[-0.01450481 -0.10289447],"[ 0.71977865  1.1819293  -1.03547453 -0.16345149 -0.82946545  1.49649698
 -1.00878215 -0.55263     1.20621314 -2.20184148  0.        ]",-0.401407668519,-3.05812,[-0.2045352  -0.71589714],"[[ -0.7462518   -0.18152748  -0.09213875   0.17199157]
 [-11.4519469   -4.8653504    0.           0.        ]]"
7,[-0.00351814  0.01741965],[-0.01371812 -0.10597819],"[ 0.4751718   1.14396613 -1.26891544 -0.36541205 -0.82942387  1.49635304
 -1.06028096 -0.90577502  0.87835456 -2.42050189  0.        ]",-0.402467489136,-3.27223,[ 1.5203551  1.7884127],"[[ -0.98112732  -0.30630556  -0.09213875   0.17199157]
 [-12.03371045  -7.60331942   0.           0.        ]]"
8,[-0.00351814  0.01741965],[-0.01217346 -0.10672599],"[ 0.23500678  1.094574   -1.41204362 -0.5383434  -0.8293823   1.49620914
 -0.68866263 -0.37574245  0.56223406 -2.51138906  0.        ]",-0.395480833681,-3.13124,[ 0.14452523  1.54215043],"[[-1.17973982 -0.41714793 -0.09213875  0.17199157]
 [-7.84144148 -3.49461369  0.          0.        ]]"
9,[-0.00351814  0.01741965],[-0.01236134 -0.10571063],"[ 0.04003901  1.07898621 -1.48319189 -0.58299576 -0.82934073  1.49606528
 -0.62434535  0.14395397  0.35365023 -2.52671517  0.        ]",-0.388246769177,-3.03751,[ 0.37136376  0.90220785],"[[-1.32929152 -0.44661983 -0.09213875  0.17199157]
 [-7.11611403  0.53399619  0.          0.        ]]"
10,[-0.00351814  0.01741965],[-0.01289074 -0.10355186],"[-0.13034659  1.10290027 -1.51737096 -0.51235311 -0.82929917  1.49592146
 -0.4817409   0.60335682  0.22428301 -2.52689419  0.        ]",-0.383845824646,-2.81154,[-0.08884337 -2.85535436],"[[-1.45547415 -0.40020836 -0.09213875  0.17199157]
 [-5.5074994   4.0952751   0.          0.        ]]"
11,[-0.00351814  0.01741965],[-0.01269761 -0.10405508],"[-0.28455043  1.12210216 -1.52740252 -0.44820529 -0.82925762  1.49577769
 -0.50308412  0.08209143  0.10890647 -2.51431865  0.        ]",-0.378968265263,-2.86237,[-0.06170892 -0.66927789],"[[-1.56804198 -0.35884277 -0.09213875  0.17199157]
 [-5.74849176  0.05474961  0.          0.        ]]"
12,[-0.00351814  0.01741965],[-0.01256892 -0.10418291],"[-0.44384954  1.11037955 -1.51738804 -0.4878542  -0.82921608  1.49563395
 -0.51453997 -0.25991857 -0.05054635 -2.46643258  0.        ]",-0.369080529416,-2.79387,[ 0.54985941 -0.37345142],"[[-1.68431051 -0.38434661 -0.09213875  0.17199157]
 [-5.87794481 -2.59629765  0.          0.        ]]"
