timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.41933507 -0.30552587],[ 1.84843504 -1.42476285],"[ 1.07189324  1.33252611 -0.1964655   0.98633381 -1.25422486  0.88809966
  0.10595311  0.29717423  2.7871648  -1.09121824  0.        ]",-0.364013192009,-3.54453,[ 1.35262723 -1.10421314],"[[ 0.09367581 -0.02576123 -0.14450287  0.10239613]
 [ 0.00471597 -0.00410469  0.          0.        ]]"
1,[-0.41933507 -0.30552587],[ 1.61632168 -1.9045161 ],"[ 1.06565711  1.33033544 -0.13249165  0.88050765 -1.25422329  0.88809889
  0.46155399 -0.31449967  2.78280175 -1.04384492  0.        ]",-0.362665886539,-3.52664,[ 2.37447394 -1.10529764],"[[ 0.13347514 -0.06558579 -0.14450287  0.10239613]
 [ 3.96203732 -3.96514374  0.          0.        ]]"
2,[-0.41933507 -0.30552587],[ 1.52311659 -2.28704667],"[ 1.03441486  1.31263442  0.05504209  0.56853774 -1.25422173  0.88809811
  0.81012056 -0.91405475  2.76097707 -0.90494932  0.        ]",-0.358020593818,-3.40834,[ 1.38215434 -3.13500503],"[[ 0.25163543 -0.18384383 -0.14450287  0.10239613]
 [ 7.84107984 -7.84770702  0.          0.        ]]"
3,[-0.41933507 -0.30552587],[ 1.24515963 -2.45153904],"[ 0.94235996  1.24749526  0.35099545  0.07063726 -1.25422016  0.88809734
  1.15180052 -1.50171465  2.69668144 -0.68576766  0.        ]",-0.348313175804,-3.32301,[ 0.61462625 -2.82139709],"[[  0.44660744  -0.37898064  -0.14450287   0.10239613]
 [ 11.64349104 -11.65325009   0.           0.        ]]"
4,[-0.41933507 -0.30552587],[ 1.13493919 -2.32517028],"[ 0.75145573  1.08781755  0.69645183 -0.55394951 -1.25421859  0.88809657
  1.34974878 -2.07760098  2.56431161 -0.4500843   0.        ]",-0.332292845655,-3.18419,[ 0.30985134 -1.91987806],"[[  0.7015791   -0.64946376  -0.14450287   0.10239613]
 [ 13.84638567 -15.38257234   0.           0.        ]]"
5,[-0.41933507 -0.30552587],[ 1.02231026 -1.95164073],"[ 0.45627139  0.7857779   1.00312212 -1.17468169 -1.25421702  0.8880958
  1.43545187 -2.64195834  2.35954326 -0.29898926  0.        ]",-0.310146412223,-2.97217,[-0.17647487 -1.56565801],"[[  0.98807612  -0.99378461  -0.14450287   0.10239613]
 [ 14.80015971 -19.03727349   0.           0.        ]]"
6,[-0.41933507 -0.30552587],[ 1.03541327 -1.54968297],"[ 0.09962812  0.32122472  1.19946407 -1.57126262 -1.25421545  0.88809502
  1.34652612 -3.19502208  2.10058619 -0.32518037  0.        ]",-0.283546012156,-2.70359,[ 1.72737434 -2.48580867],"[[  1.27415165  -1.41046557  -0.14450287   0.10239613]
 [ 13.810566   -22.61889689   0.           0.        ]]"
7,[-0.41933507 -0.30552587],[-0.18880679 -1.90755272],"[-0.32734331 -0.25798049  1.26990833 -1.46417547 -1.25421388  0.88809425
  1.67771626 -3.73721364  1.76134899 -0.49709562  0.        ]",-0.250191838926,-2.46796,[-0.21688167 -2.06738435],"[[  1.58734129  -1.89807492  -0.14450287   0.10239613]
 [ 17.49626639 -26.13019362   0.           0.        ]]"
8,[-0.41933507 -0.30552587],[-0.68618226 -2.85507894],"[-0.78420026 -0.80222531  1.16958602 -0.63105957 -1.25421231  0.88809348
  1.56951723 -4.26856339  1.34736657 -0.83503936  0.        ]",-0.214546016305,-2.1271,[ 0.56504724 -3.22161917],"[[  1.92518798  -2.4552043   -0.14450287   0.10239613]
 [ 16.29219656 -29.5713849    0.           0.        ]]"
9,[-0.41933507 -0.30552587],[-1.84682798 -3.02634597],"[-1.19446675 -1.07260968  0.89023338  0.89238665 -1.25421074  0.88809271
  1.7415877  -3.84898867  0.8765476  -1.33094637  0.        ]",-0.188320182799,-1.69576,[-1.04399489 -4.17633355],"[[  2.27024263  -3.08047979  -0.14450287   0.10239613]
 [ 18.20713227 -26.85445731   0.           0.        ]]"
