timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.54133469 -0.39103982],[ 1.29582965  0.16269676],"[ 1.05534683  1.26133726 -0.18070339  0.87755942  1.52156119  0.30282062
  0.08182763  0.2869913  -0.32691311 -0.37964618  0.        ]",-0.041589745646,-1.5204,[ 1.92383502 -0.20549349],"[[ 0.09272775 -0.08196626  0.17532661  0.03405482]
 [-0.00281954  0.00140853  0.          0.        ]]"
1,[-0.54133469 -0.39103982],[-0.35431379 -0.13715287],"[ 1.04915843  1.26048483 -0.1171985   0.85633641  1.52155915  0.30282049
  0.46153002  0.15819158 -0.33232501 -0.28375091  0.        ]",-0.0373983497579,-1.54128,[ 0.06569627 -0.59854271],"[[ 0.13236565 -0.09011759  0.17532661  0.03405482]
 [ 3.95343629 -0.81381815  0.          0.        ]]"
2,[-0.54133469 -0.39103982],[-0.53290576  0.26505464],"[ 1.02982575  1.25515954  0.01127048  0.75272114  1.5215571   0.30282036
  0.47905535 -0.21371216 -0.34920669 -0.12206232  0.        ]",-0.0322445529376,-1.49479,[-0.07044367  0.45453735],"[[ 0.21326652 -0.13001174  0.17532661  0.03405482]
 [ 4.13604137 -3.16775144  0.          0.        ]]"
3,[-0.54133469 -0.39103982],[-0.8970117  -0.06919555],"[ 1.00233139  1.24692297  0.13472246  0.63735853  1.52155506  0.30282022
  0.44439025  0.08057186 -0.3729837   0.02601374  0.        ]",-0.0306474326167,-1.48171,[-1.1492629  -0.44026073],"[[ 0.29236345 -0.17467824  0.17532661  0.03405482]
 [ 3.77485592 -1.30510658  0.          0.        ]]"
4,[-0.54133469 -0.39103982],[ 0.6667102   0.81610155],"[ 0.98746794  1.23665509  0.18856456  0.52634231  1.52155302  0.30282009
  0.05761768 -0.19052167 -0.38273803  0.05766792  0.        ]",-0.0304349313302,-1.43556,[ 0.65071032 -0.12522759],"[[ 0.3274273  -0.2179961   0.17532661  0.03405482]
 [-0.25506021 -3.02096889  0.          0.        ]]"
5,[-0.54133469 -0.39103982],[-0.40340859  0.79236853],"[ 0.977895    1.21714662  0.22017401  0.3623039   1.52155098  0.30281996
  0.30517386 -0.2595678  -0.38540631  0.02046609  0.        ]",-0.0293478464233,-1.45193,[ 0.32974396  0.31314645],"[[ 0.34820567 -0.28280032  0.17532661  0.03405482]
 [ 2.32431306 -3.45799061  0.          0.        ]]"
6,[-0.54133469 -0.39103982],[-1.33385992  0.4440186 ],"[ 0.94759458  1.19632476  0.30874898  0.22290131  1.52154894  0.30281982
  0.42591053 -0.05292445 -0.40761883  0.09604969  0.        ]",-0.0293166052203,-1.49653,[-1.03125273  0.42286217],"[[ 0.40731374 -0.33883729  0.17532661  0.03405482]
 [ 3.58231113 -2.15006147  0.          0.        ]]"
7,[-0.54133469 -0.39103982],[ 0.06345183  0.65554595],"[ 0.92977337  1.18554128  0.35467715  0.15970843  1.5215469   0.30281969
  0.03937132  0.21857661 -0.42099128  0.14082001  0.        ]",-0.0298990586859,-1.49652,[-0.8316402   0.88108314],"[[ 0.43855108 -0.36459676  0.17532661  0.03405482]
 [-0.44516916 -0.43162171  0.          0.        ]]"
8,[-0.54133469 -0.39103982],[ 1.19410098  0.25939667],"[ 0.95335813  1.19660878  0.29301966  0.2246507   1.52154486  0.30281955
 -0.27566351  0.7713153  -0.40274739  0.06936654  0.        ]",-0.028903473938,-1.371,[ 2.02431551  0.05195545],"[[ 0.39671379 -0.33812753  0.17532661  0.03405482]
 [-3.72762165  3.06688523  0.          0.        ]]"
9,[-0.54133469 -0.39103982],[-0.21565308 -0.35000694],"[ 0.97093384  1.21963542  0.24192061  0.38101938  1.52154281  0.30281942
  0.11108295  0.79398487 -0.39229763  0.06897657  0.        ]",-0.0298527939962,-1.43498,[ 0.34541459 -0.42215719],"[[ 0.36259202 -0.27535015  0.17532661  0.03405482]
 [ 0.30201553  3.21037329  0.          0.        ]]"
