timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.77542973 -0.61807746],[ 0.05295735 -3.11253071],"[ 1.02178007  1.13806484 -0.16883125  1.37439634  0.71810549 -0.03648895
  0.04379849  0.27105539  0.63214271  0.32959971  0.        ]",-0.128699526636,-2.03469,[ 0.12292494 -2.42679488],"[[ 0.06007044  0.07697822  0.08267866 -0.00465782]
 [-0.00392055  0.00460063  0.          0.        ]]"
1,[-0.77542973 -0.61807746],[ 0.42075011 -2.15472651],"[ 1.02135524  1.14091211 -0.16118091  1.27248007  0.71810519 -0.03648894
  0.09813969 -0.40153227  0.63688764  0.28020701  0.        ]",-0.128498406584,-2.10056,[ 0.58346913 -1.4984293 ],"[[ 0.06488719  0.03733958  0.08267866 -0.00465782]
 [ 0.483967   -3.9552668   0.          0.        ]]"
2,[-0.77542973 -0.61807746],[ 0.37018919 -1.41696751],"[ 1.01760382  1.13769302 -0.10922713  0.96867483  0.71810489 -0.03648893
  0.35432217 -1.06092301  0.64014235  0.18946889  0.        ]",-0.127868431814,-2.06416,[-0.09826202 -2.15880958],"[[  9.76438102e-02  -8.07169022e-02   8.26786632e-02  -4.65781892e-03]
 [  2.78403019e+00  -7.83743920e+00   0.00000000e+00   0.00000000e+00]]"
3,[-0.77542973 -0.61807746],[ 1.04480505 -0.26677442],"[ 1.00871648  1.09431002 -0.02830855  0.47539535  0.71810459 -0.03648892
  0.30505168 -1.70707687  0.62350888  0.03061711  0.        ]",-0.125457376373,-2.16302,[ 0.89899916 -0.44490571],"[[  1.48886335e-01  -2.75634942e-01   8.26786632e-02  -4.65781892e-03]
 [  2.34166985e+00  -1.16416867e+01   0.00000000e+00   0.00000000e+00]]"
4,[-0.77542973 -0.61807746],[-0.31773293  0.06355861],"[ 0.98687076  0.97312376  0.09989006 -0.1119562   0.71810429 -0.03648891
  0.69606707 -1.96735902  0.56403053 -0.11520864  0.        ]",-0.120055657873,-2.11695,[-0.83638767 -0.62864508],"[[  2.30942588e-01  -5.23844326e-01   8.26786632e-02  -4.65781892e-03]
 [  5.85229226e+00  -1.31741166e+01   0.00000000e+00   0.00000000e+00]]"
5,[-0.77542973 -0.61807746],[ 1.29164743  1.99691927],"[ 0.9555081   0.75154707  0.22659859 -0.68847421  0.71810399 -0.0364889
  0.31467635 -2.3456366   0.44404103 -0.30299978  0.        ]",-0.110477383941,-2.10458,[ 1.3986276  2.5079617],"[[  3.13633741e-01  -8.09671930e-01   8.26786632e-02  -4.65781892e-03]
 [  2.42808609e+00  -1.54012568e+01   0.00000000e+00   0.00000000e+00]]"
6,[-0.77542973 -0.61807746],[-0.66027379  1.55883336],"[ 0.91219804  0.48246713  0.35738617 -1.08894072  0.71810369 -0.03648889
  0.74985003 -1.62149112  0.29025542 -0.42270154  0.        ]",-0.0985449696739,-2.00032,[-0.28106359  1.87825256],"[[  4.01394448e-01  -1.07492140e+00   8.26786632e-02  -4.65781892e-03]
 [  6.33516989e+00  -1.11378423e+01   0.00000000e+00   0.00000000e+00]]"
7,[-0.77542973 -0.61807746],[-0.68231851  0.96915615],"[ 0.84088127  0.27377209  0.52037017 -1.27237657  0.7181034  -0.03648888
  0.61190812 -0.9114234   0.18125186 -0.35307577  0.        ]",-0.0878976608209,-1.77282,[-0.67971697  1.67565614],"[[  5.15671721e-01  -1.25573336e+00   8.26786632e-02  -4.65781892e-03]
 [  5.09670062e+00  -6.95730245e+00   0.00000000e+00   0.00000000e+00]]"
8,[-0.77542973 -0.61807746],[ 0.09399819  0.46175665],"[ 0.78615082  0.15485997  0.62048013 -1.33872926  0.7181031  -0.03648887
  0.30099285 -0.21537211  0.11799787 -0.28828656  0.        ]",-0.0814105565028,-1.66656,[-0.48016912  0.72962338],"[[ 0.58959829 -1.35376237  0.08267866 -0.00465782]
 [ 2.30523957 -2.85928244  0.          0.        ]]"
9,[-0.77542973 -0.61807746],[ 0.61136091 -0.0097643 ],"[ 0.76489352  0.12082776  0.65531546 -1.35308816  0.7181028  -0.03648886
  0.08420292  0.28501473  0.1003626  -0.25697039  0.        ]",-0.0794637529683,-1.57865,[ 1.07928178 -0.42371062],"[[ 0.61617443 -1.38138936  0.08267866 -0.00465782]
 [ 0.35885523  0.08675803  0.          0.        ]]"
