timestep,logstd_action_dist,avg_action_dist,obs,original_rewards,rewards,actions,human_obs
0,[-0.11662563 -0.13307908],[-2.25470185 -2.11931682],"[ 1.26799362  1.91036887 -0.32817275  0.89491312 -0.39445827 -1.08875956
  0.05323926  0.34058953  1.67235507  1.19919948  0.        ]",-0.287503789965,-2.46395,[-1.96909459 -3.08001725],"[[ 0.0145887   0.02552002 -0.04483535 -0.1274266 ]
 [ 0.00439415 -0.00192153  0.          0.        ]]"
1,[-0.11662563 -0.13307908],[-1.94815302 -1.91756773],"[ 1.26770832  1.91065144 -0.39007144  0.77850293 -0.39445776 -1.08875689
 -0.26384159 -0.20534262  1.67221694  1.08112371  0.        ]",-0.28183473356,-2.46161,[-1.50522586 -0.42807589],"[[-0.02499935 -0.01423043 -0.04483535 -0.1274266 ]
 [-3.9500373  -3.95993727  0.          0.        ]]"
2,[-0.11662563 -0.13307908],[-1.55564082 -1.80004084],"[ 1.25420198  1.90294575 -0.57367795  0.49973252 -0.39445724 -1.08875422
 -0.57472552 -0.42811334  1.63752276  0.75597015  0.        ]",-0.264592875995,-2.24022,[-2.27476188 -0.24815257],"[[-0.14290056 -0.10963392 -0.04483535 -0.1274266 ]
 [-7.82718751 -5.57502974  0.          0.        ]]"
3,[-0.11662563 -0.13307908],[-0.74889201 -1.62225842],"[ 1.19099601  1.87646841 -0.86888761  0.15286234 -0.39445673 -1.08875155
 -0.87949197 -0.54820538  1.49238541  0.28548618  0.        ]",-0.234606787573,-1.89768,[-0.68395647 -0.47261242],"[[ -0.33757922  -0.22987035  -0.04483535  -0.1274266 ]
 [-11.62805289  -6.44570243   0.           0.        ]]"
4,[-0.11662563 -0.13307908],[ 0.59908712 -0.98553979],"[ 1.03329107  1.81954337 -1.22741879 -0.25599299 -0.39445622 -1.08874889
 -1.07797341 -0.78856104  1.15883743 -0.22321034  0.        ]",-0.190716590458,-1.54419,[ 1.16802535 -0.70200068],"[[ -0.59497569  -0.37626858  -0.04483535  -0.1274266 ]
 [-14.10341274  -8.18828915   0.           0.        ]]"
5,[-0.11662563 -0.13307908],[ 1.20467722 -0.54549903],"[ 0.81921029  1.70720555 -1.50967049 -0.75115    -0.39445571 -1.08874622
 -0.73836376 -1.14977094  0.69175718 -0.55526524  0.        ]",-0.141732284201,-1.22615,[ 1.93737497  0.3305112 ],"[[ -0.83454889  -0.56630956  -0.04483535  -0.1274266 ]
 [ -9.86804445 -10.80707813   0.           0.        ]]"
6,[-0.11662563 -0.13307908],[ 1.1337415  -0.19253682],"[ 0.65105111  1.54550124 -1.65849764 -1.2126906  -0.3944552  -1.08874355
 -0.40557992 -0.93992123  0.28638204 -0.64086096  0.        ]",-0.102052917052,-0.965999,[ 2.66449765  0.29725645],"[[-0.99026988 -0.7671865  -0.04483535 -0.1274266 ]
 [-5.71779575 -9.28568416  0.          0.        ]]"
7,[-0.11662563 -0.13307908],[ 0.84601772 -0.04040796],"[ 0.56507113  1.37668033 -1.71796528 -1.54365585 -0.39445469 -1.08874088
 -0.07933449 -0.75238534  0.03394974 -0.59984114  0.        ]",-0.0763075899604,-0.779799,[ 1.84096155 -0.0342552 ],"[[-1.06380414 -0.93925872 -0.04483535 -0.1274266 ]
 [-1.64908798 -7.92606056  0.          0.        ]]"
8,[-0.11662563 -0.13307908],[ 0.46295011 -0.03296408],"[ 0.5734661   1.20114193 -1.71257769 -1.78668984 -0.39445418 -1.08873822
  0.24052797 -0.74960434 -0.0759249  -0.52133574  0.        ]",-0.0613341484867,-0.646209,[ 1.91155434  0.22740453],"[[-1.05676276 -1.09757798 -0.04483535 -0.1274266 ]
 [ 2.34001595 -7.90590783  0.          0.        ]]"
9,[-0.11662563 -0.13307908],[ 0.05147671 -0.1095918 ],"[ 0.67323364  1.02410182 -1.64146859 -1.95456091 -0.39445367 -1.08873555
  0.55407921 -0.60394356 -0.06191433 -0.44268324  0.        ]",-0.0555504840437,-0.558304,[-0.87736482 -0.15291661],"[[-0.97072912 -1.24510109 -0.04483535 -0.1274266 ]
 [ 6.25041322 -6.84987648  0.          0.        ]]"
10,[-0.11662563 -0.13307908],[ 0.35576171 -0.0225839 ],"[ 0.770357    0.84546476 -1.55793452 -2.05908218 -0.39445316 -1.08873288
  0.26578574 -0.66862878 -0.0416252  -0.3593159   0.        ]",-0.0508271645612,-0.536373,[-0.3175606  -1.32838137],"[[-0.88179368 -1.38680357 -0.04483535 -0.1274266 ]
 [ 2.65502973 -7.3188507   0.          0.        ]]"
