timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.390744165297,"[[ 0.04126452 -0.0024303  -0.15924475  0.13670576]
 [ 0.001865   -0.00310363  0.          0.        ]]",[ 3.27101922 -3.7258389 ],-3.43837,"[ 0.95123009  2.56738504  0.18035617  0.84442527 -1.38704647  1.18127381
 -0.75949016  0.3753853   2.58244981 -1.11870421  0.        ]",[-0.54033214 -0.17926435],[ 3.46035305 -4.52866763]
1,-0.389232648987,"[[ 0.0810074  -0.04223504 -0.15924475  0.13670576]
 [ 3.95924167 -3.96416361  0.          0.        ]]",[ 3.08275795 -3.64752483],-3.46009,"[ 0.94772792  2.56602252  0.24318304  0.68311314 -1.38704522  1.18127294
 -0.64707614 -0.14442194  2.5806304  -1.0830424   0.        ]",[-0.54033214 -0.17926435],[ 3.20889524 -4.92444088]
2,-0.384087023855,"[[ 0.19911228 -0.16047372 -0.15924475  0.13670576]
 [ 7.83833375 -7.84675206  0.          0.        ]]",[ 2.81549788 -3.56399059],-3.59909,"[ 0.92396341  2.54776864  0.42830964  0.20652795 -1.38704396  1.18127206
 -0.53688593 -0.65393132  2.56830374 -0.97787014  0.        ]",[-0.54033214 -0.17926435],[ 3.03105024 -2.89599453]
3,-0.373544799335,"[[  0.39402979  -0.35559174  -0.15924475   0.13670576]
 [ 11.64078486 -11.65232849   0.           0.        ]]",[ 2.47559023 -3.4422245 ],-3.60705,"[ 0.84194333  2.47189468  0.72309402 -0.55705368 -1.38704271  1.18127119
 -0.42887283 -1.15333401  2.52576333 -0.810388    0.        ]",[-0.54033214 -0.17926435],[ 2.11180682 -3.08053172]
4,-0.355047065396,"[[  0.66424431  -0.62606217  -0.15924475   0.13670576]
 [ 15.36833412 -15.3821953    0.           0.        ]]",[ 2.12404561 -3.24777174],-3.46978,"[ 0.64582967  2.27791272  1.09143198 -1.52111321 -1.38704145  1.18127031
 -0.32298741 -1.64280027  2.42404602 -0.60112085  0.        ]",[-0.54033214 -0.17926435],[ 3.40792879 -1.72703672]
5,-0.326043909735,"[[  1.00827602  -0.9703825   -0.15924475   0.13670576]
 [ 19.02281308 -19.03750223   0.           0.        ]]",[ 1.93825316 -2.90414524],-3.21063,"[ 0.27943197  1.90344935  1.45485537 -2.49056155 -1.3870402   1.18126944
 -0.21917766 -2.12248009  2.23400546 -0.39467974  0.        ]",[-0.54033214 -0.17926435],[ 2.51429074 -2.95192991]
6,-0.285714692916,"[[  1.42468181  -1.38707258  -0.15924475   0.13670576]
 [ 22.60602825 -22.61936521   0.           0.        ]]",[ 1.99797356 -2.35544276],-2.93438,"[-0.27972621  1.32000008  1.68203294 -3.13133652 -1.38703894  1.18126856
 -0.11739224 -2.59251883  1.94398174 -0.26573165  0.        ]",[-0.54033214 -0.17926435],[ 1.17237147 -2.39096265]
7,-0.238803523919,"[[  1.91205222  -1.87467644  -0.15924475   0.13670576]
 [ 26.11948014 -26.12914878   0.           0.        ]]",[ 2.21787882 -1.62770867],-2.55718,"[-0.9723428   0.58450631  1.60757344 -3.01381618 -1.38703769  1.18126768
 -0.01758852 -3.05309427  1.58473183 -0.30830955  0.        ]",[-0.54033214 -0.17926435],[ 0.56850375 -2.68415846]
8,-0.204735310351,"[[  2.45186318  -2.43177107  -0.15924475   0.13670576]
 [ 27.85572392 -29.56892604   0.           0.        ]]",[ 2.35245895 -1.11811137],-2.48848,"[-1.60219767 -0.11639894  1.12288963 -1.78759445 -1.38703643  1.18126681
  0.03173152 -3.50447705  1.25843143 -0.60112129  0.        ]",[-0.54033214 -0.17926435],[ 1.62985465 -0.45932536]
9,-0.21140426433,"[[  3.043185    -3.03550606  -0.15924475   0.13670576]
 [ 31.26509413 -25.42273443   0.           0.        ]]",[ 2.36617231 -0.91755044],-2.57379,"[-1.92486741 -0.47642564  0.27062669  0.42502768 -1.38703518  1.18126593
  0.12857868 -2.96037106  1.09120273 -1.09821442  0.        ]",[-0.54033214 -0.17926435],[ 1.75979641  1.04398989]
10,-0.221346491619,"[[  3.70201758  -3.21136066  -0.15924475   0.13670576]
 [ 34.60665611   0.68507059   0.           0.        ]]",[ 2.36792326 -0.88099796],-2.43357,"[-1.71123576 -0.48129263 -0.72690395  1.1368756  -1.38703392  1.18126506
  0.22349967  0.46569946  1.10932864 -1.21624842  0.        ]",[-0.54033214 -0.17926435],[ 2.02841732 -1.18309995]
