timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.22064316 -1.43579197],"[ 1.13583577  1.66708697  0.04134019  0.41075446 -1.39836516 -0.69039985
  0.84116112  0.28525624  2.33532678  0.53887731  0.        ]",[-0.57693788 -1.7212926 ],-5.95994,"[[-0.06256568 -0.08157288 -0.16353914 -0.08090596]
 [ 0.00165619  0.00039443  0.          0.        ]]",[-0.10275704 -0.11310559],-0.376827013717
1,[-1.12504852 -1.36317086],"[ 1.13350007  1.66203386  0.00674282  0.31774814 -1.39834649 -0.69039524
  0.64831245 -0.26126253  2.3259248   0.47157698  0.        ]",[-1.08389813 -1.78640297],-6.00133,"[[-0.08541649 -0.12128401 -0.16353914 -0.08090596]
 [-2.27915205 -3.95831756  0.          0.        ]]",[-0.10275704 -0.11310559],-0.374163034512
2,[-0.96090221 -1.24689627],"[ 1.11861984  1.63555189 -0.12092581  0.04439024 -1.39832782 -0.69039064
  0.31776601 -0.7968712   2.27242595  0.25117565  0.        ]",[-1.21569322 -2.08176907],-5.88713,"[[-0.17022338 -0.23937667 -0.16353914 -0.08090596]
 [-6.18855798 -7.83801949  0.          0.        ]]",[-0.10275704 -0.11310559],-0.363555967004
3,[-0.72739708 -1.08253717],"[ 1.06316408  1.55514726 -0.35921952 -0.38802699 -1.39830915 -0.69038603
 -0.00627861 -1.32186341  2.09708503 -0.10729575  0.        ]",[-1.86740894 -1.33011455],-5.67952,"[[ -0.3324461   -0.43429262  -0.16353914  -0.08090596]
 [-10.02106942 -11.6408915    0.           0.        ]]",[-0.10275704 -0.11310559],-0.33845000811
4,[-0.39956003 -0.84962106],"[ 0.92054956  1.37362047 -0.68374914 -0.92219308 -1.39829048 -0.69038143
 -0.3240062  -1.83642219  1.70484854 -0.48122601  0.        ]",[ 0.56274834  0.12242853],-4.49585,"[[ -0.57056801  -0.70450956  -0.16353914  -0.08090596]
 [-13.77887028 -15.368346     0.           0.        ]]",[-0.10275704 -0.11310559],-0.290518089483
5,[-0.20352773 -0.70653534],"[ 0.7001759   1.09246463 -0.97491521 -1.38349188 -1.39827181 -0.69037682
 -0.11288843 -1.72750033  1.18839695 -0.63306244  0.        ]",[ 0.86324624 -0.02513825],-3.56731,"[[ -0.82109369  -1.00396276  -0.16353914  -0.08090596]
 [-11.28198499 -14.57959041   0.           0.        ]]",[-0.10275704 -0.11310559],-0.226652545908
6,[-0.08370664 -0.61193466],"[ 0.49412174  0.76332707 -1.14960909 -1.66183278 -1.39825314 -0.69037221
  0.19463119 -1.70144497  0.77306059 -0.5347778   0.        ]",[-1.7252781  -0.81502934],-3.53183,"[[ -1.010243    -1.29366311  -0.16353914  -0.08090596]
 [ -7.64495353 -14.39107233   0.           0.        ]]",[-0.10275704 -0.11310559],-0.166705534285
7,[-0.01241437 -0.54737282],"[ 0.25947232  0.37117893 -1.27950312 -1.74972967 -1.39823448 -0.69036761
 -0.12733938 -2.10741846  0.44900205 -0.25506526  0.        ]",[-0.09916734  0.16564399],-2.60559,"[[ -1.2013448   -1.61099382  -0.16353914  -0.08090596]
 [-11.45287529 -17.33218796   0.           0.        ]]",[-0.10275704 -0.11310559],-0.106900912743
8,[-0.04710255 -0.55986261],"[-0.04712962 -0.03844627 -1.36734861 -1.58643681 -1.39821581 -0.690363
 -0.14161204 -1.96938014  0.27792669  0.15934648  0.        ]",[-0.43381621 -0.85883453],-2.46365,"[[ -1.4320968   -1.94760814  -0.16353914  -0.08090596]
 [-11.62168356 -16.33258191   0.           0.        ]]",[-0.10275704 -0.11310559],-0.0709002046934
9,[-0.07933046 -0.57079083],"[-0.38657751 -0.41603129 -1.37295339 -1.1448523  -1.39819715 -0.6903584
 -0.26758232 -2.39402868  0.33962093  0.57439427  0.        ]",[ 0.05839838  0.42175452],-2.73205,"[[ -1.67947741  -2.30512848  -0.16353914  -0.08090596]
 [-13.11152402 -19.40921349   0.           0.        ]]",[-0.10275704 -0.11310559],-0.101839813091
