timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.15424681  0.08673766],[-0.32953894 -0.24065816],[-1.40788157  0.61426237],-1.74241,"[[-0.00249515  0.02317478  0.12428021  0.03381574]
 [-0.00252872  0.00298004  0.          0.        ]]","[ 1.18828012  2.08003067 -0.14742363  0.82157957  1.06502986  0.30391456
  0.24462856  0.3933644   0.41322629 -0.18935453  0.        ]",-0.0914026386979
1,[ 0.30100447  0.1069468 ],[-0.32953894 -0.24065816],[ 0.6219064  -0.85326574],-1.14725,"[[-0.04224522  0.04765255  0.12428021  0.03381574]
 [-3.95930101  2.43667986  0.          0.        ]]","[ 1.18709143  2.07886384 -0.20887829  0.90492911  1.06502837  0.30391434
 -0.09396904  0.74713461  0.41267908 -0.23782552  0.        ]",-0.0934570573465
2,[ 0.28669265  0.35641232],[-0.32953894 -0.24065816],[ 0.11549469  1.09150323],-1.62947,"[[-0.09594837  0.06199379  0.12428021  0.03381574]
 [-1.41947466 -0.99112759  0.          0.        ]]","[ 1.18214078  2.07780515 -0.29172293  0.95372013  1.06502688  0.30391412
  0.12337465  0.24885641  0.4091433  -0.32092897  0.        ]",-0.0973638966343
3,[ 0.14254966  0.03298691],[-0.32953894 -0.24065816],[ 0.02710057  1.39563841],-1.73785,"[[-0.11948763  0.08209406  0.12428021  0.03381574]
 [-0.93605481  2.98789437  0.          0.        ]]","[ 1.17876085  2.07586204 -0.32791481  1.02202918  1.0650254   0.30391391
  0.16474287  0.82726034  0.40696484 -0.34425758  0.        ]",-0.0984792154837
4,[-0.11372129 -0.46011889],[-0.32953894 -0.24065816],[ 0.14254568 -0.76460915],-1.14571,"[[-0.13696242  0.18098579  0.12428021  0.03381574]
 [-0.81182715  6.88827919  0.          0.        ]]","[ 1.17577619  2.05850683 -0.35471749  1.35594108  1.06502391  0.30391369
  0.17537345  1.39423165  0.40489759 -0.28232521  0.        ]",-0.0948023611349
5,[-0.20179483 -0.45569381],[-0.32953894 -0.24065816],[ 0.29282192  0.47949254],-1.3544,"[[-0.14736766  0.28700458  0.12428021  0.03381574]
 [-0.2306401   3.72414674  0.          0.        ]]","[ 1.17380639  2.02562391 -0.37064674  1.70717335  1.06502243  0.30391347
  0.22510805  0.9342811   0.39581268 -0.20133936  0.        ]",-0.0899141852089
6,[-0.57152039 -0.87811208],[-0.32953894 -0.24065816],[-1.14632505 -1.64975121],-1.04306,"[[-0.14031883  0.37979254  0.12428021  0.03381574]
 [ 0.93166821  5.54857143  0.          0.        ]]","[ 1.17515336  1.98500233 -0.3598579   2.00581338  1.06502094  0.30391326
  0.32457175  1.19948399  0.37974071 -0.10291     0.        ]",-0.0844374290197
7,[ 0.01781152 -0.50032693],[-0.32953894 -0.24065816],[ 0.83524072 -0.00323846],-1.16295,"[[-0.16154688  0.44994874  0.12428021  0.03381574]
 [-3.041275    1.48059464  0.          0.        ]]","[ 1.1708909   1.94716742 -0.39231345  2.22452889  1.06501946  0.30391304
 -0.015411    0.60814817  0.36565199 -0.07629015  0.        ]",-0.0820130024952
8,[-0.34833777 -0.64698845],[-0.32953894 -0.24065816],[-0.48716328  1.14503083],-1.52879,"[[-0.1886161   0.47912542  0.12428021  0.03381574]
 [ 0.32315669  1.43722606  0.          0.        ]]","[ 1.16459519  1.92967227 -0.4335351   2.31339634  1.06501797  0.30391282
  0.27249866  0.60184343  0.36126621 -0.0973154   0.        ]",-0.0820848517902
9,[-0.32334423 -1.00596964],[-0.32953894 -0.24065816],[ 0.37946326 -0.59431196],-1.05005,"[[-0.20156805  0.54731933  0.12428021  0.03381574]
 [-1.61190006  5.36905545  0.          0.        ]]","[ 1.1612418   1.88487539 -0.45318515  2.51576967  1.06501649  0.30391261
  0.10690681  1.17338649  0.3436879  -0.05869116  0.        ]",-0.0789417995248
10,[-0.4760828  -1.01656687],[-0.32953894 -0.24065816],[ 0.19657511 -0.16626217],-1.09588,"[[-0.21841501  0.63001773  0.12428021  0.03381574]
 [-0.0779075   2.90898882  0.          0.        ]]","[ 1.15655232  1.82344788 -0.4786664   2.75003947  1.065015    0.30391239
  0.23817759  0.81578154  0.31893422 -0.01510669  0.        ]",-0.0750392310726
11,[-0.61929882 -1.10635507],[-0.32953894 -0.24065816],[-0.13125826 -0.68952516],-1.02071,"[[-0.21215216  0.68101173  0.12428021  0.03381574]
 [ 0.70159736  2.19279967  0.          0.        ]]","[ 1.15833647  1.78185633 -0.46920396  2.8877468   1.06501352  0.30391217
  0.3048833   0.71167301  0.29810113  0.03900412  0.        ]",-0.0717931628886
12,[-0.49160159 -0.90657663],[-0.32953894 -0.24065816],[-0.35397059 -1.49315654],-0.907192,"[[-0.20346016  0.69704061  0.12428021  0.03381574]
 [ 0.16936731 -0.58066913  0.          0.        ]]","[ 1.16072848  1.76821612 -0.45605041  2.92988364  1.06501203  0.30391195
  0.25933764  0.30851126  0.28927681  0.06698987  0.        ]",-0.0705527743249
13,[-0.08111682 -0.40357807],[-0.32953894 -0.24065816],[-0.13008655 -0.86271563],-0.999821,"[[-0.21414345  0.64581951  0.12428021  0.03381574]
 [-1.23300994 -4.52828493  0.          0.        ]]","[ 1.15777063  1.81084204 -0.47221313  2.79324117  1.06501055  0.30391174
  0.13932933 -0.26532872  0.31229392  0.00577786  0.        ]",-0.0738990860651
14,[ 0.34949639  0.20041594],[-0.32953894 -0.24065816],[ 0.21447599  0.03874042],-1.1487,"[[-0.24370969  0.52188115  0.12428021  0.03381574]
 [-1.72195977 -7.85446566  0.          0.        ]]","[ 1.14881286  1.90219031 -0.5167432   2.44111797  1.06500906  0.30391152
  0.09748743 -0.74883429  0.35471658 -0.1545977   0.        ]",-0.0832904457139
15,[ 0.48542628  0.49590245],[-0.32953894 -0.24065816],[ 0.94808407  0.2791894 ],-1.18318,"[[-0.26929358  0.36788783  0.12428021  0.03381574]
 [-0.83938742 -7.5458942   0.          0.        ]]","[ 1.14014729  1.99076803 -0.55501349  1.96795778  1.06500758  0.3039113
  0.1730134  -0.70397846  0.37960247 -0.34205615  0.        ]",-0.0954729539561
16,[ 0.11763473  0.49606565],[-0.32953894 -0.24065816],[-0.81692704  0.27000603],-1.45359,"[[-0.2482881   0.22954615  0.12428021  0.03381574]
 [ 2.92736513 -6.29245346  0.          0.        ]]","[ 1.14732108  2.04519202 -0.52360976  1.51782281  1.06500609  0.30391109
  0.49535291 -0.52177298  0.38819863 -0.43521897  0.        ]",-0.102387347188
17,[ 0.56660295  0.74389529],[-0.32953894 -0.24065816],[ 1.02882812 -0.58889296],-1.19774,"[[-0.22275075  0.11568645  0.12428021  0.03381574]
 [-0.36266893 -5.0975003   0.          0.        ]]","[ 1.15527371  2.07133744 -0.4852064   1.13584424  1.06500461  0.30391087
  0.21380791 -0.34806958  0.38808558 -0.49700715  0.        ]",-0.106788577114
18,[ 0.38429299  0.84901524],[-0.32953894 -0.24065816],[ 1.27325213  1.15194105],-1.59809,"[[-0.19023283 -0.00866189  0.12428021  0.03381574]
 [ 3.60125578 -7.32988923  0.          0.        ]]","[ 1.16417119  2.08022347 -0.43598654  0.71303655  1.06500312  0.30391065
  0.55302074 -0.67257807  0.3809524  -0.55534918  0.        ]",-0.110575876896
19,[-0.3961235   0.33291808],[-0.32953894 -0.24065816],[-1.44080697 -0.30850501],-1.56872,"[[-0.07924781 -0.11409092  0.12428021  0.03381574]
 [ 7.48432974 -3.22667778  0.          0.        ]]","[ 1.18406061  2.07156778 -0.26598727  0.35465544  1.06500164  0.30391044
  0.88531434 -0.07611832  0.3940983  -0.45594795  0.        ]",-0.104408349992
20,[ 0.01330385  0.59663427],[-0.32953894 -0.24065816],[-0.69990114 -0.28752209],-1.47874,"[[ 0.0292675  -0.19022361  0.12428021  0.03381574]
 [ 3.380857   -4.38274869  0.          0.        ]]","[ 1.1876765   2.05612474 -0.09829922  0.09831091  1.06500015  0.30391022
  0.53415855 -0.24416949  0.40145107 -0.33279262  0.        ]",-0.0972245258122
21,[ 0.48176229  0.91458058],[-0.32953894 -0.24065816],[ 0.88943724  0.87237809],-1.58986,"[[ 0.06843801 -0.28841965  0.12428021  0.03381574]
 [ 0.54562111 -5.43336178  0.          0.        ]]","[ 1.18512143  2.02498647 -0.03779675 -0.2266016   1.06499866  0.30391
  0.29153246 -0.39689082  0.38984502 -0.35392256  0.        ]",-0.0972645010048
22,[-0.06389465  0.52704835],[-0.32953894 -0.24065816],[ 1.08600285 -0.22857694],-1.37283,"[[ 0.11453157 -0.36136317  0.12428021  0.03381574]
 [ 4.05208065 -1.87284445  0.          0.        ]]","[ 1.17949899  1.99383323  0.03318421 -0.46208429  1.06499718  0.30390979
  0.5915981   0.12068148  0.38081481 -0.33926528  0.        ]",-0.0954317501306
23,[-0.75517058  0.10266301],[-0.32953894 -0.24065816],[-0.76704099 -1.16151868],-1.33159,"[[ 0.23446427 -0.40754297  0.12428021  0.03381574]
 [ 7.92829326 -2.74221769  0.          0.        ]]","[ 1.15171934  1.97065534  0.21573831 -0.60793168  1.06499569  0.30390957
  0.923305   -0.00569449  0.37763003 -0.16996191  0.        ]",-0.0865348719221
24,[-0.20527691  0.50793469],[-0.32953894 -0.24065816],[-0.37161235 -0.07317127],-1.58347,"[[ 0.36102634 -0.50155778  0.12428021  0.03381574]
 [ 4.73851147 -6.64627066  0.          0.        ]]","[ 1.10218862  1.91544066  0.4027341  -0.89563059  1.06499421  0.30390935
  0.65033787 -0.57320496  0.35187838 -0.03585797  0.        ]",-0.0794139609775
25,[ 0.06980509  0.67198157],[-0.32953894 -0.24065816],[-1.10549025 -0.52725046],-1.55933,"[[ 0.44010655 -0.63606391  0.12428021  0.03381574]
 [ 3.17469971 -6.80382684  0.          0.        ]]","[ 1.0610352   1.81857323  0.5153237  -1.2814724   1.06499272  0.30390913
  0.51651373 -0.59610753  0.31834567 -0.02499037  0.        ]",-0.0751536793498
26,[ 0.88337719  1.12384021],[-0.32953894 -0.24065816],[ 1.99319314  2.19862519],-1.93835,"[[ 0.46328189 -0.79172164  0.12428021  0.03381574]
 [-0.84386939 -8.755465    0.          0.        ]]","[ 1.0475308   1.68233776  0.54756952 -1.68192449  1.06499124  0.30390892
  0.17262307 -0.87980579  0.27923874 -0.12771979  0.        ]",-0.0735376952357
27,[ 0.47583473  0.8484658 ],[-0.32953894 -0.24065816],[ 1.72514257 -0.07151321],-1.41373,"[[ 0.48625357 -0.92537649  0.12428021  0.03381574]
 [ 3.1279127  -4.62376593  0.          0.        ]]","[ 1.03351216  1.54708186  0.57916568 -1.97931474  1.06498975  0.3039087
  0.51250959 -0.27920234  0.23341925 -0.20705578  0.        ]",-0.0721303405979
28,[ 0.01299599  0.55305481],[-0.32953894 -0.24065816],[ 0.40459623  0.64138497],-1.63594,"[[ 0.58789005 -1.01978529  0.12428021  0.03381574]
 [ 7.02280853 -4.81643182  0.          0.        ]]","[ 0.96412844  1.44273709  0.71416189 -2.16039641  1.06498827  0.30390848
  0.84581617 -0.30720896  0.19369655 -0.12598553  0.        ]",-0.0636908971582
29,[-0.67907059  0.14091936],[-0.32953894 -0.24065816],[-0.89592155  0.18616546],-1.72039,"[[ 0.74300854 -1.08967833  0.12428021  0.03381574]
 [ 8.48418173 -2.18163343  0.          0.        ]]","[ 0.83641264  1.36141475  0.90268435 -2.27787733  1.06498678  0.30390827
  0.97087266  0.07579816  0.14457833  0.05294931  0.        ]",-0.052937866332
30,[-0.622895    0.20292768],[-0.32953894 -0.24065816],[ 0.20712314  1.48621617],-2.19604,"[[ 0.87543884 -1.12546958  0.12428021  0.03381574]
 [ 4.77119428 -1.40013511  0.          0.        ]]","[ 0.70856288  1.31857351  1.04391032 -2.33235552  1.0649853   0.30390805
  0.65313134  0.18940052  0.09183486  0.21843164  0.        ]",-0.0489669945603
31,[-1.28616321 -0.35014319],[-0.32953894 -0.24065816],[-2.29135657 -0.74968757],-2.01015,"[[ 0.97812789 -1.11346726  0.12428021  0.03381574]
 [ 5.49526945  2.5870839   0.          0.        ]]","[ 0.59899161  1.33302179  1.1392195  -2.3145094   1.06498381  0.30390783
  0.71509374  0.76900209  0.04449948  0.37740337  0.        ]",-0.0531180765776
