timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.55371362 -0.48351693],"[ 1.09189453  1.36879982  0.21262761  0.50844222 -1.06429928 -1.64826506
  0.75952621  0.16945155  1.89887355  1.59327778  0.        ]",[ 0.07630406 -0.65981905],-12.3611,"[[ 0.07171949  0.06529218 -0.12061941 -0.19553014]
 [ 0.00163326  0.00349586  0.          0.        ]]",[-0.08165795 -0.00645416],-0.394792695803
1,[-0.55302256 -0.48411468],"[ 1.09156126  1.3704348   0.2173124   0.45905236 -1.0642771  -1.64820519
  0.78510808 -0.17757715  1.90067549  1.57781229  0.        ]",[ 1.29344447 -0.98086843],-11.9386,"[[ 0.07479056  0.03914704 -0.12061941 -0.19553014]
 [ 0.30446258 -2.60930187  0.          0.        ]]",[-0.08165795 -0.00645416],-0.393824651525
2,[-0.56048912 -0.487082  ],"[ 1.08539078  1.36970968  0.28695704  0.28764474 -1.06425491 -1.64814532
  1.11904104 -0.68676315  1.90062657  1.57517162  0.        ]",[ 0.13213189  0.51384113],-12.3753,"[[ 0.12052484 -0.05150389 -0.12061941 -0.19553014]
 [ 4.25580486 -6.44300891  0.          0.        ]]",[-0.08165795 -0.00645416],-0.393626490708
3,[-0.55986083 -0.48717135],"[ 1.06507206  1.35589289  0.4220152   0.08614785 -1.06423273 -1.64808545
  1.15600753 -0.39959898  1.89187073  1.62311995  0.        ]",[-0.66436517 -0.50355985],-12.6337,"[[ 0.21003241 -0.15867207 -0.12061941 -0.19553014]
 [ 4.69350085 -4.28101136  0.          0.        ]]",[-0.08165795 -0.00645416],-0.396309024938
4,[-0.54799604 -0.48640716],"[ 1.04294038  1.32895465  0.52087361 -0.10753153 -1.06421055 -1.64802559
  0.92608131 -0.65302618  1.88239168  1.63886109  0.        ]",[-1.84282042  0.41005421],-13.0236,"[[ 0.27660925 -0.26343663 -0.12061941 -0.19553014]
 [ 1.97322735 -6.18909349  0.          0.        ]]",[-0.08165795 -0.00645416],-0.396371602665
5,[-0.53039813 -0.48325366],"[ 1.04315426  1.28838015  0.51994655 -0.29842431 -1.06418837 -1.64796574
  0.58836913 -0.42088821  1.87939168  1.55654913  0.        ]",[-1.80849183 -0.24474   ],-12.7849,"[[ 0.27598397 -0.36968332 -0.12061941 -0.19553014]
 [-2.02246451 -4.44140939  0.          0.        ]]",[-0.08165795 -0.00645416],-0.389432843451
6,[-0.50846541 -0.47968307],"[ 1.06884151  1.23970042  0.40133308 -0.46712948 -1.06416619 -1.6479059
  0.25741133 -0.53772192  1.86863085  1.3689184   0.        ]",[ 0.06651054 -0.51191283],-11.7687,"[[ 0.19624653 -0.46733744 -0.12061941 -0.19553014]
 [-5.93827385 -5.32107107  0.          0.        ]]",[-0.08165795 -0.00645416],-0.373975571054
7,[-0.49026081 -0.47663051],"[ 1.09072729  1.16177203  0.22721463 -0.67211794 -1.06414401 -1.64784606
  0.28961216 -0.79295724  1.81427754  1.11942905  0.        ]",[-2.97987659  0.38313067],-11.9261,"[[ 0.08130432 -0.59303975 -0.12061941 -0.19553014]
 [-5.55724582 -7.24275315  0.          0.        ]]",[-0.08165795 -0.00645416],-0.349881451262
8,[-0.45292461 -0.46908718],"[ 1.09203049  1.06579717 -0.00173286 -0.86394437 -1.06412183 -1.64778623
 -0.03555309 -0.57220642  1.69675362  0.8461526   0.        ]",[-0.95817772 -2.6928376 ],-10.17,"[[-0.06844084 -0.72122055 -0.12061941 -0.19553014]
 [-9.40448509 -5.58085105  0.          0.        ]]",[-0.08165795 -0.00645416],-0.317701417561
9,[-0.39774379 -0.45934954],"[ 1.0366024   0.93422677 -0.33863499 -1.06245714 -1.06409966 -1.6477264
 -0.34018906 -1.08323894  1.45392294  0.53297651  0.        ]",[ 0.72327149  0.26858797],-8.12853,"[[ -0.29269237  -0.87144152  -0.12061941  -0.19553014]
 [-13.00883391  -9.42838935   0.           0.        ]]",[-0.08165795 -0.00645416],-0.268044185424
10,[-0.35434446 -0.45057172],"[ 0.91189511  0.75767565 -0.65959324 -1.25329603 -1.06407748 -1.64766658
 -0.07667767 -0.91722859  1.11891485  0.3242349   0.        ]",[ 0.85902899 -2.81736347],-6.23181,"[[-0.52158902 -1.04747047 -0.12061941 -0.19553014]
 [-9.89113089 -8.17868414  0.          0.        ]]",[-0.08165795 -0.00645416],-0.210559743515
11,[-0.31939709 -0.44442916],"[ 0.7856459   0.53247098 -0.86332454 -1.4094165  -1.06405531 -1.64760677
  0.22715111 -1.42170796  0.8101353   0.28104492  0.        ]",[-0.18260481 -2.46762091],-5.43623,"[[ -0.68334436  -1.24915413  -0.12061941  -0.19553014]
 [ -6.29641455 -11.97702961   0.           0.        ]]",[-0.08165795 -0.00645416],-0.161950553401
12,[-0.27712309 -0.43624887],"[ 0.6618297   0.19966572 -1.01103111 -1.50447877 -1.06403314 -1.64754697
  0.17653369 -1.91601678  0.51161206  0.38071377  0.        ]",[ 0.17366519 -0.6062505 ],-4.61329,"[[ -0.81527917  -1.52604033  -0.12061941  -0.19553014]
 [ -6.89525766 -15.69918466   0.           0.        ]]",[-0.08165795 -0.00645416],-0.1207947313
13,[-0.25131306 -0.42961097],"[ 0.52413072 -0.20609898 -1.13733065 -1.42724205 -1.06401097 -1.64748717
  0.24600542 -2.19344062  0.27344054  0.62078138  0.        ]",[-0.33302566 -0.46249273],-4.63061,"[[ -0.94493697  -1.86098998  -0.12061941  -0.19553014]
 [ -6.07330216 -17.78881437   0.           0.        ]]",[-0.08165795 -0.00645416],-0.108622146289
14,[-0.23980129 -0.42550525],"[ 0.36820264 -0.60786108 -1.24559687 -1.10813276 -1.0639888  -1.64742737
  0.14455937 -2.38969886  0.1717896   0.9525523   0.        ]",[-1.45234401 -1.85023587],-5.45241,"[[ -1.07844437  -2.23160385  -0.12061941  -0.19553014]
 [ -7.27349002 -19.26765479   0.           0.        ]]",[-0.08165795 -0.00645416],-0.139183272152
15,[-0.23763698 -0.42526132],"[ 0.13521154 -0.93794215 -1.35504585 -0.50286723 -1.06396663 -1.64736759
 -0.17808391 -2.86462051  0.25391568  1.3097576   0.        ]",[-0.58624474 -0.06534634],-6.60554,"[[ -1.26221213  -2.65285462  -0.12061941  -0.19553014]
 [-11.09065689 -22.84552302   0.           0.        ]]",[-0.08165795 -0.00645416],-0.191284708601
