timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.88740039 -2.92628551],"[ 1.0172859   1.35530763 -0.06404934  0.87658167  0.61329212 -1.00221556
  0.08042873  0.3182255   0.83769165  1.55863519  0.        ]",[-3.14056611 -3.23840358],-5.3843,"[[-0.04331548  0.05380864  0.07183716 -0.11704493]
 [ 0.00457287  0.00394861  0.          0.        ]]",[-0.91668093 -0.72268641],-0.178962366461
1,[-2.02498269 -1.95250511],"[ 1.01382082  1.35690656 -0.12573885  0.78156958  0.61329192 -1.00221509
 -0.40756007 -0.31833385  0.83251085  1.40744822  0.        ]",[-2.20808414 -2.4932334 ],-5.1497,"[[-0.0829      0.01417441  0.07183716 -0.11704493]
 [-3.94986205 -3.95418462  0.          0.        ]]",[-0.91668093 -0.72268641],-0.170784760388
2,[-0.25259656 -0.24143194],"[ 0.99070297  1.35062731 -0.30788391  0.49893823  0.61329173 -1.00221463
 -0.88590366 -0.94229397  0.76586234  0.96412112  0.        ]",[-0.46333214 -0.39269658],-4.70619,"[[-0.20078885 -0.10383649  0.07183716 -0.11704493]
 [-7.82613805 -7.83397698  0.          0.        ]]",[-0.91668093 -0.72268641],-0.145928818406
3,[ 1.65201426  0.797414  ],"[ 0.92257135  1.31253661 -0.56716854  0.09722386  0.61329153 -1.00221416
 -1.09294231 -1.1673032   0.53727058  0.36585746  0.        ]",[ 2.19495563  1.33979024],-4.20929,"[[-0.37414452 -0.27455389  0.07183716 -0.11704493]
 [-9.50388705 -9.23309038  0.          0.        ]]",[-0.91668093 -0.72268641],-0.109803442077
4,[ 1.43593681 -0.09486237],"[ 0.83328967  1.25491676 -0.7759795  -0.22544042  0.61329134 -1.0022137
 -0.58178364 -0.50134806  0.23597253 -0.06157948  0.        ]",[ 1.44455741 -0.27305048],-3.83461,"[[-0.522663   -0.41766857  0.07183716 -0.11704493]
 [-5.36169739 -5.09217581  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0825663761537
5,[ 1.18664908 -0.06723106],"[ 0.78461082  1.19444741 -0.86414214 -0.4637644   0.61329114 -1.00221323
 -0.08047788 -0.65924537  0.02705262 -0.24953021  0.        ]",[ 2.13415443  0.18016113],-3.75526,"[[-0.58913838 -0.52936294  0.07183716 -0.11704493]
 [-1.29935041 -6.07398402  0.          0.        ]]",[-0.91668093 -0.72268641],-0.070205504193
6,[ 0.39933228 -0.52333462],"[ 0.79526377  1.12018042 -0.84593206 -0.6897502   0.61329094 -1.00221277
  0.41085339 -0.5254047  -0.06839659 -0.28666078  0.        ]",[ 0.28349702 -0.88267623],-3.68812,"[[-0.57517803 -0.64249283  0.07183716 -0.11704493]
 [ 2.68216801 -5.24176268  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0644739416433
7,[ 0.29145491  0.11747015],"[ 0.84142147  1.01251062 -0.75987473 -0.94174074  0.61329075 -1.0022123
  0.54285324 -1.07085022 -0.11431327 -0.25119844  0.        ]",[-0.14729238 -1.55714562],-3.64422,"[[-0.51080226 -0.78135708  0.07183716 -0.11704493]
 [ 3.75183386 -8.63334983  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0591444286809
8,[ 0.63713741  1.40045977],"[ 0.88499782  0.81893394 -0.66490155 -1.26052819  0.61329055 -1.00221183
  0.46190658 -1.68011522 -0.23953213 -0.21700657  0.        ]",[ 1.11984982  1.34292794],-3.54496,"[[ -0.44234619  -0.9920345    0.07183716  -0.11704493]
 [  3.09588148 -12.42177306   0.           0.        ]]",[-0.91668093 -0.72268641],-0.0482594448273
9,[-0.5511781   0.44036698],"[ 0.93850382  0.60152866 -0.51920749 -1.48667171  0.61329036 -1.00221137
  0.94248959 -1.00392239 -0.31869203 -0.11713037  0.        ]",[-0.76934651  0.34904445],-3.32115,"[[-0.3413563  -1.1982847   0.07183716 -0.11704493]
 [ 6.99030145 -8.21720252  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0369096998585
10,[-0.09656423  0.66721922],"[ 0.98092424  0.43269399 -0.35774035 -1.59143034  0.61329016 -1.0022109
  0.54970496 -0.7553499  -0.33356632  0.00587274  0.        ]",[ 0.42354101  1.44667769],-3.24869,"[[-0.23348516 -1.34712058  0.07183716 -0.11704493]
 [ 3.80736267 -6.67157811  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0292011920151
11,[-0.934964  -0.2356704],"[ 1.00475411  0.32472589 -0.21632792 -1.6305396   0.61328997 -1.00221044
  0.74714649 -0.09735309 -0.31612165  0.11405073  0.        ]",[-0.9211059  -0.20837103],-3.08051,"[[-0.14128525 -1.43950166  0.07183716 -0.11704493]
 [ 5.40733701 -2.58014824  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0269966298134
12,[-0.28997386  0.31696832],"[ 1.01510761  0.25459155 -0.10687    -1.64498019  0.61328977 -1.00220997
  0.28413859 -0.22170114 -0.29575978  0.19776146  0.        ]",[ 0.15507871  0.36765445],-3.12517,"[[-0.07078309 -1.49886207  0.07183716 -0.11704493]
 [ 1.6553424  -3.35334571  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0280412542378
13,[-0.62408441  0.01423323],"[ 1.01787867  0.19314073 -0.04615426 -1.65069591  0.61328958 -1.00220951
  0.35579991  0.02308164 -0.30831077  0.24428451  0.        ]",[-0.7452721   0.15113505],-3.09868,"[[-0.0318499  -1.55065768  0.07183716 -0.11704493]
 [ 2.23605214 -1.83128483  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0271003654016
14,[-0.17835477  0.14916319],"[ 1.01837759  0.15720876 -0.02323162 -1.65105822  0.61328938 -1.00220904
 -0.01364849  0.12523798 -0.32555859  0.26223945  0.        ]",[-0.24586773  0.75791233],-3.14322,"[[-0.01716679 -1.58091003  0.07183716 -0.11704493]
 [-0.75778025 -1.19607607  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0257157619922
15,[-0.20257233 -0.53047997],"[ 1.01736115  0.16484366 -0.06190057 -1.65116318  0.61328919 -1.00220858
 -0.13193806  0.61170722 -0.34710889  0.23352217  0.        ]",[-0.17774994 -0.19513302],-3.07724,"[[-0.04194001 -1.57448207  0.07183716 -0.11704493]
 [-1.71634219  1.82879245  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0232470019909
16,[ 0.18918528 -0.17183848],"[ 1.01380522  0.19864741 -0.12586477 -1.65044185  0.61328899 -1.00220811
 -0.21453659  0.48164637 -0.36396874  0.18543694  0.        ]",[ 0.24732195  0.010374  ],-3.08206,"[[-0.08298256 -1.54602038  0.07183716 -0.11704493]
 [-2.38568105  1.02007462  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0214463964678
17,[ 0.11789683 -0.24651153],"[ 1.00853277  0.22311167 -0.18399513 -1.64870655  0.61328879 -1.00220765
 -0.08792487  0.48497744 -0.38690182  0.14242282  0.        ]",[ 0.41991261  0.6091958 ],-3.10244,"[[-0.12040198 -1.52541103  0.07183716 -0.11704493]
 [-1.35968135  1.04078809  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0197511746606
18,[-0.37492454 -1.11826634],"[ 1.00675037  0.27620788 -0.19988329 -1.64142512  0.6132886  -1.00220718
  0.12040972  0.8695458  -0.34914971  0.1276428   0.        ]",[-0.36974959 -0.86621819],-3.05801,"[[-0.13065675 -1.48060306  0.07183716 -0.11704493]
 [ 0.32856075  3.43203643  0.          0.        ]]",[-0.91668093 -0.72268641],-0.0236064370681
19,[ 0.22651495 -0.17126925],"[ 1.00522691  0.31582761 -0.21252409 -1.63283227  0.6132884  -1.00220672
 -0.06087937  0.30706179 -0.32148552  0.11705895  0.        ]",[-0.34473872 -0.26797682],-3.09036,"[[-0.13882541 -1.44705416  0.07183716 -0.11704493]
 [-1.14051738 -0.06548854  0.          0.        ]]",[-0.91668093 -0.72268641],-0.026428505855
