timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 3.04975176 -0.47438997],[-0.76141268 -0.52643287],[ 2.700708   -0.59856773],-6.6559,"[[ 0.03376313 -0.04348856 -0.07687415  0.1625133 ]
 [ 0.00068006 -0.00450306  0.          0.        ]]","[ 1.01405838  1.41266574  0.03692793  0.55794595 -0.67282216  1.40851284
  0.09384457  0.3294154   2.25145092 -1.58176525  0.        ]",-0.328523230456
1,[ 2.82314563 -0.63430536],[-0.76141268 -0.52643287],[ 2.77918437 -1.60631792],-6.5644,"[[ 0.07347636 -0.06737296 -0.07687415  0.1625133 ]
 [ 3.9574662  -2.37602728  0.          0.        ]]","[ 1.01114856  1.41113097  0.09975412  0.49479026 -0.67282188  1.40851163
  0.54469983 -0.04049078  2.24938826 -1.51939884  0.        ]",-0.325595157674
2,[ 2.49617958 -1.0210824 ],[-0.76141268 -0.52643287],[ 2.20373106 -0.87327169],-6.37335,"[[ 0.19154622 -0.15416436 -0.07687415  0.1625133 ]
 [ 7.83660593 -6.29005609  0.          0.        ]]","[ 0.98983599  1.40001403  0.28507375  0.26641681 -0.6728216   1.40851043
  0.98670742 -0.65099404  2.23333357 -1.35389855  0.        ]",-0.317222452847
3,[ 2.2415185  -1.46326017],[-0.76141268 -0.52643287],[ 2.07212195 -1.52296567],-6.038,"[[  0.38642757  -0.31342314  -0.07687415   0.1625133 ]
 [ 11.63889286  -9.62467542   0.           0.        ]]","[ 0.91403791  1.35729763  0.58056779 -0.14344776 -0.67282132  1.40850923
  1.41995735 -1.17112155  2.17673077 -1.10721325  0.        ]",-0.302655075221
4,[ 1.59198141 -1.98534083],[-0.76141268 -0.52643287],[ 0.74955088 -1.86543922],-5.60698,"[[  0.65660415  -0.54374384  -0.07687415   0.1625133 ]
 [ 15.36641941 -13.39475356   0.           0.        ]]","[ 0.73060276  1.24660887  0.95059721 -0.69702296 -0.67282104  1.40850802
  1.8446875  -1.75916987  2.04089277 -0.80413842  0.        ]",-0.279934890195
5,[ 0.67631102 -2.31685519],[-0.76141268 -0.52643287],[ 1.62867516 -2.00764564],-5.13503,"[[  0.99065503  -0.84870836  -0.07687415   0.1625133 ]
 [ 18.0298963  -17.08927513   0.           0.        ]]","[ 0.39716288  1.02081341  1.30859401 -1.31430917 -0.67282076  1.40850682
  2.14817333 -2.33543041  1.79724073 -0.5223871   0.        ]",-0.248774352794
6,[-1.0009594  -2.72803903],[-0.76141268 -0.52643287],[ 0.02726653 -2.07801502],-4.66329,"[[  1.38739616  -1.22682444  -0.07687415   0.1625133 ]
 [ 21.63240216 -20.71007517   0.           0.        ]]","[-0.10282864  0.64562891  1.54124921 -1.8201291  -0.67282048  1.40850562
  2.55865411 -2.90018777  1.43485089 -0.33969548  0.        ]",-0.208961091747
7,[-1.95468521 -2.50695729],[-0.76141268 -0.52643287],[-2.10365484 -2.53631503],-4.25188,"[[  1.81685953  -1.67661962  -0.07687415   0.1625133 ]
 [ 21.3149246  -24.25761735   0.           0.        ]]","[-0.68510168  0.13237625  1.5200957  -1.96044446 -0.6728202   1.40850441
  2.52247397 -3.45351238  1.01962483 -0.37844649  0.        ]",-0.169044650559
8,[-1.8540082  -1.93699074],[-0.76141268 -0.52643287],[-1.28106384 -0.37118823],-4.16118,"[[  2.19923236  -2.19665983  -0.07687415   0.1625133 ]
 [ 16.93650382 -27.73505331   0.           0.        ]]","[-1.15573621 -0.42412492  1.26511927 -1.47328454 -0.67281992  1.40850321
  2.02357492 -3.99589366  0.6919586  -0.71940398  0.        ]",-0.151725592924
9,[-1.55218053 -1.6999042 ],[-0.76141268 -0.52643287],[-1.39152312 -1.7289174 ],-4.61477,"[[  2.49488153  -2.76059019  -0.07687415   0.1625133 ]
 [ 12.64247287 -28.65509711   0.           0.        ]]","[-1.44305624 -0.82106394  0.93813013 -0.31170421 -0.67281964  1.40850201
  1.53429351 -4.1393774   0.44753752 -1.26397099  0.        ]",-0.16688194738
10,[-1.95617414 -0.59743476],[-0.76141268 -0.52643287],[-1.83333    -1.49141126],-5.0448,"[[ 2.70550021 -3.20076397 -0.07687415  0.1625133 ]
 [ 8.43382807 -6.77176387  0.          0.        ]]","[-1.59115032 -0.90214177  0.65268192  0.82970002 -0.67281936  1.4085008
  1.05474238 -0.72610666  0.23754576 -1.74005616  0.        ]",-0.192903525832
11,[-1.46383321  0.4096095 ],[-0.76141268 -0.52643287],[-1.92945654  0.06911885],-4.97028,"[[ 2.83278282 -3.19821847 -0.07687415  0.1625133 ]
 [ 4.3080321   3.59502714  0.          0.        ]]","[-1.65442088 -0.90231201  0.46497119  0.82296955 -0.67281908  1.4084996
  0.58463183  0.89086162  0.26003436 -1.71067195  0.        ]",-0.191467884903
12,[-0.93802643  0.67026943],[-0.76141268 -0.52643287],[-0.44948574  0.89394135],-4.81822,"[[ 2.8783633  -3.11638997 -0.07687415  0.1625133 ]
 [ 0.26347575  4.25032432  0.          0.        ]]","[-1.6719965  -0.90380109  0.39569418  0.60634643 -0.6728188   1.4084984
  0.12377815  0.99307158  0.29044577 -1.60605131  0.        ]",-0.184364364289
13,[-0.28937235  0.56060308],[-0.76141268 -0.52643287],[-0.87564637  0.93385629],-4.63801,"[[ 2.86572617 -2.99671421 -0.07687415  0.1625133 ]
 [-1.52124494  7.70573618  0.          0.        ]]","[-1.66739461 -0.89202676  0.41499294  0.29073743 -0.67281852  1.4084972
 -0.07958041  1.53203085  0.31496197 -1.4662637   0.        ]",-0.174475602421
14,[ 0.82199401  0.37789482],[-0.76141268 -0.52643287],[ 0.97986219  1.19080339],-4.31928,"[[  2.80081989  -2.8070314   -0.07687415   0.1625133 ]
 [ -4.95792563  11.2507423    0.           0.        ]]","[-1.64047352 -0.83990888  0.51296246 -0.19651216 -0.67281824  1.40849599
 -0.47117022  2.08496272  0.3435455  -1.24904233  0.        ]",-0.15943879672
15,[ 0.62044674 -0.42135412],[-0.76141268 -0.52643287],[-0.02711295  0.06423946],-4.05723,"[[  2.74156937  -2.54452226  -0.07687415   0.1625133 ]
 [ -0.98050553  14.98769457   0.           0.        ]]","[-1.61115777 -0.70365118  0.60045842 -0.81587358 -0.67281796  1.40849479
 -0.017966    2.66782998  0.3437401  -0.94574891  0.        ]",-0.137818167465
16,[ 0.68993795 -0.9418301 ],[-0.76141268 -0.52643287],[ 1.30403883 -0.03641202],-3.62354,"[[  2.72107165  -2.24519338  -0.07687415   0.1625133 ]
 [ -1.06899937  14.94533515   0.           0.        ]]","[-1.5999805  -0.46889139  0.6302387  -1.39549339 -0.67281768  1.40849359
 -0.02804936  2.6612168   0.25259245 -0.60966444  0.        ]",-0.10969425313
17,[-0.49354178 -1.82872486],[-0.76141268 -0.52643287],[ 0.00271701 -2.47101019],-3.39666,"[[  2.73961302  -1.95070409  -0.07687415   0.1625133 ]
 [  2.90971913  14.50503072   0.           0.        ]]","[-1.61011061 -0.17498748  0.60331165 -1.78642753 -0.6728174   1.40849238
  0.42530291  2.59253455  0.04618104 -0.32581362  0.        ]",-0.0770934823368
