timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.3637923  -2.28403378],[-0.61874723 -0.43201548],[ 1.30459437 -2.74371425],-5.77169,"[[ 0.04920261 -0.01262063 -0.11297854  0.09825013]
 [ 0.00275435 -0.00127341  0.          0.        ]]","[ 1.01611876  1.4641586   0.04638853  0.59836386 -0.98558766  0.85306116
  0.11264423  0.33710681  2.52689734 -0.77533643  0.        ]",-0.334911203767
1,[ 1.31968558 -2.45253611],[-0.61874723 -0.43201548],[ 1.11508643 -1.74321412],-5.7728,"[[ 0.0889631  -0.05238912 -0.11297854  0.09825013]
 [ 3.96011385 -3.9623692   0.          0.        ]]","[ 1.01241075  1.46267072  0.10983599  0.48399295 -0.98558702  0.85306067
  0.54075354 -0.26762404  2.52428869 -0.73424741  0.        ]",-0.3336109216
2,[ 1.15681553 -2.76251411],[-0.61874723 -0.43201548],[-0.04587022 -3.80568254],-5.6482,"[[ 0.20708528 -0.17059226 -0.11297854  0.09825013]
 [ 7.83919113 -7.84499074  0.          0.        ]]","[ 0.98889002  1.44755253  0.29661662  0.14615748 -0.98558638  0.85306019
  0.96039396 -0.8603742   2.50776587 -0.6133023   0.        ]",-0.329121831348
3,[ 0.9397251  -2.87223959],[-0.61874723 -0.43201548],[ 0.76446812 -2.92204889],-5.56962,"[[  0.36050791  -0.36565971  -0.11297854   0.09825013]
 [  7.50417715 -11.64907047   0.           0.        ]]","[ 0.93091462  1.38820933  0.53199288 -0.39425843 -0.98558574  0.8530597
  0.92415137 -1.44113265  2.46771342 -0.50821432  0.        ]",-0.322862925438
4,[ 0.60699326 -3.11983347],[-0.61874723 -0.43201548],[ 1.41392951 -1.48382641],-5.49643,"[[  0.53946035  -0.6360642   -0.11297854   0.09825013]
 [ 10.38151711 -15.37889951   0.           0.        ]]","[ 0.82590844  1.23932773  0.78941607 -1.0747251  -0.9855851   0.85305921
  1.23542282 -2.01055334  2.38910094 -0.44553607  0.        ]",-0.313580529224
5,[ 0.21351275 -3.32165909],[-0.61874723 -0.43201548],[ 0.46527484 -3.06044306],-5.26625,"[[  0.78474078  -0.98032359  -0.11297854   0.09825013]
 [ 14.13413055 -19.03474279   0.           0.        ]]","[ 0.62271726  0.95445885  1.0981005  -1.7556942  -0.98558446  0.85305873
  1.64138086 -2.56867516  2.23133648 -0.35712315  0.        ]",-0.295721408989
6,[-0.10722819 -3.21244621],[-0.61874723 -0.43201548],[ 0.22949604 -4.64183908],-4.94661,"[[  1.08310598  -1.39696106  -0.11297854   0.09825013]
 [ 15.69721031 -22.61698618   0.           0.        ]]","[ 0.29987916  0.51305186  1.38088097 -2.19956633 -0.98558382  0.85305824
  1.81047316 -3.11555509  1.97346674 -0.30429311  0.        ]",-0.268078219148
7,[-0.4575496 -2.9057529],[-0.61874723 -0.43201548],[-0.27644718 -2.80122454],-4.5797,"[[  1.40306078  -1.88452614  -0.11297854   0.09825013]
 [ 16.29620696 -26.12780246   0.           0.        ]]","[-0.10759374 -0.04080998  1.54492135 -2.10247309 -0.98558318  0.85305776
  1.87527011 -3.65152267  1.61956528 -0.37398652  0.        ]",-0.232734532989
8,[-0.52004081 -2.63459229],[-0.61874723 -0.43201548],[-0.3413264  -3.99547422],-4.18252,"[[  1.71477648  -2.4416095   -0.11297854   0.09825013]
 [ 14.8798597  -29.56916832   0.           0.        ]]","[-0.52694976 -0.56554491  1.55081822 -1.21908927 -0.98558254  0.85305727
  1.72204686 -4.1768772   1.17986623 -0.5998408   0.        ]",-0.194779379577
9,[ 0.08728874 -2.54508233],[-0.61874723 -0.43201548],[-0.72110597 -1.35161614],-3.96015,"[[  1.9958583   -3.06684311  -0.11297854   0.09825013]
 [ 13.23400734 -26.90962863   0.           0.        ]]","[-0.89019122 -0.8327797   1.42502003  0.41978378 -0.9855819   0.85305679
  1.54399631 -3.77083894  0.64495161 -0.92443265  0.        ]",-0.161995463652
10,[-0.00461175 -1.26366901],[-0.61874723 -0.43201548],[-0.07777953 -0.9002315 ],-3.87206,"[[  2.22927988  -3.24740682  -0.11297854   0.09825013]
 [ 10.11818211   1.11043673   0.           0.        ]]","[-1.15974502 -0.82955816  1.23291226  0.938608   -0.98558126  0.8530563
  1.20692452  0.50683322  0.49228741 -1.0259743   0.        ]",-0.156920519181
11,[-0.11710474 -1.27114809],[-0.61874723 -0.43201548],[-0.10090799 -0.8101722 ],-3.85965,"[[ 2.42654653 -3.17461584 -0.11297854  0.09825013]
 [ 9.61009967  4.46901569  0.          0.        ]]","[-1.35311441 -0.83536335  1.01652721  0.7296938  -0.98558062  0.85305582
  1.15195915  1.01956881  0.58262347 -0.96634596  0.        ]",-0.159704628238
12,[-0.25975072 -1.3930968 ],[-0.61874723 -0.43201548],[-0.13603075 -2.44930052],-3.84135,"[[ 2.61283066 -3.09641596 -0.11297854  0.09825013]
 [ 9.02026536  3.14697505  0.          0.        ]]","[-1.49950599 -0.83481649  0.77467803  0.50472582 -0.98557998  0.85305533
  1.08814995  0.8177395   0.64059519 -0.87566148  0.        ]",-0.158666100793
13,[-0.38619143 -1.63745093],[-0.61874723 -0.43201548],[-0.71449555 -1.55976345],-3.77467,"[[ 2.78603967 -3.04884395 -0.11297854  0.09825013]
 [ 8.30302994  1.69817308  0.          0.        ]]","[-1.59949828 -0.83104618  0.52456113  0.36816992 -0.98557934  0.85305484
  1.01055858  0.59655836  0.65442433 -0.80328467  0.        ]",-0.155579482801
14,[-0.25129557 -1.57197356],[-0.61874723 -0.43201548],[-0.38325551 -1.45440169],-3.71453,"[[ 2.92206728 -3.02450573 -0.11297854  0.09825013]
 [ 5.30971283  0.82428759  0.          0.        ]]","[-1.65156804 -0.82811434  0.31605719  0.29852057 -0.9855787   0.85305436
  0.68674051  0.46314672  0.64819776 -0.75874362  0.        ]",-0.152540408395
15,[-0.16800834 -1.54323399],[-0.61874723 -0.43201548],[-0.41796502 -1.05592396],-3.6784,"[[ 3.01198187 -3.01302644 -0.11297854  0.09825013]
 [ 3.68715602  0.37700048  0.          0.        ]]","[-1.67265489 -0.82649634  0.17445786  0.2657365  -0.98557806  0.85305387
  0.51121169  0.3948616   0.63884238 -0.73514251  0.        ]",-0.150430295817
16,[-0.04373952 -1.44110429],[-0.61874723 -0.43201548],[ 0.1359658  -1.08681228],-3.64311,"[[ 3.06838892 -3.00786951 -0.11297854  0.09825013]
 [ 1.95930819  0.16598009  0.          0.        ]]","[-1.68036561 -0.82572028  0.08470101  0.25102417 -0.98557742  0.85305339
  0.32429251  0.36264608  0.63151116 -0.72319071  0.        ]",-0.14914051118
