timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.3479498  -1.03618872],"[ 1.14165649  1.78924142  0.00244219  0.45704611  0.3803974   1.01585513
  0.75938521  0.31565671  0.95378784 -0.96218029  0.        ]",[-0.3340698  0.1582668],-2.79667,"[[-0.08421591 -0.07660583  0.0425029   0.11348232]
 [ 0.00106495  0.00359247  0.          0.        ]]",[-0.11096372 -0.16939288],-0.216625794079
1,[-0.34636295 -1.03388941],"[ 1.13999641  1.7898105  -0.01753113  0.47323093  0.38039589  1.015848
  0.65116334  0.40329091  0.95206414 -0.97787441  0.        ]",[-0.62972189 -2.22855296],-2.80537,"[[-0.09745668 -0.07024194  0.0425029   0.11348232]
 [-1.32073952  0.63070459  0.          0.        ]]",[-0.11096372 -0.16939288],-0.217775516265
2,[-0.1491531  -0.92290854],"[ 1.13136351  1.78687759 -0.09438748  0.4040289   0.38039439  1.01584087
  0.44947363 -0.15165424  0.93516781 -1.08059436  0.        ]",[ 0.86749225 -0.13990481],-2.53979,"[[-0.14858792 -0.09747135  0.0425029   0.11348232]
 [-3.78419047 -3.34041307  0.          0.        ]]",[-0.11096372 -0.16939288],-0.225044094463
3,[-0.10854767 -0.90913689],"[ 1.12200052  1.7747027  -0.15485722  0.22278234  0.38039289  1.01583374
  0.73657374 -0.22001474  0.90448089 -1.20059869  0.        ]",[-0.68971372 -0.67550258],-3.03464,"[[-0.18908769 -0.16918779  0.0425029   0.11348232]
 [-0.2774608  -3.82959577  0.          0.        ]]",[-0.11096372 -0.16939288],-0.233208159259
4,[ 0.08613801 -0.80091161],"[ 1.11277442  1.74606934 -0.20358106 -0.03258577  0.38039138  1.01582661
  0.51371358 -0.58305197  0.85638399 -1.32818846  0.        ]",[-0.07048708 -1.29326017],-2.94046,"[[-0.22194745 -0.27184472  0.0425029   0.11348232]
 [-2.99947488 -6.42744398  0.          0.        ]]",[-0.11096372 -0.16939288],-0.241411801628
5,[ 0.31972644 -0.66995573],"[ 1.0913721   1.67207566 -0.29475181 -0.43143401  0.38038988  1.01581948
  0.49584113 -1.11858637  0.74409257 -1.53098303  0.        ]",[ 0.98895027 -2.25149928],-2.73672,"[[ -0.2841264   -0.43884374   0.0425029    0.11348232]
 [ -3.21774454 -10.25968503   0.           0.        ]]",[-0.11096372 -0.16939288],-0.253788714791
6,[ 0.41125795 -0.62355483],"[ 1.08154829  1.50792848 -0.33017433 -0.95491729  0.38038837  1.01581235
  0.82144517 -1.64371529  0.58290045 -1.69485867  0.        ]",[ 0.39496272 -0.13744754],-2.99571,"[[ -0.30857869  -0.68174161   0.0425029    0.11348232]
 [  0.75926078 -14.01755791   0.           0.        ]]",[-0.11096372 -0.16939288],-0.261553859699
7,[ 0.43783233 -0.60379165],"[ 1.09374063  1.24423185 -0.28564411 -1.44401293  0.38038687  1.01580522
  0.94811392 -1.68103321  0.41385636 -1.7648739   0.        ]",[-1.37117058  0.2339589 ],-3.48574,"[[ -0.27787     -0.96477384   0.0425029    0.11348232]
 [  2.30647478 -14.28475839   0.           0.        ]]",[-0.11096372 -0.16939288],-0.260744722349
8,[ 0.43057528 -0.59379911],"[ 1.09595713  0.93420865 -0.27695006 -1.75850605  0.38038537  1.01579809
  0.62033503 -1.51188705  0.21208721 -1.8035779   0.        ]",[-0.19493644 -0.73247361],-3.09324,"[[ -0.27190727  -1.23832557   0.0425029    0.11348232]
 [ -1.69699417 -13.07448874   0.           0.        ]]",[-0.11096372 -0.16939288],-0.257344366939
9,[ 0.43717983 -0.57809055],"[ 1.07955723  0.57487299 -0.33691453 -1.89561791  0.38038386  1.01579096
  0.55987623 -1.88095991 -0.04909697 -1.80517076  0.        ]",[-0.16340965 -0.66550668],-3.00814,"[[ -0.31325457  -1.52631602   0.0425029    0.11348232]
 [ -2.43540788 -15.71575871   0.           0.        ]]",[-0.11096372 -0.16939288],-0.251442016972
10,[ 0.4164153  -0.57439315],"[ 1.05442206  0.14986745 -0.41503715 -1.78930927  0.38038236  1.01578383
  0.51076415 -2.20566031 -0.33211389 -1.69812393  0.        ]",[ 0.1055521  -0.54141696],-2.75855,"[[ -0.36797985  -1.86394731   0.0425029    0.11348232]
 [ -3.03523507 -18.03963163   0.           0.        ]]",[-0.11096372 -0.16939288],-0.236870926277
11,[ 0.3798739  -0.56975961],"[ 1.02476888 -0.27519443 -0.49318698 -1.34379758  0.38038085  1.0157767
  0.54975359 -2.45526849 -0.56071495 -1.45961129  0.        ]",[ 1.04421798  0.12559592],-2.18128,"[[ -0.42390634  -2.24266597   0.0425029    0.11348232]
 [ -2.55898959 -19.82627599   0.           0.        ]]",[-0.11096372 -0.16939288],-0.210742255998
12,[ 0.32714692 -0.56703424],"[ 1.018487   -0.59339677 -0.50828603 -0.59570955  0.38037935  1.01576957
  0.87793195 -2.33087657 -0.64750146 -1.14840767  0.        ]",[-1.7717764   1.61918945],-2.54765,"[[ -0.434871    -2.63026413   0.0425029    0.11348232]
 [  1.44942245 -18.93647184   0.           0.        ]]",[-0.11096372 -0.16939288],-0.175160797163
13,[ 0.26696172 -0.56747979],"[ 1.01201848 -0.73671458 -0.52339326  0.20551271  0.38037784  1.01576244
  0.55140193 -1.72518363 -0.62501799 -0.86904621  0.        ]",[-0.11712817 -1.18846077],-1.90092,"[[ -0.44589782  -2.96550533   0.0425029    0.11348232]
 [ -2.5387578  -14.60210857   0.           0.        ]]",[-0.11096372 -0.16939288],-0.140003242167
14,[ 0.19349688 -0.57675576],"[ 0.97760194 -0.75546044 -0.59742294  0.55330999  0.38037634  1.01575531
  0.51759232  0.22360568 -0.58708189 -0.75123801  0.        ]",[-0.12628981 -1.51843895],-1.83481,"[[-0.50081557 -3.10277512  0.0425029   0.11348232]
 [-2.9516769  -0.65584651  0.          0.        ]]",[-0.11096372 -0.16939288],-0.12369102257
15,[ 0.18194509 -0.58254528],"[ 0.93331104 -0.75410728 -0.68022562  0.49883198  0.38037484  1.01574818
  0.48144488  0.56801588 -0.59638636 -0.76552313  0.        ]",[ 1.80612144 -0.91552865],-1.56529,"[[-0.56427813 -3.08138878  0.0425029   0.11348232]
 [-3.39315151  1.80889063  0.          0.        ]]",[-0.11096372 -0.16939288],-0.125954589134
16,[ 0.18441358 -0.58699977],"[ 0.91267951 -0.75077649 -0.71506522  0.41271015  0.38037333  1.01574105
  0.81110409  0.51464659 -0.60984544 -0.78869234  0.        ]",[ 0.23314769 -0.58224528],-1.73251,"[[-0.59174233 -3.04751923  0.0425029   0.11348232]
 [ 0.63330493  1.4269785   0.          0.        ]]",[-0.11096372 -0.16939288],-0.129527405497
17,[ 0.19172516 -0.58535385],"[ 0.92911798 -0.74776604 -0.68745302  0.35578967  0.38037183  1.01573393
  0.8856483   0.43125525 -0.61721463 -0.80793677  0.        ]",[ 0.03307309 -0.03271991],-1.7528,"[[-0.56994053 -3.02507688  0.0425029   0.11348232]
 [ 1.54384039  0.83021674  0.          0.        ]]",[-0.11096372 -0.16939288],-0.132261414236
18,[ 0.19535792 -0.58471715],"[ 0.95216825 -0.74537364 -0.64637775  0.31747337  0.38037032  1.0157268
  0.89386094  0.41085361 -0.62058242 -0.82306894  0.        ]",[ 0.10458308 -1.95580794],-1.84482,"[[-0.53805663 -3.0099373   0.0425029   0.11348232]
 [ 1.64421585  0.68422857  0.          0.        ]]",[-0.11096372 -0.16939288],-0.134263231466
19,[ 0.20022932 -0.58316636],"[ 0.977222   -0.7442396  -0.59810863  0.3008189   0.38036882  1.01571967
  0.92509015  0.33058972 -0.6203878  -0.8325728   0.        ]",[ 1.61353451 -0.52775952],-1.56798,"[[-0.50134466 -3.00334775  0.0425029   0.11348232]
 [ 2.02571529  0.1098475   0.          0.        ]]",[-0.11096372 -0.16939288],-0.135381582654
20,[ 0.19356844 -0.59111297],"[ 1.02606276 -0.74403574 -0.48984562  0.29795542  0.38036732  1.01571254
  1.24596109  0.31843002 -0.61518559 -0.84229807  0.        ]",[ 1.85261463 -1.18363416],-1.58208,"[[-0.42150793 -3.00221455  0.0425029   0.11348232]
 [ 5.94489858  0.02283833  0.          0.        ]]",[-0.11096372 -0.16939288],-0.13623027978
21,[ 0.17919171 -0.60336667],"[ 1.09872132 -0.74408585 -0.26545649  0.29872677  0.38036581  1.01570541
  1.56047172  0.31067307 -0.60252463 -0.85825364  0.        ]",[ 0.87382444 -0.28801453],-1.66304,"[[-0.26406595 -3.00252039  0.0425029   0.11348232]
 [ 9.78649765 -0.03266369  0.          0.        ]]",[-0.11096372 -0.16939288],-0.137409327132
22,[ 0.14459714 -0.62497985],"[ 1.14549125 -0.74406002  0.07605609  0.29841355  0.38036431  1.01569829
  1.82784426  0.31873396 -0.58042683 -0.87757153  0.        ]",[-2.31819951 -1.20602108],-2.35642,"[[ -0.03556727  -3.00239683   0.0425029    0.11348232]
 [ 13.05248587   0.02503033   0.           0.        ]]",[-0.11096372 -0.16939288],-0.138533612345
23,[ 0.14576018 -0.61563015],"[ 1.1233576  -0.7440987   0.40583527  0.29902246  0.3803628   1.01569116
  1.48251145  0.31113697 -0.55603939 -0.89035797  0.        ]",[-0.6351051  -0.27774813],-1.89292,"[[ 0.18316504 -3.00263835  0.0425029   0.11348232]
 [ 8.83480162 -0.02932665  0.          0.        ]]",[-0.11096372 -0.16939288],-0.138847350341
24,[ 0.14332604 -0.60992205],"[ 1.07088655 -0.74406112  0.62490791  0.29854115  0.3803613   1.01568403
  1.26230562  0.31913863 -0.53805669 -0.89585452  0.        ]",[-1.00531069 -0.13966919],-1.93045,"[[ 0.33287686 -3.00244824  0.0425029   0.11348232]
 [ 6.14534155  0.0279432   0.          0.        ]]",[-0.11096372 -0.16939288],-0.138658821193
