timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.51220894 -1.99424863],"[ 1.17522121  2.11797035 -0.05889078  0.68073142 -1.18854815  0.69707276
  0.40997636  0.37121422  2.40527001 -0.63301959  0.        ]",[-1.29263042 -1.75932686],-6.29805,"[[-0.05098117 -0.0226808  -0.13854105  0.07771293]
 [ 0.00264132  0.00132727  0.          0.        ]]",[-0.20893925 -0.20844959],-0.359786235709
1,[-1.39893174 -1.91091371],"[ 1.17136145  2.11564757 -0.11776624  0.55700433 -1.1885436   0.69707111
  0.12074965 -0.19256246  2.39571823 -0.73401401  0.        ]",[-1.21924943 -1.43882828],-6.33234,"[[-0.09060394 -0.06236691 -0.13854105  0.07771293]
 [-3.95176019 -3.95675219  0.          0.        ]]",[-0.20893925 -0.20844959],-0.361964992367
2,[-1.17755628 -1.77380943],"[ 1.1471971   2.09611139 -0.29138348  0.19149964 -1.18853904  0.69706947
 -0.16276387 -0.74517925  2.33031331 -1.02715342  0.        ]",[ 0.61911301 -1.65053665],-5.78637,"[[-0.20853078 -0.1804286  -0.13854105  0.07771293]
 [-7.82804921 -7.83648671  0.          0.        ]]",[-0.20893925 -0.20844959],-0.366042506113
3,[-0.9129656  -1.63268411],"[ 1.09872385  2.02317531 -0.47830994 -0.39248734 -1.18853449  0.69706782
  0.02778157 -1.2872023   2.16323775 -1.370651    0.        ]",[-1.15695394 -1.49154065],-6.23353,"[[ -0.33895262  -0.37533906  -0.13854105   0.07771293]
 [ -5.22285586 -11.64186895   0.           0.        ]]",[-0.20893925 -0.20844959],-0.365143383793
4,[-0.49484533 -1.39532924],"[ 1.0202222   1.84336135 -0.67361992 -1.12605837 -1.18852994  0.69706618
 -0.25397503 -1.81813869  1.84979886 -1.69432165  0.        ]",[ 1.18680372 -1.18500422],-5.48684,"[[ -0.48205843  -0.64557672  -0.13854105   0.07771293]
 [ -9.07511386 -15.36946889   0.           0.        ]]",[-0.20893925 -0.20844959],-0.353803902696
5,[-0.08536889 -1.16660738],"[ 0.91928855  1.50217676 -0.85106497 -1.85682731 -1.18852538  0.69706453
  0.04849397 -2.33893041  1.40568565 -1.87407257  0.        ]",[ 1.18252275 -0.7342598 ],-5.17851,"[[ -0.62206795  -0.9896529   -0.13854105   0.07771293]
 [ -4.93968128 -19.02594159   0.           0.        ]]",[-0.20893925 -0.20844959],-0.326834638632
6,[ 0.22074857 -0.96907508],"[ 0.87082729  0.99041914 -0.91992941 -2.32131749 -1.18852083  0.69706289
  0.34494948 -2.69949537  1.01253764 -1.80187384  0.        ]",[ 0.92826428  0.45408852],-4.82046,"[[ -0.68019491  -1.39557327  -0.13854105   0.07771293]
 [ -0.88646575 -21.55761462   0.           0.        ]]",[-0.20893925 -0.20844959],-0.28758121889
7,[ 0.29013836 -0.89839083],"[ 0.88730945  0.43608712 -0.89742017 -2.28431101 -1.18851628  0.69706124
  0.61478643 -2.38266751  0.77639508 -1.57016466  0.        ]",[ 0.82223902 -2.10121772],-3.93142,"[[ -0.66091165  -1.80441003  -0.13854105   0.07771293]
 [  2.80281973 -19.33341181   0.           0.        ]]",[-0.20893925 -0.20844959],-0.246136416713
8,[ 0.29658592 -0.84243989],"[ 0.95742967 -0.08105156 -0.79033664 -1.72102467 -1.18851172  0.6970596
  0.84872488 -2.89210847  0.68047491 -1.25661061  0.        ]",[ 1.46310856 -1.08372202],-3.28107,"[[ -0.57276468  -2.22696812  -0.13854105   0.07771293]
 [  6.00130349 -22.91041554   0.           0.        ]]",[-0.20893925 -0.20844959],-0.206487482574
9,[ 0.24396074 -0.81486464],"[ 1.06063905 -0.4942426  -0.58253909 -0.52446357 -1.18850717  0.69705795
  1.12954994 -3.39138593  0.68905245 -0.85581779  0.        ]",[ 1.71576276 -0.56893403],-2.631,"[[ -0.41421657  -2.72035238  -0.13854105   0.07771293]
 [  9.84085253 -26.4162747    0.           0.        ]]",[-0.20893925 -0.20844959],-0.168874273907
10,[-0.29128057 -1.11683059],"[ 1.15483993 -0.61225443 -0.24912049  0.89250883 -1.18850262  0.69705631
  1.4049296  -1.0061936   0.74934541 -0.54250405  0.        ]",[-1.10110499 -1.80923699],-2.64787,"[[ -0.1796283   -3.18678842  -0.13854105   0.07771293]
 [ 13.60598755  -9.66977644   0.           0.        ]]",[-0.20893925 -0.20844959],-0.150818645875
11,[-0.59421575 -1.31170809],"[ 1.17524599 -0.61052841  0.09160599  0.96229731 -1.18849806  0.69705466
  1.09568015  0.84599566  0.75197521 -0.46602437  0.        ]",[ 0.10337872 -3.62394362],-2.22719,"[[ 0.05007156 -3.20918932 -0.13854105  0.07771293]
 [ 9.37791472  3.33452713  0.          0.        ]]",[-0.20893925 -0.20844959],-0.146309803893
12,[-0.61096346 -1.31975126],"[ 1.13757688 -0.6135601   0.37097817  0.71639305 -1.18849351  0.69705302
  1.11203694  0.90728092  0.75682237 -0.55484094  0.        ]",[-1.32622246 -1.22662806],-2.68845,"[[ 0.23987459 -3.1303376  -0.13854105  0.07771293]
 [ 9.60160236  3.76483141  0.          0.        ]]",[-0.20893925 -0.20844959],-0.15247824823
13,[-0.58831638 -1.29500747],"[ 1.07351706 -0.61007171  0.58380397  0.52593337 -1.18848896  0.69705137
  0.80853946  0.70158798  0.78307215 -0.61573948  0.        ]",[-1.82584516 -2.22572199],-2.7376,"[[ 0.39027379 -3.06924189 -0.13854105  0.07771293]
 [ 5.45214535  2.3206666   0.          0.        ]]",[-0.20893925 -0.20844959],-0.15954473973
