timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-1.09297633 -0.93354583],[-0.31444484 -0.21876393],[-0.91590697 -1.19741306],-1.87962,"[[ 0.09279032 -0.05813176  0.08490544 -0.01907188]
 [-0.00393918 -0.00314291  0.          0.        ]]","[ 1.224371    2.21916635 -0.01659257  0.58402178  0.73303637 -0.17108867
  0.26460678  0.40011063  0.74099549  0.37257004  0.        ]",-0.128679113371
1,[-0.33964801 -0.45800039],[-0.31444484 -0.21876393],[ 0.51586418  1.22300669],-2.36845,"[[ 0.05637488 -0.0979077   0.08490544 -0.01907188]
 [-3.6255554  -3.96126386  0.          0.        ]]","[ 1.22800073  2.21483569 -0.07231816  0.44563039  0.73303556 -0.17108854
 -0.03365012 -0.17187726  0.74294005  0.27020063  0.        ]",-0.12645565655
2,[-0.46169224 -0.56716764],[-0.31444484 -0.21876393],[-1.69026885 -0.81480806],-1.91051,"[[ 0.00504244 -0.13662644  0.08490544 -0.01907188]
 [-1.51470704  0.07593674  0.          0.        ]]","[ 1.23010801  2.20851203 -0.15104842  0.31143383  0.73303475 -0.17108842
  0.14018807  0.41153862  0.73733465  0.14225894  0.        ]",-0.124248365516
3,[ 0.31808868 -0.11848313],[-0.31444484 -0.21876393],[ 0.38679274 -0.60074249],-1.71057,"[[-0.06462931 -0.16747806  0.08490544 -0.01907188]
 [-5.43941147 -3.15034847  0.          0.        ]]","[ 1.2273282   2.20198903 -0.25789939  0.20500454  0.73303394 -0.17108829
 -0.18302989 -0.05469238  0.71965027 -0.0097348   0.        ]",-0.122594883596
4,[ 0.8164196   0.13975072],[-0.31444484 -0.21876393],[ 1.37060833 -0.21935137],-1.59948,"[[-0.15697746 -0.25373158  0.08490544 -0.01907188]
 [-3.80086875 -5.46727958  0.          0.        ]]","[ 1.21366196  2.17685283 -0.39870009 -0.08928757  0.73303313 -0.17108816
 -0.04808797 -0.38951243  0.66175305 -0.24674951  0.        ]",-0.121649890367
5,[ 0.88586998  0.15111959],[-0.31444484 -0.21876393],[ 0.53349424 -0.49993433],-1.53184,"[[-0.19254714 -0.3707208   0.08490544 -0.01907188]
 [ 0.23048912 -6.22909544  0.          0.        ]]","[ 1.20538165  2.12677917 -0.45245172 -0.47763122  0.73303231 -0.17108803
  0.2839138  -0.49960227  0.59386831 -0.40297686  0.        ]",-0.121437813163
6,[ 1.05230749  0.22095209],[-0.31444484 -0.21876393],[ 2.09504646  0.78236695],-1.58954,"[[-0.16680136 -0.51393448  0.08490544 -0.01907188]
 [ 2.33707729 -8.08607518  0.          0.        ]]","[ 1.21153811  2.04139305 -0.4135782  -0.92897216  0.7330315  -0.17108791
  0.45740133 -0.76795436  0.53722334 -0.47085549  0.        ]",-0.119563962931
7,[ 0.63089323 -0.02545702],[-0.31444484 -0.21876393],[ 0.51573853 -0.54736296],-1.46243,"[[-0.08084208 -0.64298164  0.08490544 -0.01907188]
 [ 6.2458945  -4.82946396  0.          0.        ]]","[ 1.22574243  1.94310564 -0.28271237 -1.30582282  0.73303069 -0.17108778
  0.779311   -0.29733965  0.52116693 -0.42901672  0.        ]",-0.115201131251
8,[ 0.43167806 -0.15958729],[-0.31444484 -0.21876393],[ 0.15488728  0.34621618],-1.69545,"[[ 0.06331641 -0.7603624   0.08490544 -0.01907188]
 [ 8.16358706 -6.90168179  0.          0.        ]]","[ 1.22742966  1.83754319 -0.06168196 -1.61853244  0.73302988 -0.17108765
  0.93724131 -0.59679647  0.53760229 -0.28713346  0.        ]",-0.109051810279
9,[ 0.1106959  -0.33765405],[-0.31444484 -0.21876393],[-0.28963566 -0.72943306],-1.56706,"[[ 0.23111339 -0.88326996  0.08490544 -0.01907188]
 [ 8.6146215  -5.39408892  0.          0.        ]]","[ 1.19451981  1.71214112  0.1927408  -1.9104189   0.73302907 -0.17108753
  0.97438488 -0.37893293  0.54261238 -0.11288615  0.        ]",-0.102889799714
10,[ 0.20783523 -0.28362828],[-0.31444484 -0.21876393],[-0.2116615  -0.31916685],-1.6578,"[[ 0.39020877 -1.01905275  0.08490544 -0.01907188]
 [ 7.29926914 -8.17493726  0.          0.        ]]","[ 1.12948705  1.55817045  0.42496151 -2.18540833  0.73302826 -0.1710874
  0.86605793 -0.78079448  0.51595262  0.03370357  0.        ]",-0.0968343068165
11,[ 0.37705648 -0.21089867],[-0.31444484 -0.21876393],[ 1.75251703 -1.47581313],-1.29351,"[[ 0.52634718 -1.19360287  0.08490544 -0.01907188]
 [ 6.31781125 -9.2764169   0.          0.        ]]","[ 1.04892788  1.34090852  0.6121816  -2.45793813  0.73302744 -0.17108727
  0.78522902 -0.93996889  0.4472345   0.10900058  0.        ]",-0.0879759838228
12,[ 0.23098853 -0.34781802],[-0.31444484 -0.21876393],[-0.27061629  0.07422711],-1.64112,"[[  0.69116282  -1.4170231    0.08490544  -0.01907188]
 [ 10.15106027 -13.05293926   0.           0.        ]]","[ 0.92290999  1.04100901  0.8194414  -2.66208643  0.73302663 -0.17108715
  1.10091469 -1.4857137   0.33858079  0.18198487  0.        ]",-0.075060535
13,[ 0.26412508 -0.32136363],[-0.31444484 -0.21876393],[-0.02716979 -1.25651702],-1.1525,"[[  0.8814261   -1.6725337    0.08490544  -0.01907188]
 [  8.879464   -12.49999336   0.           0.        ]]","[ 0.74293286  0.68593124  1.02540839 -2.68520637  0.73302582 -0.17108702
  0.9961909  -1.4058041   0.19116701  0.25202869  0.        ]",-0.0588597891343
14,[ 0.40794489 -0.21993369],[-0.31444484 -0.21876393],[ 0.4401979  -0.46297899],-1.20755,"[[  1.05618044  -1.95977476   0.08490544  -0.01907188]
 [  8.59682998 -16.21175231   0.           0.        ]]","[  5.50377592e-01   2.98860875e-01   1.17708240e+00  -2.44252264e+00
   7.33025008e-01  -1.71086893e-01   9.72913200e-01  -1.94218581e+00
   1.48627388e-03   2.66503561e-01   0.00000000e+00]",-0.0379096224214
15,[ 0.12599483 -0.286697  ],[-0.31444484 -0.21876393],[ 0.26705263 -1.16644531],-1.25513,"[[  1.24389477  -2.29918058   0.08490544  -0.01907188]
 [ 10.16939494 -17.72376751   0.           0.        ]]","[ 0.32136047 -0.10039244  1.29457166 -1.81763843  0.7330242  -0.17108677
  1.10242009 -2.16067873 -0.24670342  0.2525294   0.        ]",-0.0181281156371
16,[-0.12615757 -0.42919827],[-0.31444484 -0.21876393],[ 0.16734852 -0.28960923],-1.77385,"[[  1.45587190e+00  -2.68986011e+00   8.49054408e-02  -1.90718838e-02]
 [  1.10254287e+01  -2.13321692e+01   0.00000000e+00   0.00000000e+00]]","[ 0.0450271  -0.42661177  1.36571705 -0.73668216  0.73302338 -0.17108664
  1.17291677 -2.68211264 -0.55559282  0.22286931  0.        ]",-0.0398522894597
17,[-0.53933346 -1.21114397],[-0.31444484 -0.21876393],[-0.18158519 -2.21882428],-1.92627,"[[  1.68084087  -3.06735154   0.08490544  -0.01907188]
 [ 11.47032502  -8.87749346   0.           0.        ]]","[-0.25547498 -0.56259449  1.36655483  0.52794013  0.73302257 -0.17108651
  1.20955407 -0.88229566 -0.81691167  0.1976621   0.        ]",-0.0706357748254
18,[-0.71132898 -1.66261864],[-0.31444484 -0.21876393],[ 0.20299046 -1.46297465],-1.99271,"[[  1.90076161  -3.11561762   0.08490544  -0.01907188]
 [ 10.52476223   1.14727073   0.           0.        ]]","[-0.54218083 -0.56596348  1.29304703  0.69616223  0.73302176 -0.17108639
  1.1316804   0.5663752  -0.89536617  0.18707325  0.        ]",-0.0801310669918
19,[-0.95401251 -1.85507154],[-0.31444484 -0.21876393],[-0.27473067 -2.88393452],-1.85134,"[[  2.11723078  -3.07761014   0.08490544  -0.01907188]
 [ 11.12014122   2.0469593    0.           0.        ]]","[-0.80405096 -0.56358091  1.152364    0.5636561   0.73302095 -0.17108626
  1.18071078  0.69638786 -0.85089057  0.2204677   0.        ]",-0.0752808887731
20,[-0.93022788 -1.89492011],[-0.31444484 -0.21876393],[-1.54917368 -1.28860286],-1.81364,"[[ 2.32651078 -3.04308736  0.08490544 -0.01907188]
 [ 9.81221541  1.35191103  0.          0.        ]]","[-1.02647354 -0.5596752   0.9580766   0.4435731   0.73302014 -0.17108613
  1.07299497  0.59594627 -0.82394611  0.2654941   0.        ]",-0.0732180797268
21,[-0.50717068 -1.74043894],[-0.31444484 -0.21876393],[ 0.56446195 -1.17641843],-1.87226,"[[ 2.48108084 -3.02281354  0.08490544 -0.01907188]
 [ 5.65863672  0.71827924  0.          0.        ]]","[-1.16550888 -0.55661048  0.78272752  0.37323458  0.73301933 -0.171086
  0.73092647  0.50438003 -0.81650626  0.30061746  0.        ]",-0.0735474556137
22,[-0.85309529 -1.91856718],[-0.31444484 -0.21876393],[-1.17035594 -1.57002938],-1.77901,"[[ 2.61555259 -3.0125599   0.08490544 -0.01907188]
 [ 7.78146562  0.34583567  0.          0.        ]]","[-1.26606553 -0.5548435   0.6117559   0.33772311  0.73301851 -0.17108588
  0.90575077  0.45055798 -0.81905753  0.32658305  0.        ]",-0.0748820355839
23,[-0.43263432 -1.75854087],[-0.31444484 -0.21876393],[-1.08603111 -1.6936859 ],-1.76995,"[[ 2.72991135 -3.00775513  0.08490544 -0.01907188]
 [ 3.66811941  0.15738229  0.          0.        ]]","[-1.33519649 -0.55396522  0.45528114  0.32109861  0.7330177  -0.17108575
  0.56699573  0.4233243  -0.82570706  0.34503286  0.        ]",-0.0764491520595
