timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.85808873 -1.41413641],[-0.14864272 -0.1707958 ],[-0.97097912 -2.44857535],-3.66578,"[[-0.02969623 -0.0029838  -0.03057367  0.12395782]
 [-0.00376032  0.00459501  0.          0.        ]]","[ 1.14360033  1.85239236  0.06493017  0.66990612 -0.27376058  1.06903221
  0.59664476  0.3401321   1.53540482 -0.87928669  0.        ]",-0.273609213477
1,[-0.63697523 -1.27784014],[-0.14864272 -0.1707958 ],[-0.19412532 -0.12008131],-3.93039,"[[-0.0682939  -0.04260566 -0.03057367  0.12395782]
 [-3.84322938 -3.95359376  0.          0.        ]]","[ 1.14098705  1.85120842  0.00678953  0.56308575 -0.27375976  1.06902581
  0.29998973 -0.22061083  1.52958279 -0.97337014  0.        ]",-0.279059794919
2,[-0.49942744 -1.20569634],[-0.14864272 -0.1707958 ],[ 0.05710444 -2.61420216],-3.5566,"[[-0.15209933 -0.12566002 -0.03057367  0.12395782]
 [-4.53501559 -4.35051892  0.          0.        ]]","[ 1.12827749  1.84221516 -0.11880475  0.33995796 -0.27375894  1.0690194
  0.24653844 -0.27684123  1.49739841 -1.17259806  0.        ]",-0.289781171583
3,[-0.23043071 -1.05194676],[-0.14864272 -0.1707958 ],[ 1.67752313 -1.2432456 ],-3.43236,"[[-0.23961874 -0.25153514 -0.03057367  0.12395782]
 [-4.21800742 -8.2240818   0.          0.        ]]","[ 1.10479702  1.81187264 -0.24823891  0.00673326 -0.27375812  1.069013
  0.27103119 -0.82559513  1.42175998 -1.40195018  0.        ]",-0.300540871909
4,[ 0.02032157 -0.91034597],[-0.14864272 -0.1707958 ],[ 0.8222392  -1.88909574],-3.59059,"[[ -0.28343796  -0.45412622  -0.03057367   0.12395782]
 [ -0.17738627 -12.02235518   0.           0.        ]]","[ 1.08917193  1.72200279 -0.31207545 -0.50508789 -0.27375729  1.06900659
  0.58322744 -1.36367641  1.30120798 -1.60123346  0.        ]",-0.307070453954
5,[ 0.25364006 -0.76554585],[-0.14864272 -0.1707958 ],[-0.20986116 -1.04902261],-3.93733,"[[ -0.25430338  -0.7319247   -0.03057367   0.12395782]
 [  3.07998279 -15.74506008   0.           0.        ]]","[ 1.09983458  1.52302699 -0.26971285 -1.12434494 -0.27375647  1.06900019
  0.83490443 -1.89103753  1.15746917 -1.71439527  0.        ]",-0.305574068097
6,[ 0.46893144 -0.61048764],[-0.14864272 -0.1707958 ],[ 1.11796408  0.56530233],-3.57378,"[[ -0.20164057  -1.08342308  -0.03057367   0.12395782]
 [  2.18909261 -19.39263279   0.           0.        ]]","[ 1.11623412  1.16871624 -0.19234773 -1.704858   -0.27375565  1.06899378
  0.76606625 -2.40772959  0.95194397 -1.78003381  0.        ]",-0.29617586311
7,[ 0.45973366 -0.59873319],[-0.14864272 -0.1707958 ],[-0.45010254 -1.5791414 ],-3.44899,"[[ -0.11860679  -1.44497458  -0.03057367   0.12395782]
 [  6.10152168 -16.77117782   0.           0.        ]]","[ 1.13447329  0.72797162 -0.06874925 -1.99751388 -0.27375482  1.06898738
  1.06835469 -2.03633366  0.74362824 -1.75173962  0.        ]",-0.278361117185
8,[ 0.48661542 -0.53673732],[-0.14864272 -0.1707958 ],[ 1.24549564  0.18002338],-2.77789,"[[ -1.56594771e-02  -1.81678995e+00  -3.05736676e-02   1.23957818e-01]
 [  4.19932484e+00  -2.03983116e+01   0.00000000e+00   0.00000000e+00]]","[ 1.14398254  0.25355298  0.08610327 -1.93762159 -0.273754    1.06898097
  0.92137626 -2.55011107  0.53776771 -1.64567364  0.        ]",-0.253274721277
9,[ 0.4330765  -0.53442752],[-0.14864272 -0.1707958 ],[ 1.24671567 -0.79754567],-2.20163,"[[  0.10719889  -2.21355467  -0.03057367   0.12395782]
 [  8.07385732 -19.28180359   0.           0.        ]]","[ 1.13623052 -0.20399173  0.27109441 -1.48063696 -0.27375318  1.06897457
  1.22073451 -2.39190059  0.33410988 -1.46457783  0.        ]",-0.220590585263
