timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.94395608 -3.52760839],"[ 1.01555223  1.36640329 -0.0931342   0.91937859 -0.73469254  0.04724295
  0.08817979  0.32083554  2.39637496  0.10287775  0.        ]",[-0.51931217 -3.05780075],-5.87013,"[[-0.05702826  0.07946061 -0.083957    0.00426943]
 [-0.00160723 -0.00182674  0.          0.        ]]",[-0.84468555 -0.63568425],-0.293862530363
1,[-1.02994215 -3.34714174],"[  1.01363283e+00   1.36918647e+00  -1.25388385e-01   8.21400218e-01
  -7.34692261e-01   4.72429402e-02  -1.58524550e-01  -3.09670773e-01
   2.39444477e+00   1.87809271e-03   0.00000000e+00]",[-0.72074164 -3.29028605],-5.83955,"[[-0.07765643  0.03970461 -0.083957    0.00426943]
 [-2.05437839 -3.96058309  0.          0.        ]]",[-0.84468555 -0.63568425],-0.29402307491
2,[-0.94599456 -3.07259941],"[ 1.00290379  1.36649626 -0.23324374  0.52992897 -0.73469198  0.04724293
 -0.49611793 -0.92764704  2.35921557 -0.31508364  0.        ]",[-0.34726749 -2.59948922],-5.87601,"[[ -1.46927777e-01  -7.84371979e-02  -8.39570030e-02   4.26942525e-03]
 [ -4.86341692e+00  -7.84066842e+00   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.293339995567
3,[-0.50674796 -2.57281756],"[ 0.97239513  1.32642306 -0.40215615  0.05670237 -0.7346917   0.04724292
 -0.6495001  -1.53347968  2.21194989 -0.80114254  0.        ]",[-0.65162138 -2.50819491],-6.04509,"[[ -2.57000616e-01  -2.73415811e-01  -8.39570030e-02   4.26942525e-03]
 [ -6.13967656e+00  -1.16445129e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.288469831331
4,[-0.23981693 -1.50018334],"[ 0.90627359  1.20050633 -0.62048761 -0.55387176 -0.73469141  0.0472429
 -0.94462585 -2.12723804  1.85221949 -1.35448497  0.        ]",[ 0.1643862  -0.37309107],-6.22791,"[[ -4.04430967e-01  -5.43710846e-01  -8.39570030e-02   4.26942525e-03]
 [ -8.59535329e+00  -1.53725582e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.274413527345
5,[ 0.15035507 -0.43344402],"[ 0.8006425   0.95871416 -0.84702257 -1.15245428 -0.73469113  0.04724289
 -0.84615593 -2.31406153  1.2802273  -1.74973138  0.        ]",[ 0.71144942  0.04800113],-6.12331,"[[ -5.68116291e-01  -8.62931547e-01  -8.39570030e-02   4.26942525e-03]
 [ -7.77601092e+00  -1.65455897e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.248169080435
6,[ 0.2178086   0.03260705],"[ 0.69815233  0.63256445 -1.00604572 -1.5675386  -0.73469085  0.04724288
 -0.48958275 -2.23172593  0.7082024  -1.81846971  0.        ]",[-0.23649951  0.01333018],-5.69246,"[[ -6.93868911e-01  -1.18865686e+00  -8.39570030e-02   4.26942525e-03]
 [ -4.80904964e+00  -1.60286496e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.214602987197
7,[ 0.53128457  1.21897995],"[ 0.60000383  0.27070357 -1.12639856 -1.74037098 -0.73469057  0.04724287
 -0.59084258 -2.17272724  0.23237207 -1.64090915  0.        ]",[-0.16288679  0.98730827],-5.0771,"[[ -7.98503141e-01  -1.50551332e+00  -8.39570030e-02   4.26942525e-03]
 [ -5.65161066e+00  -1.56582332e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.176824192001
8,[ 0.72491205  1.54212892],"[ 0.47627848 -0.04607359 -1.24771317 -1.69365538 -0.73469029  0.04724286
 -0.65513444 -1.50068316 -0.11665858 -1.33530649  0.        ]",[ 1.27826051  1.48634119],-4.4003,"[[ -9.16904233e-01  -1.77634166e+00  -8.39570030e-02   4.26942525e-03]
 [ -6.18657003e+00  -1.14386655e+01   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.139032630562
9,[-0.11824624  0.51557982],"[ 0.3826445  -0.25570086 -1.3222957  -1.55803998 -0.73469     0.04724285
 -0.16486694 -0.83403524 -0.27763944 -1.06392198  0.        ]",[-0.15845741 -0.49473956],-4.1293,"[[ -9.99707932e-01  -1.96311858e+00  -8.39570030e-02   4.26942525e-03]
 [ -2.10717044e+00  -7.25297190e+00   0.00000000e+00   0.00000000e+00]]",[-0.84468555 -0.63568425],-0.111985135345
