timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 3.13670802  2.32042313],"[ 1.01821946  1.4216643  -0.04445916  0.44978496  1.59410525  1.39785817
  0.11031342  0.33074612 -0.32010317 -1.6745034   0.        ]",[ 3.7953033  2.1107607],-4.11144,"[[-0.01196376 -0.07593648  0.18580734  0.15996845]
 [-0.00476325 -0.00443851  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.172465997601
1,[ 2.00633907  1.56969965],"[ 1.01779585  1.42422307  0.01821284  0.55841732  1.59410353  1.39785692
  0.55234024  0.94252051 -0.3163418  -1.53820014  0.        ]",[ 2.52423317  1.76582434],-4.01751,"[[ 0.02761702 -0.03631194  0.18580734  0.15996845]
 [ 3.94967687  3.95370591  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.160001932491
2,[-0.14673877  0.3038947 ],"[ 1.00388693  1.42113996  0.20408282  0.88218368  1.59410182  1.39785567
  0.98562868  1.54218564 -0.35341785 -1.13453856  0.        ]",[-0.67399412  1.13060667],-3.74348,"[[ 0.14550212  0.08168951  0.18580734  0.15996845]
 [ 7.82594463  7.8335107   0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.122394881738
3,[-1.36510754 -0.77929699],"[ 0.96748643  1.3812157   0.40251602  1.4078652   1.59410011  1.39785441
  0.6701469   2.13037254 -0.5086383  -0.64676606  0.        ]",[-0.38917309 -0.75401126],-3.25526,"[[  0.27370318   0.2765422    0.18580734   0.15996845]
 [  5.00360058  11.63906669   0.           0.        ]]",[-0.71137983 -0.4750317 ],-0.0755379702518
4,[-1.68494725 -1.28658664],"[ 0.93205147  1.29637236  0.52839942  1.91901391  1.5940984   1.39785316
  0.4871567   1.6333925  -0.72571329 -0.30277911  0.        ]",[-1.44975289 -2.07193433],-2.90595,"[[ 0.35735043  0.47706221  0.18580734  0.15996845]
 [ 3.36654512  8.42364491  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0471615789649
5,[-0.95136672 -1.22744405],"[ 0.91869674  1.22108491  0.56822745  2.21802739  1.59409668  1.39785191
  0.03767587  0.99583919 -0.86438111 -0.1639335   0.        ]",[-1.73640083 -2.3588336 ],-2.80242,"[[ 0.38433695  0.60414841  0.18580734  0.15996845]
 [-0.65457509  4.29871187  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0447190804469
6,[ 0.40150645 -0.02860084],"[ 0.94388199  1.19040706  0.49016182  2.31899584  1.59409497  1.39785065
 -0.40294665  0.37089567 -0.84016854 -0.22178132  0.        ]",[ 0.14548189 -0.35281184],-3.11705,"[[ 0.33169569  0.64955455  0.18580734  0.15996845]
 [-4.59644787  0.2553605   0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0469040322641
7,[ 0.71987772  0.67224181],"[ 0.97705096  1.19661338  0.36082437  2.29932502  1.59409326  1.3978494
 -0.3283921   0.15415165 -0.73626539 -0.37614437  0.        ]",[ 0.47533992  1.44009586],-3.39677,"[[ 0.24645865  0.64059178  0.18580734  0.15996845]
 [-3.9294734  -1.1469614   0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0538889198421
8,[ 0.23204899 -0.11833692],"[ 0.99437893  1.18476983  0.26966794  2.33652929  1.59409154  1.39784815
 -0.10964929  0.76955022 -0.69005458 -0.47038215  0.        ]",[-0.31700518 -1.06525048],-3.16201,"[[ 0.18750336  0.65760114  0.18580734  0.15996845]
 [-1.97257061  2.83463567  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0608136762916
9,[ 0.95667773  0.93490171],"[ 1.00572658  1.17309661  0.18898532  2.37195311  1.59408983  1.39784689
 -0.24532447  0.14894013 -0.65452791 -0.55346257  0.        ]",[-0.04694307  0.18919875],-3.32671,"[[ 0.13587385  0.67400696  0.18580734  0.15996845]
 [-3.18633966 -1.18067648  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0676383418421
10,[ 1.26098025  1.19188619],"[ 1.01487943  1.18438541  0.08668483  2.33770078  1.59408812  1.39784564
 -0.25906627  0.26834416 -0.58832965 -0.69185508  0.        ]",[ 1.20275057  1.1508287 ],-3.47465,"[[ 0.07091362  0.65814455  0.18580734  0.15996845]
 [-3.30927639 -0.40813875  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0797062293157
11,[ 0.25683829  0.26680958],"[ 1.01692439  1.16164672  0.04582275  2.40556376  1.5940864   1.39784439
  0.19033036  0.88137676 -0.59096584 -0.71459979  0.        ]",[ 0.67008412 -0.05092685],-3.42098,"[[ 0.04506537  0.68977672  0.18580734  0.15996845]
 [ 0.71108439  3.55814853  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0818288473904
12,[-0.5289914  -0.18771315],"[ 1.01329331  1.10945154  0.11010086  2.54629492  1.59408469  1.39784314
  0.48511222  0.8391833  -0.67577132 -0.5798345   0.        ]",[-0.43308667  0.19601869],-3.39643,"[[ 0.08574629  0.75820071  0.18580734  0.15996845]
 [ 3.34824186  3.28516217  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0704308683916
13,[-0.46449348 -0.8069241 ],"[ 1.0059121   1.04958977  0.18738449  2.68638916  1.59408298  1.39784188
  0.28616244  0.94917908 -0.78279151 -0.43801275  0.        ]",[-0.51907011 -1.11943737],-3.19318,"[[ 0.13485363  0.83104437  0.18580734  0.15996845]
 [ 1.56841323  3.99683173  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0610277675396
14,[ 0.05780427 -0.2666418 ],"[ 1.00391621  1.01545504  0.20379382  2.75776025  1.59408126  1.39784063
  0.053277    0.32505153 -0.82853598 -0.39444433  0.        ]",[ 1.2053234   0.57340112],-3.4119,"[[ 0.14531858  0.8704658   0.18580734  0.15996845]
 [-0.5150082  -0.04123466  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.059488136801
15,[-0.98836565 -0.96182609],"[ 0.99749733  0.99594409  0.24989681  2.79609104  1.59407955  1.39783938
  0.49659793  0.67590603 -0.8801767  -0.33236232  0.        ]",[-1.25234482 -0.57741609],-3.22392,"[[ 0.17481033  0.89241684  0.18580734  0.15996845]
 [ 3.45099541  2.2287738   0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0575368285726
16,[-0.23256531 -0.71079051],"[ 0.99014299  0.97676503  0.29444773  2.83214119  1.59407784  1.39783812
  0.04678543  0.31589619 -0.93242147 -0.27478603  0.        ]",[-1.25705071 -0.92114639],-3.14756,"[[ 0.20345568  0.91362229  0.18580734  0.15996845]
 [-0.57307984 -0.10046615  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0569627903998
17,[ 1.30752814  0.90557885],"[ 1.00247568  1.01140823  0.21491804  2.76582813  1.59407612  1.39783687
 -0.39407828 -0.2473538  -0.84014649 -0.37963515  0.        ]",[ 1.51742905  1.85340309],-3.52183,"[[ 0.15242219  0.87504972  0.18580734  0.15996845]
 [-4.51709823 -3.74465708  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0588959174993
18,[ 0.26066869  0.00726116],"[ 1.01111701  1.04140849  0.13676706  2.70397663  1.59407441  1.39783562
  0.05802941  0.37590283 -0.759465   -0.48799123  0.        ]",[-0.0346577   1.29065606],-3.49216,"[[ 0.10266132  0.84061514  0.18580734  0.15996845]
 [-0.47249202  0.28777207  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0644593894719
19,[ 0.05893509 -0.83225626],"[ 1.0125415   1.00164427  0.1198334   2.78503258  1.5940727   1.39783436
  0.04360984  0.98702617 -0.78865996 -0.47593029  0.        ]",[ 0.45137142 -0.32477924],-3.351,"[[ 0.09191703  0.88604166  0.18580734  0.15996845]
 [-0.60149091  4.24170155  0.          0.        ]]",[-0.71137983 -0.4750317 ],-0.0645061655145
