timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-2.57061362 -2.54670143],[-0.22313863 -0.21629226],[-2.86422928 -2.44199755],-6.92496,"[[-0.08094601  0.02899263 -0.18897443 -0.10672204]
 [ 0.0010264  -0.00329898  0.          0.        ]]","[ 1.17761226  2.13907941 -0.11488397  0.85141831 -1.64222348 -0.90406708
  0.3724455   0.37997622  2.81715958  0.83744828  0.        ]",-0.409189423932
1,[-2.41408563 -2.44276261],[-0.22313863 -0.21629226],[-1.65694916 -2.26331639],-6.6414,"[[-0.12060074 -0.0107851  -0.18897443 -0.10672204]
 [-3.95333834 -3.96128759  0.          0.        ]]","[ 1.1721154   2.13955848 -0.173531    0.72461263 -1.64221451 -0.90406466
  0.08692385 -0.18524447  2.80801537  0.73663876  0.        ]",-0.405331492406
2,[-2.12980318 -2.26830935],[-0.22313863 -0.21629226],[-1.92062178 -0.51067415],-6.8876,"[[-0.23855855 -0.12893663 -0.18897443 -0.10672204]
 [-7.82956062 -7.8409365   0.          0.        ]]","[ 1.1431175   2.12823471 -0.34596529  0.34906343 -1.64220555 -0.90406223
 -0.19295559 -0.73927724  2.74334642  0.44383223  0.        ]",-0.391233727094
3,[-1.71164751 -2.02825832],[-0.22313863 -0.21629226],[-2.14077284 -1.94650611],-6.41973,"[[ -0.43328141  -0.30447044  -0.18897443  -0.10672204]
 [-11.63013848  -9.70621386   0.           0.        ]]","[ 1.05487117  2.07651506 -0.61882631 -0.19677655 -1.64219658 -0.9040598
 -0.46737301 -1.00564595  2.53298633  0.02248712  0.        ]",-0.361252634261
4,[-1.00586653 -1.63656902],[-0.22313863 -0.21629226],[-0.99637042 -1.50344324],-5.49519,"[[ -0.70326027  -0.53637784  -0.18897443  -0.10672204]
 [-15.35553691 -13.47193589   0.           0.        ]]","[ 0.85541322  1.94695936 -0.9560669  -0.87023622 -1.64218762 -0.90405738
 -0.73636163 -1.54340368  2.07592031 -0.39803286  0.        ]",-0.307330276061
5,[-0.30149102 -1.25046825],[-0.22313863 -0.21629226],[-0.25878214 -0.56596018],-4.32672,"[[ -1.04687865  -0.84284855  -0.18897443  -0.10672204]
 [-18.99455906 -17.16275549   0.           0.        ]]","[ 0.49402015  1.68053501 -1.28186063 -1.62109103 -1.64217865 -0.90405495
 -0.99911241 -2.07045542  1.34224085 -0.576286    0.        ]",-0.221215265221
6,[ 0.23747516 -0.95198619],[-0.22313863 -0.21629226],[-0.00322456 -1.90760325],-2.78113,"[[ -1.43330268  -1.20516379  -0.18897443  -0.10672204]
 [-19.64595523 -19.06237821   0.           0.        ]]","[-0.0061036   1.25833226 -1.46722683 -2.21839419 -1.64216969 -0.90405252
 -1.0461429  -2.34170751  0.59563145 -0.26565404  0.        ]",-0.115590299767
7,[ 0.29158801 -0.90100956],[-0.22313863 -0.21629226],[ 0.66941536 -0.30639939],-2.11757,"[[ -1.82249241  -1.62233743  -0.18897443  -0.10672204]
 [-19.27455429 -22.64303924   0.           0.        ]]","[-0.53774861  0.69723881 -1.43440953 -2.42487921 -1.64216072 -0.9040501
 -1.01932302 -2.85299984  0.23659656  0.43699986  0.        ]",-0.0729127990126
8,[ 0.10092688 -1.01290131],[-0.22313863 -0.21629226],[-0.34959392 -1.5940644 ],-2.53136,"[[ -2.17762972  -2.08286274  -0.18897443  -0.10672204]
 [-16.24899367 -23.40699873   0.           0.        ]]","[-0.98004879  0.0958152  -1.21582717 -2.02016981 -1.64215176 -0.90404767
 -0.80086207 -2.962052    0.42533711  1.08161994  0.        ]",-0.149340299939
9,[-0.08091437 -1.12088001],[-0.22313863 -0.21629226],[-0.50863097 -1.78235552],-3.15314,"[[ -2.51331437  -2.58607133  -0.18897443  -0.10672204]
 [-17.31579927 -26.90227772   0.           0.        ]]","[-1.30881726 -0.39749975 -0.86840213 -0.92235067 -1.64214279 -0.90404525
 -0.87788795 -3.46111265  0.92460618  1.29120685  0.        ]",-0.211705006722
