timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 0.0463629  -1.05558908],[-0.22352074 -0.2137723 ],[ 0.03246867 -1.36844185],-1.07151,"[[ -5.31842446e-02  -8.08096281e-02   1.66399603e-01  -5.91715639e-02]
 [  1.16810992e-03   2.20873499e-05   0.00000000e+00   0.00000000e+00]]","[ 1.22003886  2.19303107 -0.13891767  0.50627408  1.42933213 -0.50973043
  0.33308799  0.3879489   0.11924349  0.42060689  0.        ]",-0.0577710192911
1,[ 0.20164478 -0.96234536],[-0.22352074 -0.2137723 ],[-0.04620929 -1.69489631],-1.01816,"[[-0.05185701 -0.12053753  0.1663996  -0.05917156]
 [ 0.13111558 -3.95961595  0.          0.        ]]","[ 1.22013061  2.18746693 -0.13694603  0.37491123  1.42932712 -0.50972969
  0.34292205 -0.18029654  0.11431869  0.38793687  0.        ]",-0.0546228904036
2,[ 0.56979036 -0.76258832],[-0.22352074 -0.2137723 ],[ 0.19286487 -0.89097807],-1.01837,"[[-0.05107996 -0.23867044  0.1663996  -0.05917156]
 [-0.05281534 -7.84074034  0.          0.        ]]","[ 1.22018177  2.15813681 -0.13579157 -0.01117518  1.42932212 -0.50972896
  0.32900161 -0.73727404  0.09151748  0.28701151  0.        ]",-0.0449954607457
3,[ 0.97959429 -0.53306913],[-0.22352074 -0.2137723 ],[ 1.53426736  0.63997836],-1.06213,"[[ -0.0444589   -0.42932731   0.1663996   -0.05917156]
 [  0.71234238 -11.21370276   0.           0.        ]]","[ 1.22061046  2.07137975 -0.12595411 -0.60891879  1.42931711 -0.50972822
  0.3869088  -1.22132347  0.03356005  0.14065141  0.        ]",-0.0317118860914
4,[ 0.89655983 -0.5711416 ],[-0.22352074 -0.2137723 ],[ 0.82099605 -0.21704547],-0.992833,"[[ 0.00932787 -0.62596315  0.1663996  -0.05917156]
 [ 4.65329104 -8.45903346  0.          0.        ]]","[ 1.22189827  1.93397516 -0.04597021 -1.17266186  1.42931211 -0.50972748
  0.68516184 -0.82600025 -0.02864739  0.07554462  0.        ]",-0.0235982746263
5,[ 0.74674851 -0.63488108],[-0.22352074 -0.2137723 ],[ 0.17893736 -0.96928201],-0.954392,"[[ 0.13406211 -0.80209612  0.1663996  -0.05917156]
 [ 7.80967282 -9.15191501  0.          0.        ]]","[ 1.2096884   1.77384586  0.13897079 -1.61448467  1.42930711 -0.50972674
  0.92403756 -0.92543349 -0.06170965  0.13949675  0.        ]",-0.0195577009193
6,[ 0.78360081 -0.59145951],[-0.22352074 -0.2137723 ],[-0.26506955 -0.24130377],-1.02006,"[[  0.29582203  -1.02182358   0.1663996   -0.05917156]
 [  8.36445246 -12.8086285    0.           0.        ]]","[ 1.16257262  1.53283395  0.37378972 -2.0606525   1.4293021  -0.509726
  0.96602162 -1.45020226 -0.11995839  0.22764571  0.        ]",-0.0191499230466
7,[ 0.89798665 -0.51315653],[-0.22352074 -0.2137723 ],[-1.03525574 -0.90572841],-1.02865,"[[  0.45093078  -1.2850326    0.1663996   -0.05917156]
 [  7.15041433 -13.50995586   0.           0.        ]]","[ 1.08530588  1.19935009  0.58839648 -2.41421544  1.4292971  -0.50972526
  0.87414037 -1.55084335 -0.22823848  0.27599315  0.        ]",-0.0214221420875
8,[ 1.27647698 -0.30495384],[-0.22352074 -0.2137723 ],[ 2.79101892 -0.27027325],-1.22174,"[[  0.55282012  -1.58852054   0.1663996   -0.05917156]
 [  3.05190337 -16.82785665   0.           0.        ]]","[ 1.0183278   0.78289794  0.72120521 -2.54845328  1.42929209 -0.50972452
  0.56396052 -2.02698109 -0.40372954  0.24189125  0.        ]",-0.030432397628
9,[ 1.05776095 -0.38871154],[-0.22352074 -0.2137723 ],[ 1.19869981 -0.87879465],-1.36031,"[[  0.65295715  -1.93247713   0.1663996   -0.05917156]
 [  6.94899162 -17.56526924   0.           0.        ]]","[ 0.94073992  0.31569929  0.84384323 -2.33393578  1.42928709 -0.50972378
  0.85889418 -2.13279267 -0.63695736  0.22165572  0.        ]",-0.0572628749103
