timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 0.9903928  -0.59764737],"[ 1.22712364  2.23325762 -0.00364845  0.8345624   1.11229779  1.07966834
  0.35377921  0.38748965  0.39525532 -0.80178609  0.        ]",[ 0.26228267  0.09927371],-1.51511,"[[ 0.05730043  0.0149881   0.13005307  0.12288976]
 [ 0.00281723 -0.0005139   0.          0.        ]]",[-0.2332108  -0.22997773],-0.135085597867
1,[ 0.88193655 -0.64753294],"[ 1.22622648  2.23314957  0.01190251  0.84776949  1.11229508  1.07966579
  0.4331707   0.44374617  0.39378256 -0.78022703  0.        ]",[ 0.67864915  0.30641445],-1.49157,"[[ 0.06776481  0.0189178   0.13005307  0.12288976]
 [ 1.04016768  0.39217688  0.          0.        ]]",[-0.2332108  -0.22997773],-0.132860816441
2,[ 0.5606479  -0.79562938],"[ 1.22028604  2.23232728  0.08236919  0.91473249  1.11229237  1.07966325
  0.63702556  0.6162994   0.38356856 -0.6807623   0.        ]",[ 1.46024182 -1.1113086 ],-1.25083,"[[ 0.11529297  0.03884622  0.13005307  0.12288976]
 [ 3.70378168  1.59665368  0.          0.        ]]",[-0.2332108  -0.22997773],-0.122519933647
3,[ 0.16178045 -0.94667947],"[ 1.19387907  2.23270943  0.24812931  0.88742618  1.11228966  1.0796607
  0.93429289  0.04430075  0.35044153 -0.49636787  0.        ]",[-0.12131875 -1.34693912],-1.06561,"[[ 0.22833966  0.03071909  0.13005307  0.12288976]
 [ 7.58794801 -2.39605566  0.          0.        ]]",[-0.2332108  -0.22997773],-0.10307240346
4,[ 0.04934493 -0.97962439],"[ 1.13497343  2.23112125  0.45478563  0.59449864  1.11228695  1.07965816
  0.88619056 -0.51612173  0.30317722 -0.33167384  0.        ]",[-0.01770326 -0.96173181],-0.939863,"[[ 0.37379282 -0.05645148  0.13005307  0.12288976]
 [ 6.959458   -6.30796113  0.          0.        ]]",[-0.2332108  -0.22997773],-0.0852749329482
5,[ 0.06289031 -0.94641423],"[ 1.05480573  2.19964637  0.63916062  0.0519732   1.11228424  1.07965562
  0.87040437 -1.04375983  0.26457902 -0.25228622  0.        ]",[ 0.96262811 -2.89350521],-0.771166,"[[ 0.51091272 -0.2195642   0.13005307  0.12288976]
 [ 6.75321501 -9.99103141  0.          0.        ]]",[-0.2332108  -0.22997773],-0.0755549468806
6,[-0.05842111 -0.95558447],"[ 0.92286763  2.08920783  0.85065868 -0.69964327  1.11228154  1.07965307
  1.15174397 -1.58285288  0.2044181  -0.19289114  0.        ]",[-0.70926713 -2.43041626],-0.75475,"[[  0.68285974  -0.45714121   0.13005307   0.12288976]
 [ 10.42927796 -13.75408626   0.           0.        ]]",[-0.2332108  -0.22997773],-0.0650605149019
7,[ 0.35976285 -0.72428739],"[ 0.75300817  1.83816208  1.04070581 -1.55412425  1.11227883  1.07965053
  0.92130333 -2.11090579  0.1265407  -0.20720846  0.        ]",[ 0.97525073 -1.27176995],-0.920134,"[[  0.86123677  -0.76920591   0.13005307   0.12288976]
 [  7.4183296  -17.44012933   0.           0.        ]]",[-0.2332108  -0.22997773],-0.0579166733491
8,[ 0.30381674 -0.69187337],"[ 0.54633753  1.39759316  1.20033279 -2.29012365  1.11227612  1.07964798
  1.20546634 -2.62878224  0.00872583 -0.29920125  0.        ]",[ 0.90400193  0.0176073 ],-1.11944,"[[  1.0468558   -1.15428092   0.13005307   0.12288976]
 [ 11.13128827 -21.05522205   0.           0.        ]]",[-0.2332108  -0.22997773],-0.0563434524519
9,[-0.03193056 -0.7863524 ],"[ 0.22397204  0.83014746  1.34706404 -2.57751431  1.11227341  1.07964544
  1.46241744 -2.55905945 -0.19827883 -0.3601411   0.        ]",[-1.1232099  -1.39528178],-1.12896,"[[  1.30316551  -1.57050495   0.13005307   0.12288976]
 [ 14.488717   -20.56867944   0.           0.        ]]",[-0.2332108  -0.22997773],-0.0555656628398
10,[ 0.14412433 -0.65105134],"[-0.1095547   0.22339141  1.39975716 -2.24762624  1.11227071  1.07964289
  1.13760425 -3.0677627  -0.44707074 -0.49939546  0.        ]",[ 0.73048856  0.11547485],-1.44603,"[[  1.55036196  -2.01750725   0.13005307   0.12288976]
 [ 10.24468868 -24.11986926   0.           0.        ]]",[-0.2332108  -0.22997773],-0.0783327747746
11,[-0.3111302  -0.81933355],"[-0.42433243 -0.28671639  1.36690433 -1.25311988  1.112268    1.07964035
  1.34339078 -2.93377178 -0.73764295 -0.69865488  0.        ]",[-0.8761978  -1.60552109],-1.73171,"[[  1.7822326   -2.49052285   0.13005307   0.12288976]
 [ 12.93358558 -23.18476588   0.           0.        ]]",[-0.2332108  -0.22997773],-0.117907846035
12,[-0.19617891 -0.76059723],"[-0.71066856 -0.55760031  1.2628081   0.27432847  1.11226529  1.0796378
  1.05828639 -3.43518419 -1.0748229  -0.92181605  0.        ]",[ 0.60569253  1.07978879],-2.29537,"[[  2.00352954  -2.98933842   0.13005307   0.12288976]
 [  9.20838969 -26.68521528   0.           0.        ]]",[-0.2332108  -0.22997773],-0.166451156736
13,[-0.31088436 -0.92945272],"[-0.95281135 -0.56973514  1.10613556  1.04098437  1.11226258  1.07963526
  1.22795839  0.38036073 -1.23657806 -1.02548404  0.        ]",[-0.07022133 -1.70396428],-2.37949,"[[  2.209943    -3.21805851   0.13005307   0.12288976]
 [ 11.42540012  -0.0504417    0.           0.        ]]",[-0.2332108  -0.22997773],-0.189992234365
14,[-0.42144477 -1.02065837],"[-1.17563621 -0.57355298  0.87959827  0.85164938  1.11225987  1.07963272
  1.18938111  0.94945403 -1.17406187 -0.98331429  0.        ]",[-0.45369244 -0.64895263],-2.20511,"[[  2.43339482  -3.16166431   0.13005307   0.12288976]
 [ 10.92138266   3.92217767   0.           0.        ]]",[-0.2332108  -0.22997773],-0.180678941038
15,[-0.48369837 -1.06519437],"[-1.33039538 -0.57202014  0.63790023  0.61328787  1.11225717  1.07963017
  1.03535065  0.80597784 -1.13258862 -0.91401142  0.        ]",[-0.8345471  -2.06268241],-2.07985,"[[ 2.63162993 -3.09073586  0.13005307  0.12288976]
 [ 8.90881974  2.92063975  0.          0.        ]]",[-0.2332108  -0.22997773],-0.170868647896
