timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 2.86847663  0.22652075],"[ 1.07291767  1.70810889 -0.2086909   0.43189447  0.0678467   1.73402648
  0.18639929  0.36344897  1.32606842 -1.94341362  0.        ]",[ 2.28338887 -0.36602059],-5.33368,"[[ -6.91927878e-02  -5.98040964e-02   1.02954934e-02   1.98732645e-01]
 [ -9.65882740e-05   3.22920938e-03   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.296197936023
1,[ 2.71995544  0.07505634],"[ 1.07551015  1.70693605 -0.14530509  0.3854526   0.06784667  1.7340232
  0.56456936  0.14920744  1.3305875  -1.8806906   0.        ]",[ 1.90540775  0.48007007],-5.34724,"[[-0.02949852 -0.07429678  0.01029549  0.19873265]
 [ 3.95634932 -1.44765635  0.          0.        ]]",[-0.42098963 -0.26336968],-0.291602943667
2,[ 2.36330009 -0.14865333],"[ 1.07089789  1.7060183   0.04321332  0.35468929  0.06784664  1.73401992
  0.93513439  0.43390843  1.33270901 -1.65937568  0.        ]",[ 1.9070282   0.29818072],-5.0628,"[[ 0.08852639 -0.08390521  0.01029549  0.19873265]
 [ 7.83323442  0.48039585  0.          0.        ]]",[-0.42098963 -0.26336968],-0.274941568632
3,[ 1.49241829 -0.54774857],"[ 1.02327017  1.70789636  0.34882137  0.42305545  0.0678466   1.73401665
  1.29839616  0.60663214  1.27800105 -1.2606112   0.        ]",[ 2.17128324 -0.33773612],-4.41951,"[[  2.83322485e-01  -6.25611758e-02   1.02954934e-02   1.98732645e-01]
 [  1.16337207e+01   1.65011666e+00   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.242460874314
4,[-0.02615769 -1.05348873],"[ 0.87836959  1.70911976  0.74218573  0.48477072  0.06784657  1.73401337
  1.65456529  0.40413182  1.08347206 -0.75415736  0.        ]",[ 0.80788679 -1.48851365],-3.6255,"[[  5.53383947e-01  -4.33182977e-02   1.02954934e-02   1.98732645e-01]
 [  1.53600179e+01   2.78747492e-01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.194207833713
5,[-1.31630933 -1.24492192],"[ 0.58555011  1.70662737  1.1439271   0.375074    0.06784654  1.73401009
  1.93114478 -0.18152228  0.7128921  -0.27545512  0.        ]",[-0.94248983 -1.16354809],-2.90324,"[[  8.89617052e-01  -7.75372801e-02   1.02954934e-02   1.98732645e-01]
 [  1.82536596e+01  -3.68741246e+00   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.13481159362
6,[-1.33207333 -0.72851133],"[ 0.21445264  1.68850557  1.39987187  0.01645674  0.06784651  1.73400681
  1.54041211 -0.75517213  0.30717122  0.00577324  0.        ]",[ 0.59359088 -0.77945569],-2.44386,"[[  1.21367554e+00  -1.90263681e-01   1.02954934e-02   1.98732645e-01]
 [  1.41658038e+01  -7.57227881e+00   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.0826579756386
7,[-1.92052031 -0.68282509],"[-0.17840876  1.6282079   1.49849997 -0.54108372  0.06784647  1.73400353
  1.73820497 -1.18884412 -0.05641689  0.12241595  0.        ]",[-1.86873593 -0.744731  ],-2.60266,"[[  1.51775377e+00  -3.71176773e-01   1.02954934e-02   1.98732645e-01]
 [  1.62351669e+01  -1.05091941e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.0403073065574
8,[-1.41037035 -0.0388518 ],"[-0.54905133  1.49378392  1.45909238 -1.21299134  0.06784644  1.73400025
  1.32950482 -1.5932639  -0.33988496  0.11715136  0.        ]",[-1.00956699 -0.43207745],-2.84654,"[[  1.79955677e+00  -6.08839839e-01   1.02954934e-02   1.98732645e-01]
 [  1.19593194e+01  -1.32480174e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.00787417128457
9,[-1.00949824  0.21771762],"[-0.79592382  1.26539621  1.35791971 -1.86848827  0.06784641  1.73399697
  0.92879965 -1.80691345 -0.43047258  0.02345911  0.        ]",[ 0.29566961  0.59236047],-2.9813,"[[  1.99668262e+00  -8.88316812e-01   1.02954934e-02   1.98732645e-01]
 [  7.76710496e+00  -1.46949172e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.00956126492916
10,[-1.34400558 -0.07029486],"[-0.9872274   0.99134693  1.22917197 -2.31520814  0.06784638  1.73399369
  1.02587539 -1.41761395 -0.47130158 -0.10316557  0.        ]",[-0.88864605 -0.30799487],-2.76771,"[[  2.16221403e+00  -1.15576357e+00   1.02954934e-02   1.98732645e-01]
 [  8.78273270e+00  -1.20585182e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.0238897514282
11,[-1.02647018  0.03851137],"[-1.13211102  0.70233404  1.09324684 -2.54475325  0.06784635  1.73399041
  0.67317924 -1.56228173 -0.47908288 -0.24965331  0.        ]",[-0.937844    0.27046773],-2.62022,"[[  2.30084782e+00  -1.40676327e+00   1.02954934e-02   1.98732645e-01]
 [  5.09279057e+00  -1.30382544e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.0393028167028
12,[-0.4545171   0.19396546],"[-1.19306224  0.40528719  1.02306365 -2.57669555  0.06784631  1.73398713
  0.30873315 -1.36591783 -0.39247321 -0.42176024  0.        ]",[ 1.14391007  0.60245851],-2.54993,"[[  2.36444896e+00  -1.65418545e+00   1.02954934e-02   1.98732645e-01]
 [  1.27991708e+00  -1.17084505e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.0569134738739
13,[-0.91726708 -0.13992   ],"[-1.25144804  0.15965663  0.94659615 -2.4525395   0.06784628  1.73398385
  0.68457153 -0.97950977 -0.34915256 -0.58417692  0.        ]",[-1.41695698  0.14853506],-2.59602,"[[ 2.4294973  -1.86209945  0.01029549  0.19873265]
 [ 5.21198295 -9.0916212   0.          0.        ]]",[-0.42098963 -0.26336968],-0.0745814465078
14,[-0.40896323  0.1281586 ],"[-1.30434619 -0.03501022  0.86769659 -2.24621592  0.06784625  1.73398057
  0.29635822 -0.8660233  -0.33201165 -0.72929007  0.        ]",[ 0.27646898  0.12309572],-2.68011,"[[ 2.49298722 -2.03622034  0.01029549  0.19873265]
 [ 1.1504569  -8.32307221  0.          0.        ]]",[-0.42098963 -0.26336968],-0.0902333423561
15,[-0.52325404  0.04714271],"[-1.33075295 -0.19952816  0.82413785 -1.98006198  0.06784622  1.73397729
  0.39877062 -0.76972681 -0.30293645 -0.8743637   0.        ]",[-0.74699195 -0.97595812],-2.91521,"[[ 2.52674625 -2.19613876  0.01029549  0.19873265]
 [ 2.22190779 -7.67093644  0.          0.        ]]",[-0.42098963 -0.26336968],-0.106030076035
16,[-0.14442068  0.25309214],"[-1.34158746 -0.37183888  0.80533137 -1.57657722  0.06784618  1.73397401
  0.11190126 -1.31791142 -0.26947208 -1.06097768  0.        ]",[-0.52773702  0.33251115],-3.11442,"[[  2.54107297e+00  -2.38680533e+00   1.02954934e-02   1.98732645e-01]
 [ -7.79346032e-01  -1.13833664e+01   0.00000000e+00   0.00000000e+00]]",[-0.42098963 -0.26336968],-0.126325004217
17,[ 0.10257266  0.50122273],"[-1.31362117 -0.52597667  0.85273717 -1.03451607  0.06784615  1.73397073
 -0.08636229 -1.09021787 -0.24388704 -1.28794889  0.        ]",[-0.28873551  0.84556797],-3.35907,"[[ 2.50467438 -2.5990014   0.01029549  0.19873265]
 [-2.85359746 -9.84138619  0.          0.        ]]",[-0.42098963 -0.26336968],-0.150800819018
18,[ 0.21495289  0.68705583],"[-1.2576465  -0.61247253  0.93785047 -0.57132767  0.06784612  1.73396745
 -0.19024232 -0.56705932 -0.25257554 -1.46815303  0.        ]",[-0.48638568 -0.14367026],-3.60319,"[[ 2.43669782 -2.76028167  0.01029549  0.19873265]
 [-3.94040013 -6.2984501   0.          0.        ]]",[-0.42098963 -0.26336968],-0.169853120643
19,[ 0.46925658  0.87463617],"[-1.16944005 -0.66127771  1.05131252 -0.17347491  0.06784609  1.73396417
 -0.36686666 -0.63265213 -0.28692758 -1.61337784  0.        ]",[ 1.35958313  0.695121  ],-3.6532,"[[ 2.33934968 -2.89070758  0.01029549  0.19873265]
 [-5.78826014 -6.74266095  0.          0.        ]]",[-0.42098963 -0.26336968],-0.184986018383
20,[ 0.20110437  0.82367194],"[-1.09560127 -0.68635068  1.13124403  0.15983545  0.06784606  1.73396089
  0.02253187 -0.20648863 -0.34208878 -1.71528516  0.        ]",[ 0.34773238 -0.52948386],-3.86808,"[[ 2.26445915 -2.99660393  0.01029549  0.19873265]
 [-1.71434316 -3.85659564  0.          0.        ]]",[-0.42098963 -0.26336968],-0.19552127228
21,[ 0.07249869  0.75864089],"[-1.07492465 -0.69182339  1.15157156  0.27406295  0.06784602  1.73395762
  0.15738771  0.35044016 -0.36680228 -1.74645077  0.        ]",[ 0.73754824  1.04794748],-3.80439,"[[ 2.24432814 -3.032461    0.01029549  0.19873265]
 [-0.30347095 -0.08496083  0.          0.        ]]",[-0.42098963 -0.26336968],-0.198768115249
22,[-0.24489221  0.49334911],"[-1.09881416 -0.68596575  1.12800444  0.15287735  0.06784599  1.73395434
  0.43709746  0.93538958 -0.34078506 -1.71307418  0.        ]",[-0.74725421  0.93825025],-3.83146,"[[ 2.26761975 -2.9944142   0.01029549  0.19873265]
 [ 2.62287343  3.87643801  0.          0.        ]]",[-0.42098963 -0.26336968],-0.195291278721
23,[-0.04930938  0.47613892],"[-1.12120791 -0.65812571  1.10486643 -0.20555683  0.06784596  1.73395106
  0.14935348  1.47261567 -0.27546423 -1.61593479  0.        ]",[ 0.17330439 -0.25454364],-3.67094,"[[ 2.28987299 -2.88038205  0.01029549  0.19873265]
 [-0.38752117  7.51465408  0.          0.        ]]",[-0.42098963 -0.26336968],-0.185363335555
24,[-0.06910796  0.42621335],"[-1.12041889 -0.60394447  1.10569704 -0.62652982  0.06784593  1.73394778
  0.21566102  1.30182181 -0.20896787 -1.49268723  0.        ]",[ 0.33016009 -0.27160502],-3.51723,"[[ 2.28908286 -2.7416939   0.01029549  0.19873265]
 [ 0.30619326  6.35801491  0.          0.        ]]",[-0.42098963 -0.26336968],-0.173054562892
