timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.39304611 -0.39406729],"[ 1.07851862  1.31659659  0.07363668  0.49310026 -1.59886266  0.62520738
  0.69306899  0.13756667  2.27171867 -0.37074227  0.        ]",[-1.66060503  0.44233184],-15.1474,"[[-0.01070295  0.0900371  -0.18155739  0.07337261]
 [ 0.00098156  0.00121143  0.          0.        ]]",[-0.07026424  0.00395134],-0.3966884142
1,[-0.38797605 -0.39235017],"[ 1.0768128   1.31440694  0.01290096  0.52474785 -1.59879598  0.62519719
  0.35576859  0.36787623  2.27183758 -0.41463135  0.        ]",[-0.45547792 -0.73901686],-14.695,"[[-0.05038092  0.10764937 -0.18155739  0.07337261]
 [-3.95560277  1.75416731  0.          0.        ]]",[-0.07026424  0.00395134],-0.397839848749
2,[-0.38314325 -0.39190692],"[ 1.06364787  1.31363265 -0.13395531  0.53440159 -1.59872931  0.62518699
  0.20892803 -0.02106741  2.26639446 -0.54934877  0.        ]",[-0.24814757 -0.80260309],-14.4095,"[[-0.14677468  0.11303133 -0.18155739  0.07337261]
 [-5.67804098 -1.20610957  0.          0.        ]]",[-0.07026424  0.00395134],-0.401045509548
3,[-0.3761766  -0.39114732],"[ 1.02867866  1.31944969 -0.31706957  0.43404944 -1.59866265  0.62517679
  0.13491998 -0.43543363  2.23497718 -0.76499799  0.        ]",[-0.9691017   1.31789048],-14.2306,"[[-0.2690454   0.05726626 -0.18155739  0.07337261]
 [-6.54614107 -4.35988665  0.          0.        ]]",[-0.07026424  0.00395134],-0.404672114522
4,[-0.36244029 -0.38654348],"[ 0.94821597  1.32136226 -0.55835665  0.34994933 -1.598596    0.6251666
 -0.18099896  0.09634626  2.1509103  -1.02717336  0.        ]",[-1.31292375 -0.80024263],-13.5484,"[[ -0.43714895   0.01067678  -0.18155739   0.07337261]
 [-10.25187281  -0.3125531    0.           0.        ]]",[-0.07026424  0.00395134],-0.405705716396
5,[-0.33495989 -0.3817445 ],"[ 0.7704751   1.32093011 -0.87277846  0.28137547 -1.59852936  0.6251564
 -0.50085057 -0.31897764  1.96423546 -1.3467367   0.        ]",[ 0.37915769  0.02148704],-11.6532,"[[ -0.67983006  -0.02728946  -0.18155739   0.07337261]
 [-14.00375243  -3.47353741   0.           0.        ]]",[-0.07026424  0.00395134],-0.400943170066
6,[-0.30854258 -0.37752253],"[ 0.50782979  1.31575029 -1.14861983  0.15892029 -1.59846272  0.6251462
 -0.34936687 -0.29884368  1.66762933 -1.63040384  0.        ]",[-1.25225737 -0.58223115],-10.3692,"[[ -0.94207788  -0.09522315  -0.18155739   0.07337261]
 [-12.22694932  -3.32033226   0.           0.        ]]",[-0.07026424  0.00395134],-0.38701633679
7,[-0.26453239 -0.3719728 ],"[  1.64094949e-01   1.30043009e+00  -1.35019582e+00   2.33321958e-05
  -1.59839609e+00   6.25136009e-01  -6.65929780e-01  -5.92909737e-01
   1.26767663e+00  -1.81589440e+00   0.00000000e+00]",[-1.92785205 -0.17106083],-8.61339,"[[ -1.22387302  -0.18408561  -0.18155739   0.07337261]
 [-15.94022836  -5.55843837   0.           0.        ]]",[-0.07026424  0.00395134],-0.361423021583
8,[-0.21849664 -0.36684093],"[-0.3186162   1.265742   -1.44133596 -0.20473863 -1.59832948  0.62512581
 -0.97629378 -0.6672109   0.71995461 -1.83085543  0.        ]",[-0.30788894  1.59940119],-5.89557,"[[ -1.57920514  -0.30092925  -0.18155739   0.07337261]
 [-19.58090313  -6.12400045   0.           0.        ]]",[-0.07026424  0.00395134],-0.314712748096
9,[-0.19231442 -0.36524212],"[-0.85715311  1.23196074 -1.3154011  -0.34344729 -1.59826287  0.62511562
 -1.04724163 -0.13088314  0.18858001 -1.58575566  0.        ]",[ 0.33132111 -0.6697849 ],-3.75231,"[[ -1.97917621  -0.38245617  -0.18155739   0.07337261]
 [-20.41338699  -2.04226563   0.           0.        ]]",[-0.07026424  0.00395134],-0.250717469736
