timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 0.62413138 -0.81691694],[-0.21374217 -0.20125732],[ 1.40744571  0.45017252],-1.33235,"[[-0.01041985  0.03358232  0.19810852  0.00155864]
 [-0.00332003 -0.0048202   0.          0.        ]]","[  1.17686241e+00   2.12043195e+00   1.34036050e-03   8.60432299e-01
   1.72210843e+00   2.77454675e-02   3.81918967e-01   3.77877318e-01
  -1.21463734e-01   9.75056501e-02   0.00000000e+00]",-0.0118566682893
1,[ 0.34364462 -0.96310437],[-0.21374217 -0.20125732],[-0.67215742 -1.26017764],-1.17316,"[[  2.91979774e-02   5.13558087e-02   1.98108515e-01   1.55863644e-03]
 [  3.95193621e+00   1.77623827e+00   0.00000000e+00   0.00000000e+00]]","[ 1.17634567  2.1193833   0.06028274  0.91641796  1.72209782  0.02774542
  0.6665098   0.632252   -0.12421972  0.17908486  0.        ]",-0.0153712394628
2,[ 0.46225196 -0.88266289],[-0.21374217 -0.20125732],[ 0.14996494 -1.29078155],-1.19882,"[[  8.07897276e-02   4.68105553e-02   1.98108515e-01   1.55863644e-03]
 [  1.21634141e+00  -2.21745661e+00   0.00000000e+00   0.00000000e+00]]","[ 1.17243526  2.11966977  0.13692349  0.90210157  1.72208721  0.02774538
  0.46967464  0.06186001 -0.13044064  0.26102324  0.        ]",-0.0231230138195
3,[ 0.52302247 -0.82635957],[-0.21374217 -0.20125732],[ 1.85690903 -0.66076389],-1.25955,"[[  1.10842625e-01  -3.68281690e-02   1.98108515e-01   1.55863644e-03]
 [  1.78704283e+00  -6.13336424e+00   0.00000000e+00   0.00000000e+00]]","[ 1.16847039  2.12022163  0.18143345  0.63846855  1.72207659  0.02774534
  0.51073737 -0.49742198 -0.12812405  0.23816205  0.        ]",-0.0207749380917
4,[ 0.42419356 -0.85381418],[-0.21374217 -0.20125732],[ 0.33410646 -2.42673363],-1.04051,"[[  1.85929113e-01  -1.84543079e-01   1.98108515e-01   1.55863644e-03]
 [  5.70855216e+00  -8.62979529e+00   0.00000000e+00   0.00000000e+00]]","[ 1.15317749  2.09794056  0.29190393  0.17599551  1.72206598  0.02774529
  0.79290042 -0.85396868 -0.13424281  0.23370242  0.        ]",-0.0198754617269
5,[ 0.48112547 -0.79263341],[-0.21374217 -0.20125732],[-0.08500381 -0.35121463],-1.31341,"[[  3.12243057e-01  -3.95156839e-01   1.98108515e-01   1.55863644e-03]
 [  6.91880651e+00  -1.24189393e+01   0.00000000e+00   0.00000000e+00]]","[ 1.1103064   2.01586767  0.47393015 -0.45919183  1.72205537  0.02774525
  0.87997969 -1.39514131 -0.16065693  0.25734621  0.        ]",-0.0211343653233
6,[ 0.57825387 -0.72293317],[-0.21374217 -0.20125732],[ 0.83180993  0.13029571],-1.38897,"[[  4.45876399e-01  -6.55019095e-01   1.98108515e-01   1.55863644e-03]
 [  6.44608161e+00  -1.35634696e+01   0.00000000e+00   0.00000000e+00]]","[ 1.04223201  1.83845103  0.65851599 -1.16615733  1.72204476  0.02774521
  0.84596334 -1.55859864 -0.21334449  0.24683019  0.        ]",-0.0187309172446
7,[ 0.45249921 -0.76506418],[-0.21374217 -0.20125732],[ 1.14372713  0.66973624],-1.53821,"[[  6.06535500e-01  -9.18426706e-01   1.98108515e-01   1.55863644e-03]
 [  9.60939562e+00  -1.27798432e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93118995  1.58447093  0.86500501 -1.75094232  1.72203415  0.02774517
  1.07357056 -1.44667179 -0.29638314  0.27034567  0.        ]",-0.0244320156602
8,[ 0.13743651 -0.90390658],[-0.21374217 -0.20125732],[ 1.31915882 -0.76202351],-1.50351,"[[  8.36510260e-01  -1.14488438e+00   1.98108515e-01   1.55863644e-03]
 [  1.33756775e+01  -9.87550823e+00   0.00000000e+00   0.00000000e+00]]","[ 0.72238941  1.31963104  1.12135285 -2.11671748  1.72202355  0.02774512
  1.34456094 -1.03186329 -0.41021825  0.41024378  0.        ]",-0.047268767807
9,[-0.22594152 -1.0271821 ],[-0.21374217 -0.20125732],[ 0.01990023 -2.45736321],-1.5378,"[[  1.14108552e+00  -1.37070685e+00   1.98108515e-01   1.55863644e-03]
 [  1.70696623e+01  -1.26972131e+01   0.00000000e+00   0.00000000e+00]]","[ 0.3732442   1.02683171  1.36950275 -2.33546742  1.72201294  0.02774508
  1.61034586 -1.43486017 -0.58463303  0.60924709  0.        ]",-0.0810545678653
