timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-1.3920244  -3.61940885],[-0.85787612 -0.64725983],[-0.7247822  -2.05063027],-5.72714,"[[ 0.00062412 -0.08635428 -0.02828979 -0.04813273]
 [ 0.00203221 -0.0015663   0.          0.        ]]","[ 1.01374755  1.37147577 -0.0039289   0.50898534 -0.25350233 -0.41170376
  0.07869441  0.3224867   1.83599564  0.63278838  0.        ]",-0.241025421982
1,[-1.37006032 -3.37156057],[-0.85787612 -0.64725983],[-1.44986365 -3.58235354],-5.6017,"[[-0.02808728 -0.12610196 -0.02828979 -0.04813273]
 [-2.86364076 -3.96001299  0.          0.        ]]","[ 1.01320375  1.36651189 -0.04912016  0.41165352 -0.25350226 -0.41170364
 -0.26517761 -0.30852489  1.82643398  0.5134456   0.        ]",-0.238645951714
2,[-0.83889776 -2.64772367],[-0.85787612 -0.64725983],[-1.21283349 -3.25575186],-5.50292,"[[-0.12446803 -0.2442282  -0.02828979 -0.04813273]
 [-6.76149523 -7.83968189  0.          0.        ]]","[ 1.00308555  1.34091339 -0.20034165  0.12587342 -0.25350219 -0.41170352
 -0.73290818 -0.9269784   1.75706364  0.14004866  0.        ]",-0.230158847529
3,[ 0.54556537 -0.76670927],[-0.85787612 -0.64725983],[ 0.93104311 -0.55833472],-5.45033,"[[ -0.29803601  -0.439177    -0.02828979  -0.04813273]
 [-10.58269919 -11.64251137   0.           0.        ]]","[ 0.9529925   1.26410103 -0.4671606  -0.32576952 -0.25350212 -0.4117034
 -1.19144054 -1.5331822   1.50479416 -0.45140873  0.        ]",-0.212605618361
4,[ 0.83658332 -0.50297534],[-0.85787612 -0.64725983],[ 0.62017602 -1.93076959],-5.21867,"[[ -0.47063502  -0.69190822  -0.02828979  -0.04813273]
 [ -6.6901897  -13.62399758   0.           0.        ]]","[ 0.86391874  1.10502785 -0.71872956 -0.84988172 -0.25350206 -0.41170328
 -0.72435079 -1.8490467   1.05489189 -0.94765867  0.        ]",-0.188645622758
5,[ 0.98559552  0.69039065],[-0.85787612 -0.64725983],[ 1.8442712   0.31445405],-4.76723,"[[ -0.57849282  -1.00141713  -0.02828979  -0.04813273]
 [ -4.10429402 -17.31457969   0.           0.        ]]","[ 0.78951042  0.8330751  -0.86561701 -1.35285052 -0.25350199 -0.41170316
 -0.4140509  -2.43735377  0.54563361 -1.15960517  0.        ]",-0.160953694105
6,[ 0.64387965  0.65700477],[-0.85787612 -0.64725983],[ 0.89852258  1.57024665],-4.25389,"[[ -0.6200826   -1.3317873   -0.02828979  -0.04813273]
 [ -0.06792318 -15.72768807   0.           0.        ]]","[ 0.75718354  0.47697831 -0.91967381 -1.67137861 -0.25350192 -0.41170304
  0.07030165 -2.18438645  0.11584603 -1.10821883  0.        ]",-0.131496303453
7,[-0.08992958 -0.06997439],[-0.85787612 -0.64725983],[-0.01171952  0.18162601],-4.02364,"[[ -0.58576761  -1.60349622  -0.02828979  -0.04813273]
 [  3.48783268 -11.45738996   0.           0.        ]]","[ 0.78399778  0.1596691  -0.87518186 -1.74006967 -0.25350186 -0.41170292
  0.49698179 -1.50366359 -0.09692852 -0.93150943  0.        ]",-0.107953074737
8,[-0.14331183  0.28513408],[-0.85787612 -0.64725983],[-0.16380806  0.04714108],-3.83059,"[[ -0.51717229  -1.82315184  -0.02828979  -0.04813273]
 [  3.37210083 -10.51132669   0.           0.        ]]","[ 0.83351671 -0.09587918 -0.78322542 -1.66338095 -0.25350179 -0.4117028
  0.48309416 -1.3528522  -0.19013547 -0.74156629  0.        ]",-0.0891419907662
9,[-0.05460072  0.7466163 ],[-0.85787612 -0.64725983],[ 0.08593967  0.68671012],-3.6167,"[[ -0.45690736  -2.02941645  -0.02828979  -0.04813273]
 [  2.65676411 -10.1164593    0.           0.        ]]","[ 0.87237961 -0.32320322 -0.69940063 -1.48689018 -0.25350172 -0.41170268
  0.3972557  -1.28990617 -0.27006875 -0.54191744  0.        ]",-0.0701464077909
