timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-3.04113102 -3.626616  ],[-0.61277086 -0.41817674],[-2.67517629 -4.59768982],-6.7438,"[[-0.02144501  0.05388658 -0.15565806 -0.08442677]
 [-0.00402292 -0.00389236  0.          0.        ]]","[ 1.02277902  1.46499744 -0.06030005  0.80120419 -1.35100865 -0.73559207
  0.11579577  0.33735483  2.92884393  1.06741515  0.        ]",-0.375522255598
1,[-2.88153982 -3.23126936],[-0.61277086 -0.41817674],[-2.09332758 -4.55483353],-6.71596,"[[-0.06119974  0.0140971  -0.15565806 -0.08442677]
 [-3.95828788 -3.96187043  0.          0.        ]]","[ 1.02056089  1.46655058 -0.12369285  0.68562799 -1.35100739 -0.7355917
 -0.30719408 -0.26630762  2.92666961  0.93445426  0.        ]",-0.372597539198
2,[-2.54492736 -3.03571081],[-0.61277086 -0.41817674],[-2.83533023 -2.17426344],-6.63464,"[[-0.17925545 -0.104066   -0.15565806 -0.08442677]
 [-7.83439743 -7.84151065  0.          0.        ]]","[ 1.00145192  1.46044314 -0.31064875  0.34272738 -1.35100613 -0.73559132
 -0.72182348 -0.85802193  2.87276443  0.54453586  0.        ]",-0.361454004526
3,[-1.94741118 -2.69650674],[-0.61277086 -0.41817674],[-1.69251507 -1.76084885],-6.33797,"[[ -0.37406652  -0.29905108  -0.15565806  -0.08442677]
 [-11.63415098 -11.64430946   0.           0.        ]]","[ 0.92971321  1.41563159 -0.60928344 -0.21165519 -1.35100486 -0.73559095
 -1.12828461 -1.43801562  2.63620634 -0.04673711  0.        ]",-0.335391282829
4,[-0.87094212 -1.24175096],[-0.61277086 -0.41817674],[ 0.02428312 -0.02665497],-5.71826,"[[ -0.64412676  -0.56933538  -0.15565806  -0.08442677]
 [-15.35970883 -15.37165508   0.           0.        ]]","[ 0.75252024  1.28529733 -0.98451294 -0.92218808 -1.3510036  -0.73559057
 -1.5268081  -2.00649927  2.06043753 -0.6531506   0.        ]",-0.28516709081
5,[ 0.36284775  0.22780812],[-0.61277086 -0.41817674],[ 0.85993265 -0.24679488],-4.72304,"[[ -0.94732812  -0.87476913  -0.15565806  -0.08442677]
 [-14.96184912 -15.17234798   0.           0.        ]]","[ 0.46116581  1.05409716 -1.32185343 -1.58582027 -1.35100234 -0.7355902
 -1.48424725 -1.97609818  1.23066586 -0.91074459  0.        ]",-0.2133655813
6,[ 0.91757858  1.56822586],[-0.61277086 -0.41817674],[ 0.80333012  2.10950845],-3.65423,"[[ -1.20947928  -1.18501101  -0.15565806  -0.08442677]
 [-11.26554051 -15.84958353   0.           0.        ]]","[ 0.15012715  0.74954076 -1.51908359 -2.0482721  -1.35100107 -0.73558982
 -1.08885042 -2.07938487  0.50554229 -0.70742891  0.        ]",-0.138563494547
7,[ 0.87631947  1.81850553],[-0.61277086 -0.41817674],[ 1.66523169  1.8615754 ],-2.88549,"[[ -1.40069004  -1.45913017  -0.15565806  -0.08442677]
 [ -7.86656297 -11.57657927   0.           0.        ]]","[-0.09862438  0.44502428 -1.59910008 -2.24378729 -1.35099981 -0.73558945
 -0.7252597  -1.42767572  0.09373112 -0.29800693  0.        ]",-0.0804852704497
8,[ 0.24216291  1.4172163 ],[-0.61277086 -0.41817674],[-0.05646408  2.55411714],-2.72392,"[[-1.51677041 -1.64863995 -0.15565806 -0.08442677]
 [-3.75493286 -7.38836085  0.          0.        ]]","[-0.25429704  0.22749085 -1.61980577 -2.25308343 -1.35099854 -0.73558907
 -0.28543636 -0.78889913 -0.05658571  0.03569815  0.        ]",-0.052667691247
9,[ 0.46566108  1.26445818],[-0.61277086 -0.41817674],[-0.53555449  0.37858969],-2.53608,"[[-1.59337528 -1.75521087 -0.15565806 -0.08442677]
 [-3.90498365 -3.28241506  0.          0.        ]]","[-0.35769847  0.10606944 -1.62172572 -2.21259694 -1.35099728 -0.73558869
 -0.30148727 -0.16267084 -0.10726493  0.24344473  0.        ]",-0.0462906508506
