timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.5812974  -3.53697801],"[ 1.21651501  2.17131013 -0.25285488  0.85972587 -1.56049846 -0.11849208
  0.26650705  0.39652703  2.86671811  0.14391256  0.        ]",[-1.71327581 -3.58990498],-5.77935,"[[-0.05209102  0.02493383 -0.17881385 -0.01529445]
 [ 0.00443111 -0.00113063  0.          0.        ]]",[-0.31707659 -0.22675475],-0.388702512444
1,[-1.15179932 -3.38041377],"[ 1.21269909  2.17157827 -0.31354592  0.72271747 -1.56049477 -0.118492
 -0.0684317  -0.17649164  2.85972497  0.03556703  0.        ]",[-0.52231286 -3.88352095],-5.39913,"[[-0.09167833 -0.01480096 -0.17881385 -0.01529445]
 [-3.95000108 -3.959162    0.          0.        ]]",[-0.31707659 -0.22675475],-0.387811103578
2,[-0.52832758 -3.16721416],"[ 1.19403525  2.15959575 -0.46404726  0.31675855 -1.56049107 -0.11849191
 -0.2366968  -0.73827491  2.8075722  -0.24777027  0.        ]",[-0.37979987 -2.81334666],-5.66855,"[[-0.1906104  -0.13291779 -0.17881385 -0.01529445]
 [-5.93661229 -7.83958872  0.          0.        ]]",[-0.31707659 -0.22675475],-0.383247597906
3,[-0.10106329 -3.02573442],"[ 1.14886268  2.09848703 -0.66106426 -0.33671537 -1.56048737 -0.11849183
 -0.35390496 -1.28896427  2.64519006 -0.62912859  0.        ]",[-0.24572343 -3.21246829],-5.24506,"[[ -0.32322612  -0.32787446  -0.17881385  -0.01529445]
 [ -7.32042384 -11.64339586   0.           0.        ]]",[-0.31707659 -0.22675475],-0.370577986212
4,[ 0.20193028 -2.88321471],"[ 1.0680179   1.93304709 -0.87982222 -1.16805708 -1.56048367 -0.11849175
 -0.42392608 -1.8287702   2.31264962 -1.00931116  0.        ]",[-0.30500862 -3.52171056],-4.85369,"[[ -4.77927584e-01  -5.98153293e-01  -1.78813853e-01  -1.52944466e-02]
 [ -8.14712587e+00  -1.53720508e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.344317122947
5,[ 0.5873571  -2.57893634],"[ 0.94367477  1.60531891 -1.10475736 -2.01555748 -1.56047998 -0.11849167
 -0.5125356  -2.35786104  1.79724925 -1.24742464  0.        ]",[ 1.66301201 -2.76200582],-4.19857,"[[ -6.51363845e-01  -9.42263076e-01  -1.78813853e-01  -1.52944466e-02]
 [ -9.19329079e+00  -1.90267349e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.299280274923
6,[ 0.86418307 -2.30726266],"[ 0.81749481  1.08641004 -1.26876687 -2.59731892 -1.56047628 -0.11849158
 -0.16214506 -2.87667652  1.25503671 -1.18410388  0.        ]",[ 0.71559916 -0.71300781],-4.31132,"[[ -7.93722930e-01  -1.35875523e+00  -1.78813853e-01  -1.52944466e-02]
 [ -5.05644255e+00  -2.26105082e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.239600643748
7,[ 1.07954144 -2.05535913],"[ 0.74652224  0.43842301 -1.34320276 -2.55505793 -1.56047258 -0.1184915
  0.08597217 -3.22063105  0.89821122 -0.84071504  0.        ]",[ 0.72918655 -2.84950579],-2.84639,"[[ -8.65461224e-01  -1.83480500e+00  -1.78813853e-01  -1.52944466e-02]
 [ -2.12707335e+00  -2.49865130e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.180043711834
8,[ 0.85017145 -2.02065086],"[ 0.73297878 -0.187507   -1.35623792 -1.63238047 -1.56046889 -0.11849142
  0.33380351 -3.72223861  0.81021904 -0.34541601  0.        ]",[ 1.23774791 -1.40102849],-2.52173,"[[ -8.78646907e-01  -2.36930209e+00  -1.78813853e-01  -1.52944466e-02]
 [  7.98920784e-01  -2.84516011e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.142331583416
9,[ 0.27864203 -2.08198357],"[ 0.78897137 -0.55782955 -1.29997023  0.1931478  -1.56046519 -0.11849133
  0.6676698  -4.21385507  1.02155977  0.15917391  0.        ]",[-0.6476185  -2.80009215],-2.42833,"[[ -8.23123044e-01  -2.97240990e+00  -1.78813853e-01  -1.52944466e-02]
 [  4.74067865e+00  -3.18478194e+01   0.00000000e+00   0.00000000e+00]]",[-0.31707659 -0.22675475],-0.159747083427
