timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 2.84794855 -1.49910831],"[ 1.01726077  1.36241987 -0.05056384  0.67266658 -0.72289101  1.03656229
  0.08455314  0.31994881  2.40504554 -1.32075624  0.        ]",[ 2.56730713 -1.60594441],-7.04585,"[[-0.03352146 -0.02635616 -0.08259062  0.11858472]
 [ 0.00326604  0.0034515   0.          0.        ]]",[-0.86306185 -0.67323387],-0.319340241995
1,[ 2.53067017 -1.63490963],"[ 1.01801154  1.36025359  0.0116379   0.57627879 -0.72289075  1.03656177
  0.56663587 -0.31433379  2.40560219 -1.27379468  0.        ]",[ 3.36954003 -2.6943472 ],-6.91851,"[[ 0.00624917 -0.0660311  -0.08259062  0.11858472]
 [ 3.96061616 -3.95773713  0.          0.        ]]",[-0.86306185 -0.67323387],-0.317807781434
2,[ 2.09818244 -1.93219161],"[ 1.00733518  1.34284552  0.19592613  0.2914198  -0.72289048  1.03656126
  1.03918238 -0.93604982  2.39772859 -1.13494283  0.        ]",[ 2.0695057  -1.94135847],-6.86421,"[[ 0.12438132 -0.18414248 -0.08259062  0.11858472]
 [ 7.83968692 -7.84044698  0.          0.        ]]",[-0.86306185 -0.67323387],-0.312659419211
3,[ 1.75902891 -2.46224546],"[ 0.94800084  1.27888926  0.49292541 -0.16343324 -0.72289022  1.03656074
  1.50239296 -1.54543175  2.35396816 -0.91127533  0.        ]",[ 1.996644   -2.29398859],-6.6586,"[[  0.31932575  -0.37913553  -0.08259062   0.11858472]
 [ 11.64212583 -11.64613368   0.           0.        ]]",[-0.86306185 -0.67323387],-0.302252151843
4,[ 1.14517772 -2.97861791],"[ 0.78415242  1.12217168  0.87159329 -0.7341637  -0.72288995  1.03656022
  1.95647913 -2.14268683  2.2331299  -0.62616031  0.        ]",[ 1.27492707 -3.35435101],-6.34064,"[[  0.58956706  -0.64948305  -0.08259062   0.11858472]
 [ 15.36967393 -15.37609778   0.           0.        ]]",[-0.86306185 -0.67323387],-0.284160782725
5,[-0.27207053 -3.43741798],"[ 0.45683544  0.82574364  1.25918679 -1.30150975 -0.72288969  1.03655971
  2.40166301 -2.72799823  1.99173845 -0.33436398  0.        ]",[ 0.67508132 -2.46793945],-5.98866,"[[  0.93362563  -0.99368231  -0.08259062   0.11858472]
 [ 19.02416028 -19.03149153   0.           0.        ]]",[-0.86306185 -0.67323387],-0.255840577464
6,[-1.68951309 -3.62529874],"[-0.04663475  0.36979385  1.52362144 -1.66414608 -0.72288942  1.03655919
  2.68152731 -3.30151105  1.61947092 -0.15200905  0.        ]",[-1.70151791 -2.94116805],-5.44317,"[[  1.33715832  -1.41025032  -0.08259062   0.11858472]
 [ 21.32157439 -22.61323131   0.           0.        ]]",[-0.86306185 -0.67323387],-0.217437507059
7,[-1.52494919 -2.68164921],"[-0.57287903 -0.19873236  1.5488173  -1.56659599 -0.72288916  1.03655867
  2.14823995 -3.86347271  1.21659745 -0.2679134   0.        ]",[-1.67700627 -1.76206945],-4.94409,"[[  1.71967132  -1.89772625  -0.08259062   0.11858472]
 [ 16.94390283 -26.12287394   0.           0.        ]]",[-0.86306185 -0.67323387],-0.180323570613
8,[-0.67811364 -1.73435199],"[-0.96334914 -0.73309387  1.41399331 -0.80555664 -0.7228889   1.03655816
  1.62520273 -4.41449844  0.83973946 -0.69111093  0.        ]",[-0.51447082 -1.79129506],-4.72168,"[[  2.0154749   -2.45471046  -0.08259062   0.11858472]
 [ 12.65035762 -29.56427454   0.           0.        ]]",[-0.86306185 -0.67323387],-0.158099590529
9,[-0.63995129 -2.18173885],"[-1.2328418  -0.99888276  1.22334865  0.5866871  -0.72288863  1.03655764
  1.34654542 -3.98011271  0.37870773 -1.24380394  0.        ]",[-0.78476825 -2.19343878],-4.83699,"[[  2.24552871  -3.07984868  -0.08259062   0.11858472]
 [ 10.36289596 -26.85153795   0.           0.        ]]",[-0.86306185 -0.67323387],-0.154008757837
