timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.61351609 -1.77247477],[-0.43703672 -0.27293602],[ 1.13149706 -1.16125631],-5.49611,"[[-0.03887233  0.02974667 -0.08056494  0.12608821]
 [ 0.00113983  0.00328163  0.          0.        ]]","[ 1.0708898   1.71047099 -0.14461065  0.7197336  -0.70574815  1.09729145
  0.17383287  0.36403218  2.12856221 -1.10880461  0.        ]",-0.318648300286
1,[ 1.64226246 -1.9010303 ],[-0.43703672 -0.27293602],[ 0.69870065 -1.15222194],-5.52599,"[[  8.56187023e-04  -9.93163532e-03  -8.05649439e-02   1.26088212e-01]
 [  3.95853017e+00  -3.95790550e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07188768  1.71094142 -0.08100951  0.59220432 -0.70574765  1.09729031
  0.55178155 -0.22076107  2.12921924 -1.0718805   0.        ]",-0.317104047105
2,[ 1.60828054 -2.06750345],[-0.43703672 -0.27293602],[ 1.65979727 -2.81230325],-5.24259,"[[ 0.10698818 -0.12804182 -0.08056494  0.12608821]
 [ 6.6457213  -7.84016617  0.          0.        ]]","[ 1.06432249  1.70113528  0.08861171  0.2136692  -0.70574716  1.09728918
  0.80842015 -0.79390211  2.12402754 -0.98572854  0.        ]",-0.312955916752
3,[ 1.39939296 -2.33742285],[-0.43703672 -0.27293602],[ 1.41161836 -2.17280203],-5.22378,"[[  0.27828977  -0.32302986  -0.08056494   0.12608821]
 [ 10.47172029 -11.64592231   0.           0.        ]]","[ 1.02098598  1.64868169  0.35751186 -0.39626754 -0.70574666  1.09728805
  1.17381956 -1.35574761  2.09455183 -0.85396529  0.        ]",-0.304736479973
4,[ 1.0404681  -2.64563107],[-0.43703672 -0.27293602],[ 1.73798075 -2.44309227],-4.97831,"[[  0.52535417  -0.59337434  -0.08056494   0.12608821]
 [ 14.22229951 -15.37601644   0.           0.        ]]","[ 0.8934743   1.50504753  0.72069635 -1.17326333 -0.70574617  1.09728692
  1.53201488 -1.90642051  2.00877393 -0.66706891  0.        ]",-0.289120276029
5,[ 0.54396141 -2.87568855],[-0.43703672 -0.27293602],[-0.40487889 -1.68962352],-4.92078,"[[  0.84669112  -0.93757389  -0.08056494   0.12608821]
 [ 17.89928498 -19.03161352   0.           0.        ]]","[ 0.62532739  1.21913872  1.11713141 -1.96710768 -0.70574567  1.09728579
  1.88317982 -2.44609083  1.82930298 -0.46042401  0.        ]",-0.263553997575
6,[ 0.46641013 -2.71474385],[-0.43703672 -0.27293602],[ 0.82669531 -2.21520574],-4.3492,"[[  1.18507111  -1.3541369   -0.08056494   0.12608821]
 [ 15.94507764 -22.61278817   0.           0.        ]]","[ 0.24663979  0.76520891  1.40125165 -2.51514857 -0.70574518  1.09728466
  1.69654122 -2.97476716  1.56853296 -0.37478134  0.        ]",-0.232495779116
7,[-0.04289745 -2.71077752],[-0.43703672 -0.27293602],[-0.99624773 -3.61121367],-4.02102,"[[  1.53364925  -1.8416218   -0.08056494   0.12608821]
 [ 18.90298966 -26.12387557   0.           0.        ]]","[-0.20197933  0.18391361  1.517798   -2.47312571 -0.70574469  1.09728353
  1.97903022 -3.49308672  1.23958471 -0.44498546  0.        ]",-0.198244601503
8,[-0.1104859  -2.24087119],[-0.43703672 -0.27293602],[-0.60711929 -1.75501839],-3.73599,"[[  1.86840006  -2.39862259  -0.08056494   0.12608821]
 [ 14.58604218 -29.56495781   0.           0.        ]]","[-0.63905652 -0.38104552  1.44851099 -1.55035192 -0.70574419  1.09728239
  1.56674086 -4.0010585   0.86283685 -0.69211773  0.        ]",-0.169621921116
9,[-0.10284837 -1.51147485],[-0.43703672 -0.27293602],[-0.60106917 -0.6457616 ],-3.63155,"[[  2.13310536  -3.02377292  -0.08056494   0.12608821]
 [ 11.89361497 -27.08565477   0.           0.        ]]","[-0.95645792 -0.69019457  1.27234292  0.24628707 -0.7057437   1.09728126
  1.30960112 -3.63501981  0.42697309 -1.07193282  0.        ]",-0.159467756771
10,[-0.22992727 -0.76081729],[-0.43703672 -0.27293602],[ 0.9310942  -1.10772388],-3.39538,"[[ 2.34475342 -3.21667238 -0.08056494  0.12608821]
 [ 9.27956785  0.34694281  0.          0.        ]]","[-1.17584904 -0.69515239  1.06277194  0.86524439 -0.7057432   1.09728013
  1.05994771  0.41477606  0.2867082  -1.18904326  0.        ]",-0.16113029269
11,[-0.74928445 -1.19042051],[-0.43703672 -0.27293602],[ 0.15137719 -0.55971272],-3.36572,"[[  2.56549179  -3.15773315  -0.08056494   0.12608821]
 [ 12.78252301   3.89738887   0.           0.        ]]","[-1.36056775 -0.698389    0.78992476  0.67601275 -0.70574271  1.097279
  1.39449254  0.93891766  0.35133998 -1.13002744  0.        ]",-0.159590167286
12,[-0.95025563 -1.50020337],[-0.43703672 -0.27293602],[-0.53969536 -1.46815579],-3.43308,"[[  2.82461637  -3.08793418  -0.08056494   0.12608821]
 [ 13.12876624   2.85511214   0.           0.        ]]","[-1.50819778 -0.69681146  0.41672316  0.45173406 -0.70574221  1.09727787
  1.42755816  0.78504866  0.38587245 -1.0402309   0.        ]",-0.1539239835
13,[-0.9481861  -1.65825355],[-0.43703672 -0.27293602],[-0.85347845 -1.08413828],-3.40536,"[[  3.06314381  -3.04475051  -0.08056494   0.12608821]
 [ 10.73196938   1.54231315   0.           0.        ]]","[-1.57003514 -0.69289997  0.04310032  0.31332686 -0.70574172  1.09727674
  1.19865297  0.5912434   0.37807353 -0.97171665  0.        ]",-0.147516174184
14,[-0.77137148 -1.63931596],[-0.43703672 -0.27293602],[-0.62311907 -2.77950042],-3.49733,"[[ 3.24174671 -3.02264013 -0.08056494  0.12608821]
 [ 7.14029583  0.74904465  0.          0.        ]]","[-1.56747168 -0.69003096 -0.24249751  0.2426693  -0.70574122  1.09727561
  0.85563294  0.47413505  0.35685118 -0.93407912  0.        ]",-0.142834006461
15,[-0.62832773 -1.59834957],[-0.43703672 -0.27293602],[-0.50575056 -1.81393344],-3.39714,"[[ 3.35838082 -3.01220705 -0.08056494  0.12608821]
 [ 4.53181135  0.34270122  0.          0.        ]]","[-1.54313213 -0.68847376 -0.42681747  0.20939114 -0.70574073  1.09727447
  0.60651171  0.41414743  0.33882375 -0.91644918  0.        ]",-0.140071145548
16,[-0.48867217 -1.53561389],[-0.43703672 -0.27293602],[-0.17594957 -1.86678099],-3.37025,"[[ 3.42802595 -3.00751879 -0.08056494  0.12608821]
 [ 2.43967466  0.15091356  0.          0.        ]]","[-1.52019479 -0.68773139 -0.53480581  0.19445158 -0.70574023  1.09727334
  0.4067039   0.38583411  0.32722308 -0.90870272  0.        ]",-0.138599744141
17,[-0.45080185 -1.52593696],[-0.43703672 -0.27293602],[ 1.04946763 -0.41984681],-3.18586,"[[ 3.46934525 -3.00547942 -0.08056494  0.12608821]
 [ 1.69473838  0.06471805  0.          0.        ]]","[-1.50366899 -0.6874     -0.59786973  0.18795579 -0.70573974  1.09727221
  0.33555924  0.37310908  0.32028745 -0.905265    0.        ]",-0.137822733459
18,[-0.85349113 -1.79336619],[-0.43703672 -0.27293602],[-1.21708225 -1.41652667],-3.43733,"[[ 3.54262824 -3.00399727 -0.08056494  0.12608821]
 [ 5.62047822  0.06973632  0.          0.        ]]","[-1.46912213 -0.68715592 -0.70748704  0.18323598 -0.70573924  1.09727108
  0.71048322  0.37384972  0.3085607  -0.90190943  0.        ]",-0.136721796945
19,[-0.53280443 -1.61999488],[-0.43703672 -0.27293602],[-1.25404745 -1.96658479],-3.47386,"[[  3.61419657e+00  -3.00348674e+00  -8.05649439e-02   1.26088212e-01]
 [  1.54992007e+00   6.59029703e-05   0.00000000e+00   0.00000000e+00]]","[-1.42907145 -0.68707093 -0.81130505  0.18161039 -0.70573875  1.09726995
  0.32172773  0.36356425  0.29728927 -0.90028167  0.        ]",-0.135805944441
20,[-0.17061964 -1.39348519],[-0.43703672 -0.27293602],[ 0.27890585 -1.53268873],-3.31514,"[[ 3.60516227 -3.00362222 -0.08056494  0.12608821]
 [-2.44005272 -0.00939501  0.          0.        ]]","[-1.43446202 -0.68709291 -0.79839407  0.18204167 -0.70573826  1.09726882
 -0.05933148  0.36216737  0.29876641 -0.90051122  0.        ]",-0.135927096188
21,[-0.24788782 -1.43095696],[-0.43703672 -0.27293602],[-0.39055281 -2.43169499],-3.42848,"[[ 3.56792536 -3.00379106 -0.08056494  0.12608821]
 [-1.28747925 -0.00692279  0.          0.        ]]","[-1.45566264 -0.6871204  -0.74457528  0.18257915 -0.70573776  1.09726769
  0.05074418  0.36253214  0.30457671 -0.90120473  0.        ]",-0.136386480708
22,[-0.08821791 -1.31978333],[-0.43703672 -0.27293602],[-0.61695354 -1.34779287],-3.37106,"[[ 3.52691686 -3.00389704 -0.08056494  0.12608821]
 [-2.80830328 -0.00382744  0.          0.        ]]","[-1.4770773  -0.68713746 -0.68424617  0.1829165  -0.70573727  1.09726656
 -0.09450102  0.36298891  0.31088969 -0.90216093  0.        ]",-0.136904869462
23,[ 0.16500705 -1.13299561],[-0.43703672 -0.27293602],[-0.41271408 -1.14476429],-3.33292,"[[  3.44680021e+00  -3.00395224e+00  -8.05649439e-02   1.26088212e-01]
 [ -5.19540648e+00  -1.88137454e-03   0.00000000e+00   0.00000000e+00]]","[-1.51293857 -0.68714611 -0.56355892  0.18309216 -0.70573677  1.09726542
 -0.3224796   0.36327601  0.32301958 -0.9046806   0.        ]",-0.137964186504
24,[ 0.38368726 -0.94147646],[-0.43703672 -0.27293602],[ 0.86247061 -0.98321756],-3.20894,"[[  3.32752901e+00  -3.00397852e+00  -8.05649439e-02   1.26088212e-01]
 [ -6.72661041e+00  -8.66127135e-04   0.00000000e+00   0.00000000e+00]]","[-1.551275   -0.68714998 -0.37841034  0.18317576 -0.70573628  1.09726429
 -0.46871604  0.3634257   0.34060642 -0.91026435  0.        ]",-0.139674102857
25,[ 0.13531238 -1.07192659],[-0.43703672 -0.27293602],[ 0.03773034 -1.36593367],-3.2994,"[[  3.22859438e+00  -3.00397254e+00  -8.05649439e-02   1.26088212e-01]
 [ -3.17867646e+00   8.50660605e-04   0.00000000e+00   0.00000000e+00]]","[-1.56907216 -0.68714852 -0.22152379  0.18315662 -0.70573578  1.09726316
 -0.12987257  0.36367895  0.35462871 -0.91652714  0.        ]",-0.141197113587
26,[ 0.15658475 -1.03401721],[-0.43703672 -0.27293602],[ 0.10326265 -0.14830843],-3.21842,"[[  3.16715104e+00  -3.00397340e+00  -8.05649439e-02   1.26088212e-01]
 [ -2.96636468e+00  -4.88951774e-04   0.00000000e+00   0.00000000e+00]]","[-1.57364141 -0.68714819 -0.1233061   0.18315927 -0.70573529  1.09726203
 -0.1095958   0.363481    0.36301398 -0.92114415  0.        ]",-0.142183358951
27,[ 0.15320683 -1.01153409],[-0.43703672 -0.27293602],[ 0.25213387 -0.33237844],-3.21351,"[[ 3.11251507 -3.0030806  -0.08056494  0.12608821]
 [-2.49879162  0.06193711  0.          0.        ]]","[-1.57351167 -0.68699968 -0.03582881  0.18031664 -0.70573479  1.0972609
 -0.06494043  0.37269663  0.37014616 -0.92484319  0.        ]",-0.143004186794
28,[ 0.09172836 -1.03379261],[-0.43703672 -0.27293602],[ 0.05843761 -1.59315949],-3.31384,"[[ 3.07305153 -3.00216222 -0.08056494  0.12608821]
 [-1.4510547   0.03218516  0.          0.        ]]","[-1.57096198 -0.68684594  0.02728463  0.17739293 -0.7057343   1.09725977
  0.03512321  0.36830421  0.37517678 -0.92740374  0.        ]",-0.143579732253
