timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-2.52849579 -2.07636285],[-0.52766484 -0.38110465],[-1.67343207 -1.65215663],-4.16738,"[[ 0.08202206  0.00299538  0.13354387 -0.11995123]
 [ 0.00291366  0.00094027  0.          0.        ]]","[ 1.01896104  1.51280494  0.08829921  0.63114961  1.15451938 -1.02763119
  0.12596767  0.34309008  0.19099816  1.51852073  0.        ]",-0.156958644869
1,[-1.61550772 -0.64055109],[-0.52766484 -0.38110465],[-2.5832661  -0.24671119],-3.85638,"[[ 0.04240469 -0.0366984   0.13354387 -0.11995123]
 [-3.95148997 -3.9571316   0.          0.        ]]","[ 1.02226215  1.5120308   0.02473292  0.51204115  1.15451841 -1.02763043
 -0.28848736 -0.25409877  0.19696071  1.39134416  0.        ]",-0.146329761559
2,[-0.60201615  0.48033518],[-0.52766484 -0.38110465],[-0.57510447  0.46874613],-3.34272,"[[-0.07552815 -0.12484108  0.13354387 -0.11995123]
 [-7.82889518 -4.85414827  0.          0.        ]]","[ 1.01964463  1.5038194  -0.16473435  0.24844606  1.15451744 -1.02762967
 -0.69487217 -0.38943941  0.17472088  1.0467507   0.        ]",-0.116896623511
3,[ 0.64088786  0.95724577],[-0.52766484 -0.38110465],[-0.12289839  1.17023426],-2.78403,"[[-0.25338684 -0.20232883  0.13354387 -0.11995123]
 [-9.9499104  -2.9011305   0.          0.        ]]","[ 0.98065926  1.48924864 -0.44645164  0.01904404  1.15451647 -1.02762891
 -0.91717211 -0.0947703   0.06383847  0.60436443  0.        ]",-0.0775132314555
4,[ 1.44353306  0.74908215],[-0.52766484 -0.38110465],[ 1.89016225  0.76796753],-2.44716,"[[ -0.45530417  -0.22004527   0.13354387  -0.11995123]
 [-10.24083516   1.11610011   0.           0.        ]]","[ 0.88689536  1.48495842 -0.75039348 -0.03294634  1.15451551 -1.02762815
 -0.94766287  0.51134482 -0.12121328  0.2099826   0.        ]",-0.0427338245966
5,[ 1.22949564  0.13140571],[-0.52766484 -0.38110465],[ 2.60315281  0.35861296],-2.28429,"[[-0.61840902 -0.1674506   0.13354387 -0.11995123]
 [-6.08349216  4.1333028   0.          0.        ]]","[ 0.77518928  1.49664924 -0.97548049  0.1219349   1.15451454 -1.02762739
 -0.51193747  0.9665765  -0.27399474 -0.02155592  0.        ]",-0.0301734547427
6,[ 0.7191906  -0.56898093],[-0.52766484 -0.38110465],[ 0.84815847 -2.27884934],-2.07652,"[[-0.69918596 -0.07137435  0.13354387 -0.11995123]
 [-2.00777933  5.46986775  0.          0.        ]]","[ 0.70891596  1.50985942 -1.07814128  0.40812543  1.15451357 -1.02762663
 -0.08476769  1.16823501 -0.30894659 -0.07364893  0.        ]",-0.0303750473101
7,[ 0.15539627 -0.25102916],[-0.52766484 -0.38110465],[ 1.25344021  0.0690487 ],-2.26362,"[[-0.70526341 -0.00280461  0.13354387 -0.11995123]
 [ 1.38872066  1.40067169  0.          0.        ]]","[ 0.70365305  1.51279325 -1.08559956  0.61374212  1.1545126  -1.02762587
  0.27121474  0.55427882 -0.2695451  -0.02727471  0.        ]",-0.0308808352969
8,[-1.07523763 -0.92770785],[-0.52766484 -0.38110465],[-1.63639484 -0.3287027 ],-2.29026,"[[-0.63807504  0.02765841  0.13354387 -0.11995123]
 [ 5.31703696  1.64482118  0.          0.        ]]","[ 0.75969353  1.51235433 -1.00105821  0.70516004  1.15451163 -1.02762511
  0.68293599  0.59111556 -0.16960523  0.11077152  0.        ]",-0.0370098721724
9,[-0.32806489 -0.47187406],[-0.52766484 -0.38110465],[-0.22715394 -0.34275065],-2.40919,"[[-0.57247478  0.04718528  0.13354387 -0.11995123]
 [ 1.25650727  0.31230234  0.          0.        ]]","[ 0.80972282  1.51150892 -0.91434279  0.7637238   1.15451066 -1.02762435
  0.25735709  0.39006628 -0.0881093   0.24428082  0.        ]",-0.0469029594042
