timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-3.61836386 -3.8248148 ],"[ 1.01676412  1.3563333   0.07426644  0.57512447 -1.23455273 -1.14682644
  0.08106187  0.31858977  3.0246149   1.8101265   0.        ]",[-3.46813937 -3.53610407],-8.17679,"[[ 0.04581853 -0.06924834 -0.1414876  -0.13388766]
 [-0.00495359  0.00062686  0.          0.        ]]",[-0.88891947 -0.70545465],-0.376715911268
1,[-3.44890428 -3.29184222],"[ 1.01819411  1.35214659  0.01214349  0.47970499 -1.234552   -1.14682581
 -0.40418184 -0.31702387  3.02000576  1.65936385  0.        ]",[-4.1505608  -4.13765948],-8.00742,"[[ 0.00604528 -0.10894834 -0.1414876  -0.13388766]
 [-3.95921515 -3.95744007  0.          0.        ]]",[-0.88891947 -0.70545465],-0.371902625255
2,[-3.11309648 -2.75261974],"[ 1.00952312  1.32876498 -0.17198899  0.19893501 -1.23455127 -1.14682519
 -0.8798436  -0.94005567  2.95526826  1.21905222  0.        ]",[-3.07270052 -2.07673332],-7.85394,"[[-0.11202948 -0.22702364 -0.1414876  -0.13388766]
 [-7.83539455 -7.83715914  0.          0.        ]]",[-0.88891947 -0.70545465],-0.355199946724
3,[-2.17016077 -1.61346424],"[ 0.95341799  1.25524933 -0.46930235 -0.24615452 -1.23455053 -1.14682456
 -1.34615146 -1.55074429  2.69115892  0.55747745  0.        ]",[-1.67729524 -1.99647993],-7.29161,"[[ -0.30686228  -0.42192235  -0.1414876   -0.13388766]
 [-11.63535287 -11.64002035   0.           0.        ]]",[-0.88891947 -0.70545465],-0.320325828454
4,[-0.18572304  1.00301576],"[ 0.79367599  1.08649183 -0.84963031 -0.79795847 -1.2345498  -1.14682394
 -1.80337386 -2.14931165  2.06603362 -0.10906074  0.        ]",[-0.2335424   0.61792992],-6.48088,"[[ -0.57694999  -0.69212135  -0.1414876   -0.13388766]
 [-15.36128183 -15.36741172   0.           0.        ]]",[-0.88891947 -0.70545465],-0.259268836399
5,[ 0.92294073  2.10539675],"[ 0.50368657  0.84222674 -1.21193974 -1.2510754  -1.23454907 -1.14682331
 -1.87982383 -1.70737904  1.19114859 -0.38839993  0.        ]",[ 0.88349904  2.63562293],-5.42429,"[[ -0.89042653  -0.97185849  -0.1414876   -0.13388766]
 [-15.98429079 -12.61543488   0.           0.        ]]",[-0.88891947 -0.70545465],-0.179653213487
6,[ 1.23899996  2.15391612],"[ 0.16982901  0.62343601 -1.43717802 -1.49096702 -1.23454833 -1.14682269
 -1.41236185 -1.03145849  0.47184786 -0.23421281  0.        ]",[ 1.07155028  2.25262936],-4.34816,"[[ -1.17189432  -1.18193599  -0.1414876   -0.13388766]
 [-12.1749378   -8.40636822   0.           0.        ]]",[-0.88891947 -0.70545465],-0.108926468857
7,[ 1.3316977   1.77609289],"[-0.09676549  0.48123389 -1.52947931 -1.58870128 -1.2345476  -1.14682206
 -0.89742285 -0.36896859  0.05905618  0.0420827   0.        ]",[ 1.54430653  2.27640478],-3.64256,"[[-1.37329265 -1.30867118 -0.1414876  -0.13388766]
 [-7.97868727 -4.28093389  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0638522049279
8,[ 0.70231032  0.8267225 ],"[-0.25920224  0.42938089 -1.55495609 -1.61449656 -1.23454687 -1.14682144
 -0.3925752   0.28037719 -0.12917087  0.22085521  0.        ]",[ 1.22758939  0.44049658],-3.3326,"[[-1.49159001 -1.35371901 -0.1414876  -0.13388766]
 [-3.86466945 -0.23734997  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0442393643354
9,[-0.33822176 -0.09356043],"[-0.31018916  0.44416191 -1.55845069 -1.60765411 -1.23454613 -1.14682081
  0.10236759  0.56108619 -0.17451821  0.24832761  0.        ]",[-0.43139365  0.5602034 ],-3.27953,"[[-1.52841599 -1.34092744 -0.1414876  -0.13388766]
 [ 0.1686337   1.51067206  0.          0.        ]]",[-0.88891947 -0.70545465],-0.040016183995
10,[ 0.11020519 -0.36424175],"[-0.32931126  0.50396639 -1.55921406 -1.57578094 -1.2345454  -1.14682019
 -0.10758837  0.91255478 -0.17618651  0.19969261  0.        ]",[ 0.5268691  -0.25545086],-3.25571,"[[-1.54220972 -1.28875455 -0.1414876  -0.13388766]
 [-1.54230327  3.69932664  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0396121192411
11,[-0.44146046 -0.65823257],"[-0.34265131  0.57508013 -1.55957015 -1.52881554 -1.23454467 -1.14681957
  0.15202531  0.73828238 -0.1660877   0.13349732  0.        ]",[-1.42865296 -0.95857123],-3.29571,"[[-1.55182921 -1.22565635 -0.1414876  -0.13388766]
 [ 0.57329534  2.61410576  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0409347167777
12,[ 0.69474936  0.85764837],"[-0.38196238  0.59030894 -1.55978131 -1.51742381 -1.23454393 -1.14681894
 -0.33482952  0.12061637 -0.2009224   0.15122501  0.        ]",[ 0.98736466  0.96391615],-3.25188,"[[-1.58016937 -1.21196554 -0.1414876  -0.13388766]
 [-3.3940965  -1.23220039  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0373927097399
13,[-0.35313708 -0.50771374],"[-0.42081604  0.6056745  -1.55875654 -1.50543762 -1.2345432  -1.14681832
  0.15273622  0.7372913  -0.23509826  0.16947713  0.        ]",[-0.64991972 -0.71351012],-3.18523,"[[-1.60818711 -1.19808015 -0.1414876  -0.13388766]
 [ 0.5790873   2.6079351   0.          0.        ]]",[-0.88891947 -0.70545465],-0.0339469963017
14,[ 0.37514108  0.49254355],"[-0.44067246  0.63127108 -1.55775806 -1.48435197 -1.23454247 -1.14681769
 -0.16416435  0.27541475 -0.24636869  0.15911275  0.        ]",[ 0.26450428  1.07983477],-3.22517,"[[-1.62251576 -1.17477911 -0.1414876  -0.13388766]
 [-2.00334186 -0.26824358  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0329227092229
15,[ 0.13161759 -0.5480746 ],"[-0.48105744  0.66861711 -1.55473596 -1.45100346 -1.23454173 -1.14681707
 -0.03099023  0.91208164 -0.27428255  0.15503148  0.        ]",[ 0.20462106 -0.1859167 ],-3.13848,"[[-1.651694   -1.14036555 -0.1414876  -0.13388766]
 [-0.91810371  3.6963845   0.          0.        ]]",[-0.88891947 -0.70545465],-0.0302545645884
16,[-0.1252704  -0.63266432],"[-0.49495314  0.73836271 -1.55338645 -1.38004098 -1.234541   -1.14681644
  0.07061729  0.7820774  -0.26135774  0.08832436  0.        ]",[-0.16412784  0.35118938],-3.16593,"[[-1.66174846 -1.07456038 -0.1414876  -0.13388766]
 [-0.0901023   2.88682936  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0326025699288
17,[ 0.06658184 -0.9985373 ],"[-0.50642004  0.81098327 -1.55215305 -1.29303238 -1.23454027 -1.14681582
 -0.00890601  0.99623473 -0.2398408   0.01490894  0.        ]",[-0.07242699 -0.5632041 ],-3.24305,"[[-1.67005244 -1.00344341 -0.1414876  -0.13388766]
 [-0.73813874  4.22042374  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0367272983708
18,[ 0.12987348 -0.60030717],"[-0.53053302  0.87090922 -1.54920694 -1.20990795 -1.23453953 -1.14681519
 -0.04219845  0.62471205 -0.23445257 -0.03325614  0.        ]",[ 0.3722162  -0.45344455],-3.28523,"[[-1.68753736 -0.94224734 -0.1414876  -0.13388766]
 [-1.00943929  1.90689471  0.          0.        ]]",[-0.88891947 -0.70545465],-0.0390431246136
19,[-0.26682577 -0.5565719 ],"[-0.53770433  0.8896936  -1.54823703 -1.18151912 -1.2345388  -1.14681457
  0.14104068  0.33025106 -0.23163064 -0.04899527  0.        ]",[-0.2350464  -0.81677574],-3.30892,"[[-1.69274421 -0.9225071  -0.1414876  -0.13388766]
 [ 0.48377841  0.0732405   0.          0.        ]]",[-0.88891947 -0.70545465],-0.0399501508305
20,[ 0.02094099  0.36540148],"[-0.53734816  0.86007589 -1.54828488 -1.22575299 -1.23453807 -1.14681394
  0.02586216 -0.18928993 -0.24832403 -0.0140239   0.        ]",[-0.22792019 -0.93891981],-3.2704,"[[-1.69248565 -0.95350272 -0.1414876  -0.13388766]
 [-0.45481222 -3.16202232  0.          0.        ]]",[-0.88891947 -0.70545465],-0.037075554886
