timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 2.61916423  0.51439977],[-0.39144385 -0.26613289],[ 2.18229563 -0.35851405],-4.30614,"[[ 0.0464031  -0.08584698  0.05427714  0.1952489 ]
 [ 0.00219454  0.00391624  0.          0.        ]]","[ 1.09929975  1.80059045 -0.02708814  0.36646583  0.46122326  1.69259425
  0.19522146  0.37311307  0.95444992 -1.66620971  0.        ]",-0.249387609359
1,[ 2.44627905  0.43414328],[-0.39144385 -0.26613289],[ 2.79360809  1.31098658],-4.38126,"[[ 0.08614265 -0.10002782  0.05427714  0.1952489 ]
 [ 3.95858679 -1.41725778  0.          0.        ]]","[ 1.09581387  1.79896013  0.03582578  0.32036696  0.46122297  1.69259087
  0.56064382  0.16431343  0.95283428 -1.60495628  0.        ]",-0.244010235176
2,[ 1.83978045  0.18448958],[-0.39144385 -0.26613289],[ 1.85082378  0.57686402],-4.10866,"[[ 0.20420387 -0.08837858  0.05427714  0.1952489 ]
 [ 7.83463006  2.56890487  0.          0.        ]]","[ 1.07321002  1.80031036  0.22108048  0.3582314   0.46122268  1.69258749
  0.91864457  0.74996202  0.93194724 -1.37060402  0.        ]",-0.222958289958
3,[ 0.19652995 -0.46036482],[-0.39144385 -0.26613289],[ 1.42556527 -0.23187737],-3.46299,"[[  0.39902331  -0.01460779   0.05427714   0.1952489 ]
 [ 11.63466423   4.8007379    0.           0.        ]]","[ 0.9966959   1.80499778  0.51578789  0.59871083  0.46122239  1.69258411
  1.26962411  1.07786302  0.81974914 -0.94450877  0.        ]",-0.181148319906
4,[-1.6278578  -0.98791468],[-0.39144385 -0.26613289],[-1.15840203 -1.36343934],-2.6565,"[[  0.66910221   0.07122668   0.05427714   0.1952489 ]
 [ 15.36082715   3.78608284   0.           0.        ]]","[ 0.8152015   1.80199218  0.8835369   0.87875211  0.4612221   1.69258072
  1.6137793   0.92878843  0.52380016 -0.43692037  0.        ]",-0.12077524041
5,[-1.78502619 -0.72271866],[-0.39144385 -0.26613289],[-1.26287192  0.11314731],-2.01595,"[[  0.93359577   0.10648428   0.05427714   0.1952489 ]
 [ 11.10269202  -0.24688534   0.           0.        ]]","[ 0.56436163  1.79812191  1.1746755   0.99340332  0.46122181  1.69257734
  1.22048551  0.33626222  0.14191688 -0.08399056  0.        ]",-0.0640902331868
6,[-1.74644268 -0.56637788],[-0.39144385 -0.26613289],[-2.53771645  0.34413349],-2.33584,"[[ 1.11375388  0.10610653  0.05427714  0.1952489 ]
 [ 6.92702371  0.20759598  0.          0.        ]]","[ 0.36090012  1.7981675   1.32318854  0.99217594  0.46122152  1.69257396
  0.83480949  0.40303466 -0.14333388  0.07685422  0.        ]",-0.0277533272063
7,[-1.49219298 -0.43935823],[-0.39144385 -0.26613289],[-2.46116086 -0.73150976],-2.40186,"[[ 1.21122382  0.12390467  0.05427714  0.1952489 ]
 [ 2.83360136  1.56768264  0.          0.        ]]","[ 0.24248987  1.79563961  1.3845709   1.04989921  0.46122123  1.69257058
  0.45673031  0.60285913 -0.32425667  0.14497232  0.        ]",-0.00846823801072
8,[-0.76474893  0.01354128],[-0.39144385 -0.26613289],[-0.48791314 -0.38430122],-2.5906,"[[ 1.22765425  0.12590119  0.05427714  0.1952489 ]
 [-1.17720809 -1.35828386  0.          0.        ]]","[ 0.22206242  1.79532831  1.39354157  1.05636569  0.46122094  1.6925672
  0.08628155  0.17297383 -0.35447483  0.15420553  0.        ]",-0.00704241506817
9,[-0.21823846  0.33775708],[-0.39144385 -0.26613289],[ 0.57488853  1.6944713 ],-2.87025,"[[ 1.184984    0.08374526  0.05427714  0.1952489 ]
 [-3.08346999 -2.85233209  0.          0.        ]]","[ 0.27484947  1.80077494  1.36940655  0.91949584  0.46122065  1.69256382
 -0.08978576 -0.04653296 -0.24282657  0.11878619  0.        ]",-0.0162574256098
10,[-0.71199459 -0.0411405 ],[-0.39144385 -0.26613289],[-0.83875584  1.00499039],-2.53238,"[[ 1.14672855  0.06698393  0.05427714  0.1952489 ]
 [-0.74984111  1.16282037  0.          0.        ]]","[ 0.32140653  1.80233059  1.34549184  0.86492706  0.46122037  1.69256044
  0.12575438  0.54337652 -0.16343457  0.08742529  0.        ]",-0.0253450299162
11,[-0.38229853 -0.19050741],[-0.39144385 -0.26613289],[ 0.42439406 -0.50614552],-2.22011,"[[ 1.09857451  0.12975005  0.05427714  0.1952489 ]
 [-4.05455661  5.1006618   0.          0.        ]]","[ 0.37886859  1.79471015  1.31238601  1.06882648  0.46122008  1.69255705
 -0.17947804  1.12192666 -0.13918128  0.07355612  0.        ]",-0.0282663295132
12,[-0.4831692  -0.16378036],[-0.39144385 -0.26613289],[ 0.54535466 -0.57595852],-2.11285,"[[ 1.0351406   0.21063513  0.05427714  0.1952489 ]
 [-2.29469502  2.99486771  0.          0.        ]]","[ 0.45241169  1.77778069  1.26378918  1.32901938  0.46121979  1.69255367
 -0.01693234  0.81254071 -0.10705729  0.0515377   0.        ]",-0.0322818672717
13,[-0.68194109 -0.12526539],[-0.39144385 -0.26613289],[-2.73921436 -0.29303255],-2.09012,"[[ 1.01135671  0.24704749  0.05427714  0.1952489 ]
 [-0.09103315  0.65417392  0.          0.        ]]","[ 0.47930051  1.76756954  1.24414133  1.44479383  0.4612195   1.69255029
  0.18660397  0.46864342 -0.10094693  0.04427511  0.        ]",-0.0331167147865
14,[ 0.14021288  0.2594606 ],[-0.39144385 -0.26613289],[ 0.07250185  0.18703917],-2.08346,"[[ 0.96986758  0.24837461  0.05427714  0.1952489 ]
 [-4.04471674 -0.51756449  0.          0.        ]]","[ 0.52524572  1.76716365  1.20805445  1.44899217  0.46121921  1.69254691
 -0.17856946  0.29649024 -0.0353445   0.01068794  0.        ]",-0.0413561375514
