timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-1.5548625  -3.97430873],[-0.33375829 -0.25999105],[-1.99485487 -5.1314432 ],-5.41959,"[[ 0.06275456  0.0532885  -0.15364933 -0.00213489]
 [-0.00354771  0.00178105  0.          0.        ]]","[ 1.15992745  1.99692205 -0.03682054  0.88848464 -1.34127154 -0.00556878
  0.23137765  0.38754631  2.68953929  0.27020408  0.        ]",-0.363328350909
1,[-0.95770013 -3.72652602],[-0.33375829 -0.25999105],[-0.8225183  -4.40180016],-5.43088,"[[  2.30092401e-02   1.36113572e-02  -1.53649327e-01  -2.13488582e-03]
 [ -3.95782200e+00  -3.95630931e+00   0.00000000e+00   0.00000000e+00]]","[ 1.162194    1.99864944 -0.09866008  0.75531929 -1.34126923 -0.00556877
 -0.11384152 -0.18910877  2.69644969  0.15994835  0.        ]",-0.36364754832
2,[-0.01602478 -3.32420397],[-0.33375829 -0.25999105],[ 0.10471149 -4.63947771],-5.07768,"[[ -8.79928952e-02  -1.04444367e-01  -1.53649327e-01  -2.13488582e-03]
 [ -7.13184322e+00  -7.83633288e+00   0.00000000e+00   0.00000000e+00]]","[ 1.15739396  1.991645   -0.27135817  0.35949074 -1.34126693 -0.00556877
 -0.39094236 -0.75439002  2.67725802 -0.15457091  0.        ]",-0.36229212351
3,[ 0.45200148 -3.18437314],[-0.33375829 -0.25999105],[ 1.00721057 -2.34558162],-5.4003,"[[ -2.25045151e-01  -2.99344078e-01  -1.53649327e-01  -2.13488582e-03]
 [ -6.57529270e+00  -1.16409513e+01   0.00000000e+00   0.00000000e+00]]","[ 1.1289722   1.94066046 -0.48203322 -0.28073302 -1.34126463 -0.00556877
 -0.34235365 -1.30868416  2.5540007  -0.56838087  0.        ]",-0.354429060753
4,[ 0.4858391  -3.25651789],[-0.33375829 -0.25999105],[ 0.85564329 -3.30991852],-4.85262,"[[ -3.15545229e-01  -5.69593456e-01  -1.53649327e-01  -2.13488582e-03]
 [ -2.48837111e+00  -1.53715387e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09680998  1.79249033 -0.61781665 -1.10148935 -1.34126233 -0.00556876
  0.01444665 -1.85218958  2.3222699  -0.90579405  0.        ]",-0.338170476844
5,[ 0.43064037 -3.29981518],[-0.33375829 -0.25999105],[-0.09940413 -3.4967259 ],-4.59027,"[[ -3.30850777e-01  -9.13710350e-01  -1.53649327e-01  -2.13488582e-03]
 [  9.46336060e-01  -1.90279343e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09033688  1.49029284 -0.64041906 -1.94940856 -1.34126003 -0.00556876
  0.3143067  -2.38488045  2.03343762 -1.08420438  0.        ]",-0.313788882489
6,[ 0.49085462 -3.1278851 ],[-0.33375829 -0.25999105],[ 0.36730132 -3.63538632],-3.90027,"[[ -3.16062301e-01  -1.33021599e+00  -1.53649327e-01  -2.13488582e-03]
 [  5.33665122e-01  -2.26106960e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09659323  1.00357599 -0.61858105 -2.55195798 -1.34125773 -0.00556876
  0.27827908 -2.90683504  1.6767768  -1.11974124  0.        ]",-0.277512157373
7,[ 0.72710341 -2.67894959],[-0.33375829 -0.25999105],[-0.43617165 -2.52792463],-3.59332,"[[ -2.90926358e-01  -1.81766908e+00  -1.53649327e-01  -2.13488582e-03]
 [  1.97504879e+00  -2.61228783e+01   0.00000000e+00   0.00000000e+00]]","[ 1.10659252  0.3730281  -0.58122308 -2.54684677 -1.34125543 -0.00556875
  0.40411606 -3.41849484  1.28512376 -0.96652619  0.        ]",-0.227890923404
8,[ 0.98288614 -2.0836606 ],[-0.33375829 -0.25999105],[-0.04120212 -2.70892868],-2.69573,"[[ -2.69163321e-01  -2.37466390e+00  -1.53649327e-01  -2.13488582e-03]
 [  2.06993159e-01  -2.95651659e+01   0.00000000e+00   0.00000000e+00]]","[ 1.11459919 -0.24841832 -0.54864919 -1.62078319 -1.34125313 -0.00556875
  0.24975907 -3.91995573  0.95639617 -0.58338677  0.        ]",-0.171630320615
9,[ 0.91258293 -1.75790334],[-0.33375829 -0.25999105],[ 0.59412339 -2.27141503],-2.22066,"[[ -2.66722735e-01  -2.99982227e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.79165432e-02  -3.29394272e+01   0.00000000e+00   0.00000000e+00]]","[ 1.11545789 -0.60106013 -0.54498333  0.23510451 -1.34125082 -0.00556875
  0.23499799 -4.41148567  0.85349739 -0.00518465  0.        ]",-0.141362334859
10,[-0.6918062  -2.31544733],[-0.33375829 -0.25999105],[-0.52030309 -0.91921513],-2.69674,"[[ -2.42354323e-01  -3.28698130e+00  -1.53649327e-01  -2.13488582e-03]
 [  2.39092403e+00   3.30401532e-02   0.00000000e+00   0.00000000e+00]]","[ 1.12362513 -0.60038324 -0.50825442  1.19615102 -1.34124852 -0.00556874
  0.44042287  0.39211231  0.92483473  0.27233711  0.        ]",-0.151107828058
11,[-0.92837495 -2.38046455],[-0.33375829 -0.25999105],[-0.91330501 -2.84964655],-2.38286,"[[ -2.15676344e-01  -3.21161272e+00  -1.53649327e-01  -2.13488582e-03]
 [  2.83794981e-01   5.19111197e+00   0.00000000e+00   0.00000000e+00]]","[ 1.13168641 -0.61096496 -0.46779082  0.94456752 -1.34124622 -0.00556874
  0.2564634   1.14356546  0.89438854  0.19185538  0.        ]",-0.146413429891
12,[-0.61986274 -2.12467599],[-0.33375829 -0.25999105],[-0.81571166 -1.62262798],-2.47888,"[[ -2.46338295e-01  -3.11851095e+00  -1.53649327e-01  -2.13488582e-03]
 [ -3.33793661e+00   3.81206564e+00   0.00000000e+00   0.00000000e+00]]","[ 1.12233883 -0.61381779 -0.51427417  0.63210442 -1.34124392 -0.00556874
 -0.05972583  0.94265775  0.8733973   0.10512555  0.        ]",-0.143390885292
13,[-0.21670067 -1.82897258],[-0.33375829 -0.25999105],[ 0.26574901 -1.61993385],-2.37961,"[[ -3.44838938e-01  -3.06020521e+00  -1.53649327e-01  -2.13488582e-03]
 [ -6.50157887e+00   2.10403720e+00   0.00000000e+00   0.00000000e+00]]","[ 1.0841521  -0.60984072 -0.6609698   0.43659194 -1.34124162 -0.00556873
 -0.33592231  0.69382267  0.85833254  0.05989584  0.        ]",-0.141587682025
14,[ 0.0198428  -1.73856878],[-0.33375829 -0.25999105],[ 0.8954002  -2.00040974],-2.27622,"[[ -4.63022736e-01  -3.02987949e+00  -1.53649327e-01  -2.13488582e-03]
 [ -5.32073204e+00   1.03308526e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02234563 -0.60602104 -0.83012167  0.33522764 -1.34123932 -0.00556873
 -0.23283017  0.53780036  0.84407242  0.04547561  0.        ]",-0.13991167701
15,[ 0.12157512 -1.78186488],[-0.33375829 -0.25999105],[ 0.37026152 -1.64157171],-2.34238,"[[ -5.32811124e-01  -3.01544479e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.67027017e+00   4.75787799e-01   0.00000000e+00   0.00000000e+00]]","[ 0.97797913 -0.603783   -0.92559509  0.28709451 -1.34123702 -0.00556873
  0.08586785  0.45660998  0.83514069  0.04139915  0.        ]",-0.138850277754
16,[ 0.13442077 -1.80843449],[-0.33375829 -0.25999105],[ 2.14876595 -1.38814614],-2.26681,"[[ -5.51176312e-01  -3.00892249e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.71242750e-01   2.10445361e-01   0.00000000e+00   0.00000000e+00]]","[ 0.96536564 -0.60268286 -0.95009704  0.26537379 -1.34123472 -0.00556872
  0.21673812  0.41795316  0.83163691  0.03813205  0.        ]",-0.138442010216
17,[ 0.00996339 -1.94935179],[-0.33375829 -0.25999105],[ 0.830534   -1.99943594],-2.27205,"[[ -5.14842367e-01  -3.00607450e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.79143211e+00   9.05329110e-02   0.00000000e+00   0.00000000e+00]]","[ 0.98994258 -0.60218491 -0.90136055  0.25589514 -1.34123242 -0.00556872
  0.56269343  0.40048338  0.83307087  0.03082937  0.        ]",-0.138651222699
18,[-0.25564551 -2.13508224],[-0.33375829 -0.25999105],[ 0.42813113 -2.49696575],-2.24528,"[[ -4.06773993e-01  -3.00486062e+00  -1.53649327e-01  -2.13488582e-03]
 [  7.00469747e+00   3.81654060e-02   0.00000000e+00   0.00000000e+00]]","[ 1.05388742 -0.6019692  -0.75067899  0.25185612 -1.34123011 -0.00556872
  0.84322228  0.39285392  0.84110889  0.01594318  0.        ]",-0.139709697036
19,[-0.5500471  -2.29664946],[-0.33375829 -0.25999105],[ 0.95169488 -2.57443593],-2.22393,"[[ -2.51063919e-01  -3.00435247e+00  -1.53649327e-01  -2.13488582e-03]
 [  8.56112330e+00   1.58422660e-02   0.00000000e+00   0.00000000e+00]]","[ 1.12078108 -0.60187803 -0.52140159  0.25016542 -1.34122781 -0.00556871
  0.97910276  0.38960148  0.85560055 -0.00258129  0.        ]",-0.141594834038
20,[-0.97642267 -2.55025673],[-0.33375829 -0.25999105],[-1.51332552 -2.89987587],-2.35863,"[[ -4.37359789e-02  -3.00414265e+00  -1.53649327e-01  -2.13488582e-03]
 [  1.21596786e+01   6.49945000e-03   0.00000000e+00   0.00000000e+00]]","[ 1.16124546 -0.60184    -0.20257356  0.24946725 -1.34122551 -0.00556871
  1.29326766  0.38824009  0.87886847 -0.0227241   0.        ]",-0.144580226087
21,[-1.056885   -2.51551175],[-0.33375829 -0.25999105],[-3.23803861 -2.30260495],-2.64161,"[[  1.57317545e-01  -3.00405703e+00  -1.53649327e-01  -2.13488582e-03]
 [  7.95967035e+00   2.63390921e-03   0.00000000e+00   0.00000000e+00]]","[ 1.14607641 -0.60182417  0.10952453  0.24918228 -1.34122321 -0.00556871
  0.9265907   0.38767666  0.90474717 -0.03693408  0.        ]",-0.147841904052
22,[-1.06544745 -2.43470025],[-0.33375829 -0.25999105],[-1.49359833 -3.44646526],-2.35428,"[[  2.75205130e-01  -3.00402246e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.84280748e+00   1.05868238e-03   0.00000000e+00   0.00000000e+00]]","[ 1.11241658 -0.60181747  0.28874697  0.24906712 -1.34122091 -0.0055687
  0.5671732   0.3874469   0.92100393 -0.04261763  0.        ]",-0.149859727776
23,[-1.00353682 -2.32979345],[-0.33375829 -0.25999105],[-0.58291781 -2.74720939],-2.37944,"[[  3.11573166e-01  -3.00400861e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.92556065e-01   4.22642032e-04   0.00000000e+00   0.00000000e+00]]","[ 1.09841346 -0.60181449  0.34296461  0.24902087 -1.34121861 -0.0055687
  0.21487106  0.38735397  0.92613661 -0.04396281  0.        ]",-0.150492038675
24,[-0.92813069 -2.25301623],[-0.33375829 -0.25999105],[ 0.1566008 -1.53376  ],-2.5341,"[[  2.84603974e-01  -3.00400307e+00  -1.53649327e-01  -2.13488582e-03]
 [ -2.49668455e+00   1.69247373e-04   0.00000000e+00   0.00000000e+00]]","[ 1.1089567  -0.60181299  0.30281494  0.24900229 -1.34121631 -0.00556869
  0.01371209  0.38731678  0.92232878 -0.04299733  0.        ]",-0.150023524626
25,[-0.90559715 -2.25974298],[-0.33375829 -0.25999105],[-1.18761177 -3.18744913],-2.35321,"[[  2.41387127e-01  -3.00400082e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.82723117e+00   6.97828788e-05   0.00000000e+00   0.00000000e+00]]","[ 1.12391187 -0.60181209  0.23782629  0.24899465 -1.34121401 -0.00556869
  0.07215785  0.38730202  0.9162807  -0.0412206   0.        ]",-0.149276605879
26,[-0.73315269 -2.09837103],[-0.33375829 -0.25999105],[-0.9774751  -2.45868098],-2.40861,"[[  1.65480597e-01  -3.00399996e+00  -1.53649327e-01  -2.13488582e-03]
 [ -5.75034806e+00   2.49926746e-05   0.00000000e+00   0.00000000e+00]]","[ 1.14432225 -0.60181143  0.12207151  0.2489916  -1.34121171 -0.00556869
 -0.27034505  0.38729522  0.90586052 -0.03744121  0.        ]",-0.147981969167
27,[-0.48479685 -1.90956545],[-0.33375829 -0.25999105],[-0.77994654 -1.47559251],-2.51926,"[[  1.27857533e-02  -3.00399964e+00  -1.53649327e-01  -2.13488582e-03]
 [ -9.50661857e+00   9.67179558e-06   0.00000000e+00   0.00000000e+00]]","[ 1.16239871 -0.60181087 -0.11456853  0.24899037 -1.3412094  -0.00556868
 -0.59828149  0.38729271  0.88587124 -0.02738021  0.        ]",-0.145470790856
28,[-0.26075441 -1.72596455],[-0.33375829 -0.25999105],[-2.12283847 -3.42800358],-2.30703,"[[ -2.06441624e-01  -3.00399949e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.24064555e+01   5.17427471e-06   0.00000000e+00   0.00000000e+00]]","[ 1.13423706 -0.60181034 -0.45372409  0.24898974 -1.3412071  -0.00556868
 -0.85144766  0.38729178  0.86023546 -0.00762943  0.        ]",-0.142197140948
29,[-0.0032752  -1.53494024],[-0.33375829 -0.25999105],[-0.05506925 -0.05476461],-2.61658,"[[ -4.91831351e-01  -3.00399942e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.61201413e+01   2.94452519e-06   0.00000000e+00   0.00000000e+00]]","[ 1.00470108 -0.60180983 -0.86997106  0.24898933 -1.3412048  -0.00556868
 -1.17566526  0.38729119  0.83406599  0.02597343  0.        ]",-0.138799466863
30,[ 0.24740623 -1.46425748],[-0.33375829 -0.25999105],[ 1.32900083 -1.35569621],-2.30605,"[[ -8.13219894e-01  -3.00299687e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.60190509e+01   6.92720393e-02   0.00000000e+00   0.00000000e+00]]","[ 0.74601328 -0.60162902 -1.26597016  0.24565436 -1.3412025  -0.00556867
 -1.16683798  0.39738247  0.81617491  0.07058778  0.        ]",-0.136477427973
31,[ 0.49198583 -1.48530269],[-0.33375829 -0.25999105],[ 1.23384822 -1.15708559],-2.37092,"[[ -1.09069435e+00  -3.00275490e+00  -1.53649327e-01  -2.13488582e-03]
 [ -1.17426449e+01  -1.82568527e-02   0.00000000e+00   0.00000000e+00]]","[ 0.44607263 -0.60158481 -1.51585091  0.24484939 -1.3412002  -0.00556867
 -0.79349037  0.38463042  0.81243195  0.11266419  0.        ]",-0.136047326994
32,[ 0.64459378 -1.53952432],[-0.33375829 -0.25999105],[ 1.68133988 -2.12464762],-2.28362,"[[ -1.28349005e+00  -3.00321864e+00  -1.53649327e-01  -2.13488582e-03]
 [ -7.55089341e+00  -2.28252340e-02   0.00000000e+00   0.00000000e+00]]","[ 0.20842973 -0.60166801 -1.62808138  0.24639166 -1.3411979  -0.00556867
 -0.42753383  0.3839646   0.81697271  0.14211242  0.        ]",-0.1367127386
33,[ 0.63749003 -1.63640618],[-0.33375829 -0.25999105],[-0.33094797 -1.59343503],-2.47667,"[[ -1.39328329e+00  -3.00359289e+00  -1.53649327e-01  -2.13488582e-03]
 [ -3.44212287e+00  -1.43357593e-02   0.00000000e+00   0.00000000e+00]]","[ 0.06625946 -0.60173486 -1.6674423   0.24763639 -1.3411956  -0.00556866
 -0.06882194  0.38520113  0.82203984  0.15828957  0.        ]",-0.137423606439
34,[ 0.66910022 -1.61465573],[-0.33375829 -0.25999105],[ 0.94640026 -2.04367609],-2.37863,"[[ -1.47458891e+00  -3.00380575e+00  -1.53649327e-01  -2.13488582e-03]
 [ -4.68429966e+00  -7.46951746e-03   0.00000000e+00   0.00000000e+00]]","[-0.04094391 -0.60177259 -1.68471     0.24834428 -1.3411933  -0.00556866
 -0.17726882  0.38620118  0.82680812  0.16979773  0.        ]",-0.13808421552
35,[ 0.63606292 -1.70842338],[-0.33375829 -0.25999105],[ 1.20362528 -3.20597559],-2.23779,"[[ -1.52974889e+00  -3.00391178e+00  -1.53649327e-01  -2.13488582e-03]
 [ -8.44494347e-01  -3.55493248e-03   0.00000000e+00   0.00000000e+00]]","[-0.1141982  -0.6017911  -1.69059631  0.24869682 -1.341191   -0.00556866
  0.15796161  0.38677121  0.8305114   0.1773453   0.        ]",-0.138593330027
36,[ 0.57617658 -1.80433655],[-0.33375829 -0.25999105],[ 0.52642915 -2.10466633],-2.40381,"[[ -1.50674620e+00  -3.00396100e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.13151329e+00  -1.60607094e-03   0.00000000e+00   0.00000000e+00]]","[-0.08361675 -0.60179942 -1.68871065  0.24886039 -1.3411887  -0.00556865
  0.50508298  0.38705486  0.82900132  0.17424367  0.        ]",-0.138385069648
37,[ 0.51419741 -1.85583043],[-0.33375829 -0.25999105],[-0.32884545 -1.26082204],-2.52861,"[[ -1.42382561e+00  -3.00398290e+00  -1.53649327e-01  -2.13488582e-03]
 [  5.15380595e+00  -7.02602585e-04   0.00000000e+00   0.00000000e+00]]","[ 0.02613323 -0.60180285 -1.67510989  0.2489331  -1.3411864  -0.00556865
  0.68163688  0.38718621  0.82399419  0.16274487  0.        ]",-0.137691372496
38,[ 0.51907045 -1.81271553],[-0.33375829 -0.25999105],[-0.33626377 -1.80062379],-2.44303,"[[ -1.33483649e+00  -3.00399242e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.74978457e+00  -3.02640640e-04   0.00000000e+00   0.00000000e+00]]","[ 0.14240452 -0.60180405 -1.64874055  0.24896459 -1.34118409 -0.00556865
  0.55905951  0.38724421  0.81963647  0.14996214  0.        ]",-0.137079940655
39,[ 0.52138066 -1.77445984],[-0.33375829 -0.25999105],[ 0.28298019 -2.33902322],-2.33706,"[[ -1.27394362e+00  -3.00399648e+00  -1.53649327e-01  -2.13488582e-03]
 [  2.34418653e+00  -1.27821389e-04   0.00000000e+00   0.00000000e+00]]","[ 0.22060156 -0.60180427 -1.62377348  0.24897793 -1.34118179 -0.00556864
  0.43634458  0.38726941  0.81728386  0.14100456  0.        ]",-0.136745080962
40,[ 0.48106444 -1.80462003],[-0.33375829 -0.25999105],[ 0.64725651 -1.52232722],-2.39191,"[[ -1.21628416e+00  -3.00399815e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.41818049e+00  -5.11368429e-05   0.00000000e+00   0.00000000e+00]]","[ 0.29332038 -0.60180407 -1.59504174  0.24898334 -1.34117949 -0.00556864
  0.5301084   0.3872803   0.8155367   0.13239956  0.        ]",-0.136492400437
41,[ 0.39305353 -1.87754011],[-0.33375829 -0.25999105],[ 0.08340752 -2.10492172],-2.34262,"[[ -1.12288733e+00  -3.00399880e+00  -1.53649327e-01  -2.13488582e-03]
 [  5.91318863e+00  -1.90085547e-05   0.00000000e+00   0.00000000e+00]]","[ 0.40774736 -0.60180369 -1.53825254  0.24898534 -1.34117719 -0.00556864
  0.74793258  0.38728471  0.81371467  0.11827732  0.        ]",-0.136219124642
42,[ 0.31925642 -1.89983892],[-0.33375829 -0.25999105],[-0.58669413 -4.32597704],-2.13154,"[[ -1.00248471e+00  -3.00399907e+00  -1.53649327e-01  -2.13488582e-03]
 [  6.12636302e+00  -8.77564484e-06   0.00000000e+00   0.00000000e+00]]","[ 0.54770838 -0.60180323 -1.44707189  0.24898606 -1.34117489 -0.00556863
  0.76654287  0.38728593  0.81322784  0.09991389  0.        ]",-0.136119796042
43,[ 0.31574517 -1.8418591 ],[-0.33375829 -0.25999105],[ 0.30511992 -2.08464803],-2.29642,"[[ -9.04480620e-01  -3.00399922e+00  -1.53649327e-01  -2.13488582e-03]
 [  3.68219083e+00  -6.20385458e-06   0.00000000e+00   0.00000000e+00]]","[ 0.65406096 -0.60180276 -1.35875287  0.24898641 -1.34117259 -0.00556863
  0.55315562  0.38728603  0.81438461  0.08500677  0.        ]",-0.13625067027
44,[ 0.2323314  -1.89186287],[-0.33375829 -0.25999105],[ 1.37145234 -2.62584382],-2.18182,"[[ -8.19447335e-01  -3.00399927e+00  -1.53649327e-01  -2.13488582e-03]
 [  4.81735467e+00  -5.24999279e-07   0.00000000e+00   0.00000000e+00]]","[ 0.73997348 -0.60180226 -1.2725696   0.24898642 -1.34117029 -0.00556863
  0.65225981  0.38728659  0.81650852  0.07222556  0.        ]",-0.136516775358
45,[ 0.02683891 -2.047539  ],[-0.33375829 -0.25999105],[ 0.37579723 -2.70689686],-2.21725,"[[ -6.84332247e-01  -3.00399923e+00  -1.53649327e-01  -2.13488582e-03]
 [  8.68127773e+00   3.06546395e-06   0.00000000e+00   0.00000000e+00]]","[ 0.86274396 -0.60180175 -1.11898542  0.24898614 -1.34116799 -0.00556862
  0.98959608  0.38728684  0.82198441  0.05243635  0.        ]",-0.137223837051
