timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 3.36978722  0.67191947],"[ 1.01532223  1.46887789 -0.18472526  0.73007987  0.62495785  1.17536587
  0.12557185  0.33787169  0.75112871 -1.39998781  0.        ]",[ 3.67972827  0.16934151],-3.96467,"[[-0.09093555  0.03318769  0.07387702  0.13412942]
 [ 0.00470307  0.00392615  0.          0.        ]]",[-0.58638149 -0.38459238],-0.201830035158
1,[ 2.69521284  0.33478138],"[ 1.01913812  1.46859101 -0.12136268  0.74987746  0.62495756  1.17536492
  0.55127358  0.4396581   0.75544608 -1.30585716  0.        ]",[ 2.16561184 -0.07096886],-3.92287,"[[-0.05115452  0.03997756  0.07387702  0.13412942]
 [ 3.96023028  0.67283646  0.          0.        ]]",[-0.58638149 -0.38459238],-0.195513269434
2,[ 1.74479091 -0.03630459],"[ 1.01787689  1.4680447   0.06713426  0.78044849  0.62495727  1.17536398
  0.96859527  0.39464084  0.74750723 -1.03724506  0.        ]",[ 1.11540345  0.44414024],-3.70066,"[[ 0.06695584  0.05046601  0.07387702  0.13412942]
 [ 7.83789485  0.37699786  0.          0.        ]]",[-0.58638149 -0.38459238],-0.177161562291
3,[-0.03110407 -0.76680946],"[ 0.97483406  1.46622761  0.37366951  0.85352152  0.62495698  1.17536304
  1.37757748  0.66088104  0.66629942 -0.59452013  0.        ]",[-0.4897939  -0.21769901],-3.30363,"[[  0.26184204   0.07556078   0.07387702   0.13412942]
 [ 11.63807734   2.12664802   0.           0.        ]]",[-0.58638149 -0.38459238],-0.145484413549
4,[-0.96383691 -0.9459914 ],"[ 0.87259005  1.46268212  0.68757825  0.95075792  0.62495668  1.1753621
  1.1443167   0.52342638  0.4830677  -0.14160749  0.        ]",[-0.03221458 -2.00118241],-2.97679,"[[ 0.47285746  0.10903058  0.07387702  0.13412942]
 [ 9.47067864  1.22334027  0.          0.        ]]",[-0.58638149 -0.38459238],-0.110679611882
5,[-1.81049967 -0.90923357],"[ 0.73777174  1.46448144  0.93828748  0.90575473  0.62495639  1.17536115
  1.11060554 -0.08276898  0.27990785  0.17380438  0.        ]",[-1.50375942 -1.21391245],-2.83773,"[[ 0.65912842  0.09352735  0.07387702  0.13412942]
 [ 9.15744984 -2.76038609  0.          0.        ]]",[-0.58638149 -0.38459238],-0.085491716355
6,[-1.33512878 -0.35905564],"[ 0.61020039  1.46950081  1.10672074  0.63079829  0.6249561   1.17536021
  0.66553336 -0.67673334  0.15675498  0.32158491  0.        ]",[-0.90310468 -1.05926664],-2.92996,"[[  8.00784628e-01  -8.43961937e-04   7.38770242e-02   1.34129421e-01]
 [  5.02194095e+00  -6.66373484e+00   0.00000000e+00   0.00000000e+00]]",[-0.58638149 -0.38459238],-0.0742482672554
7,[-0.13946223  0.51859605],"[ 0.54661282  1.45244664  1.17507023  0.13241329  0.62495581  1.17535927
  0.27051241 -1.25896305  0.18836341  0.27551727  0.        ]",[ 0.07510331  0.24764498],-3.01767,"[[  0.86439699  -0.17250848   0.07387702   0.13412942]
 [  1.35149558 -10.48997146   0.           0.        ]]",[-0.58638149 -0.38459238],-0.0766984580074
8,[ 0.21844238  0.49396572],"[ 0.51565342  1.39158729  1.20535207 -0.42290245  0.62495551  1.17535833
  0.29955341 -1.07816358  0.26613677  0.13797058  0.        ]",[-0.10069754  0.5638742 ],-2.97533,"[[ 0.89413431 -0.3703868   0.07387702  0.13412942]
 [ 1.62133902 -9.30181948  0.          0.        ]]",[-0.58638149 -0.38459238],-0.0840052726921
9,[ 0.46806329  0.28455809],"[ 0.48571223  1.31060982  1.23295364 -0.84723491  0.62495522  1.17535739
  0.25312528 -0.71036907  0.30630215  0.01922306  0.        ]",[ 0.19420465 -0.58010009],-2.90961,"[[ 0.92223264 -0.53217235  0.07387702  0.13412942]
 [ 1.18994032 -6.88479209  0.          0.        ]]",[-0.58638149 -0.38459238],-0.0891608332918
