timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 2.66589594 -0.97947133],[-0.83449662 -0.64007527],[ 2.40181188  0.05957546],-5.15756,"[[ 0.08667544  0.08835732 -0.00995766  0.09740026]
 [-0.00135976 -0.00470199  0.          0.        ]]","[ 1.00952343  1.37739698  0.13010288  0.93494037 -0.09229846  0.84461315
  0.08060228  0.32325512  1.62230638 -0.61346015  0.        ]",-0.228743511406
1,[ 2.5653193  -1.22187638],[-0.83449662 -0.64007527],[ 2.11996621 -1.6309758 ],-5.06116,"[[ 0.12633816  0.09061559 -0.00995766  0.09740026]
 [ 3.95446145  0.22975243  0.          0.        ]]","[ 1.0037203   1.37715889  0.19222146  0.94053601 -0.09229844  0.84461278
  0.55157522  0.36050323  1.60896149 -0.51660704  0.        ]",-0.225042993267
2,[ 1.80675471 -1.59047508],[-0.83449662 -0.64007527],[ 2.37073762 -0.92945505],-4.98231,"[[ 0.24434857  0.05542195 -0.00995766  0.09740026]
 [ 7.8336559  -3.73589721  0.          0.        ]]","[ 0.97380615  1.38017384  0.37482168  0.85321192 -0.09229841  0.84461242
  1.01342485 -0.26952691  1.56342826 -0.2831453   0.        ]",-0.215956969204
3,[ 0.52916366 -1.9869076 ],[-0.83449662 -0.64007527],[ 0.52112468 -2.0314928 ],-4.82697,"[[  4.39171600e-01  -5.54940488e-02  -9.95765808e-03   9.74002614e-02]
 [  1.16359883e+01  -7.34366630e+00   0.00000000e+00   0.00000000e+00]]","[ 0.88408335  1.38016813  0.66350145  0.57739487 -0.09229839  0.84461205
  1.46612276 -0.84269974  1.46619552  0.02609115  0.        ]",-0.202934541379
4,[-0.82615572 -2.30896616],[-0.83449662 -0.64007527],[-0.92870396 -1.53899881],-4.72393,"[[  6.90281432e-01  -2.40642858e-01  -9.95765808e-03   9.74002614e-02]
 [  1.34689127e+01  -1.11584707e+01   0.00000000e+00   0.00000000e+00]]","[ 0.69960719  1.34812572  0.9967574   0.12243668 -0.09229836  0.84461168
  1.68434585 -1.44876393  1.3008829   0.34416109  0.        ]",-0.186663120499
5,[-0.75741053 -1.58643007],[-0.83449662 -0.64007527],[-1.02066652 -2.00772218],-4.64029,"[[  9.20141195e-01  -5.01306693e-01  -9.95765808e-03   9.74002614e-02]
 [  9.53012638e+00  -1.48954765e+01   0.00000000e+00   0.00000000e+00]]","[ 0.47202305  1.23743079  1.24710793 -0.48026704 -0.09229834  0.84461131
  1.21540039 -2.04246639  1.14798448  0.49092086  0.        ]",-0.173121801002
6,[ 0.42913684 -0.14287001],[-0.83449662 -0.64007527],[ 0.25100202  0.27886705],-4.7076,"[[  1.06917141e+00  -8.35969070e-01  -9.95765808e-03   9.74002614e-02]
 [  5.38649966e+00  -1.85586052e+01   0.00000000e+00   0.00000000e+00]]","[ 0.30018209  0.99485336  1.37487969 -1.1305654  -0.09229832  0.84461094
  0.72206754 -2.62442882  1.08773999  0.36268783  0.        ]",-0.165808289817
7,[ 0.74931765  0.34673017],[-0.83449662 -0.64007527],[ 0.03921607  0.34418923],-4.54652,"[[  1.18578784e+00  -1.19237741e+00  -9.95765808e-03   9.74002614e-02]
 [  6.27225710e+00  -1.70871111e+01   0.00000000e+00   0.00000000e+00]]","[ 0.15527951  0.64125162  1.45362734 -1.59657373 -0.09229829  0.84461058
  0.82752385 -2.39064624  1.01135153  0.12061629  0.        ]",-0.157606445352
8,[ 0.79282594  0.71109748],[-0.83449662 -0.64007527],[ 1.21601561  0.200456  ],-4.39418,"[[  1.31153821e+00  -1.51704999e+00  -9.95765808e-03   9.74002614e-02]
 [  6.30272134e+00  -1.53858141e+01   0.00000000e+00   0.00000000e+00]]","[-0.00878059  0.27035334  1.5162957  -1.76900498 -0.09229827  0.84461021
  0.83115051 -2.12035597  0.86735618 -0.08245487  0.        ]",-0.145143711476
9,[-0.23927647  0.30378342],[-0.83449662 -0.64007527],[ 0.7278307  -0.68292129],-4.10771,"[[  1.47604812e+00  -1.81375005e+00  -9.95765808e-03   9.74002614e-02]
 [  1.01356878e+01  -1.42877645e+01   0.00000000e+00   0.00000000e+00]]","[-0.23140729 -0.07535861  1.56187164 -1.69952765 -0.09229825  0.84460984
  1.28749569 -1.94590515  0.66428169 -0.2095563   0.        ]",-0.127890553394
10,[-1.33985281 -0.10228789],[-0.83449662 -0.64007527],[-1.25073507 -0.16225466],-3.78808,"[[  1.70566067e+00  -2.12379590e+00  -9.95765808e-03   9.74002614e-02]
 [  1.28166978e+01  -1.67086944e+01   0.00000000e+00   0.00000000e+00]]","[-0.54666657 -0.40977005  1.55463199 -1.40176682 -0.09229822  0.84460947
  1.60669038 -2.33051707  0.39952603 -0.30887688  0.        ]",-0.106126664943
11,[-0.69588029  0.67459226],[-0.83449662 -0.64007527],[-1.33619838  0.39547394],-3.67673,"[[  1.91973461e+00  -2.46109069e+00  -9.95765808e-03   9.74002614e-02]
 [  8.60455881e+00  -1.70198543e+01   0.00000000e+00   0.00000000e+00]]","[-0.83217275 -0.70581885  1.47400689 -0.85000576 -0.0922982   0.84460911
  1.10520039 -2.3799473   0.12639005 -0.50496797  0.        ]",-0.0922949836498
12,[-0.3232308   1.05892992],[-0.83449662 -0.64007527],[-0.54644132  1.04571526],-3.84591,"[[  2.05039414e+00  -2.78239480e+00  -9.95765808e-03   9.74002614e-02]
 [  4.47509287e+00  -1.51169511e+01   0.00000000e+00   0.00000000e+00]]","[-0.99667106 -0.89250878  1.39122027 -0.15919049 -0.09229817  0.84460874
  0.61355374 -2.07762891 -0.12047491 -0.75782028  0.        ]",-0.0940204655635
13,[ 0.02257035  0.73991132],[-0.83449662 -0.64007527],[-0.41180092  0.98845315],-4.05988,"[[ 2.11730073 -3.04200384 -0.00995766  0.09740026]
 [ 2.22316259 -9.2071691   0.          0.        ]]","[-1.07688362 -0.96165993  1.33949903  0.46802984 -0.09229815  0.84460837
  0.34544302 -1.1387378  -0.33721019 -0.95917264  0.        ]",-0.102690792511
