timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.14318472 -1.23728037],[-0.2222534  -0.21559922],[ 0.01906941 -0.47476269],-3.07146,"[[ 0.02297568  0.02815073  0.00784713  0.11554475]
 [ 0.00338087 -0.00183656  0.          0.        ]]","[ 1.2068936   2.1898387  -0.00614758  0.86572269  0.06511373  1.00934439
  0.35145903  0.38635507  1.33771482 -0.77324842  0.        ]",-0.228867579628
1,[-0.0985796  -1.20955229],[-0.2222534  -0.21559922],[-0.1710729  -0.23759388],-3.17788,"[[ 0.02380683  0.00925277  0.00784713  0.11554475]
 [ 0.07947864 -1.88169405  0.          0.        ]]","[ 1.20686318  2.19031336 -0.0049149   0.80349227  0.06511365  1.00934183
  0.35707622  0.11748408  1.33833767 -0.78863217  0.        ]",-0.229839763293
2,[-0.0283805  -1.17354202],[-0.2222534  -0.21559922],[ 0.55221343 -0.34200929],-3.00188,"[[ 0.01859418 -0.03744378  0.00784713  0.11554475]
 [-0.59848748 -2.78495117  0.          0.        ]]","[ 1.2070112   2.18938376 -0.01264606  0.64972486  0.06511356  1.00933927
  0.30702685 -0.01170645  1.33872992 -0.83903514  0.        ]",-0.232917918153
3,[ 0.02107674 -1.14752579],[-0.2222534  -0.21559922],[ 0.68636319 -0.65114236],-2.96266,"[[ 0.02866589 -0.10618545  0.00784713  0.11554475]
 [ 1.59834238 -4.08488105  0.          0.        ]]","[ 1.20668067  2.18252186  0.00229102  0.42395074  0.06511348  1.00933671
  0.46920112 -0.19763205  1.33615366 -0.88305116  0.        ]",-0.23538229138
4,[ 0.06174099 -1.12216473],[-0.2222534  -0.21559922],[-0.06966491 -1.75542218],-3.02971,"[[ 0.08756745 -0.21295052  0.00784713  0.11554475]
 [ 4.28287606 -6.58329095  0.          0.        ]]","[ 1.20197925  2.15896734  0.08951098  0.07695031  0.0651134   1.00933415
  0.6673785  -0.55497315  1.32942332 -0.87785453  0.        ]",-0.234301481762
5,[ 0.15546288 -1.0632484 ],[-0.2222534  -0.21559922],[ 0.42256978 -1.22674023],-2.97267,"[[  1.69624594e-01  -3.83034905e-01   7.84713005e-03   1.15544748e-01]
 [  3.92401113e+00  -1.04123861e+01   0.00000000e+00   0.00000000e+00]]","[ 1.18752817  2.08971201  0.21020326 -0.45789171  0.06511332  1.00933159
  0.64088509 -1.10263752  1.30879466 -0.8891987   0.        ]",-0.232736279677
6,[ 0.30221212 -0.96789956],[-0.2222534  -0.21559922],[ 0.87560093 -1.28697784],-2.84708,"[[  2.64111977e-01  -6.28947627e-01   7.84713005e-03   1.15544748e-01]
 [  5.51939621e+00  -1.41663575e+01   0.00000000e+00   0.00000000e+00]]","[ 1.15961435  1.92465667  0.34704046 -1.16453626  0.06511324  1.00932903
  0.75865884 -1.63955242  1.25671039 -0.94362864  0.        ]",-0.230676906194
7,[ 0.41949254 -0.8700124 ],[-0.2222534  -0.21559922],[ 1.9152539  -1.71124299],-2.45813,"[[  4.08172747e-01  -9.49198526e-01   7.84713005e-03   1.15544748e-01]
 [  8.87554361e+00  -1.78464029e+01   0.00000000e+00   0.00000000e+00]]","[ 1.09441083  1.61047581  0.54861873 -1.90443096  0.06511315  1.00932647
  1.00641548 -2.16588484  1.15512629 -0.9745118   0.        ]",-0.222087084869
8,[ 0.40212861 -0.80923027],[-0.2222534  -0.21559922],[-0.01333905 -0.34496788],-2.78424,"[[  6.23632298e-01  -1.34231588e+00   7.84713005e-03   1.15544748e-01]
 [  1.26579227e+01  -2.14531920e+01   0.00000000e+00   0.00000000e+00]]","[ 0.94872138  1.11648965  0.82611309 -2.43487121  0.06511307  1.00932391
  1.28563586 -2.68172508  0.98525019 -0.95077513  0.        ]",-0.202887366319
9,[ 0.33665949 -0.77463067],[-0.2222534  -0.21559922],[ 0.92362659 -1.93619373],-2.12382,"[[  8.73753032e-01  -1.78081573e+00   7.84713005e-03   1.15544748e-01]
 [  1.23551123e+01  -2.23936687e+01   0.00000000e+00   0.00000000e+00]]","[ 0.71552019  0.51264235  1.09722915 -2.44807364  0.06511299  1.00932135
  1.26327754 -2.8162059   0.73925706 -0.91797438  0.        ]",-0.17651932961
10,[-0.00921299 -0.84498978],[-0.2222534  -0.21559922],[ 0.68307143 -0.30013381],-1.84067,"[[  1.15508929e+00  -2.26396459e+00   7.84713005e-03   1.15544748e-01]
 [  1.57672426e+01  -2.59094133e+01   0.00000000e+00   0.00000000e+00]]","[ 0.38851255 -0.0849881   1.31691268 -1.76038354  0.06511291  1.00931879
  1.51516284 -3.31899351  0.4122224  -0.8938407   0.        ]",-0.147196622083
11,[-0.41620755 -0.96101785],[-0.2222534  -0.21559922],[ 0.91263894 -0.12433156],-1.65856,"[[  1.49443990e+00  -2.78892247e+00   7.84713005e-03   1.15544748e-01]
 [  1.81598743e+01  -2.65841569e+01   0.00000000e+00   0.00000000e+00]]","[-0.06132068 -0.50072942  1.43893288 -0.36454688  0.06511282  1.00931623
  1.69178412 -3.41544284  0.01435388 -0.88679909  0.        ]",-0.125258013598
12,[-0.70848507 -1.10037065],[-0.2222534  -0.21559922],[-0.42134892 -1.1145485 ],-1.89729,"[[  1.89029322e+00  -3.18210638e+00   7.84713005e-03   1.15544748e-01]
 [  2.14148557e+01  -5.85531497e+00   0.00000000e+00   0.00000000e+00]]","[-0.5974202  -0.58502974  1.36817585  0.90642347  0.06511274  1.00931367
  1.93206215 -0.45078619 -0.29965808 -0.92942319  0.        ]",-0.127414266387
13,[-0.66295838 -1.12009621],[-0.2222534  -0.21559922],[ 0.43844866 -0.77523448],-1.75687,"[[  2.29760416e+00  -3.17779155e+00   7.84713005e-03   1.15544748e-01]
 [  1.93230819e+01   3.25455831e+00   0.00000000e+00   0.00000000e+00]]","[-1.07862336 -0.58525845  1.06836674  0.89222118  0.06511266  1.00931111
  1.77763428  0.85211481 -0.25025957 -0.9214827   0.        ]",-0.126036844375
