timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 1.56242752 -1.45044982],"[ 1.04054374  1.58363106 -0.11315595  0.78760911 -0.51779457  0.8904785
  0.15711547  0.35085083  1.95032959 -0.85381307  0.        ]",[ 2.27348318 -1.21135194],-4.68354,"[[-0.02569456  0.05729637 -0.05773038  0.10159617]
 [ 0.00245276  0.00456338  0.          0.        ]]",[-0.47294828 -0.25300679],-0.285956112548
1,[ 1.41418028 -1.54371333],"[ 1.04085071  1.58536451 -0.04919004  0.6637903  -0.5177943   0.89047785
  0.55539513 -0.24009258  1.9505314  -0.81498897  0.        ]",[ 1.28494306 -0.79487805],-4.73889,"[[ 0.01405996  0.01764345 -0.05773038  0.10159617]
 [ 3.95981722 -3.95664903  0.          0.        ]]",[-0.47294828 -0.25300679],-0.284598933221
2,[ 1.15092218 -1.80498993],"[ 1.02937015  1.5805703   0.14025415  0.32064202 -0.51779403  0.8904772
  0.94576278 -0.69816494  1.94246041 -0.69153192  0.        ]",[ 1.69591169 -2.39993354],-4.57734,"[[ 0.13217297 -0.09229749 -0.05773038  0.10159617]
 [ 7.83857006 -7.02720118  0.          0.        ]]",[-0.47294828 -0.25300679],-0.279693544549
3,[ 0.8442241  -2.13180208],"[ 0.97039791  1.54283528  0.44519675 -0.22844178 -0.51779377  0.89047655
  1.32844606 -1.26831653  1.90173732 -0.48972433  0.        ]",[ 1.78545727 -3.02322983],-4.50027,"[[  0.32709484  -0.27118766  -0.05773038   0.10159617]
 [ 11.64097741 -10.84904791   0.           0.        ]]",[-0.47294828 -0.25300679],-0.26979320746
4,[ 0.29733762 -2.43319297],"[ 0.81047594  1.42772244  0.83321048 -0.9596448  -0.5177935   0.8904759
  1.70358432 -1.82713145  1.79238183 -0.23804133  0.        ]",[-0.43404699 -3.22479151],-4.41164,"[[  0.59731234  -0.52575292  -0.05773038   0.10159617]
 [ 15.36842962 -14.59491625   0.           0.        ]]",[-0.47294828 -0.25300679],-0.25292868307
5,[ 0.22352383 -2.39112282],"[ 0.55339709  1.18428071  1.17294309 -1.74824635 -0.51779323  0.89047525
  1.50034066 -2.37453454  1.6202573  -0.07682481  0.        ]",[ 0.37482844 -1.72784105],-4.32669,"[[  0.88441994  -0.85446745  -0.05773038   0.10159617]
 [ 13.34899078 -18.26431363   0.           0.        ]]",[-0.47294828 -0.25300679],-0.232001440144
6,[-0.1175072  -2.51206899],"[ 0.23690175  0.77896082  1.40579539 -2.36258012 -0.51779296  0.8904746
  1.62318213 -2.911221    1.40203325 -0.06663362  0.        ]",[ 0.07117794 -2.21427309],-4.03936,"[[  1.16364627  -1.25585029  -0.05773038   0.10159617]
 [ 14.56958599 -21.86191435   0.           0.        ]]",[-0.47294828 -0.25300679],-0.207817873314
7,[-0.30975083 -2.45619369],"[-0.13643354  0.23350106  1.52655766 -2.47751779 -0.5177927   0.89047395
  1.62263712 -3.43719642  1.11638969 -0.18429028  0.        ]",[-0.09792029 -1.79121323],-3.64342,"[[  1.45498495  -1.72846472  -0.05773038   0.10159617]
 [ 14.5641945  -25.38777215   0.           0.        ]]",[-0.47294828 -0.25300679],-0.178091849066
8,[-0.21820602 -2.2205441 ],"[-0.51377581 -0.3359103   1.51449166 -1.7812215  -0.51779243  0.8904733
  1.55466    -3.95275634  0.76073386 -0.4452374   0.        ]",[-0.3305913  -2.29951596],-3.23628,"[[  1.73949397  -2.27089592  -0.05773038   0.10159617]
 [ 13.88878415 -28.8438867    0.           0.        ]]",[-0.47294828 -0.25300679],-0.147940074134
9,[-0.08917927 -1.75353813],"[-0.84592096 -0.71234973  1.39045484 -0.19417135 -0.51779216  0.89047265
  1.39523637 -4.45816287  0.31215986 -0.80355151  0.        ]",[ 0.91743629 -3.24875891],-3.18048,"[[  2.00137752  -2.88176707  -0.05773038   0.10159617]
 [ 12.30474056 -32.23203507   0.           0.        ]]",[-0.47294828 -0.25300679],-0.128569039789
10,[-0.99845266 -1.20204437],"[-1.15870762 -0.75018476  1.14777335  0.76089023 -0.5177919   0.890472
  1.73642463  0.03004964  0.0669909  -0.97886398  0.        ]",[-1.69141377  0.11519023],-3.02532,"[[  2.28148795  -3.19032571  -0.05773038   0.10159617]
 [ 15.69487439  -2.14594167   0.           0.        ]]",[-0.47294828 -0.25300679],-0.12787929291
11,[-0.74967444 -1.20231879],"[-1.39714885 -0.75145923  0.82217215  0.65200026 -0.51779163  0.89047135
  1.3067061   0.87119284  0.12205444 -0.93214481  0.        ]",[-0.96163978 -2.45234042],-3.06714,"[[  2.55254663  -3.15546153  -0.05773038   0.10159617]
 [ 11.42512753   3.49254391   0.           0.        ]]",[-0.47294828 -0.25300679],-0.126662311628
12,[-0.44315001 -1.13260877],"[-1.51588641 -0.74999807  0.55631415  0.4465707  -0.51779136  0.8904707
  0.90075071  0.76498564  0.15846532 -0.84947638  0.        ]",[ 0.52875983 -2.65613863],-2.9867,"[[ 2.74057851 -3.08969916 -0.05773038  0.10159617]
 [ 7.39148661  2.78060272  0.          0.        ]]",[-0.47294828 -0.25300679],-0.121700729592
13,[-0.82431257 -1.46927381],"[-1.58532519 -0.74630161  0.30074165  0.31224147 -0.5177911   0.89047006
  1.09671297  0.58506644  0.16193958 -0.78514287  0.        ]",[ 0.06156954 -0.83270667],-2.88724,"[[ 2.90794438 -3.04659352 -0.05773038  0.10159617]
 [ 9.33861325  1.57454293  0.          0.        ]]",[-0.47294828 -0.25300679],-0.116551187838
14,[-1.02658188 -1.70488346],"[-1.62006929 -0.7434425   0.00263092  0.24073678 -0.51779083  0.89046941
  1.10263531  0.4687935   0.14535356 -0.74065434  0.        ]",[-1.31145349 -1.77423368],-2.96973,"[[ 3.09530712 -3.02358073 -0.05773038  0.10159617]
 [ 9.39746866  0.7951261   0.          0.        ]]",[-0.47294828 -0.25300679],-0.111794868869
15,[-0.68916517 -1.59878469],"[-1.61483241 -0.74185539 -0.23258599  0.2065616  -0.51779056  0.89046876
  0.68543727  0.40388233  0.12551052 -0.71649663  0.        ]",[-1.89120987 -2.75745962],-3.03762,"[[ 3.24166479 -3.01256049 -0.05773038  0.10159617]
 [ 5.25211582  0.36000519  0.          0.        ]]",[-0.47294828 -0.25300679],-0.10849045346
16,[-0.27113658 -1.40311837],"[-1.60355257 -0.74110286 -0.33509274  0.19135428 -0.51779029  0.89046811
  0.27650003  0.37365984  0.1152683  -0.70703315  0.        ]",[ 0.38057856 -1.92394129],-2.89919,"[[ 3.30593894 -3.00765171 -0.05773038  0.10159617]
 [ 1.18884183  0.15741452  0.          0.        ]]",[-0.47294828 -0.25300679],-0.107031742954
17,[-0.47943878 -1.54614699],"[-1.59415114 -0.7407686  -0.39625085  0.1847825  -0.51779003  0.89046746
  0.42578075  0.36019635  0.10896815 -0.70258183  0.        ]",[  2.49253028e-04  -1.39998821e+00],-2.88403,"[[ 3.34459802 -3.00552941 -0.05773038  0.10159617]
 [ 2.67212379  0.06716516  0.          0.        ]]",[-0.47294828 -0.25300679],-0.106247635438
18,[-0.51766783 -1.59964049],"[-1.57812609 -0.74062532 -0.47916793  0.18200225 -0.51778976  0.89046681
  0.42055585  0.35437429  0.10071828 -0.69894165  0.        ]",[-0.52569004 -1.29240765],-2.89756,"[[ 3.39751963 -3.00463139 -0.05773038  0.10159617]
 [ 2.62021026  0.02813899  0.          0.        ]]",[-0.47294828 -0.25300679],-0.105402661787
19,[-0.28880656 -1.48434079],"[-1.56705972 -0.74056513 -0.52722458  0.18084495 -0.51778949  0.89046616
  0.20586235  0.35191028  0.09584732 -0.69718642  0.        ]",[-0.43413615 -1.61359975],-2.91137,"[[ 3.42852043 -3.00425756 -0.05773038  0.10159617]
 [ 0.48697951  0.01162301  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104937559186
20,[-0.08144399 -1.36074865],"[-1.56988505 -0.74054007 -0.51547681  0.18036925 -0.51778923  0.89046551
  0.03190076  0.35088457  0.09695017 -0.69736343  0.        ]",[-1.26318467 -0.50525496],-2.93076,"[[ 3.42091731 -3.00410391 -0.05773038  0.10159617]
 [-1.24153199  0.00474837  0.          0.        ]]",[-0.47294828 -0.25300679],-0.105024591896
21,[ 0.47443721 -1.13896918],"[-1.59082465 -0.74044536 -0.41515574  0.17855163 -0.51778896  0.89046486
 -0.36409795  0.35587111  0.10650742 -0.6999325   0.        ]",[ 1.74989051 -1.61749533],-2.8247,"[[ 3.35660845 -3.00351672 -0.05773038  0.10159617]
 [-5.17624204  0.03817595  0.          0.        ]]",[-0.47294828 -0.25300679],-0.105866749385
22,[-0.00520525 -1.24184859],"[-1.60607859 -0.74042046 -0.31586016  0.17808145 -0.51778869  0.89046421
  0.04468754  0.34886594  0.11580705 -0.70342081  0.        ]",[ 0.49965727 -0.68901337],-2.82572,"[[ 3.29383655 -3.00336484 -0.05773038  0.10159617]
 [-1.11448339 -0.008781    0.          0.        ]]",[-0.47294828 -0.25300679],-0.106771540854
23,[-0.23130298 -1.36911929],"[-1.6065211  -0.74040433 -0.31232922  0.17778044 -0.51778843  0.89046356
  0.24600787  0.35183936  0.11611513 -0.70349762  0.        ]",[ 0.31733495 -0.78299088],-2.83644,"[[ 3.29161706 -3.00326761 -0.05773038  0.10159617]
 [ 0.88586804  0.01115188  0.          0.        ]]",[-0.47294828 -0.25300679],-0.106798437395
24,[-0.40011606 -1.48513114],"[-1.59992316 -0.74038486 -0.36017971  0.17741557 -0.51778816  0.89046291
  0.37069211  0.35055052  0.11160515 -0.70150101  0.        ]",[ 0.35378213 -1.76231836],-2.889,"[[  3.32176454e+00  -3.00314975e+00  -5.77303757e-02   1.01596169e-01]
 [  2.12475151e+00   2.51348540e-03   0.00000000e+00   0.00000000e+00]]",[-0.47294828 -0.25300679],-0.106334168834
25,[-0.60548604 -1.63760233],"[-1.5844762  -0.74041773 -0.44853406  0.17805571 -0.51778789  0.89046227
  0.50743119  0.34785392  0.10322139 -0.69862662  0.        ]",[ 0.29680608 -1.32475034],-2.86949,"[[ 3.37789147 -3.00335659 -0.05773038  0.10159617]
 [ 3.48341407 -0.01556167  0.          0.        ]]",[-0.47294828 -0.25300679],-0.105542009711
26,[-0.80156809 -1.79282439],"[-1.55511139 -0.74046302 -0.57352383  0.17893614 -0.51778762  0.89046162
  0.61875994  0.34841503  0.09094735 -0.69539403  0.        ]",[-0.61664653 -1.19603062],-2.89974,"[[ 3.45865843 -3.00364107 -0.05773038  0.10159617]
 [ 4.58959627 -0.01179927  0.          0.        ]]",[-0.47294828 -0.25300679],-0.10446874404
27,[-0.54682922 -1.67571175],"[-1.52479072 -0.74049171 -0.67384202  0.17949788 -0.51778736  0.89046097
  0.36389838  0.34919288  0.08068895 -0.69348119  0.        ]",[-1.10915938 -1.8612415 ],-2.95552,"[[ 3.52504257 -3.00382257 -0.05773038  0.10159617]
 [ 2.05725668 -0.00658405  0.          0.        ]]",[-0.47294828 -0.25300679],-0.103643525224
28,[-0.06847134 -1.42568982],"[-1.52428417 -0.74050651 -0.67535104  0.17979239 -0.51778709  0.89046032
 -0.03867398  0.34968986  0.08057671 -0.69354313  0.        ]",[-0.19804587 -0.86822809],-2.87506,"[[  3.52605425e+00  -3.00391774e+00  -5.77303757e-02   1.01596169e-01]
 [ -1.94275909e+00  -3.25157846e-03   0.00000000e+00   0.00000000e+00]]",[-0.47294828 -0.25300679],-0.103641480598
29,[ 0.06206825 -1.35747421],"[-1.54608465 -0.74049092 -0.60560752  0.17950048 -0.51778682  0.89045967
 -0.11371927  0.35139151  0.08776508 -0.69483419  0.        ]",[-0.1960966  -0.29991202],-2.87784,"[[ 3.47971761 -3.00382346 -0.05773038  0.10159617]
 [-2.68841981  0.00815624  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104214970026
30,[ 0.19827759 -1.26909256],"[-1.570676   -0.74036886 -0.51203325  0.17716166 -0.51778656  0.89045902
 -0.18650206  0.35734905  0.09688934 -0.69647295  0.        ]",[ 0.20955832  0.07676811],-2.85689,"[[ 3.41869332 -3.00306786 -0.05773038  0.10159617]
 [-3.41159998  0.04809256  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104947337678
31,[ 0.12207201 -1.22991526],"[-1.58998607 -0.73971328 -0.41964046  0.16477698 -0.51778629  0.89045837
 -0.09619992  0.40255966  0.10452276 -0.69528354  0.        ]",[ 0.16230935 -2.40130116],-2.92344,"[[ 3.35946376 -2.99906528 -0.05773038  0.10159617]
 [-2.51434668  0.35115465  0.          0.        ]]",[-0.47294828 -0.25300679],-0.105353107301
32,[ 0.06118787 -1.22458065],"[-1.60123037 -0.7406901  -0.35124191  0.18338694 -0.51778602  0.89045772
 -0.02651687  0.31668569  0.11316121 -0.70423358  0.        ]",[ 0.26890556 -0.62355231],-2.84034,"[[ 3.31612337 -3.005079   -0.05773038  0.10159617]
 [-1.82196739 -0.22448418  0.          0.        ]]",[-0.47294828 -0.25300679],-0.106662322701
33,[-0.04561988 -1.26379871],"[-1.60667506 -0.74084173 -0.31091195  0.18635834 -0.51778576  0.89045707
  0.08426629  0.35718974  0.11705417 -0.70652173  0.        ]",[ 1.13575615 -0.05806717],-2.8094,"[[ 3.29072829 -3.00603875 -0.05773038  0.10159617]
 [-0.72121215  0.04702798  0.          0.        ]]",[-0.47294828 -0.25300679],-0.107109330543
34,[-0.52678645 -1.55288386],"[-1.60121443 -0.74054161 -0.35131898  0.18052406 -0.51778549  0.89045642
  0.48417778  0.36605703  0.11276496 -0.70291804  0.        ]",[ 0.15818563 -2.96433681],-2.96424,"[[ 3.31617218 -3.00415426 -0.05773038  0.10159617]
 [ 3.25235754  0.10646924  0.          0.        ]]",[-0.47294828 -0.25300679],-0.106528031663
35,[-0.6517449  -1.66894627],"[-1.58160787 -0.74040924 -0.46254247  0.17798136 -0.51778522  0.89045577
  0.54073008  0.35062163  0.10183691 -0.69812432  0.        ]",[-0.96940629 -1.63668512],-2.93287,"[[  3.38685718e+00  -3.00333282e+00  -5.77303757e-02   1.01596169e-01]
 [  3.81427046e+00   3.00221906e-03   0.00000000e+00   0.00000000e+00]]",[-0.47294828 -0.25300679],-0.10540957801
36,[-0.21803772 -1.44064784],"[-1.56875794 -0.74043369 -0.5200472   0.17846035 -0.51778495  0.89045512
  0.14684656  0.34835199  0.09624226 -0.69661683  0.        ]",[ 0.13044956 -2.67774903],-2.95045,"[[ 3.42387546 -3.0034876  -0.05773038  0.10159617]
 [-0.09939926 -0.01221083  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104916983354
37,[-0.28066057 -1.47865415],"[-1.56755741 -0.74046942 -0.52501153  0.17915729 -0.51778469  0.89045448
  0.19902541  0.34877198  0.09584621 -0.69670932  0.        ]",[-0.4309008  -0.41567942],-2.88654,"[[ 3.42708931 -3.00371278 -0.05773038  0.10159617]
 [ 0.41905619 -0.00939445  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104898689722
38,[-0.07452244 -1.35362363],"[-1.57081207 -0.74039256 -0.51137617  0.1776875  -0.51778442  0.89045383
  0.02648745  0.35577551  0.09702147 -0.69665436  0.        ]",[ 0.37415801 -1.48506863],-2.87204,"[[ 3.41826976 -3.00323795 -0.05773038  0.10159617]
 [-1.29529859  0.03755336  0.          0.        ]]",[-0.47294828 -0.25300679],-0.104971320023
39,[-0.24259895 -1.44565105],"[-1.57465724 -0.74038027 -0.49465528  0.17746037 -0.51778415  0.89045318
  0.17816058  0.34810069  0.09862728 -0.69700417  0.        ]",[-0.34710221  0.41540897],-2.89409,"[[ 3.4074844  -3.00316459 -0.05773038  0.10159617]
 [ 0.21174135 -0.0138921   0.          0.        ]]",[-0.47294828 -0.25300679],-0.105105822229
40,[-0.06921327 -1.3174727 ],"[-1.57795223 -0.7376109  -0.47973828  0.12729349 -0.51778389  0.89045253
  0.03943422  0.59351178  0.09379481 -0.68147787  0.        ]",[-0.14391322 -1.02751502],-2.84544,"[[ 3.39788932 -2.98693697 -0.05773038  0.10159617]
 [-1.16665678  1.63117172  0.          0.        ]]",[-0.47294828 -0.25300679],-0.103506642183
