timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.41514963 -0.66183621],[-0.08582923 -0.04917027],[-0.53983909 -1.88723076],-1.25736,"[[-0.00838652 -0.06788908  0.0795419  -0.03463606]
 [-0.00178298 -0.00017969  0.          0.        ]]","[ 1.13087321  1.48805526  0.12338251  0.36667056  0.66806994 -0.29208562
  0.82061109  0.25660326  0.65943143  0.27906784  0.        ]",-0.132593319446
1,[-0.36770588 -0.64310491],[-0.08582923 -0.04917027],[-0.06711344  0.41545002],-1.18297,"[[-0.02983293 -0.10761216  0.0795419  -0.03463606]
 [-2.13576164 -3.95893676  0.          0.        ]]","[ 1.13029341  1.4837715   0.0907094   0.28291183  0.6680636  -0.29208354
  0.64116931 -0.28552732  0.65441577  0.21579971  0.        ]",-0.130435396209
2,[-0.35609061 -0.63859248],[-0.08582923 -0.04917027],[-0.72030705 -0.19391038],-1.053,"[[-0.07479493 -0.16949866  0.0795419  -0.03463606]
 [-2.35968925 -2.23545788  0.          0.        ]]","[ 1.12704743  1.4733008   0.02229717  0.15318487  0.66805726 -0.29208146
  0.62233459 -0.04950349  0.6381257   0.10095285  0.        ]",-0.126913509295
3,[-0.30594537 -0.61816126],[-0.08582923 -0.04917027],[ 1.01090832 -1.3894903 ],-0.519921,"[[-0.15010738 -0.22145648  0.0795419  -0.03463606]
 [-5.16223155 -2.95791719  0.          0.        ]]","[ 1.11542516  1.46094341 -0.09170977  0.04530576  0.66805092 -0.29207938
  0.38667772 -0.14844104  0.60452403 -0.04816212  0.        ]",-0.123500146568
4,[-0.26835123 -0.6050142 ],[-0.08582923 -0.04917027],[ 0.2521439  -0.09638242],-0.400698,"[[-0.21262209 -0.31977052  0.0795419  -0.03463606]
 [-1.10276495 -6.86047577  0.          0.        ]]","[ 1.09992303  1.42882171 -0.1853899  -0.15515355  0.66804458 -0.2920773
  0.72801573 -0.68288112  0.54606029 -0.20615472  0.        ]",-0.120641455427
5,[-0.23991624 -0.59364426],[-0.08582923 -0.04917027],[-1.22601652 -2.57307106],-1.11827,"[[-0.22445051 -0.45945017  0.0795419  -0.03463606]
 [-0.08347082 -7.1066651   0.          0.        ]]","[ 1.09638471  1.36403708 -0.20298382 -0.42844996  0.66803824 -0.29207522
  0.81371574 -0.7165892   0.48150127 -0.31233159  0.        ]",-0.117964579401
6,[-0.15210213 -0.55436248],[-0.08582923 -0.04917027],[ 0.86436047 -0.07992508],-0.193928,"[[ -0.26578438  -0.63988526   0.0795419   -0.03463606]
 [ -4.0368699  -10.92413269   0.           0.        ]]","[ 1.0825923   1.24902371 -0.26407971 -0.75369423  0.6680319  -0.29207314
  0.48128359 -1.2393657   0.36007965 -0.46320934  0.        ]",-0.115366190797
7,[-0.12220646 -0.53964067],[-0.08582923 -0.04917027],[-0.17663362 -1.94749535],-0.845651,"[[ -0.31141485  -0.85938475   0.0795419   -0.03463606]
 [ -0.53777441 -11.02546328   0.           0.        ]]","[ 1.06474008  1.06667178 -0.33072826 -1.09309238  0.66802556 -0.29207106
  0.77550429 -1.2532216   0.18592017 -0.60038119  0.        ]",-0.113542857339
8,[-0.09139352 -0.51965612],[-0.08582923 -0.04917027],[-0.66809353 -0.71658542],-1.07725,"[[ -0.32907029  -1.11742967   0.0795419   -0.03463606]
 [ -1.2256156  -14.76656591   0.           0.        ]]","[ 1.05709117  0.80413024 -0.35626126 -1.39267976  0.66801922 -0.29206898
  0.71765843 -1.76550923 -0.01067096 -0.6685024   0.        ]",-0.110627368111
9,[-0.07790221 -0.50819242],[-0.08582923 -0.04917027],[ 0.10255963  2.1180203 ],-0.755431,"[[ -0.37987025  -1.43828949   0.0795419   -0.03463606]
 [ -3.84588882 -17.3109573    0.           0.        ]]","[ 1.03285993  0.43046902 -0.42884816 -1.58793597  0.66801288 -0.2920669
  0.49732186 -2.11387704 -0.29041251 -0.68471941  0.        ]",-0.109939856133
10,[-0.07688461 -0.50566643],[-0.08582923 -0.04917027],[ 0.83693668 -1.91819482],-0.819162,"[[ -0.45197577  -1.74134243   0.0795419   -0.03463606]
 [ -3.36607261 -13.008672     0.           0.        ]]","[ 0.99283835  0.06173815 -0.52933153 -1.575746    0.66800654 -0.29206482
  0.5376641  -1.52467738 -0.55554945 -0.60809393  0.        ]",-0.112113142348
11,[-0.08293428 -0.50629783],[-0.08582923 -0.04917027],[-1.19969404  0.28473379],-1.10108,"[[ -4.85399090e-01  -2.03866334e+00   7.95418969e-02  -3.46360636e-02]
 [  1.25181357e-02  -1.67110527e+01   0.00000000e+00   0.00000000e+00]]","[ 0.97208849 -0.28185556 -0.57476403 -1.37894091  0.66800021 -0.29206274
  0.8217554  -2.03161848 -0.73431513 -0.44551625  0.        ]",-0.110714332093
12,[-0.0852807  -0.50399327],[-0.08582923 -0.04917027],[ 0.89858096 -1.25533446],-0.860423,"[[ -0.52488018  -2.35825085   0.0795419   -0.03463606]
 [ -3.94749294 -15.25258823   0.           0.        ]]","[ 0.94583429 -0.59651116 -0.6274043  -0.98333842  0.66799387 -0.29206066
  0.48875967 -1.83184597 -0.85702579 -0.21532667  0.        ]",-0.108490685508
13,[-0.0929541  -0.50536591],[-0.08582923 -0.04917027],[ 1.21129626  1.27708658],-1.3817,"[[ -0.56736302  -2.70000056   0.0795419   -0.03463606]
 [ -0.31281027 -18.91017416   0.           0.        ]]","[ 0.9155175  -0.83534637 -0.68271506 -0.39428943  0.66798753 -0.29205858
  0.79438805 -2.33260456 -0.89001085  0.05898669  0.        ]",-0.104476665145
14,[-0.09779926 -0.5061422 ],[-0.08582923 -0.04917027],[-0.96755246 -1.5487441 ],-1.5621,"[[ -0.53383553  -3.03471854   0.0795419   -0.03463606]
 [  3.65258922 -12.34168077   0.           0.        ]]","[ 0.93959988 -0.94555274 -0.63917054  0.28458847  0.66798119 -0.2920565
  1.12781857 -1.43313527 -0.81888624  0.30701581  0.        ]",-0.098061582074
