timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 0.96700269 -0.6140942 ],"[ 1.20151144  2.17580121 -0.01003736  0.83471359  1.53698402  0.69387275
  0.37907935  0.3794876   0.02449856 -0.49445935  0.        ]",[ 0.09942773 -0.53719708],-1.14734,"[[ 0.01332262  0.0209502   0.17832472  0.07781758]
 [ 0.00333257  0.00360096  0.          0.        ]]",[-0.22120148 -0.21029486],-0.0792862084216
1,[ 1.00551081 -0.58473378],"[ 1.20142292  2.17608831 -0.00406487  0.76584344  1.53697712  0.69387138
  0.40829568  0.07589812  0.02482179 -0.50658262  0.        ]",[ 1.28176965 -0.14101074],-1.15298,"[[  1.73432480e-02  -3.21710072e-04   1.78324717e-01   7.78175767e-02]
 [  3.97414893e-01  -2.12370190e+00   0.00000000e+00   0.00000000e+00]]",[-0.22120148 -0.21029486],-0.0806755797009
2,[ 0.75877064 -0.69300812],"[  1.19873595e+00   2.17447763e+00   6.65286414e-02   6.11558692e-01
   1.53697022e+00   6.93870009e-01   7.01012595e-01   1.99811023e-03
   2.33368140e-02  -4.68156914e-01   0.00000000e+00]",[ 0.8376764  -0.40336271],-1.13834,"[[ 0.0649052  -0.04799136  0.17832472  0.07781758]
 [ 4.34563437 -2.64153127  0.          0.        ]]",[-0.22120148 -0.21029486],-0.0762610003665
3,[ 0.47101334 -0.8125152 ],"[ 1.17840476  2.16669681  0.24229435  0.39106808  1.53696332  0.69386864
  0.94036216 -0.21864601  0.01026058 -0.32672317  0.        ]",[ 0.61999365 -0.53490596],-1.11964,"[[ 0.18420941 -0.11633449  0.17832472  0.07781758]
 [ 7.5740396  -4.1876205   0.          0.        ]]",[-0.22120148 -0.21029486],-0.0599357322814
4,[ 0.1928384  -0.92001128],"[ 1.11422923  2.14251278  0.49185912  0.05868082  1.53695642  0.69386726
  1.11115027 -0.5091959  -0.0313806  -0.12792633  0.        ]",[ 1.39248636 -1.20476721],-1.0995,"[[ 0.35880335 -0.22051422  0.17832472  0.07781758]
 [ 9.87769283 -6.22355145  0.          0.        ]]",[-0.22120148 -0.21029486],-0.036699551684
5,[-0.15362293 -1.03769886],"[ 0.96647856  2.07545831  0.80178178 -0.44455867  1.53694952  0.69386589
  1.39007122 -1.05686529 -0.12379641  0.104881    0.        ]",[-1.11144436 -0.54766597],-1.15753,"[[  0.59410403  -0.38348976   0.17832472   0.07781758]
 [ 13.63988322 -10.06116689   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0121653876258
6,[ 0.01030106 -0.92646438],"[ 0.7610003   1.93069138  1.06095039 -1.07318299  1.53694262  0.69386452
  1.07683605 -1.33765189 -0.2394289   0.25469519  0.        ]",[ 0.02339979 -0.34376103],-1.32629,"[[  0.82451242  -0.60445377   0.17832472   0.07781758]
 [  9.41496874 -12.02871228   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0198611243188
7,[ 0.03587567 -0.87684262],"[ 0.55701794  1.69867828  1.22973411 -1.67898253  1.53693571  0.69386314
  1.06993272 -1.49787109 -0.34243521  0.29032635  0.        ]",[ 1.65632454 -0.9074521 ],-1.37459,"[[  1.01187801  -0.85629279   0.17832472   0.07781758]
 [  9.32189713 -13.15143699   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0292059427587
8,[-0.1925512  -0.92542571],"[ 0.28001201  1.35353717  1.37339994 -2.19206299  1.53692881  0.69386177
  1.34970149 -1.97356964 -0.48880343  0.30483542  0.        ]",[-0.55661554 -1.2055887 ],-1.34721,"[[  1.23617688  -1.15276751   0.17832472   0.07781758]
 [ 13.09552446 -16.48482192   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0441802823502
9,[-0.11493326 -0.8386181 ],"[-0.03721473  0.86328952  1.44875411 -2.46648175  1.53692191  0.6938604
  1.16727615 -2.49188301 -0.66265758  0.23106884  0.        ]",[ 0.49002464 -1.85737818],-1.3759,"[[  1.47340214  -1.5189052    0.17832472   0.07781758]
 [ 10.6349939  -20.11690736   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0610462954167
10,[-0.25080976 -0.86767864],"[-0.3521651   0.2700011   1.44273539 -2.2323826   1.53691501  0.69385903
  1.29550108 -3.00003054 -0.86314519  0.0445238   0.        ]",[-1.35440328 -1.30966302],-1.49275,"[[  1.70345548  -1.9569724    0.17832472   0.07781758]
 [ 12.36457428 -23.67789628   0.           0.        ]]",[-0.22120148 -0.21029486],-0.0852986454108
11,[-0.03272725 -0.76140034],"[-0.62541244 -0.2885193   1.37183487 -1.25897965  1.53690811  0.69385765
  0.98384872 -3.49805608 -1.11438609 -0.24212005  0.        ]",[-0.59765769 -1.26637109],-1.83241,"[[  1.90857437  -2.46554781   0.17832472   0.07781758]
 [  8.16098971 -27.16814785   0.           0.        ]]",[-0.22120148 -0.21029486],-0.125206938909
