timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.3164984  -2.00020647],[-0.3336032  -0.25734001],[ 0.65633292 -3.07305226],-6.29709,"[[-0.01991757 -0.05585578 -0.11708119  0.19642311]
 [-0.00078558  0.00133848  0.          0.        ]]","[ 1.16741739  2.01200144 -0.16735778  0.52845948 -1.02450974  1.70177084
  0.23366384  0.38867642  2.38992141 -1.70816674  0.        ]",-0.38665869465
1,[ 1.33231723 -2.1308434 ],[-0.3336032  -0.25734001],[ 1.38367788 -3.32638078],-6.15973,"[[ 0.00613251 -0.09556724 -0.11708119  0.19642311]
 [ 2.59713876 -3.95928079  0.          0.        ]]","[ 1.16765479  2.00805372 -0.12683813  0.39503509 -1.02450843  1.70176674
  0.45966155 -0.18807965  2.389036   -1.69855689  0.        ]",-0.385978351232
2,[ 1.26744783 -2.35098815],[-0.3336032  -0.25734001],[ 1.47759287 -1.59451667],-6.53496,"[[ 0.09726568 -0.2137093  -0.11708119  0.19642311]
 [ 6.50317565 -7.84197205  0.          0.        ]]","[  1.16138357e+00   1.98418285e+00   1.46839170e-02   1.90924927e-03
  -1.02450713e+00   1.70176263e+00   7.99453980e-01  -7.53487358e-01
   2.38261568e+00  -1.64525031e+00   0.00000000e+00]",-0.382079583943
3,[ 1.0454464  -2.61793041],[-0.3336032  -0.25734001],[ 0.74244776 -2.69100366],-6.2557,"[[  0.265745    -0.40873275  -0.11708119   0.19642311]
 [ 10.33203503 -11.64765171   0.           0.        ]]","[ 1.1209287   1.90593282  0.27214883 -0.62270262 -1.02450583  1.70175852
  1.13253189 -1.3076791   2.35439347 -1.52672457  0.        ]",-0.372167371782
4,[ 0.76745129 -2.85619307],[-0.3336032  -0.25734001],[ 0.77898458 -2.58552486],-6.03316,"[[  0.49982098  -0.67910725  -0.11708119   0.19642311]
 [ 13.06650785 -15.37730473   0.           0.        ]]","[ 1.00476158  1.72287956  0.60913929 -1.39993159 -1.02450453  1.70175442
  1.37040621 -1.85079651  2.2770326  -1.37289649  0.        ]",-0.355365217065
5,[ 0.45757025 -3.03035593],[-0.3336032  -0.25734001],[ 0.67145498 -2.63187741],-5.62597,"[[  0.78949777  -1.02332976  -0.11708119   0.19642311]
 [ 15.89185233 -19.03265482   0.           0.        ]]","[ 0.77374896  1.38482884  0.96804829 -2.16062854 -1.02450323  1.70175031
  1.61618433 -2.38308814  2.12355841 -1.22360519  0.        ]",-0.330922380267
6,[ 0.17555234 -3.04526973],[-0.3336032  -0.25734001],[ 0.46094936 -2.26874484],-5.1093,"[[  1.13085738  -1.43992509  -0.11708119   0.19642311]
 [ 18.23638885 -22.6148209    0.           0.        ]]","[ 0.40310211  0.87301108  1.27102987 -2.62429633 -1.02450193  1.7017462
  1.82013465 -2.90471389  1.87530249 -1.12373267  0.        ]",-0.2989511915
7,[ 0.04169925 -2.81669879],[-0.3336032  -0.25734001],[ 0.11566937 -3.38616557],-4.2459,"[[  1.51028782  -1.92744446  -0.11708119   0.19642311]
 [ 19.70177327 -26.12536348   0.           0.        ]]","[-0.08353228  0.24360859  1.41630194 -2.44105443 -1.02450063  1.7017421
  1.94760495 -3.41589749  1.53855321 -1.1390858   0.        ]",-0.264518200387
8,[-0.21692842 -2.50840926],[-0.3336032  -0.25734001],[-0.68094767 -1.96669931],-4.16174,"[[  1.90501928  -2.48447567  -0.11708119   0.19642311]
 [ 19.77098122 -29.56638002   0.           0.        ]]","[-0.60092195 -0.33722469  1.33307182 -1.34174071 -1.02449933  1.70173799
  1.95361962 -3.91694045  1.14718507 -1.32146741  0.        ]",-0.239571331985
9,[-0.13964832 -1.68869066],[-0.3336032  -0.25734001],[ 0.19050987 -2.06205346],-4.02684,"[[  2.26946628  -3.10965194  -0.11708119   0.19642311]
 [ 16.68408335 -26.72886052   0.           0.        ]]","[-1.02063825 -0.60982416  1.05468149  0.60897372 -1.02449803  1.70173388
  1.68508247 -3.50371425  0.73285171 -1.66504779  0.        ]",-0.237975109336
