timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
10,[ 1.0833627  -1.47160316],"[-0.89129259 -0.43386713 -1.50265571 -1.4719609  -1.42826001 -0.64489006
 -0.19023701 -1.40363428  0.37261065  1.02175819  0.        ]",[ 0.35876742 -1.92837957],-2.97833,"[[ -2.056872    -2.42414554  -0.16318609  -0.07606961]
 [ -3.67783433 -11.85627697   0.           0.        ]]",[-0.44889671 -0.26804033],-0.131519958959
11,[ 1.35475338 -1.92608941],"[-0.95893427 -0.61146789 -1.4562998  -0.7468179  -1.42825811 -0.64488966
 -0.04375634 -1.95651388  0.65055353  1.07183729  0.        ]",[ 1.3380185  -1.08220356],-3.39955,"[[ -2.11545403  -2.69864348  -0.16318609  -0.07606961]
 [ -2.18533411 -15.5810999    0.           0.        ]]",[-0.44889671 -0.26804033],-0.158146874837
12,[ 1.52350497 -2.46721888],"[-0.96296379 -0.72042587 -1.45333219  0.31163631 -1.42825622 -0.64488927
  0.3490342  -1.95118517  0.97667975  0.97295943  0.        ]",[ 1.51371484 -2.51011586],-3.62854,"[[ -2.11900826  -3.04689695  -0.16318609  -0.07606961]
 [  1.81683231 -15.54522753   0.           0.        ]]",[-0.44889671 -0.26804033],-0.182739395621
13,[ 1.49400961 -2.72239423],"[-0.87530501 -0.7256933  -1.51270038  0.63615225 -1.42825432 -0.64488887
  0.73415921  0.46937197  1.06501134  0.92147566  0.        ]",[ 1.27319064 -1.82328221],-3.87691,"[[-2.04329825 -3.14945686 -0.16318609 -0.07606961]
 [ 5.74089609  0.7623062   0.          0.        ]]",[-0.44889671 -0.26804033],-0.18900431907
14,[ 0.952151   -2.93172908],"[-0.68762896 -0.72494967 -1.60757303  0.49625664 -1.42825242 -0.64488847
  1.11159656  0.75200243  1.0070502   0.94523018  0.        ]",[ 1.61523235 -3.07664906],-3.72711,"[[-1.88989431 -3.10529741 -0.16318609 -0.07606961]
 [ 9.58663515  2.66641827  0.          0.        ]]",[-0.44889671 -0.26804033],-0.184342672981
15,[ 0.41195524 -3.06025839],"[-0.38995378 -0.72168247 -1.68219484  0.34949347 -1.42825053 -0.64488807
  1.48154739  0.63233067  0.9390073   0.94303181  0.        ]",[-0.46091496 -2.70998096],-3.65102,"[[ -1.66034122  -3.05889231  -0.16318609  -0.07606961]
 [ 13.35610409   1.86018085   0.           0.        ]]",[-0.44889671 -0.26804033],-0.177505514393
16,[ 0.45064104 -2.84096289],"[-0.06425463 -0.71845646 -1.66897322  0.26059249 -1.42824863 -0.64488767
  1.27648703  0.50593671  0.89176453  0.91357424  0.        ]",[ 0.50031789 -3.81269441],-3.49291,"[[ -1.41418238  -3.03070206  -0.16318609  -0.07606961]
 [ 11.2667475    1.00865487   0.           0.        ]]",[-0.44889671 -0.26804033],-0.171355517388
17,[ 0.06376744 -2.92799377],"[ 0.24506994 -0.71643642 -1.56212946  0.21505168 -1.42824673 -0.64488727
  1.44900657  0.42907362  0.86736445  0.87305896  0.        ]",[ 0.70095684 -3.48804795],-3.46436,"[[ -1.17121056  -3.0162283   -0.16318609  -0.07606961]
 [ 13.02457923   0.49082267   0.           0.        ]]",[-0.44889671 -0.26804033],-0.166905413017
18,[-0.50584376 -3.12742162],"[ 0.56877326 -0.71539584 -1.32606522  0.19355731 -1.42824484 -0.64488687
  1.69607594  0.38959125  0.86097374  0.8230338   0.        ]",[ 0.05182018 -3.8976407 ],-3.37573,"[[ -0.88546075  -3.00938799  -0.16318609  -0.07606961]
 [ 15.54201411   0.22482781   0.           0.        ]]",[-0.44889671 -0.26804033],-0.163841232193
19,[-0.81913662 -3.22423816],"[ 0.8420556  -0.71490961 -0.95703107  0.18389524 -1.42824294 -0.64488647
  1.68601196  0.37092659  0.87277324  0.77182901  0.        ]",[-0.634126   -4.03670252],-3.32058,"[[ -0.57564903  -3.00631116  -0.16318609  -0.07606961]
 [ 15.4395003    0.09908359   0.           0.        ]]",[-0.44889671 -0.26804033],-0.162695593837
20,[-0.95361918 -3.20958662],"[ 0.99857269 -0.71469423 -0.54994093  0.17969079 -1.42824104 -0.64488607
  1.40960249  0.36252929  0.89655725  0.73201009  0.        ]",[-0.90464817 -4.42052931],-3.27751,"[[ -0.29511628  -3.0049719   -0.16318609  -0.07606961]
 [ 12.62316073   0.04251152   0.           0.        ]]",[-0.44889671 -0.26804033],-0.163440473748
21,[-1.05448675 -3.17415071],"[ 1.05158765 -0.71460174 -0.21299682  0.17790322 -1.42823915 -0.64488568
  1.03354625  0.35887357  0.92132614  0.70774689  0.        ]",[-0.74917088 -2.04499624],-3.48269,"[[-0.08109735 -3.00440243 -0.16318609 -0.07606961]
 [ 8.79150132  0.01788382  0.          0.        ]]",[-0.44889671 -0.26804033],-0.165038677281
22,[-1.06368911 -3.12017822],"[ 1.0532968  -0.71456271  0.0185324   0.17715628 -1.42823725 -0.64488528
  0.72535072  0.357319    0.94053332  0.69498826  0.        ]",[-0.14240736 -4.59661006],-3.29688,"[[ 0.06322577 -3.00416448 -0.16318609 -0.07606961]
 [ 5.65127574  0.00741178  0.          0.        ]]",[-0.44889671 -0.26804033],-0.16655589408
23,[-1.12996721 -3.152565  ],"[ 1.03693402 -0.71454631  0.18789831  0.17684824 -1.42823535 -0.64488488
  0.65903351  0.35666956  0.95565753  0.68764632  0.        ]",[-1.87139496 -1.40254705],-3.55781,"[[  1.69471691e-01  -3.00406636e+00  -1.63186086e-01  -7.60696142e-02]
 [  4.97556837e+00   3.03761402e-03   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.167868699532
24,[-0.94338739 -2.98998928],"[ 1.0215179  -0.71453935  0.28043641  0.17672261 -1.42823346 -0.64488448
  0.26078467  0.35640109  0.96431537  0.68435105  0.        ]",[-2.24166429 -1.7553737 ],-3.53009,"[[  2.28269951e-01  -3.00402636e+00  -1.63186086e-01  -7.60696142e-02]
 [  9.17780118e-01   1.23010467e-03   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.168658440704
25,[-0.6911605 -2.7739675],"[ 1.02768905 -0.71453626  0.24664689  0.17667186 -1.42823156 -0.64488408
 -0.12958023  0.35629173  0.96113056  0.68546436  0.        ]",[-0.89362037 -2.13584726],-3.49176,"[[  2.06718420e-01  -3.00401022e+00  -1.63186086e-01  -7.60696142e-02]
 [ -3.05967828e+00   4.94482690e-04   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.168364102711
26,[-0.43062496 -2.52723241],"[ 1.04783079 -0.71453473  0.09436015  0.17665144 -1.42822967 -0.64488368
 -0.47088005  0.35624758  0.94721624  0.69137947  0.        ]",[-0.75958704 -2.53422926],-3.43795,"[[  1.10633656e-01  -3.00400374e+00  -1.63186086e-01  -7.60696142e-02]
 [ -6.53720936e+00   1.98246380e-04   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.167121288954
27,[-0.07330398 -2.24384069],"[ 1.05435186 -0.71453384 -0.16154876  0.17664319 -1.42822777 -0.64488328
 -0.75334025  0.35622985  0.92546989  0.7042907   0.        ]",[ 0.39203715 -3.05989465],-3.39387,"[[ -4.89865564e-02  -3.00400114e+00  -1.63186086e-01  -7.60696142e-02]
 [ -9.41522090e+00   8.00079212e-05   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.165337020596
28,[ 0.13513047 -2.17690253],"[ 1.02399791 -0.71453319 -0.43309483  0.17663965 -1.42822587 -0.64488288
 -0.58270832  0.35622311  0.90462705  0.72203615  0.        ]",[ 0.32047734 -1.85751176],-3.48691,"[[ -2.19847271e-01  -3.00400003e+00  -1.63186086e-01  -7.60696142e-02]
 [ -7.67664436e+00   3.57191020e-05   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.163870192797
29,[ 0.28077221 -2.12785149],"[ 0.97127212 -0.71453264 -0.6472538   0.17663807 -1.42822398 -0.64488249
 -0.44326124  0.35621985  0.88991681  0.73915144  0.        ]",[ 0.45925379 -3.86024183],-3.31015,"[[ -3.59124480e-01  -3.00399955e+00  -1.63186086e-01  -7.60696142e-02]
 [ -6.25581147e+00   1.49357685e-05   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.163051732484
30,[ 0.31897655 -2.1654284 ],"[ 0.91516555 -0.71453213 -0.80260277  0.17663735 -1.42822208 -0.64488209
 -0.25264868  0.35621839  0.88031644  0.75350369  0.        ]",[ 0.40272538 -2.02453123],-3.4769,"[[ -4.64754372e-01  -3.00399935e+00  -1.63186086e-01  -7.60696142e-02]
 [ -4.31364988e+00   6.32997164e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162671476762
31,[ 0.32070091 -2.21679854],"[ 0.87104624 -0.71453165 -0.90043065  0.17663703 -1.42822018 -0.64488169
 -0.08777553  0.35621761  0.8747976   0.76349406  0.        ]",[-0.08253597 -1.95600572],-3.46839,"[[ -5.34172373e-01  -3.00399927e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.63374852e+00   2.25266952e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162537914513
32,[ 0.4191207  -2.17080164],"[ 0.83185445 -0.71453118 -0.97574085  0.17663693 -1.42821829 -0.64488129
 -0.11473039  0.35621698  0.87086282  0.77175053  0.        ]",[ 0.56973615 -3.14420471],-3.37936,"[[ -5.89602945e-01  -3.00399927e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.90839347e+00  -7.93357814e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162498295688
33,[ 0.33568415 -2.27956891],"[ 0.80538737 -0.7145307  -1.02183926  0.17663682 -1.42821639 -0.64488089
  0.11231005  0.35621709  0.86860147  0.77707523  0.        ]",[ 0.12178748 -1.57330931],-3.50989,"[[ -6.24560461e-01  -3.00399926e+00  -1.63186086e-01  -7.60696142e-02]
 [ -5.95067204e-01   1.11296270e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162504012903
34,[ 0.31600994 -2.3032794 ],"[ 0.79997087 -0.71453023 -1.03086225  0.17663674 -1.42821449 -0.64488049
  0.16079069  0.35621667  0.86817298  0.7781411   0.        ]",[ 0.43937592 -2.43579368],-3.44788,"[[ -6.31505622e-01  -3.00399926e+00  -1.63186086e-01  -7.60696142e-02]
 [ -1.01095101e-01  -5.57217345e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162507972647
35,[ 0.1831928  -2.40825009],"[ 0.8119494  -0.71452976 -1.01072235  0.17663665 -1.4282126  -0.64488009
  0.33172107  0.35621664  0.86913429  0.77577047  0.        ]",[ 0.89092895 -1.67715502],-3.52959,"[[ -6.16053307e-01  -3.00399925e+00  -1.63186086e-01  -7.60696142e-02]
 [  1.64052272e+00   4.51176837e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.16250043266
36,[-0.13803644 -2.63518548],"[ 0.86146847 -0.71452928 -0.91969972  0.17663647 -1.4282107  -0.64487969
  0.67473344  0.3562167   0.87375947  0.76555653  0.        ]",[ 0.6588472  -2.77269888],-3.43327,"[[ -5.48176691e-01  -3.00399922e+00  -1.63186086e-01  -7.60696142e-02]
 [  5.13549192e+00   1.99146933e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162522260662
37,[-0.48180085 -2.84024715],"[ 0.94041693 -0.71452881 -0.73811883  0.17663631 -1.42820881 -0.64487929
  0.920772    0.35621637  0.88417772  0.74732948  0.        ]",[ 0.08577083 -4.0316379 ],-3.31666,"[[ -4.20314287e-01  -3.00399920e+00  -1.63186086e-01  -7.60696142e-02]
 [  7.64239426e+00   9.71426636e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162805603691
38,[-0.73857874 -2.96591711],"[ 1.00940558 -0.71452834 -0.50435808  0.17663626 -1.42820691 -0.6448789
  0.93925181  0.35621586  0.89954816  0.72740438  0.        ]",[-0.83033839 -2.33967118],-3.44302,"[[ -2.65577134e-01  -3.00399921e+00  -1.63186086e-01  -7.60696142e-02]
 [  7.83069357e+00  -1.24946195e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.163562682796
39,[-0.7117008  -2.88096261],"[ 1.04229293 -0.71452788 -0.31254908  0.1766364  -1.42820501 -0.6448785
  0.60138124  0.35621524  0.91358332  0.71362661  0.        ]",[-0.5475163  -1.83722517],-3.48817,"[[ -1.43503686e-01  -3.00399928e+00  -1.63186086e-01  -7.60696142e-02]
 [  4.38812354e+00  -4.29883443e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.164465246815
40,[-0.66529024 -2.81406498],"[ 1.05186149 -0.71452742 -0.20861317  0.17663652 -1.42820312 -0.6448781
  0.38009941  0.35621536  0.92168143  0.70705687  0.        ]",[-0.262118   -4.53505155],-3.27471,"[[ -7.83627993e-02  -3.00399934e+00  -1.63186086e-01  -7.60696142e-02]
 [  2.13347870e+00  -2.31480138e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.165050500049
41,[-0.64334387 -2.78398991],"[ 1.05449702 -0.71452695 -0.15760006  0.17663651 -1.42820122 -0.6448777
  0.2740993   0.35621549  0.92577888  0.70405572  0.        ]",[-0.46729973 -1.98953815],-3.48379,"[[ -4.65295813e-02  -3.00399936e+00  -1.63186086e-01  -7.60696142e-02]
 [  1.05344231e+00  -2.59265273e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.165361465194
42,[-0.53259403 -2.68671012],"[ 1.05463431 -0.71452648 -0.15391676  0.17663646 -1.42819932 -0.6448773
  0.09046734  0.35621527  0.92607763  0.70384392  0.        ]",[-0.38842505 -1.68450038],-3.5031,"[[ -4.42333806e-02  -3.00399937e+00  -1.63186086e-01  -7.60696142e-02]
 [ -8.17587054e-01  -5.29508183e-07   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.165384551202
43,[-0.39775833 -2.57946563],"[ 1.05211519 -0.71452601 -0.20459471  0.17663639 -1.42819743 -0.6448769
 -0.05887993  0.35621517  0.92199872  0.70681411  0.        ]",[ 0.00898931 -4.25903594],-3.29445,"[[ -7.58528515e-02  -3.00399938e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.33928898e+00  -3.40066012e-08   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.165074408618
44,[-0.33774373 -2.54465914],"[ 1.04609521 -0.71452553 -0.27803281  0.17663625 -1.42819553 -0.6448765
 -0.05084175  0.3562152   0.9162298   0.7113759   0.        ]",[-0.32884607 -2.92287648],-3.39813,"[[ -1.21816893e-01  -3.00399936e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.25738810e+00   1.35131111e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.164652208143
45,[-0.17715351 -2.42959213],"[ 1.03458643 -0.71452506 -0.36971889  0.17663615 -1.42819364 -0.6448761
 -0.17424021  0.35621482  0.90926875  0.7175029   0.        ]",[-0.84093124 -1.93345869],-3.45229,"[[ -1.79579640e-01  -3.00399935e+00  -1.63186086e-01  -7.60696142e-02]
 [ -3.51469664e+00  -1.75460730e-08   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.164171536928
46,[ 0.18521169 -2.16546679],"[ 1.0032897  -0.71452459 -0.53064213  0.17663614 -1.42819174 -0.6448757
 -0.4941841   0.35621442  0.89771669  0.72946046  0.        ]",[ 1.54814877 -1.99982758],-3.50387,"[[ -2.82581327e-01  -3.00399937e+00  -1.63186086e-01  -7.60696142e-02]
 [ -6.77460841e+00  -1.51390908e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.163457994368
47,[ 0.08880216 -2.30864406],"[ 0.96272003 -0.71452411 -0.67403188  0.17663588 -1.42818984 -0.64487531
 -0.09243677  0.35621515  0.88817981  0.74149518  0.        ]",[ 0.46447196 -3.93139485],-3.31194,"[[ -3.77003055e-01  -3.00399931e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.68120565e+00   4.58760936e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.162972470196
48,[ 0.02179441 -2.39115238],"[ 0.94505708 -0.71452363 -0.72538278  0.17663562 -1.42818795 -0.64487491
  0.09325937  0.35621454  0.88495387  0.7461419   0.        ]",[-0.44911417 -2.41946346],-3.42742,"[[ -4.11643542e-01  -3.00399926e+00  -1.63186086e-01  -7.60696142e-02]
 [ -7.89148313e-01   1.63329453e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.16283618288
49,[ 0.18044445 -2.27391648],"[ 0.92660601 -0.71452316 -0.77426287  0.17663561 -1.42818605 -0.64487451
 -0.07972641  0.35621378  0.88198184  0.75074173  0.        ]",[ 0.53890434 -3.41790934],-3.35527,"[[ -4.45110752e-01  -3.00399928e+00  -1.63186086e-01  -7.60696142e-02]
 [ -2.55169903e+00  -2.32164643e-06   0.00000000e+00   0.00000000e+00]]",[-0.44889671 -0.26804033],-0.16272615549
