timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 0.46694055 -0.7835474 ],[-0.18155411 -0.23147057],[ 0.29756985 -0.43045147],-1.08437,"[[-0.08125148 -0.06207753  0.19135554 -0.02653338]
 [-0.00068344 -0.00104337  0.          0.        ]]","[ 1.14209768  1.96674911 -0.03093348  0.53662519  1.67476946 -0.22869828
  0.5026135   0.35981392 -0.08310541  0.13502292  0.        ]",-0.0173981582403
1,[ 0.48414168 -0.76701862],[-0.18155411 -0.23147057],[ 1.71234856  0.48993543],-1.20193,"[[-0.06944766 -0.07920369  0.19135554 -0.02653338]
 [ 1.17714113 -1.705889    0.          0.        ]]","[ 1.14331518  1.96513277 -0.01320649  0.48746581  1.67475498 -0.22869773
  0.58985008  0.11707934 -0.083078    0.13965791  0.        ]",-0.0175046406076
2,[ 0.29352075 -0.88775957],[-0.18155411 -0.23147057],[-0.1515951  -1.88877775],-0.969342,"[[-0.00645555 -0.09353383  0.19135554 -0.02653338]
 [ 5.10898121  0.26630916  0.          0.        ]]","[ 1.14659956  1.96348041  0.08158081  0.44638277  1.67474051 -0.22869719
  0.88106809  0.39787863 -0.07642358  0.22964588  0.        ]",-0.0234401994721
3,[ 0.3417978  -0.83510208],[-0.18155411 -0.23147057],[ 1.82618723 -0.63266271],-1.20845,"[[ 0.08870874 -0.12798556  0.19135554 -0.02653338]
 [ 4.40977233 -3.69827005  0.          0.        ]]","[ 1.14120817  1.95843556  0.22473088  0.34785702  1.67472604 -0.22869664
  0.82927623 -0.16659636 -0.07587913  0.35510185  0.        ]",-0.0359961248801
4,[ 0.25459057 -0.86898351],[-0.18155411 -0.23147057],[-1.29184643 -0.8918528 ],-1.28479,"[[ 0.21572941 -0.22636542  0.19135554 -0.02653338]
 [ 8.27941916 -6.1315903   0.          0.        ]]","[ 1.11470031  1.9355499   0.4136954   0.06930558  1.67471157 -0.22869609
  1.11588595 -0.51305093 -0.08949061  0.4768243   0.        ]",-0.0495331582959
5,[ 0.3906447 -0.7562111],[-0.18155411 -0.23147057],[ 0.61658633  0.38194594],-1.52981,"[[ 0.33999708 -0.38319435  0.19135554 -0.02653338]
 [ 4.16102304 -9.53996148  0.          0.        ]]","[ 1.06779054  1.87351136  0.59355792 -0.36074186  1.6746971  -0.22869555
  0.8108434  -0.99833097 -0.11532703  0.54174736  0.        ]",-0.0566067693057
6,[ 0.2949692 -0.8039453],[-0.18155411 -0.23147057],[ 0.36254138 -1.23071588],-1.29152,"[[ 0.44685929 -0.55693291  0.19135554 -0.02653338]
 [ 6.51739135 -7.83954023  0.          0.        ]]","[ 1.01140537  1.76981464  0.74213326 -0.80590159  1.67468263 -0.228695
  0.98536955 -0.75622195 -0.14966966  0.56132411  0.        ]",-0.0582350248553
7,[ 0.32682011 -0.74385726],[-0.18155411 -0.23147057],[ 0.75864767 -0.91010003],-1.40445,"[[  0.59031862  -0.75189766   0.19135554  -0.02653338]
 [  7.82418878 -11.644234     0.           0.        ]]","[ 0.91357783  1.61349818  0.9296241  -1.25031181  1.67466816 -0.22869446
  1.08215558 -1.29792762 -0.20771465  0.61437985  0.        ]",-0.0645008231917
8,[ 0.28869492 -0.72006953],[-0.18155411 -0.23147057],[-0.42914461 -0.15429013],-1.58944,"[[  0.7753776   -1.0186322    0.19135554  -0.02653338]
 [ 10.67227387 -15.0179116    0.           0.        ]]","[ 0.75301729  1.34192278  1.14553244 -1.73478159  1.67465369 -0.22869391
  1.2930985  -1.77825542 -0.30701551  0.65732471  0.        ]",-0.0712653622602
9,[ 0.24183361 -0.71246934],[-0.18155411 -0.23147057],[ 0.42975837 -1.18471666],-1.47184,"[[  0.96967121  -1.32212787   0.19135554  -0.02653338]
 [  8.7633668  -15.33065106   0.           0.        ]]","[ 0.54842448  0.97464131  1.3333555  -2.07387741  1.67463923 -0.22869336
  1.15170451 -1.82276519 -0.44257814  0.66504721  0.        ]",-0.0777281259229
10,[ 0.20311941 -0.69170922],[-0.18155411 -0.23147057],[-0.33383502 -0.19530957],-1.63045,"[[  1.1602713   -1.66542286   0.19135554  -0.02653338]
 [ 10.29154082 -18.98662052   0.           0.        ]]","[ 0.31919368  0.5253351   1.47222435 -2.14948712  1.67462476 -0.22869282
  1.26488493 -2.3432627  -0.61678341  0.61818651  0.        ]",-0.0852597619416
11,[ 0.18475986 -0.66087925],[-0.18155411 -0.23147057],[ 1.34847557  0.38206046],-1.79843,"[[  1.35080242  -2.04913706   0.19135554  -0.02653338]
 [  8.76655965 -19.38352477   0.           0.        ]]","[ 0.07015299  0.04275709  1.5610525  -1.83936831  1.67461029 -0.22869227
  1.15192759 -2.39973599 -0.83873556  0.52826593  0.        ]",-0.100621723768
