timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.00982428 -2.11928844],"[  1.21134545e+00   2.19943498e+00  -3.98991974e-02   9.37916081e-01
  -1.39852608e+00   1.83636703e-01   3.66538527e-01   3.82740312e-01
   2.63160407e+00  -1.31993051e-03   0.00000000e+00]",[-1.47847904 -2.92409105],-7.00537,"[[ 0.01000142  0.04972205 -0.16205783  0.01932815]
 [ 0.00423844  0.00055505  0.          0.        ]]",[-0.21917471 -0.21159665],-0.372042693021
1,[-1.87748301 -2.03885841],"[ 1.21080999  2.20107063 -0.09868858  0.80728928 -1.39852102  0.18363647
  0.06974153 -0.18289526  2.63262278 -0.10454581  0.        ]",[-1.52417128 -3.82885893],-6.84421,"[[-0.02958972  0.01002064 -0.16205783  0.01932815]
 [-3.95018977 -3.95751077  0.          0.        ]]",[-0.21917471 -0.21159665],-0.372794704746
2,[-1.58588064 -1.8841567 ],"[ 1.19651664  2.19300175 -0.27298616  0.41928707 -1.39851596  0.18363624
 -0.22118948 -0.73733501  2.59744518 -0.40912729  0.        ]",[-2.20994454 -1.91120244],-7.32201,"[[-0.14748508 -0.10805613 -0.16205783  0.01932815]
 [-7.82646172 -7.83723677  0.          0.        ]]",[-0.21917471 -0.21159665],-0.372566447094
3,[-1.17289162 -1.67701292],"[ 1.13190573  2.13768162 -0.55300139 -0.20780713 -1.3985109   0.18363601
 -0.50638955 -1.28079082  2.41949425 -0.87502678  0.        ]",[-0.86895504 -2.34761837],-6.5436,"[[ -0.34213907  -0.30295657  -0.16205783   0.01932815]
 [-11.62637865 -11.64011929   0.           0.        ]]",[-0.21917471 -0.21159665],-0.364156369902
4,[-0.50551492 -1.34720182],"[ 0.96650843  1.97852271 -0.90166086 -1.01084699 -1.39850583  0.18363577
 -0.7471098  -1.81348704  1.97507678 -1.35603059  0.        ]",[-1.68585312 -2.26222078],-6.26548,"[[ -0.60684402  -0.57315992  -0.16205783   0.01932815]
 [-14.83366772 -15.36775172   0.           0.        ]]",[-0.21917471 -0.21159665],-0.336991594577
5,[ 0.22281224 -0.96370053],"[ 0.64845438  1.65522407 -1.25428231 -1.83905686 -1.39850077  0.18363554
 -1.02212683 -2.33555074  1.23869101 -1.58046689  0.        ]",[-0.19648521 -1.36009155],-4.887,"[[ -0.94027759  -0.91717051  -0.16205783   0.01932815]
 [-18.49792775 -19.02105537   0.           0.        ]]",[-0.21917471 -0.21159665],-0.27990126825
6,[ 0.5440954  -0.74745476],"[ 0.18764974  1.13569567 -1.49127855 -2.42531613 -1.39849571  0.18363531
 -1.05329154 -2.84734335  0.47801522 -1.27557238  0.        ]",[ 0.51681707 -1.18251181],-3.30897,"[[ -1.31439844e+00  -1.33352691e+00  -1.62057832e-01   1.93281476e-02]
 [ -1.89131911e+01  -2.26025989e+01   0.00000000e+00   0.00000000e+00]]",[-0.21917471 -0.21159665],-0.19101303357
7,[ 0.4566493  -0.72795802],"[-0.29389539  0.46374021 -1.53274593 -2.41517761 -1.39849065  0.18363508
 -0.8721108  -3.34905639  0.15906055 -0.56839648  0.        ]",[ 0.96423046 -1.04264074],-1.92498,"[[ -1.66844119e+00  -1.82080743e+00  -1.62057832e-01   1.93281476e-02]
 [ -1.64992300e+01  -2.61137685e+01   0.00000000e+00   0.00000000e+00]]",[-0.21917471 -0.21159665],-0.09493206637
8,[ 0.06287656 -0.92572838],"[-0.67670964 -0.19736961 -1.43048028 -1.5029633  -1.39848559  0.18363484
 -0.5615498  -3.84086438  0.42643492  0.01529244  0.        ]",[-1.30253231  0.53759488],-2.32662,"[[ -1.95691370e+00  -2.37761777e+00  -1.62057832e-01   1.93281476e-02]
 [ -1.23614418e+01  -2.95558367e+01   0.00000000e+00   0.00000000e+00]]",[-0.21917471 -0.21159665],-0.0843770826149
9,[-0.18080066 -1.07960939],"[-1.01260964 -0.5566402  -1.21816861  0.12003686 -1.39848053  0.18363461
 -0.84056203 -3.45296173  0.93143592  0.09756081  0.        ]",[ 1.48160891 -2.10257154],-2.11692,"[[ -2.24144657e+00  -2.94150221e+00  -1.62057832e-01   1.93281476e-02]
 [ -1.60789181e+01  -2.68417270e+01   0.00000000e+00   0.00000000e+00]]",[-0.21917471 -0.21159665],-0.149781933309
