timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.64347446 -0.50518411],"[ 1.10637825  1.41689381  0.15355574  0.36850178 -1.12325248  0.3213523
  0.80494483  0.1954012   1.97981279 -0.14794585  0.        ]",[-2.30801827 -0.04688886],-7.721,"[[ 0.03096716 -0.03494485 -0.13090146  0.03458529]
 [ 0.00171674  0.00077703  0.          0.        ]]",[-0.07389373 -0.0268294 ],-0.342344611609
1,[-0.62164122 -0.50167692],"[ 1.10696572  1.41677767  0.09302397  0.36489519 -1.12323118  0.32134933
  0.4672759   0.17074288  1.97928841 -0.20804429  0.        ]",[-0.24220303 -1.13753276],-7.26619,"[[-0.00868863 -0.03677681 -0.13090146  0.03458529]
 [-3.95412499 -0.18336436  0.          0.        ]]",[-0.07389373 -0.0268294 ],-0.343176367443
2,[-0.59983093 -0.50032419],"[ 1.10058057  1.41364184 -0.04092961  0.27971797 -1.12320987  0.32134636
  0.39229359 -0.35892108  1.96589061 -0.37102173  0.        ]",[ 0.47608519 -0.58547063],-6.85237,"[[-0.0965842  -0.08013205 -0.13090146  0.03458529]
 [-4.83251612 -4.13897657  0.          0.        ]]",[-0.07389373 -0.0268294 ],-0.344635237844
3,[-0.58506972 -0.49948457],"[ 1.08633778  1.39656698 -0.15705853  0.07454091 -1.12318857  0.32134338
  0.56127797 -0.65846052  1.92496877 -0.56063557  0.        ]",[-0.57768109 -1.14860699],-6.88421,"[[-0.17337101 -0.18535652 -0.13090146  0.03458529]
 [-2.85276544 -6.37601174  0.          0.        ]]",[-0.07389373 -0.0268294 ],-0.344488080829
4,[-0.53159446 -0.49490187],"[ 1.06320695  1.34273054 -0.27550567 -0.24006018 -1.12316727  0.32134041
  0.37113074 -1.17162426  1.83353287 -0.78357779  0.        ]",[-0.37125412 -1.69613913],-6.54059,"[[ -0.2527754   -0.35132936  -0.13090146   0.03458529]
 [ -5.08031538 -10.20850103   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.340865670407
5,[-0.45261753 -0.48670837],"[ 1.01471399  1.20835331 -0.44305361 -0.6629379  -1.12314597  0.32133744
  0.25440464 -1.67463669  1.63269673 -1.05634911  0.        ]",[ 0.59052882  0.02445078],-5.38809,"[[ -0.36810013  -0.59319378  -0.13090146   0.03458529]
 [ -6.44773528 -13.96541678   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.329110341467
6,[-0.39437664 -0.47865701],"[ 0.95617301  0.98385262 -0.58828234 -1.06544346 -1.12312467  0.32133446
  0.4646267  -1.62470034  1.36017564 -1.2427234   0.        ]",[-1.10401412  0.25775235],-5.00164,"[[ -0.4723452   -0.86876419  -0.13090146   0.03458529]
 [ -3.9849472  -13.59285489   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.308324774382
7,[-0.29883158 -0.46472615],"[ 0.87341418  0.71821171 -0.74427944 -1.34072336 -1.12310337  0.32133149
  0.13347515 -1.4518035   1.05490557 -1.32664068  0.        ]",[-0.21903064 -0.11883774],-4.02331,"[[ -0.59096592  -1.12766869  -0.13090146   0.03458529]
 [ -7.86431916 -12.30189963   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.28061084677
8,[-0.22065388 -0.45310363],"[ 0.73241331  0.43032417 -0.94031631 -1.49354413 -1.12308208  0.32132852
  0.07265072 -1.48209826  0.71559749 -1.30691473  0.        ]",[-0.71476356 -1.14680744],-3.63461,"[[ -0.75540085  -1.37597976  -0.13090146   0.03458529]
 [ -8.57685413 -12.52844747   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.244181190453
9,[-0.16023009 -0.44342461],"[ 0.52689596  0.07969733 -1.13867096 -1.52223042 -1.12306078  0.32132555
 -0.15444961 -1.97886141  0.3818061  -1.12982227  0.        ]",[-0.92362362 -0.34168901],-2.97915,"[[ -0.95362781  -1.66377883  -0.13090146   0.03458529]
 [-11.23726815 -16.23908243   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.195086286069
10,[-0.14787087 -0.44224685],"[ 0.21246721 -0.31482697 -1.32351665 -1.35309022 -1.12303949  0.32132257
 -0.44777277 -2.11672155  0.14060566 -0.77261852  0.        ]",[ 0.02856933  0.0073872 ],-2.21012,"[[ -1.21284792  -1.99889837  -0.13090146   0.03458529]
 [-14.67346788 -17.26942875   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.132999301341
11,[-0.1529294  -0.44174415],"[-0.17566697 -0.65857401 -1.41666463 -0.97583909 -1.12301819  0.3213196
 -0.41356283 -2.06683964  0.12441718 -0.3695851   0.        ]",[ 0.33536442 -1.3951865 ],-2.29821,"[[ -1.50229834  -2.34055548  -0.13090146   0.03458529]
 [-14.27276431 -16.89755313   0.           0.        ]]",[-0.07389373 -0.0268294 ],-0.0830727425618
