timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 1.57336962  0.49728191],"[ 1.0221021   1.51005935  0.09173515  0.41257378  1.12608183  0.78323957
  0.13743685  0.34182224  0.21460953 -0.64267392  0.        ]",[ 1.64311498  0.80491023],-2.75142,"[[ 0.09077802 -0.06863602  0.13195909  0.08912442]
 [ 0.00297154 -0.00139459  0.          0.        ]]",[-0.5358693  -0.33815131],-0.109761251077
1,[ 0.35776111 -0.24493776],"[ 1.01621623  1.51199668  0.1551048   0.50899371  1.1260809   0.78323911
  0.551352    0.8216503   0.20634065 -0.52357903  0.        ]",[ 0.99887778 -1.57607717],-2.67917,"[[ 0.13051496 -0.03670171  0.13195909  0.08912442]
 [ 3.95755793  3.1842142   0.          0.        ]]",[-0.5358693  -0.33815131],-0.101069405911
2,[-0.84267157 -0.42101377],"[ 0.98640703  1.51266822  0.34099778  0.57944749  1.12607997  0.78323866
  0.9569073   0.21552057  0.1623061  -0.25225957  0.        ]",[-0.27451892 -0.17993351],-2.5682,"[[ 0.24854236 -0.01339288  0.13195909  0.08912442]
 [ 7.8322764  -0.83991414  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0817838666082
3,[-1.32036078 -0.61142242],"[ 0.92549857  1.51197321  0.56040166  0.50758486  1.12607904  0.7832382
  0.8270556   0.11078459  0.08473956  0.01329997  0.        ]",[-1.58289346 -0.54979898],-2.44783,"[[ 0.39274049 -0.0371678   0.13195909  0.08912442]
 [ 6.5916663  -1.53526164  0.          0.        ]]",[-0.5358693  -0.33815131],-0.064774734454
4,[-0.63475519 -0.01102957],"[ 0.8738173   1.50816213  0.6923566   0.35000368  1.12607811  0.78323774
  0.39944517 -0.21230282  0.03475853  0.13608037  0.        ]",[-0.82540289 -0.02150203],-2.47512,"[[ 0.48358356 -0.0893944   0.13195909  0.08912442]
 [ 2.50623977 -3.68025585  0.          0.        ]]",[-0.5358693  -0.33815131],-0.058137592419
5,[ 0.26957747  0.52353531],"[ 0.86312924  1.49745602  0.71621065  0.12893796  1.12607718  0.78323728
  0.05249652 -0.21395918  0.04806534  0.09218692  0.        ]",[-0.09695401  1.18990723],-2.56901,"[[ 0.50045027 -0.16310979  0.13195909  0.08912442]
 [-0.80853739 -3.69125307  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0597642347117
6,[ 0.1590344  -0.09904718],"[ 0.87568644  1.49057281  0.68807995  0.02969174  1.12607625  0.78323682
  0.01386365  0.39347868  0.0732705   0.01826745  0.        ]",[ 0.73441246 -0.03451401],-2.42983,"[[ 0.48057613 -0.19647236  0.13195909  0.08912442]
 [-1.17763899  0.34155604  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0634618965028
7,[-0.50416702 -0.46041754],"[ 0.87205001  1.4917663   0.69636366  0.04565686  1.12607532  0.78323636
  0.32039416  0.37170631  0.06751589  0.03537905  0.        ]",[-0.60746819  0.90619287],-2.53382,"[[ 0.48640705 -0.19109156  0.13195909  0.08912442]
 [ 1.75097898  0.19700935  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0625469148743
8,[-0.54249018 -0.89656568],"[ 0.86537034  1.49960431  0.71128306  0.16456491  1.12607439  0.7832359
  0.06509984  0.91172153  0.046747    0.09788165  0.        ]",[-0.19702241 -0.3981153 ],-2.42727,"[[ 0.49695436 -0.15117998  0.13195909  0.08912442]
 [-0.68812217  3.78219709  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0595798336298
9,[-0.27232197 -0.5301047 ],"[ 0.87880791  1.50787039  0.68086779  0.34185477  1.12607347  0.78323544
 -0.01498672  0.66304736  0.04236143  0.11777762  0.        ]",[-0.9974353  -0.75123415],-2.40905,"[[ 0.47551492 -0.09210061  0.13195909  0.08912442]
 [-1.45327505  2.13124123  0.          0.        ]]",[-0.5358693  -0.33815131],-0.0590000564746
