timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-1.44106424 -1.45599365],[-0.10200589 -0.14516205],[-2.46553899 -2.48844284],-7.00226,"[[-0.0697678   0.01475058 -0.18551189  0.02882296]
 [-0.00176409  0.00410889  0.          0.        ]]","[ 1.13343797  1.72344271  0.03496971  0.6659465  -1.61020515  0.25794945
  0.76851732  0.31761457  2.55296782 -0.20777521  0.        ]",-0.39731166308
1,[-1.31624746 -1.37615275],[-0.10200589 -0.14516205],[-1.90226893 -0.68143247],-6.89492,"[[-0.10947779 -0.02488046 -0.18551189  0.02882296]
 [-3.95607422 -3.95402597  0.          0.        ]]","[ 1.1285357   1.72316354 -0.02511303  0.56802829 -1.61018238  0.25794836
  0.44355048 -0.23741457  2.54465869 -0.30230215  0.        ]",-0.397671804897
2,[-1.1549437  -1.28071761],[-0.10200589 -0.14516205],[-0.54206128 -1.40145005],-6.51497,"[[-0.2274947  -0.13023219 -0.18551189  0.02882296]
 [-7.83272896 -6.57242168  0.          0.        ]]","[ 1.10129955  1.71288409 -0.2017672   0.30861893 -1.6101596   0.25794728
  0.12496594 -0.60457767  2.48910199 -0.5672025   0.        ]",-0.396301963906
3,[-0.91149187 -1.14612889],[-0.10200589 -0.14516205],[-0.5382033  -0.81847775],-6.32127,"[[ -0.40409649  -0.30009465  -0.18551189   0.02882296]
 [ -9.82089756 -10.40105489   0.           0.        ]]","[ 1.02588865  1.66733856 -0.45646823 -0.10091974 -1.61013682  0.2579462
 -0.03842252 -1.14144139  2.31679066 -0.93725958  0.        ]",-0.387238447806
4,[-0.57723737 -0.96720684],[-0.10200589 -0.14516205],[ 1.03014583 -1.86559124],-5.48491,"[[ -0.61992222  -0.53855702  -0.18551189   0.02882296]
 [-11.75537986 -13.43504892   0.           0.        ]]","[ 0.88060905  1.54559907 -0.74175481 -0.63780877 -1.61011405  0.25794511
 -0.19739899 -1.56686454  1.96562139 -1.29892041  0.        ]",-0.363241648243
5,[-0.27348754 -0.79987621],[-0.10200589 -0.14516205],[-0.36332309 -1.19153986],-5.20507,"[[ -0.81300336  -0.84432894  -0.18551189   0.02882296]
 [ -7.56676968 -17.12981545   0.           0.        ]]","[ 0.7063284   1.30152189 -0.96262141 -1.2175374  -1.61009128  0.25794403
  0.146825   -2.08491955  1.50318376 -1.47357029  0.        ]",-0.323166568309
6,[ 0.01453479 -0.62654698],[-0.10200589 -0.14516205],[ 1.76693385  1.79428742],-3.69092,"[[ -0.97727187  -1.22324433  -0.18551189   0.02882296]
 [ -8.85611065 -20.74965259   0.           0.        ]]","[ 0.5300801   0.89481786 -1.11851756 -1.69361208 -1.6100685   0.25794295
  0.04086497 -2.59242597  1.02804635 -1.3955613   0.        ]",-0.267317776214
7,[ 0.02089381 -0.60904342],[-0.10200589 -0.14516205],[ 0.61397406 -1.23127018],-3.51046,"[[ -1.11296944  -1.5943945   -0.18551189   0.02882296]
 [ -4.72698757 -16.37990846   0.           0.        ]]","[ 0.36862691  0.43715132 -1.22187646 -1.84062749 -1.61004573  0.25794186
  0.38020176 -1.97966183  0.70178357 -1.12756077  0.        ]",-0.209851191693
8,[ 0.01815468 -0.59453309],[-0.10200589 -0.14516205],[ 1.06266417  1.00493785],-2.84102,"[[ -1.18220361  -1.95846974  -0.18551189   0.02882296]
 [ -2.20483726 -20.0154783    0.           0.        ]]","[ 0.2817461  -0.00825759 -1.26505289 -1.65793197 -1.61002296  0.25794078
  0.58747404 -2.48936526  0.58649256 -0.80339891  0.        ]",-0.166175406178
9,[-0.11477857 -0.64937419],[-0.10200589 -0.14516205],[ 1.30744614  0.09967997],-2.67759,"[[ -1.18616363  -2.31507817  -0.18551189   0.02882296]
 [  1.79587045 -15.65983806   0.           0.        ]]","[ 0.27669604 -0.38451079 -1.26730834 -1.18792768 -1.61000019  0.2579397
  0.91625447 -1.87860313  0.63305561 -0.51410743  0.        ]",-0.145852334409
10,[-0.27706993 -0.72698218],[-0.10200589 -0.14516205],[-0.25334632 -1.03739212],-3.10746,"[[ -1.11088646  -2.62120429  -0.18551189   0.02882296]
 [  5.71891526 -14.95508421   0.           0.        ]]","[ 0.37119427 -0.6235032  -1.22043707 -0.59898418 -1.60997742  0.25793861
  1.23864686 -1.77975744  0.76185407 -0.32248913  0.        ]",-0.149864967535
11,[-0.36150962 -0.76134449],[-0.10200589 -0.14516205],[ 0.09747129 -0.65571137],-3.19187,"[[ -1.0077103   -2.95706293  -0.18551189   0.02882296]
 [  4.60239203 -18.61858437   0.           0.        ]]","[ 0.49498887 -0.76851363 -1.14373426  0.17619703 -1.60995465  0.25793753
  1.14687818 -2.29337123  0.94036671 -0.1394651   0.        ]",-0.167332752215
12,[-0.7065742  -0.97024035],[-0.10200589 -0.14516205],[-0.95418509  0.78811571],-3.53473,"[[-0.91269601 -3.12966892 -0.18551189  0.02882296]
 [ 4.89797579 -0.77702272  0.          0.        ]]","[ 0.60210672 -0.7897542  -1.06099317  0.60009377 -1.60993189  0.25793645
  1.17115891  0.20820467  1.04508619 -0.05279111  0.        ]",-0.180349741032
13,[-0.72561491 -0.98285109],[-0.10200589 -0.14516205],[ 0.28795665 -0.32699584],-3.26134,"[[-0.85361213 -3.09614161 -0.18551189  0.02882296]
 [ 1.02329008  3.3851996   0.          0.        ]]","[ 0.66494424 -0.78854071 -1.00401967  0.51728818 -1.60990912  0.25793536
  0.85272415  0.79178965  1.01814436 -0.07912983  0.        ]",-0.176974126972
14,[-0.70274174 -0.96944851],[-0.10200589 -0.14516205],[-0.65575151 -0.71943674],-3.39008,"[[-0.82191117 -3.04210037 -0.18551189  0.02882296]
 [ 2.1430735   2.02346216  0.          0.        ]]","[ 0.69736913 -0.78361892 -0.97178747  0.38412499 -1.60988636  0.25793428
  0.94474312  0.60085536  0.98897989 -0.11414088  0.        ]",-0.173567913227
15,[-0.65060174 -0.93733108],[-0.10200589 -0.14516205],[ 0.77528574 -1.1098174 ],-3.12771,"[[-0.80552573 -3.01686873 -0.18551189  0.02882296]
 [-0.4957245   0.7217796   0.          0.        ]]","[ 0.71375948 -0.78006679 -0.95468367  0.3221726  -1.60986359  0.2579332
  0.72787702  0.41834226  0.97650311 -0.13209228  0.        ]",-0.17223333643
16,[-0.67477715 -0.95256382],[-0.10200589 -0.14516205],[-1.49167327  0.78325099],-3.55166,"[[-0.7845439  -3.00816586 -0.18551189  0.02882296]
 [ 2.58364956  0.23691311  0.          0.        ]]","[ 0.73437422 -0.77865412 -0.93235541  0.30084658 -1.60984083  0.25793212
  0.98093905  0.35035653  0.97296943 -0.14017802  0.        ]",-0.171939821753
17,[-0.67163718 -0.95172101],[-0.10200589 -0.14516205],[ 0.45002463 -1.90358875],-3.14753,"[[-0.77310759 -2.97235953 -0.18551189  0.02882296]
 [-1.42665388  3.3334015   0.          0.        ]]","[ 0.7454283  -0.77186618 -0.91998267  0.21338823 -1.60981807  0.25793103
  0.65135996  0.78451843  0.95734546 -0.16546311  0.        ]",-0.170429732685
18,[-0.61837721 -0.91909415],[-0.10200589 -0.14516205],[ 0.28870478 -0.49797486],-3.16247,"[[-0.7834819  -2.94608071 -0.18551189  0.02882296]
 [ 0.3831923  -0.69210464  0.          0.        ]]","[ 0.73539749 -0.76587221 -0.93119944  0.14953417 -1.60979531  0.25792995
  0.80009222  0.22008972  0.945387   -0.18183832  0.        ]",-0.169239884222
19,[-0.61393607 -0.9152    ],[-0.10200589 -0.14516205],[-1.13374223 -2.71358321],-3.47711,"[[-0.76442627 -2.97956831 -0.18551189  0.02882296]
 [ 1.51858716 -2.65012907  0.          0.        ]]","[ 0.75372791 -0.77335015 -0.91048943  0.23095531 -1.60977255  0.25792887
  0.89339545 -0.05445133  0.96089225 -0.16180274  0.        ]",-0.170825437561
20,[-0.61926043 -0.91656166],[-0.10200589 -0.14516205],[-0.90448701 -1.74792617],-3.43647,"[[-0.77408116 -3.03577263 -0.18551189  0.02882296]
 [-2.47069184 -0.87669679  0.          0.        ]]","[ 0.74447821 -0.78277478 -0.92102071  0.3685679  -1.60974979  0.25792778
  0.56554344  0.19420782  0.98774587 -0.12128515  0.        ]",-0.173564108388
21,[-0.58740568 -0.89866894],[-0.10200589 -0.14516205],[-0.5964212  -2.14951258],-3.36882,"[[-0.85893406 -3.03377263 -0.18551189  0.02882296]
 [-6.00284807  0.58084942  0.          0.        ]]","[ 0.65937441 -0.78250184 -1.00926159  0.36365261 -1.60972703  0.2579267
  0.27525994  0.3985751   0.98490522 -0.11464059  0.        ]",-0.17301131634
22,[-0.53206575 -0.86708772],[-0.10200589 -0.14516205],[-1.01759486 -1.86759087],-3.46043,"[[-1.00149141 -3.02162019 -0.18551189  0.02882296]
 [-8.24541755  0.5464284   0.          0.        ]]","[ 0.50216564 -0.78076126 -1.13858341  0.33381808 -1.60970427  0.25792562
  0.09095836  0.39374696  0.97775945 -0.10528023  0.        ]",-0.171794118642
23,[-0.44292086 -0.81766784],[-0.10200589 -0.14516205],[-0.85928763 -2.89870606],-3.40793,"[[ -1.20448694  -3.01294261  -0.18551189   0.02882296]
 [-12.0414851    0.32370335   0.           0.        ]]","[ 0.25317016 -0.7794042  -1.2773982   0.3125405  -1.60968152  0.25792453
 -0.22101438  0.36251586  0.97501673 -0.08461253  0.        ]",-0.170975543281
24,[-0.3473309  -0.76721257],[-0.10200589 -0.14516205],[ 0.01164461 -0.39019205],-3.1925,"[[ -1.47706003  -3.00819853  -0.18551189   0.02882296]
 [-15.20527955   0.16436365   0.           0.        ]]","[-0.11104551 -0.77862037 -1.37150621  0.30091734 -1.60965876  0.25792345
 -0.48102433  0.34017241  0.9821274  -0.05333886  0.        ]",-0.171416906604
25,[-0.29596037 -0.74231756],[-0.10200589 -0.14516205],[-1.72993376 -2.38682398],-3.53192,"[[ -1.77768289  -3.00523356  -0.18551189   0.02882296]
 [-14.85816385   0.12188365   0.           0.        ]]","[-0.52267124 -0.77811442 -1.34576344  0.29365631 -1.60963601  0.25792237
 -0.45249485  0.33421456  1.00043793 -0.02157459  0.        ]",-0.173555263563
26,[-0.21159308 -0.70169508],[-0.10200589 -0.14516205],[ 0.33071974 -1.03280112],-3.05661,"[[ -2.11161985  -3.00401294  -0.18551189   0.02882296]
 [-18.52331779   0.02280183   0.           0.        ]]","[-0.94863175 -0.77790005 -1.16133311  0.29066722 -1.60961325  0.25792129
 -0.75370791  0.32032022  1.03158759  0.00529329  0.        ]",-0.177692212783
27,[-0.21274203 -0.70733482],[-0.10200589 -0.14516205],[-0.71044318  0.05477109],-3.19552,"[[ -2.46526925e+00  -3.00384213e+00  -1.85511889e-01   2.88229648e-02]
 [ -1.68472075e+01   2.89209067e-04   0.00000000e+00   0.00000000e+00]]","[-1.31347526 -0.77786568 -0.80984694  0.29024792 -1.6095905   0.2579202
 -0.61595456  0.31716219  1.07244229  0.01978888  0.        ]",-0.183399795181
28,[-0.18183148 -0.69536477],[-0.10200589 -0.14516205],[-1.0783265  -0.70759239],-3.21055,"[[ -2.82708927  -3.00165968  -0.18551189   0.02882296]
 [-19.32653094   0.21724311   0.           0.        ]]","[-1.54895483 -0.77748119 -0.32887918  0.2849058  -1.60956775  0.25791912
 -0.8197112   0.34758147  1.11577459  0.01951216  0.        ]",-0.189600083726
29,[-0.14828306 -0.67902774],[-0.10200589 -0.14516205],[ 0.36939052  0.15927818],-2.98597,"[[ -3.24950612  -3.00060853  -0.18551189   0.02882296]
 [-22.90323336  -0.04787116   0.           0.        ]]","[-1.60844721 -0.77729135  0.30471393  0.28233281 -1.609545    0.25791804
 -1.11365137  0.31040624  1.16308944 -0.00248906  0.        ]",-0.196562283518
30,[-0.21452931 -0.71137011],[-0.10200589 -0.14516205],[-0.88430398 -0.32735298],-3.07653,"[[ -3.68834736  -2.99522479  -0.18551189   0.02882296]
 [-20.98727276   0.5841318    0.           0.        ]]","[-1.41575118 -0.77631772  0.93095862  0.26916554 -1.60952225  0.25791695
 -0.95618179  0.39902315  1.20046947 -0.04209504  0.        ]",-0.20235224249
31,[-0.2335887  -0.71827894],[-0.10200589 -0.14516205],[ 0.72701534  0.44511141],-2.89395,"[[ -4.13905358  -2.99666144  -0.18551189   0.02882296]
 [-24.07307184  -0.72342377   0.           0.        ]]","[-0.98654743 -0.77657485  1.41737031  0.27267676 -1.6094995   0.25791587
 -1.20977518  0.21567772  1.2162814  -0.10142514  0.        ]",-0.205524125244
32,[-0.39779758 -0.80724645],[-0.10200589 -0.14516205],[ 0.7763699  -0.10514066],-2.87144,"[[ -4.58685223  -2.99329817  -0.18551189   0.02882296]
 [-20.71796668   1.05381224   0.           0.        ]]","[-0.41218571 -0.77595249  1.64832187  0.26445412 -1.60947676  0.25791479
 -0.93403087  0.46487924  1.20984288 -0.16034314  0.        ]",-0.205823381685
33,[-0.51143318 -0.86748767],[-0.10200589 -0.14516205],[-0.80304348 -1.13675211],-3.08269,"[[ -4.9662553   -2.9766042   -0.18551189   0.02882296]
 [-17.23395333   0.61702846   0.           0.        ]]","[ 0.10590764 -0.77267483  1.61156121  0.2237075  -1.60945401  0.25791371
 -0.64769543  0.40363145  1.19675392 -0.20584748  0.        ]",-0.205124424066
34,[-0.48341465 -0.84658033],[-0.10200589 -0.14516205],[ 0.66702149 -1.63154262],-2.87091,"[[ -5.33941391  -3.00411293  -0.18551189   0.02882296]
 [-20.07242801  -2.46718688   0.           0.        ]]","[ 0.56788215 -0.7778781   1.37124842  0.29090329 -1.60943126  0.25791262
 -0.88096836 -0.02883937  1.13811321 -0.23077609  0.        ]",-0.197636790139
35,[-0.58704948 -0.90287626],[-0.10200589 -0.14516205],[-0.20162617 -0.41671221],-3.05828,"[[ -5.71037720e+00  -3.02216544e+00  -1.85511889e-01   2.88229648e-02]
 [ -1.70340444e+01  -1.67719519e-03   0.00000000e+00   0.00000000e+00]]","[ 0.91704613 -0.78077932  0.96442311  0.33514225 -1.60940852  0.25791154
 -0.63125612  0.31687619  1.08458888 -0.22940169  0.        ]",-0.190134902036
36,[-0.59196913 -0.90337342],[-0.10200589 -0.14516205],[-0.10185553 -0.60190711],-3.11016,"[[ -6.055684    -3.01674183  -0.18551189   0.02882296]
 [-17.49510622   0.3756057    0.           0.        ]]","[ 1.10129772 -0.77994395  0.48366644  0.32183869 -1.60938577  0.25791046
 -0.66914465  0.36977782  1.04889504 -0.22535382  0.        ]",-0.185039670698
37,[-0.56613576 -0.88600421],[-0.10200589 -0.14516205],[-2.27516444 -1.77203957],-3.61975,"[[ -6.40615735  -3.01018763  -0.18551189   0.02882296]
 [-17.55203946   0.2632328    0.           0.        ]]","[ 1.12636336 -0.77888655 -0.04533351  0.30577432 -1.60936303  0.25790937
 -0.67381985  0.35401907  1.01453242 -0.20897915  0.        ]",-0.179739780611
38,[-0.46676782 -0.83062959],[-0.10200589 -0.14516205],[-1.28605845 -1.54479985],-3.46659,"[[ -6.79343676  -3.0066173   -0.18551189   0.02882296]
 [-21.16386447   0.11379317   0.           0.        ]]","[ 0.96140083 -0.77828579 -0.60096152  0.29702865 -1.60934029  0.25790829
 -0.97065132  0.33306278  0.98428684 -0.17407076  0.        ]",-0.174472490977
39,[-0.33728647 -0.76033574],[-0.10200589 -0.14516205],[-0.30114484 -0.97863895],-3.2867,"[[ -7.25223524  -3.005089    -0.18551189   0.02882296]
 [-24.70418589   0.04814693   0.           0.        ]]","[ 0.53941221 -0.77802096 -1.11133768  0.29328559 -1.60931755  0.25790721
 -1.26160085  0.32385624  0.96795694 -0.11833186  0.        ]",-0.170727938743
40,[-0.22561334 -0.70147574],[-0.10200589 -0.14516205],[-0.32670096  0.45013541],-3.26952,"[[ -7.75337504e+00  -3.00442441e+00  -1.85511889e-01   2.88229648e-02]
 [ -2.54074506e+01   2.16118800e-02   0.00000000e+00   0.00000000e+00]]","[-0.10160451 -0.77790212 -1.37049428  0.29165744 -1.60929481  0.25790613
 -1.31938451  0.32013401  0.97880884 -0.05484432  0.        ]",-0.170991559637
