timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-0.69391733 -0.56405175],[-0.35193226 -0.26313478],[ 0.28734727 -0.93901325],-2.22759,"[[ 0.00809125  0.0592275   0.08555868  0.01766861]
 [-0.00304625 -0.00193938  0.          0.        ]]","[ 1.15506585  1.94465494 -0.12034746  0.89157165  0.73422295  0.14814656
  0.2258607   0.38403499  0.70563106  0.02585275  0.        ]",-0.12454867226
1,[-0.55275452 -0.38164249],[-0.35193226 -0.26313478],[-0.73348452 -0.22294308],-2.41613,"[[ 0.01945039  0.0218797   0.08555868  0.01766861]
 [ 1.13516552 -3.72044718  0.          0.        ]]","[ 1.1548566   1.94659723 -0.10257685  0.76666399  0.73422228  0.14814647
  0.32538417 -0.15851207  0.70679761  0.01061527  0.        ]",-0.12482990117
2,[-0.01488527 -0.04109174],[-0.35193226 -0.26313478],[-0.94560486  0.25636814],-2.50764,"[[ 0.0128192  -0.06063585  0.08555868  0.01766861]
 [-1.78855269 -4.5284188   0.          0.        ]]","[ 1.15499704  1.94453543 -0.11295047  0.49058355  0.73422161  0.14814638
  0.06973807 -0.27639869  0.70662143 -0.08219306  0.        ]",-0.126177249402
3,[ 0.71663588  0.42126477],[-0.35193226 -0.26313478],[-0.54394492  1.40443869],-2.71728,"[[-0.06013297 -0.14010528  0.08555868  0.01766861]
 [-5.49432963 -3.42221334  0.          0.        ]]","[ 1.15270499  1.93428876 -0.22703308  0.22597799  0.73422094  0.14814629
 -0.25429021 -0.11499805  0.68784709 -0.29429406  0.        ]",-0.130286709885
4,[ 1.04028857  0.57958984],[-0.35193226 -0.26313478],[ 0.29403438  0.92610555],-2.48584,"[[-0.19053455 -0.16813373  0.08555868  0.01766861]
 [-7.53900923  0.60594409  0.          0.        ]]","[ 1.13107772  1.92874846 -0.42931369  0.13327124  0.73422028  0.1481462
 -0.4330742   0.47272905  0.63405043 -0.55741203  0.        ]",-0.137944658652
5,[ 0.98903596  0.45946455],[-0.35193226 -0.26313478],[ 0.32537825 -0.08204719],-2.29386,"[[-0.32816217 -0.11934778  0.08555868  0.01766861]
 [-6.22811263  4.26046921  0.          0.        ]]","[ 1.08425623  1.93773228 -0.63727825  0.29487588  0.73421961  0.14814611
 -0.31845074  1.00594081  0.57248757 -0.75503483  0.        ]",-0.145702521152
6,[ 1.0880332   0.52148008],[-0.35193226 -0.26313478],[ 1.07013315  1.44713385],-2.5989,"[[-0.43857227 -0.03824961  0.08555868  0.01766861]
 [-4.81759728  3.85071245  0.          0.        ]]","[ 1.02945531  1.94593691 -0.79740293  0.56542528  0.73421894  0.14814602
 -0.19511675  0.94615425  0.52594074 -0.87139135  0.        ]",-0.150948533688
7,[ 0.68664795  0.05568594],[-0.35193226 -0.26313478],[ 0.9589386  -0.29793816],-2.22306,"[[-0.49429278  0.07771178  0.08555868  0.01766861]
 [-0.76792935  7.73249394  0.          0.        ]]","[ 0.99619203  1.94298985 -0.87525894  0.95329817  0.73421827  0.14814593
  0.15898174  1.51252209  0.52890902 -0.86256247  0.        ]",-0.150463544944
8,[ 0.15636866 -0.29875991],[-0.35193226 -0.26313478],[-0.62108785  0.5268401 ],-2.50154,"[[-0.47143255  0.21897443  0.08555868  0.01766861]
 [ 3.04128149  6.39822489  0.          0.        ]]","[ 1.0102821   1.91614802 -0.84358117  1.42057357  0.73421761  0.14814584
  0.49205484  1.31784377  0.58732126 -0.69350187  0.        ]",-0.142519361124
9,[ 0.04868277 -0.74168837],[-0.35193226 -0.26313478],[-1.45486271 -1.63826827],-2.12048,"[[-0.43586873  0.36660779  0.08555868  0.01766861]
 [ 0.52349028  8.35857188  0.          0.        ]]","[ 1.03097143  1.86137708 -0.79356834  1.89329217  0.73421694  0.14814575
  0.2719015   1.6038642   0.6273296  -0.48893299  0.        ]",-0.1331983046
10,[ 0.55150586 -0.4680174 ],[-0.35193226 -0.26313478],[ 1.13129366  0.77934226],-2.35854,"[[-0.46517879  0.49240576  0.08555868  0.01766861]
 [-3.44134799  4.23495198  0.          0.        ]]","[ 1.01402715  1.79402735 -0.83484848  2.275877    0.73421627  0.14814566
 -0.07478016  1.00220811  0.61852043 -0.41821754  0.        ]",-0.128406768682
11,[ 0.04761774 -1.02444625],[-0.35193226 -0.26313478],[-0.56495969 -0.96108569],-2.08345,"[[-0.49364059  0.60721052  0.08555868  0.01766861]
 [ 0.58182861  7.23554148  0.          0.        ]]","[ 0.99659769  1.71689528 -0.87435718  2.60334331  0.7342156   0.14814557
  0.27700263  1.44000515  0.60194366 -0.35669617  0.        ]",-0.123546019593
12,[ 0.36864361 -0.83338678],[-0.35193226 -0.26313478],[-0.57938398 -1.02212603],-2.00034,"[[-0.50453045  0.71231     0.08555868  0.01766861]
 [-1.66338887  3.28755455  0.          0.        ]]","[ 0.98967697  1.63406047 -0.88931604  2.88117462  0.73421494  0.14814548
  0.08068266  0.86397537  0.58372304 -0.27440422  0.        ]",-0.117862418693
13,[ 0.86121655 -0.32668903],[-0.35193226 -0.26313478],[ 0.0740611   1.30426872],-2.42332,"[[-0.56045328  0.73768761  0.08555868  0.01766861]
 [-3.92138185 -0.73639305  0.          0.        ]]","[ 0.95198907  1.61240869 -0.96468712  2.9447393   0.73421427  0.14814539
 -0.11675438  0.27686322  0.56535551 -0.34638207  0.        ]",-0.119095841522
14,[ 0.89544904 -0.64195722],[-0.35193226 -0.26313478],[ 0.0002669 -0.0334281],-2.17703,"[[-0.6351761   0.7628322   0.08555868  0.01766861]
 [-3.55213176  3.2376103   0.          0.        ]]","[ 0.89616672  1.59035112 -1.06129783  3.0062891   0.7342136   0.14814531
 -0.08446738  0.85668755  0.53711217 -0.44900767  0.        ]",-0.12162974533
15,[ 1.07088292 -0.62496251],[-0.35193226 -0.26313478],[ 1.06803721 -0.82725599],-1.94226,"[[-0.70550286  0.82561265  0.08555868  0.01766861]
 [-3.48078201  3.04108954  0.          0.        ]]","[ 0.83817437  1.5327484  -1.14750121  3.15352286  0.73421293  0.14814522
 -0.07822856  0.82801344  0.50142995 -0.50516399  0.        ]",-0.121499617365
16,[ 0.78894961 -0.44298667],[-0.35193226 -0.26313478],[ 0.99179343 -0.49707455],-2.00662,"[[-0.73472097  0.8529523   0.08555868  0.01766861]
 [ 0.54556888 -0.29598961  0.          0.        ]]","[ 0.81259381  1.50657384 -1.18186327  3.21463034  0.73421227  0.14814513
  0.27383281  0.34111799  0.48550933 -0.52647826  0.        ]",-0.121346448864
17,[ 0.24880052 -0.43435887],[-0.35193226 -0.26313478],[ 0.13263847 -0.53223472],-2.03065,"[[-0.68454122  0.82733107  0.08555868  0.01766861]
 [ 4.45935922 -2.25959804  0.          0.        ]]","[ 0.85599386  1.53111644 -1.1223096   3.15737807  0.7342116   0.14814504
  0.61605182  0.05461829  0.50991511 -0.46896668  0.        ]",-0.120068412952
18,[ 0.07932696 -0.31940985],[-0.35193226 -0.26313478],[ 0.38200078 -1.04792722],-1.92551,"[[-0.59096785  0.76144134  0.08555868  0.01766861]
 [ 4.89651796 -4.32250135  0.          0.        ]]","[ 0.92993006  1.59157408 -1.00472532  3.00284404  0.73421093  0.14814495
  0.65427618 -0.24636899  0.55253211 -0.37560582  0.        ]",-0.119191565048
19,[-0.1074007  -0.16457719],[-0.35193226 -0.26313478],[-0.34797509 -0.32782938],-2.19846,"[[-0.4788337   0.63611652  0.08555868  0.01766861]
 [ 6.31217806 -8.19707603  0.          0.        ]]","[ 1.00577582  1.69521251 -0.85386573  2.68186616  0.73421026  0.14814486
  0.77806001 -0.81168744  0.60229818 -0.30278084  0.        ]",-0.121123058733
