timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[-2.36509776 -2.04428148],[-0.87208003 -0.68105298],[-2.92605961 -2.19046949],-4.65763,"[[ 0.03070105 -0.00441196  0.11530637 -0.07823054]
 [ 0.00194236  0.00133605  0.          0.        ]]","[ 1.01406373  1.36394686  0.05495413  0.72921232  0.99564876 -0.68171987
  0.07784919  0.32143882  0.38142557  1.20822049  0.        ]",-0.126645164342
1,[-1.23248971 -0.72370142],[-0.87208003 -0.68105298],[-1.73021856 -1.04568085],-4.49856,"[[-0.00893555 -0.04409789  0.11530637 -0.07823054]
 [-3.95244282 -3.95674359  0.          0.        ]]","[ 1.01466035  1.36280823 -0.00717558  0.63255863  0.99564828 -0.68171963
 -0.3992569  -0.31434614  0.38067109  1.05807237  0.        ]",-0.118535959785
2,[ 0.85240614  0.97592908],[-0.87208003 -0.68105298],[ 0.19034861  0.69667732],-4.11877,"[[-0.1268758  -0.16215943  0.11530637 -0.07823054]
 [-7.82870497 -7.8364795   0.          0.        ]]","[ 1.00358748  1.3484483  -0.19153499  0.34661537  0.99564781 -0.68171939
 -0.86693709 -0.93754658  0.32708639  0.61661069  0.        ]",-0.0956616178697
3,[ 1.60929084  0.635894  ],[-0.87208003 -0.68105298],[ 1.16863458  0.65087344],-3.69552,"[[-0.27435371 -0.28965789  0.11530637 -0.07823054]
 [-6.92209345 -4.92307163  0.          0.        ]]","[ 0.96293913  1.31471072 -0.41789087  0.04408402  0.99564733 -0.68171915
 -0.75755189 -0.46956656  0.16847713  0.1205116   0.        ]",-0.0743121918746
4,[ 1.47766721 -0.15860629],[-0.87208003 -0.68105298],[ 2.51159529  0.13544036],-3.64733,"[[-0.37174145 -0.36129872  0.11530637 -0.07823054]
 [-2.83027762 -2.24991957  0.          0.        ]]","[ 0.92015506  1.28763581 -0.56260889 -0.121258    0.99564686 -0.68171891
 -0.26386411 -0.04017882  0.021223   -0.16407619  0.        ]",-0.0675123362859
5,[ 0.84666795 -0.57685816],[-0.87208003 -0.68105298],[ 0.39842141 -0.3060061 ],-3.62048,"[[-0.38809596 -0.40048444  0.11530637 -0.07823054]
 [ 1.18147949 -1.67057805  0.          0.        ]]","[ 0.91175844  1.27041599 -0.5864189  -0.20987995  0.99564638 -0.68171867
  0.22016438  0.05288067 -0.02835717 -0.23443914  0.        ]",-0.0664744216353
6,[ 0.46348196 -0.55841988],[-0.87208003 -0.68105298],[ 1.25439323 -0.35689638],-3.61914,"[[-0.34888229 -0.44572684  0.11530637 -0.07823054]
 [ 2.7347175  -2.84972765  0.          0.        ]]","[ 0.93131133  1.24845784 -0.52907453 -0.31037718  0.99564591 -0.68171844
  0.40756636 -0.13652589 -0.01865928 -0.19661646  0.        ]",-0.065518831242
7,[-0.84663951 -0.92317724],[-0.87208003 -0.68105298],[-0.98774041 -1.18396565],-3.57004,"[[-0.25503303 -0.51634803  0.11530637 -0.07823054]
 [ 6.63723127 -4.20784221  0.          0.        ]]","[ 0.96993483  1.20983798 -0.38865683 -0.46287664  0.99564544 -0.6817182
  0.87841425 -0.35467954  0.02859032 -0.0691316   0.        ]",-0.0648049410879
8,[ 0.32564759  0.30669129],[-0.87208003 -0.68105298],[ 0.62154144  0.38662316],-3.58828,"[[-0.16279767 -0.63938177  0.11530637 -0.07823054]
 [ 2.59969217 -8.08264494  0.          0.        ]]","[ 0.99640771  1.13044288 -0.2472553  -0.71379947  0.99564496 -0.68171796
  0.39127471 -0.97708824  0.02362615  0.00942466  0.        ]",-0.0622212617185
9,[-0.40783706 -0.19353084],[-0.87208003 -0.68105298],[-0.36291149  0.24896107],-3.49105,"[[-0.08665394 -0.78407729  0.11530637 -0.07823054]
 [ 5.00671156 -6.39251945  0.          0.        ]]","[ 1.00951769  1.01882174 -0.12884207 -0.9805117   0.99564449 -0.68171772
  0.68168758 -0.7056033  -0.02426286  0.03896792  0.        ]",-0.0570732504057
