timestep,avg_action_dist,logstd_action_dist,actions,rewards,human_obs,obs,original_rewards
0,[ 1.09122217 -0.7615549 ],[-0.29191479 -0.19925004],[ 1.33259553 -2.19550165],-2.88141,"[[-0.00657311 -0.04729935  0.0326518   0.15778928]
 [ 0.00478326 -0.00191462  0.          0.        ]]","[ 1.24097144  2.24726673 -0.1170585   0.62789867  0.26766583  1.36172041
  0.30969074  0.39455532  1.16986914 -1.25547385  0.        ]",-0.241686647488
1,[ 0.92954957 -0.78951597],[-0.29191479 -0.19925004],[ 1.51608621 -0.08167945],-3.28839,"[[ 0.03322757 -0.08708053  0.0326518   0.15778928]
 [ 3.96210471 -3.96299562  0.          0.        ]]","[ 1.24024872  2.24349522 -0.05737217  0.4915425   0.26766556  1.36171673
  0.61968132 -0.17557399  1.16945311 -1.22282454  0.        ]",-0.238958530934
2,[ 0.59077889 -0.91569459],[-0.29191479 -0.19925004],[-0.73817695 -0.99985506],-3.16034,"[[ 0.15137507 -0.16881312  0.0326518   0.15778928]
 [ 7.83974223 -4.20942895  0.          0.        ]]","[ 1.22547695  2.22880933  0.11897584  0.21311288  0.26766529  1.36171305
  0.92342933 -0.21104366  1.16205758 -1.09355643  0.        ]",-0.227948145118
3,[ 0.72755122 -0.86375391],[-0.29191479 -0.19925004],[ 0.27830042 -1.80536515],-2.73132,"[[ 0.27733052 -0.29187536  0.0326518   0.15778928]
 [ 4.76601813 -8.08389206  0.          0.        ]]","[ 1.18914031  2.18927989  0.30344612 -0.19825591  0.26766502  1.36170937
  0.68265222 -0.76870585  1.14115375 -0.98999457  0.        ]",-0.218020805353
4,[ 0.77972597 -0.82388854],[-0.29191479 -0.19925004],[ 1.4448151 -1.3976324],-2.62221,"[[  0.38276562  -0.49167866   0.0326518    0.15778928]
 [  5.77412213 -11.88376353   0.           0.        ]]","[ 1.14278974  2.08207845  0.45297955 -0.83163857  0.26766475  1.36170569
  0.76161963 -1.3156298   1.10944288 -0.99319675  0.        ]",-0.215047880036
5,[ 0.67921418 -0.82190704],[-0.29191479 -0.19925004],[ 1.09931047 -1.90910799],-2.39468,"[[  0.53680897  -0.76673359   0.0326518    0.15778928]
 [  9.61746374 -15.60925122   0.           0.        ]]","[ 1.05011681  1.85497788  0.6598238  -1.59324395  0.26766447  1.36170202
  1.06268091 -1.85184273  1.0385044  -0.98765056  0.        ]",-0.207544757108
6,[ 0.46639583 -0.8476913 ],[-0.29191479 -0.19925004],[ 0.60843922 -0.96418241],-2.30588,"[[  0.76696027  -1.11555356   0.0326518    0.15778928]
 [ 13.38522115 -19.26046427   0.           0.        ]]","[ 0.86105435  1.46020969  0.93362801 -2.29536105  0.2676642   1.36169834
  1.35781985 -2.37735668  0.90046156 -0.94046929  0.        ]",-0.190372230964
7,[ 0.20507255 -0.86103982],[-0.29191479 -0.19925004],[-0.13594103 -1.09740698],-1.99676,"[[  1.05617884  -1.53523881   0.0326518    0.15778928]
 [ 15.5295478  -22.69651727   0.           0.        ]]","[ 0.55189696  0.89145346  1.19839882 -2.64307143  0.26766393  1.36169466
  1.52578807 -2.87188971  0.67721752 -0.90336039  0.        ]",-0.166695758219
8,[-0.00779702 -0.82565951],[-0.29191479 -0.19925004],[ 0.54825561  0.00880896],-1.86871,"[[  1.3583001   -2.02437737   0.0326518    0.15778928]
 [ 14.68521422 -26.20569275   0.           0.        ]]","[ 0.1701671   0.22473672  1.3589206  -2.29783526  0.26766366  1.36169098
  1.45964406 -3.37692945  0.37021919 -0.95718162  0.        ]",-0.148323045365
9,[-0.5297122  -0.89954686],[-0.29191479 -0.19925004],[-1.44501835 -0.4607385 ],-1.88627,"[[  1.67086741  -2.54292849   0.0326518    0.15778928]
 [ 16.56533903 -25.65126788   0.           0.        ]]","[-0.2515994  -0.32117903  1.38514877 -1.14573208  0.26766339  1.3616873
  1.60691539 -3.29709424  0.00416784 -1.07616654  0.        ]",-0.145259251388
10,[-0.53261471 -0.83495325],[-0.29191479 -0.19925004],[-0.63265816 -0.24736313],-2.30899,"[[  1.95916259  -3.06915946   0.0326518    0.15778928]
 [ 12.27854036 -22.0816395    0.           0.        ]]","[-0.62989764 -0.56224277  1.28095281  0.5417173   0.26766312  1.36168363
  1.27111276 -2.78330063 -0.38463337 -1.25047341  0.        ]",-0.165181738733
11,[-0.06534149 -0.71961254],[-0.29191479 -0.19925004],[ 0.14984966 -2.24151035],-2.39958,"[[ 2.17717568 -3.21292498  0.0326518   0.15778928]
 [ 9.53162563  1.21540079  0.          0.        ]]","[-0.88938384 -0.56235335  1.12524631  1.03520753  0.26766285  1.36167995
  1.05593561  0.56978081 -0.48575073 -1.3083609   0.        ]",-0.174276568011
12,[-0.22309318 -0.80337548],[-0.29191479 -0.19925004],[-0.59655472 -0.06398851],-2.26292,"[[ 2.37186969 -3.14861433  0.0326518   0.15778928]
 [ 9.93636261  3.83004728  0.          0.        ]]","[-1.09050163 -0.56589696  0.93659115  0.81446963  0.26766257  1.36167627
  1.08763777  0.94609859 -0.42045658 -1.26456161  0.        ]",-0.167540128982
13,[-0.20053712 -0.82937443],[-0.29191479 -0.19925004],[ 0.75900532 -1.19927493],-2.23021,"[[ 2.54492499 -3.07517451  0.0326518   0.15778928]
 [ 7.37769128  3.50781964  0.          0.        ]]","[-1.23856158 -0.5628279   0.73553746  0.56232858  0.2676623   1.36167259
  0.88720703  0.89971963 -0.37581368 -1.1968991   0.        ]",-0.158560391963
