timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.34923995 -1.70641935],"[ 1.0358759   1.56606128 -0.1414649   0.82336691  0.37040182  0.0255204
  0.15143487  0.34817084  1.02391103  0.09267193  0.        ]",[ 0.23460391 -1.60627216],-3.25236,"[[-0.04648775  0.06846949  0.04472539  0.00153405]
 [-0.0027489  -0.00165767  0.          0.        ]]",[-0.47296488 -0.25198248],-0.165182877297
1,[-0.27839974 -1.5414058 ],"[ 1.0363923   1.5683081  -0.12656193  0.6999503   0.37040165  0.02552039
  0.24589229 -0.24369548  1.02446698  0.06884201  0.        ]",[-0.52801593 -1.04953764],-3.2835,"[[ -3.72151917e-02   2.87052056e-02   4.47253875e-02   1.53404524e-03]
 [  9.26904125e-01  -3.96157248e+00   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.165317305498
2,[ 0.19879052 -1.1337465 ],"[ 1.03625861  1.56412886 -0.13072186  0.33313009  0.37040149  0.02552038
  0.03195188 -0.82366798  1.01609157 -0.0637326   0.        ]",[-0.28444933 -0.83961246],-3.29418,"[[ -3.98031608e-02  -8.94589372e-02   4.47253875e-02   1.53404524e-03]
 [ -1.17870117e+00  -7.84191253e+00   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.165453768095
3,[ 0.99116564 -0.4538126 ],"[ 1.03362325  1.5240423  -0.18631639 -0.24233234  0.37040132  0.02552037
 -0.07989774 -1.29729567  0.96127208 -0.33141584  0.        ]",[ 0.93804343 -1.00828097],-3.24984,"[[ -7.44217025e-02  -2.78091176e-01   4.47253875e-02   1.53404524e-03]
 [ -2.27952714e+00  -1.10107522e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.165051491578
4,[ 1.1879102 -0.1713416],"[ 1.0327984   1.40554342 -0.19897622 -0.9759071   0.37040115  0.02552036
  0.30184268 -1.85673578  0.83741013 -0.59229055  0.        ]",[ 0.94291694 -0.46575214],-3.20682,"[[ -8.23159831e-02  -5.35861003e-01   4.47253875e-02   1.53404524e-03]
 [  1.47756750e+00  -1.47537380e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.162192930018
5,[ 0.96360552 -0.1871863 ],"[ 1.03714926  1.17584657 -0.09184916 -1.71674353  0.37040099  0.02552035
  0.67792054 -2.08889535  0.67660533 -0.7210157   0.        ]",[ 0.64018549  0.33608456],-3.12293,"[[ -1.56282521e-02  -8.46521048e-01   4.47253875e-02   1.53404524e-03]
 [  5.17893231e+00  -1.63070452e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.153601148449
6,[ 0.72190738 -0.19546965],"[ 1.02890854  0.87345427  0.11360582 -2.2333698   0.37040082  0.02552034
  0.9248134  -1.84181937  0.52350378 -0.70906703  0.        ]",[ 1.33131262  0.22284502],-2.92767,"[[  1.12329369e-01  -1.15607678e+00   4.47253875e-02   1.53404524e-03]
 [  7.60885982e+00  -1.46539878e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.139236060409
7,[ 0.25115481 -0.42551762],"[ 0.97669428  0.55910088  0.41281486 -2.46918431  0.37040065  0.02552033
  1.31158365 -1.66664436  0.40758178 -0.5718936   0.        ]",[-0.26278562 -1.03555032],-2.76363,"[[  3.02697701e-01  -1.43739839e+00   4.47253875e-02   1.53404524e-03]
 [  1.14154683e+01  -1.34819829e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.120617522154
8,[ 0.41970056  0.11412671],"[ 0.86218977  0.20341688  0.73023326 -2.45024685  0.37040049  0.02552032
  1.18306502 -2.21845339  0.24572863 -0.41550687  0.        ]",[-0.13148434  0.54320344],-2.54609,"[[  5.18317472e-01  -1.74408031e+00   4.47253875e-02   1.53404524e-03]
 [  1.01505980e+01  -1.71739400e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.0968353092471
9,[ 0.34115994  0.44242963],"[ 0.71157524 -0.14568111  0.98682791 -2.12853753  0.37040032  0.02552031
  1.10977242 -1.84608647  0.02577369 -0.29594141  0.        ]",[-0.56519972  0.87091567],-2.26068,"[[  7.14091902e-01  -2.06256250e+00   4.47253875e-02   1.53404524e-03]
 [  9.42926121e+00  -1.46826071e+01   0.00000000e+00   0.00000000e+00]]",[-0.47296488 -0.25198248],-0.0700963681664
