timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-2.50173163 -3.73332715],"[ 1.05836239  1.66152769  0.01758819  0.69500442 -0.52900552 -0.52621208
  0.17504683  0.35858334  1.94174787  0.8631889   0.        ]",[-2.74230087 -3.36359994],-4.87629,"[[ 0.0651132   0.02589926 -0.059024   -0.06234909]
 [-0.0021669   0.0028204   0.          0.        ]]",[-0.44039917 -0.28764695],-0.279702048496
1,[-1.98374259 -3.35570884],"[ 1.06074376  1.66181128 -0.0460703   0.56878714 -0.52900521 -0.52621178
 -0.21001525 -0.2279646   1.94728661  0.74301562  0.        ]",[-3.06938573 -4.07123316],-4.74548,"[[ 0.02539524 -0.0137573  -0.059024   -0.06234909]
 [-3.95646852 -3.95528928  0.          0.        ]]",[-0.44039917 -0.28764695],-0.277004474961
2,[-1.36674511 -2.95431209],"[ 1.05548635  1.65160507 -0.23521765  0.19429839 -0.52900491 -0.52621148
 -0.58746816 -0.80290284  1.91948641  0.38715073  0.        ]",[ 0.07688882 -3.46159404],-4.57477,"[[-0.09262456 -0.13179005 -0.059024   -0.06234909]
 [-7.83263064 -7.83505666  0.          0.        ]]",[-0.44039917 -0.28764695],-0.267374797402
3,[-0.52243078 -2.46333146],"[ 1.02168169  1.59900955 -0.47546521 -0.40880847 -0.52900461 -0.52621118
 -0.54264438 -1.3666996   1.76699012 -0.08654502  0.        ]",[-0.38071616 -2.54102752],-4.40207,"[[ -0.24465818  -0.32666397  -0.059024    -0.06234909]
 [ -7.37232744 -11.63964708   0.           0.        ]]",[-0.44039917 -0.28764695],-0.249492877578
4,[ 0.52020383 -1.22402573],"[ 0.95350941  1.45623354 -0.72011981 -1.17645132 -0.52900431 -0.52621088
 -0.67505194 -1.9192217   1.42703648 -0.54604181  0.        ]",[-0.16462577 -1.33472869],-4.11627,"[[ -0.40574564  -0.59686652  -0.059024    -0.06234909]
 [ -8.73205753 -15.36817122   0.           0.        ]]",[-0.44039917 -0.28764695],-0.221400974851
5,[ 1.16236353  0.10429215],"[ 0.84053131  1.17305613 -0.97307981 -1.95958419 -0.529004   -0.52621057
 -0.72171634 -2.46083383  0.87225071 -0.85824001  0.        ]",[ 0.937896   -0.38827333],-3.44963,"[[ -0.5851923   -0.94090122  -0.059024    -0.06234909]
 [ -9.21127047 -19.02310291   0.           0.        ]]",[-0.44039917 -0.28764695],-0.179613495534
6,[ 1.34651554  0.89468974],"[ 0.72293741  0.75250876 -1.15726329 -2.48087309 -0.5290037  -0.52621027
 -0.34281018 -2.63295972  0.29084536 -0.84413265  0.        ]",[ 0.62834056  1.23752961],-2.59799,"[[ -0.73037799  -1.33301819  -0.059024    -0.06234909]
 [ -5.3201942  -20.18469968   0.           0.        ]]",[-0.44039917 -0.28764695],-0.130001719324
7,[ 1.14172184  1.18874288],"[ 0.64866955  0.32731421 -1.24983048 -2.54669319 -0.5290034  -0.52620997
 -0.09068679 -1.98703278 -0.07981362 -0.60096255  0.        ]",[-0.09039129  0.4343439 ],-2.07826,"[[ -0.81080775  -1.69297909  -0.059024    -0.06234909]
 [ -2.73108012 -15.82589665   0.           0.        ]]",[-0.44039917 -0.28764695],-0.0853425735686
8,[ 1.19127798  1.44431543],"[ 0.59173768 -0.01092743 -1.3116221  -2.29597925 -0.52900309 -0.52620967
 -0.12040873 -1.68573259 -0.26984924 -0.30882728  0.        ]",[ 1.1545223  0.8026823],-1.88726,"[[ -0.86849251  -1.98909712  -0.059024    -0.06234909]
 [ -3.03630212 -13.79268492   0.           0.        ]]",[-0.44039917 -0.28764695],-0.0482985096114
9,[ 0.80484676  0.9308601 ],"[ 0.57089396 -0.25662506 -1.33252569 -1.90287775 -0.52900279 -0.52620937
  0.27083001 -1.1743164  -0.32243427 -0.05234726  0.        ]",[ 0.12725217 -0.23279784],-1.71595,"[[ -0.88890968  -2.23032477  -0.059024    -0.06234909]
 [  0.98141844 -10.34155633   0.           0.        ]]",[-0.44039917 -0.28764695],-0.0214653146178
