timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-1.70770907 -3.69346094],"[ 1.01287273  1.36570164  0.13594076  0.63783152 -0.64840103 -0.24996658
  0.08693985  0.32001548  2.30209722  0.71200589  0.        ]",[-1.32840536 -3.17662526],-6.46455,"[[ 0.08777251 -0.0373209  -0.07401483 -0.03020542]
 [ 0.00407265 -0.00161342  0.          0.        ]]",[-0.86707592 -0.65094388],-0.286964193546
1,[-1.64241195 -3.36247277],"[ 1.01659309  1.36302298  0.07409245  0.54055738 -0.6484008  -0.24996652
 -0.39117853 -0.31188381  2.30578459  0.56390588  0.        ]",[-1.71898683 -4.16518779],-6.33895,"[[ 0.04817805 -0.07706524 -0.07401483 -0.03020542]
 [-3.95035983 -3.95963486  0.          0.        ]]",[-0.86707592 -0.65094388],-0.285634167648
2,[-1.4485414  -3.08273363],"[ 1.01483648  1.34413906 -0.1103921   0.25381564 -0.64840057 -0.24996645
 -0.8598534  -0.93127513  2.26595461  0.12664619  0.        ]",[-1.67731894 -3.38607211],-6.30887,"[[-0.06972115 -0.19518401 -0.07401483 -0.03020542]
 [-7.82668797 -7.83931153  0.          0.        ]]",[-0.86707592 -0.65094388],-0.279990962547
3,[-0.26110831 -1.53637612],"[ 0.9701225   1.27795254 -0.41046601 -0.2030696  -0.64840035 -0.24996639
 -1.31930755 -1.53839601  2.04100255 -0.54352589  0.        ]",[-0.13550141 -1.47550937],-6.32437,"[[ -0.264381    -0.39012538  -0.07401483  -0.03020542]
 [-11.62675731 -11.6421351    0.           0.        ]]",[-0.86707592 -0.65094388],-0.265369984242
4,[ 0.40805477 -0.25909588],"[ 0.84882783  1.11870502 -0.75195659 -0.77458197 -0.64840012 -0.24996632
 -1.35628381 -2.13367946  1.51082821 -1.19479701  0.        ]",[ 0.19798054 -0.93749552],-6.21765,"[[ -0.49998282  -0.66037948  -0.07401483  -0.03020542]
 [-11.9325891  -15.37082422   0.           0.        ]]",[-0.86707592 -0.65094388],-0.237411934761
5,[ 1.04375839  1.48725498],"[ 0.66707216  0.82269344 -1.04362332 -1.33632127 -0.6483999  -0.24996626
 -1.23316894 -2.67771335  0.75325786 -1.5030164   0.        ]",[ 0.99950944  1.08358206],-5.60843,"[[ -0.72841599  -1.0019867   -0.07401483  -0.03020542]
 [-10.91433427 -18.7785204    0.           0.        ]]",[-0.86707592 -0.65094388],-0.195491869175
6,[ 1.04038167  1.33542943],"[ 0.489332    0.46419394 -1.23256278 -1.6539984  -0.64839967 -0.24996619
 -0.72928087 -1.98632854  0.10740707 -1.38385376  0.        ]",[ 1.19018988  1.88999114],-4.72238,"[[ -0.9048915   -1.33410671  -0.07401483  -0.03020542]
 [ -6.74676751 -14.44790507   0.           0.        ]]",[-0.86707592 -0.65094388],-0.150790968927
7,[ 0.56430817  0.75252235],"[ 0.38353535  0.17639414 -1.31784309 -1.72223539 -0.64839944 -0.24996613
 -0.23490178 -1.30862505 -0.22358698 -1.12374024  0.        ]",[ 0.66525769  0.56219623],-4.16782,"[[ -0.99880429  -1.58047413  -0.07401483  -0.03020542]
 [ -2.6578465  -10.20297282   0.           0.        ]]",[-0.86707592 -0.65094388],-0.117862175305
8,[ 0.11287314  0.33398575],"[ 0.35277526 -0.03409197 -1.33961142 -1.67851584 -0.64839922 -0.24996606
  0.089699   -0.92104712 -0.34810347 -0.90307696  0.        ]",[ 0.46366924  0.73344671],-3.89525,"[[-1.02502588 -1.76017608 -0.07401483 -0.03020542]
 [ 0.02686835 -7.77529952  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0963875214361
9,[-0.38373005 -0.36362904],"[ 0.37504383 -0.17649393 -1.32397805 -1.60231962 -0.64839899 -0.249966
  0.31146744 -0.43285822 -0.36710378 -0.76153011  0.        ]",[-0.54134004 -0.7162261 ],-3.83081,"[[-1.00608604 -1.88500155 -0.07401483 -0.03020542]
 [ 1.86107551 -4.71742653  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0841874376523
10,[ 0.03608625  0.93927026],"[ 0.39290316 -0.31006449 -1.31095483 -1.4929178  -0.64839877 -0.24996593
  0.04795841 -0.87067484 -0.37729026 -0.61761205  0.        ]",[ 0.57446582  1.25115402],-3.64575,"[[-0.99073082 -2.00686493 -0.07401483 -0.03020542]
 [-0.31835922 -7.45978478  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0720447754828
11,[-0.58775729 -0.14393675],"[ 0.41190266 -0.42231563 -1.29661046 -1.36836512 -0.64839854 -0.24996587
  0.32361471 -0.21497301 -0.3733824  -0.48983096  0.        ]",[ 0.02916574 -0.33943036],-3.59025,"[[-0.97422373 -2.11485261 -0.07401483 -0.03020542]
 [ 1.96154364 -3.35265988  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0617417978446
12,[-0.68090004  0.20620906],"[ 0.45705439 -0.50083809 -1.26039607 -1.26042663 -0.64839832 -0.2499658
  0.33288768 -0.41894442 -0.34164658 -0.41159     0.        ]",[-0.12223009  0.08767503],-3.52374,"[[-0.93422329 -2.19472457 -0.07401483 -0.03020542]
 [ 2.03823935 -4.63027783  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0566858333631
13,[-0.5785085   0.28309393],"[ 0.49603157 -0.58242913 -1.22656227 -1.1265205  -0.64839809 -0.24996574
  0.26950338 -0.34888084 -0.31219533 -0.31857503  0.        ]",[-0.29713788  0.95746117],-3.43087,"[[-0.89871833 -2.2829269  -0.07401483 -0.03020542]
 [ 1.51400038 -4.19142079  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0509881115084
14,[-0.21149924 -0.21653974],"[ 0.51556797 -0.62175088 -1.20864087 -1.05264557 -0.64839786 -0.24996567
  0.1236454   0.26962939 -0.29623618 -0.27079136  0.        ]",[-0.589806   -0.38766874],-3.35519,"[[-0.8805422  -2.32788452 -0.07401483 -0.03020542]
 [ 0.30763722 -0.31725502  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0484245008272
15,[ 0.27606615  0.64537978],"[ 0.4969417  -0.6401354  -1.22574034 -1.01571919 -0.64839764 -0.24996561
 -0.15939594  0.02557662 -0.30615914 -0.23360797  0.        ]",[ 0.02467637  0.07507848],-3.32012,"[[-0.89787717 -2.34956731 -0.07401483 -0.03020542]
 [-2.03334338 -1.84592908  0.          0.        ]]",[-0.86707592 -0.65094388],-0.045275140906
16,[ 0.31868207  0.66761482],"[ 0.45378226 -0.66782743 -1.26312135 -0.95693857 -0.64839741 -0.24996554
 -0.1427224   0.07887333 -0.32632871 -0.16878924  0.        ]",[ 0.38944371  1.03524769],-3.26567,"[[-0.93716043 -2.38313642 -0.07401483 -0.03020542]
 [-1.89544004 -1.51209427  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0396758969798
17,[ 0.07343038 -0.41204721],"[ 0.42898222 -0.65985247 -1.28326637 -0.97427306 -0.64839719 -0.24996548
  0.0482148   0.71579793 -0.34202902 -0.16828803  0.        ]",[ 0.02792964 -0.27850379],-3.22296,"[[-0.95922458 -2.37335026 -0.07401483 -0.03020542]
 [-0.31623602  2.47741203  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0386883555391
18,[ 0.01868343 -0.27893722],"[ 0.42313464 -0.62813055 -1.28788049 -1.04000915 -0.64839696 -0.24996541
  0.06234165  0.53191127 -0.35270493 -0.21334782  0.        ]",[ 0.45174871 -0.33054768],-3.27386,"[[-0.96437702 -2.3353585  -0.07401483 -0.03020542]
 [-0.19939553  1.32560232  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0412418152477
19,[-0.46582723 -0.35715008],"[ 0.4389683  -0.61690281 -1.27526513 -1.06211545 -0.64839674 -0.24996535
  0.27904875  0.31875999 -0.34544321 -0.23842402  0.        ]",[-0.79200922  0.1890557 ],-3.3109,"[[-0.9503818  -2.32224211 -0.07401483 -0.03020542]
 [ 1.59294587 -0.00951241  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0434348752872
20,[ 0.26174089  0.04786098],"[ 0.43906293 -0.61057367 -1.27518769 -1.07432382 -0.64839651 -0.24996528
 -0.10385517  0.43831362 -0.34640999 -0.2478158   0.        ]",[ 0.6150715  -0.06571081],-3.32076,"[[-0.95029763 -2.31491892 -0.07401483 -0.03020542]
 [-1.57397487  0.73933611  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0440676828924
21,[-0.27850589 -0.36906892],"[ 0.43146117 -0.60008509 -1.28129086 -1.09416682 -0.64839628 -0.24996522
  0.19431117  0.39442793 -0.35272703 -0.25911951  0.        ]",[-0.35464229 -0.6573369 ],-3.32353,"[[-0.9570342  -2.3028902  -0.07401483 -0.03020542]
 [ 0.89209813  0.46445017  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0445802567438
22,[ 0.00091415  0.43921179],"[ 0.43550452 -0.61480303 -1.27805403 -1.06618307 -0.64839606 -0.24996515
  0.02243728 -0.02256892 -0.34788601 -0.23970855  0.        ]",[-1.03819887  1.08379733],-3.33725,"[[-0.95345487 -2.31980764 -0.07401483 -0.03020542]
 [-0.52943518 -2.14749062  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0434009839755
23,[ 1.04284918  0.33312315],"[ 0.3778764  -0.61721193 -1.3219289  -1.06151067 -0.64839583 -0.24996509
 -0.45495064  0.61638554 -0.38088569 -0.20514661  0.        ]",[ 0.78032258  0.13087334],-3.26347,"[[-1.00365901 -2.32260201 -0.07401483 -0.03020542]
 [-4.47781196  1.85472512  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0391968537211
24,[ 0.3152563  -0.26093864],"[ 0.30937244 -0.58041732 -1.36821727 -1.1301142  -0.64839561 -0.24996502
 -0.07073883  0.69324568 -0.42787665 -0.2198291   0.        ]",[-0.13712309  0.59155822],-3.2809,"[[-1.06133188 -2.28067704 -0.07401483 -0.03020542]
 [-1.30007715  2.33615492  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0382535980236
25,[ 0.49499199 -0.77235663],"[ 0.27137448 -0.51623398 -1.39136574 -1.23696742 -0.64839538 -0.24996496
 -0.13326947  1.05981844 -0.46355716 -0.28589522  0.        ]",[ 0.68392612 -1.18105023],-3.30973,"[[-1.09252238 -2.21091642 -0.07401483 -0.03020542]
 [-1.81725505  4.63225683  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0424291475349
26,[-0.3239463  -0.43208709],"[ 0.26051729 -0.46614947 -1.39766554 -1.31041528 -0.64839515 -0.24996489
  0.19844218  0.41300736 -0.47829992 -0.34559418  0.        ]",[-0.27153461  0.18438016],-3.39042,"[[-1.1013409  -2.15892049 -0.07401483 -0.03020542]
 [ 0.92626121  0.58083273  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0470355282061
27,[-0.00509849 -0.4213354 ],"[ 0.26982329 -0.44757146 -1.39227226 -1.33565936 -0.64839493 -0.24996482
  0.06625948  0.52773643 -0.47455278 -0.37529065  0.        ]",[-0.13987516  0.27401528],-3.42077,"[[-1.09378465 -2.1400936  -0.07401483 -0.03020542]
 [-0.16699316  1.29946106  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0495964152402
28,[ 0.1672217  -0.59582978],"[  2.58904431e-01  -4.10799233e-01  -1.39858781e+00  -1.38265477e+00
  -6.48394703e-01  -2.49964760e-01  -2.94887004e-04   6.96852688e-01
  -4.85009122e-01  -4.15581178e-01   0.00000000e+00]",[-0.06725396 -0.25592046],-3.46211,"[[-1.10264742 -2.10347615 -0.07401483 -0.03020542]
 [-0.71744976  2.35875428  0.          0.        ]]",[-0.86707592 -0.65094388],-0.0527792294522
