timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[-0.21776773 -0.19611797],"[ 1.04645982  1.23053494 -0.08640582  0.31730681  0.34835452 -1.43227932
  0.49264198  0.04999269  0.80411159  1.1254042   0.        ]",[-0.83624296  0.67862052],-5.27764,"[[-0.09892876  0.09412266  0.04697288 -0.16978866]
 [-0.00330407 -0.00295082  0.          0.        ]]",[-0.02844707  0.03683105],-0.227642848228
1,[-0.21743774 -0.19543995],"[ 1.04107788  1.22685036 -0.13723022  0.36222356  0.34834687 -1.43219381
  0.20521207  0.39988141  0.80161899  1.09768923  0.        ]",[ 0.77541142 -2.23645749],-3.88832,"[[-0.13219562  0.12103723  0.04697288 -0.16978866]
 [-3.31236175  2.68544261  0.          0.        ]]",[-0.02844707  0.03683105],-0.224578429973
2,[-0.21772319 -0.19609731],"[ 1.03381695  1.22464356 -0.19015251  0.38458819  0.34833923 -1.43210831
  0.47746996 -0.12254739  0.7979765   1.05759331  0.        ]",[-1.62907831 -1.12537758],-4.3786,"[[-0.16699337  0.1344726   0.04697288 -0.16978866]
 [-0.17785403 -1.32852268  0.          0.        ]]",[-0.02844707  0.03683105],-0.220191496761
3,[-0.21870735 -0.19612321],"[ 1.02250346  1.23296805 -0.25541178  0.27432822  0.34833159 -1.43202283
  0.13428454 -0.63427185  0.78619549  0.94555217  0.        ]",[-0.19206583 -0.06399607],-4.06979,"[[-0.21019042  0.06845356  0.04697288 -0.16978866]
 [-4.12869413 -5.2602832   0.          0.        ]]",[-0.02844707  0.03683105],-0.2080979455
4,[-0.21698835 -0.19620042],"[ 0.99110619  1.23492715 -0.3884038   0.09528095  0.34832394 -1.43193736
  0.07538312 -0.6536462   0.7394472   0.74107984  0.        ]",[-0.37389483 -1.31569754],-2.74817,"[[-0.29956745 -0.03824701  0.04697288 -0.16978866]
 [-4.8067579  -5.40927664  0.          0.        ]]",[-0.02844707  0.03683105],-0.184367889601
5,[-0.21437047 -0.19647409],"[ 0.93793161  1.21436617 -0.54700723 -0.14949936  0.3483163  -1.43185191
 -0.04471714 -1.15495846  0.63489929  0.49576292  0.        ]",[ 0.79668293 -1.61238491],-1.27511,"[[-0.40957425 -0.1850804   0.04697288 -0.16978866]
 [-6.18935081 -9.26122247  0.          0.        ]]",[-0.02844707  0.03683105],-0.152095785132
6,[-0.20997737 -0.19726464],"[ 0.8822915   1.13268651 -0.67258488 -0.50702325  0.34830866 -1.43176647
  0.23978977 -1.64650427  0.46053494  0.26549113  0.        ]",[-0.45995455 -0.1979589 ],-0.687285,"[[ -0.50049968  -0.40820532   0.04697288  -0.16978866]
 [ -2.914141   -13.0386715    0.           0.        ]]",[-0.02844707  0.03683105],-0.113909706979
7,[-0.20438798 -0.19774711],"[ 0.828046    0.96126156 -0.77285946 -0.88872773  0.34830102 -1.43168105
  0.08668583 -1.7147073   0.22645183  0.09834008  0.        ]",[ 0.47887147  1.81140452],-0.302912,"[[ -0.57646459  -0.67424656   0.04697288  -0.16978866]
 [ -4.67657245 -13.56370626   0.           0.        ]]",[-0.02844707  0.03683105],-0.0723010489906
8,[-0.19886065 -0.1976755 ],"[ 0.76905426  0.75806222 -0.86541865 -1.15891598  0.34829338 -1.43159564
  0.25912849 -1.16444689 -0.00768517  0.01819441  0.        ]",[-0.70338183  1.15710948],0.253544,"[[-0.65008019 -0.90310465  0.04697288 -0.16978866]
 [-2.69148048 -9.33618372  0.          0.        ]]",[-0.02844707  0.03683105],-0.0345719786347
9,[-0.19363834 -0.19685888],"[ 0.69700974  0.60745128 -0.96168171 -1.29534437  0.34828574 -1.43151025
  0.02184373 -0.62493033 -0.19735708 -0.00868452  0.        ]",[ 1.75139644 -1.10999117],1.40809,"[[-0.73131489 -1.04823734  0.04697288 -0.16978866]
 [-5.42286872 -5.19090109  0.          0.        ]]",[-0.02844707  0.03683105],-0.00655307797124
