timestep,avg_action_dist,obs,actions,rewards,human_obs,logstd_action_dist,original_rewards
0,[ 0.8731007  -0.73596811],"[ 1.15578599  2.02529206  0.10485783  0.82389979  1.49418333  1.54530865
  0.49860213  0.35770088  0.06812683 -1.21259692  0.        ]",[ 0.55690711 -0.78224082],-2.22988,"[[  2.25482958e-02   3.29537813e-02   1.70461146e-01   1.74615595e-01]
 [  8.53759813e-04   1.00535666e-04   0.00000000e+00   0.00000000e+00]]",[-0.18844204 -0.23894045],-0.170850705762
1,[ 0.89411408 -0.71210426],"[ 1.1547558   2.02599497  0.13801814  0.73235205  1.49417354  1.54529805
  0.66208588 -0.08212112  0.06794813 -1.20291257  0.        ]",[ 0.48981817 -0.88666378],-2.23348,"[[  4.46812058e-02   1.87043178e-03   1.70461146e-01   1.74615595e-01]
 [  2.20509393e+00  -3.09810716e+00   0.00000000e+00   0.00000000e+00]]",[-0.18844204 -0.23894045],-0.169650131488
2,[ 0.92283124 -0.68067837],"[ 1.14812845  2.01998214  0.23235044  0.44827125  1.49416376  1.54528744
  0.80266158 -0.57191432  0.06520527 -1.18230777  0.        ]",[ 1.88195834 -0.68510344],-2.09562,"[[ 0.10780007 -0.09470893  0.17046115  0.1746156 ]
 [ 4.10047793 -6.54832609  0.          0.        ]]",[-0.18844204 -0.23894045],-0.167021434668
3,[ 0.88905537 -0.68129843],"[ 1.12025037  1.98384149  0.41092156 -0.0065308   1.49415397  1.54527683
  1.09012187 -0.93881432  0.05010113 -1.11965924  0.        ]",[ 1.87850996 -0.51716876],-2.07786,"[[ 0.22869675 -0.25160721  0.17046115  0.1746156 ]
 [ 7.97629741 -9.13286988  0.          0.        ]]",[-0.18844204 -0.23894045],-0.158814689708
4,[ 0.78775787 -0.70671183],"[ 1.03279814  1.89102484  0.69100614 -0.56242785  1.49414418  1.54526623
  1.37188597 -1.20402412  0.00308486 -0.97569121  0.        ]",[ 0.80731173 -1.00788235],-2.0438,"[[  0.42633939  -0.45300968   0.17046115   0.1746156 ]
 [ 11.77536094 -11.00110351   0.           0.        ]]",[-0.18844204 -0.23894045],-0.139581240953
5,[ 0.7094115  -0.69090462],"[ 0.83959524  1.70221486  1.02711953 -1.19458127  1.4941344   1.54525562
  1.59161165 -1.73528474 -0.10048242 -0.79236167  0.        ]",[ 1.37840055  0.73071261],-2.0041,"[[  0.69157126  -0.71058135   0.17046115   0.1746156 ]
 [ 14.73802675 -14.74351381   0.           0.        ]]",[-0.18844204 -0.23894045],-0.114137735784
6,[ 0.43439576 -0.78673667],"[ 0.49584337  1.44062044  1.35089227 -1.70884424  1.49412461  1.54524501
  1.86340408 -1.28314064 -0.28585832 -0.56274122  0.        ]",[ 0.23948704 -1.60411575],-1.77095,"[[  1.02309987  -0.97349717   0.17046115   0.1746156 ]
 [ 18.40278237 -11.55855165   0.           0.        ]]",[-0.18844204 -0.23894045],-0.0842251255863
7,[ 0.29564244 -0.77628207],"[ 0.01665946  1.1201524   1.54758994 -2.06113953  1.49411483  1.54523441
  1.9068313  -1.81257268 -0.55184161 -0.36851116  0.        ]",[ 1.32218393 -0.87966288],-1.87331,"[[  1.3970323   -1.24208862   0.17046115   0.1746156 ]
 [ 18.988548   -15.28811259   0.           0.        ]]",[-0.18844204 -0.23894045],-0.0740094912582
8,[ 0.10968121 -0.80255508],"[-0.55161649  0.67638731  1.52648396 -2.21870719  1.49410505  1.5452238
  2.1726254  -2.26387858 -0.86912129 -0.31322688  0.        ]",[ 0.19075831 -0.29708813],-1.88013,"[[  1.81276127  -1.57975175   0.17046115   0.1746156 ]
 [ 22.57257807 -18.4674355    0.           0.        ]]",[-0.18844204 -0.23894045],-0.101759582761
9,[-0.01999792 -0.82592273],"[-1.10535437  0.18428317  1.22095989 -2.00160598  1.49409526  1.5452132
  2.19563037 -2.37863195 -1.18319964 -0.40944781  0.        ]",[ 0.92668403 -1.65446356],-1.95177,"[[  2.26732862  -1.95721315   0.17046115   0.1746156 ]
 [ 22.88310461 -19.27602304   0.           0.        ]]",[-0.18844204 -0.23894045],-0.144928808598
10,[-0.10062379 -0.8428129 ],"[-1.49865001 -0.2783838   0.63308537 -1.30881488  1.49408548  1.54520259
  2.4342398  -2.8862135  -1.41313915 -0.66253218  0.        ]",[ 0.31204794 -0.68512798],-2.0892,"[[  2.75727432  -2.37861306   0.17046115   0.1746156 ]
 [ 26.10077519 -22.85201739   0.           0.        ]]",[-0.18844204 -0.23894045],-0.187647510021
11,[-0.04828081 -0.81435901],"[-1.58468922 -0.5958684  -0.14547861 -0.09645405  1.49407569  1.54519199
  2.48761782 -3.20679946 -1.47514709 -1.03228758  0.        ]",[-0.43844287  0.24258159],-2.28277,"[[  3.28651782  -2.85831565   0.17046115   0.1746156 ]
 [ 26.8209753  -25.11090471   0.           0.        ]]",[-0.18844204 -0.23894045],-0.221890934055
12,[ 0.09795482 -0.77753592],"[-1.31098345 -0.64539672 -0.84646864  0.9481182   1.49406591  1.54518138
  2.31954983 -0.27762581 -1.38061846 -1.29754883  0.        ]",[ 0.78623776  0.76979989],-2.39898,"[[  3.80020338  -3.21677388   0.17046115   0.1746156 ]
 [ 24.55524505  -4.47592894   0.           0.        ]]",[-0.18844204 -0.23894045],-0.236340015499
